學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別,國家(地區)區域別,境外學位生總人數(A)(A=B+C+D+E)小計,境外學生總人數(A)(A=B+C+D+E)男,境外學生總人數(A)(A=B+C+D+E)女,外國學生(B)小計,外國學生(B)男,外國學生(B)女,僑生(C)小計,僑生(C)男,僑生(C)女,港澳生(D)小計,港澳生(D)男,港澳生(D)女,大陸地區來臺學位生(E)小計,大陸地區來臺學位生(E)男,大陸地區來臺學位生(E)女
108,公立,一般大學,0001,國立政治大學,博士班,白俄羅斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,印度,南亞,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,印度尼西亞共和國,東協,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,坦尚尼亞聯合共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,孟加拉人民共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,拉脫維亞共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,波蘭共和國,歐洲,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,法國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,南非共和國,非洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,香港,港澳,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,埃及阿拉伯共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,烏克蘭,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,紐西蘭,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,斯洛伐克共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,越南社會主義共和國,東協,13,3,10,13,3,10,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,蒙古國,其他亞洲地區,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,巴西聯邦共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,日本,其他亞洲地區,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,史瓦帝尼王國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,布吉納法索,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,西班牙王國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,肯亞共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,俄羅斯聯邦,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,美國,北美洲,12,7,5,10,6,4,2,1,1,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,英國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,泰國,東協,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,馬來西亞,東協,13,6,7,4,1,3,9,5,4,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,捷克共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,菲律賓共和國,東協,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,新加坡共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,義大利共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,德意志聯邦共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,墨西哥合眾國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0001,國立政治大學,博士班,澳門,港澳,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),大陸地區,大陸地區,21,10,11,0,0,0,0,0,0,0,0,0,21,10,11
108,公立,一般大學,0002,國立清華大學,學士班(日間),大韓民國(南韓),其他亞洲地區,20,9,11,20,9,11,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),巴拉圭,中南美洲,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),尼加拉瓜,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),瓜地馬拉共和國,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),印度,南亞,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),印度尼西亞共和國,東協,78,48,30,48,31,17,30,17,13,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),宏都拉斯共和國,中南美洲,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),貝里斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),委內瑞拉共和國,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),波蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),阿根廷,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),南非共和國,非洲,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),香港,港澳,65,35,30,0,0,0,0,0,0,65,35,30,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),哥斯大黎加共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),海地共和國,中南美洲,8,7,1,8,7,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),智利,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),越南社會主義共和國,東協,16,6,10,9,1,8,7,5,2,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),聖文森(及格瑞那丁),中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),聖露西亞,中南美洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),蒙古國,其他亞洲地區,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),緬甸,東協,19,8,11,0,0,0,19,8,11,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),墨西哥合眾國,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),澳門,港澳,88,52,36,0,0,0,0,0,0,88,52,36,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),巴西聯邦共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),巴基斯坦,南亞,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),日本,其他亞洲地區,9,5,4,6,3,3,3,2,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),史瓦帝尼王國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),尼泊爾聯邦民主共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),吉里巴斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),西班牙王國,歐洲,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),泰國,東協,12,3,9,3,1,2,9,2,7,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),烏克蘭,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),馬來西亞,東協,164,81,83,7,2,5,157,79,78,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),菲律賓共和國,東協,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),新加坡共和國,東協,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,學士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),日本,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),史瓦帝尼王國,非洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),吉里巴斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),西班牙王國,歐洲,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),法國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),美國,北美洲,6,5,1,4,3,1,2,2,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),英國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),埃及阿拉伯共和國,非洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),泰國,東協,18,2,16,17,2,15,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),馬來西亞,東協,51,23,28,19,9,10,32,14,18,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),菲律賓共和國,東協,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),薩爾瓦多,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),土耳其共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),大陸地區,大陸地區,196,101,95,0,0,0,0,0,0,0,0,0,196,101,95
108,公立,一般大學,0002,國立清華大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),巴拉圭,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),加拿大,北美洲,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),尼加拉瓜,中南美洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),瓜地馬拉共和國,中南美洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),印度,南亞,26,21,5,26,21,5,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),印度尼西亞共和國,東協,16,10,6,11,6,5,5,4,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),吐瓦魯,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),多明尼加共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),宏都拉斯共和國,中南美洲,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),貝里斯,中南美洲,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),坦尚尼亞聯合共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),波蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),南非共和國,非洲,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),香港,港澳,18,12,6,0,0,0,0,0,0,18,12,6,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),海地共和國,中南美洲,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),烏克蘭,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),越南社會主義共和國,東協,38,13,25,35,12,23,3,1,2,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),新加坡共和國,東協,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),聖文森(及格瑞那丁),中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),聖露西亞,中南美洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),蒙古國,其他亞洲地區,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),緬甸,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,碩士班(日間),澳門,港澳,14,13,1,0,0,0,0,0,0,14,13,1,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,土耳其共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,大陸地區,大陸地區,89,47,42,0,0,0,0,0,0,0,0,0,89,47,42
108,公立,一般大學,0002,國立清華大學,博士班,大韓民國(南韓),其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,厄瓜多共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,巴西聯邦共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,巴基斯坦,南亞,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,瓜地馬拉共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,甘比亞共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,衣索比亞聯邦民主共和國,非洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,孟加拉人民共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,哈薩克共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,美國,北美洲,10,8,2,9,7,2,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,埃及阿拉伯共和國,非洲,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,泰國,東協,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,海地共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,塞爾維亞共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,德意志聯邦共和國,歐洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,墨西哥合眾國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,以色列,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,尼泊爾聯邦民主共和國,南亞,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,白俄羅斯共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,伊朗伊斯蘭共和國,其他亞洲地區,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,印度,南亞,181,139,42,181,139,42,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,印度尼西亞共和國,東協,11,6,5,11,6,5,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,宏都拉斯共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,辛巴威共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,波士尼亞與赫塞哥維納,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,阿根廷,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,俄羅斯聯邦,其他亞洲地區,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,南非共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,英國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,香港,港澳,5,3,2,0,0,0,0,0,0,5,3,2,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,秘魯共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,馬來西亞,東協,13,6,7,6,2,4,7,4,3,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,捷克共和國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,喀麥隆共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,菲律賓共和國,東協,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,越南社會主義共和國,東協,37,19,18,37,19,18,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,奧地利共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,新加坡共和國,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,瑞士聯邦,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0002,國立清華大學,博士班,澳門,港澳,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),大韓民國(南韓),其他亞洲地區,103,43,60,91,37,54,12,6,6,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),巴西聯邦共和國,中南美洲,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),日本,其他亞洲地區,109,42,67,87,35,52,22,7,15,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),加拿大,北美洲,17,9,8,0,0,0,17,9,8,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),布吉納法索,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),冰島共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),印度尼西亞共和國,東協,240,123,117,68,33,35,172,90,82,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),多明尼加共和國,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),西班牙王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),汶萊和平之國,東協,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),法國,歐洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),俄羅斯聯邦,其他亞洲地區,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),土耳其共和國,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),大陸地區,大陸地區,20,6,14,0,0,0,0,0,0,0,0,0,20,6,14
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),巴拉圭,中南美洲,18,12,6,13,9,4,5,3,2,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),巴拿馬共和國,中南美洲,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),尼加拉瓜,中南美洲,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),瓜地馬拉共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),白俄羅斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),宏都拉斯共和國,中南美洲,12,8,4,11,7,4,1,1,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),貝里斯,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),帛琉共和國,其他亞洲地區,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),阿根廷,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),香港,港澳,166,90,76,0,0,0,0,0,0,166,90,76,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),哥倫比亞共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),海地共和國,中南美洲,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),馬紹爾群島共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),智利,中南美洲,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),越南社會主義共和國,東協,38,14,24,7,2,5,31,12,19,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),新加坡共和國,東協,7,1,6,3,0,3,4,1,3,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),聖露西亞,中南美洲,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),葉門共和國,其他亞洲地區,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),蒙古國,其他亞洲地區,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),德意志聯邦共和國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),緬甸,東協,15,6,9,0,0,0,15,6,9,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),澳大利亞,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),澳門,港澳,215,127,88,0,0,0,0,0,0,215,127,88,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),美國,北美洲,31,21,10,16,11,5,15,10,5,0,0,0,0,0,0
108,公立,一般大學,0003,國立臺灣大學,學士班(日間),英國,歐洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
