學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
109,1,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,學士班(日間),5,2,3
109,1,公立,一般大學,0039,國立臺中教育大學,01131006,語文教育學系,碩士班(日間),3,0,3
109,1,公立,一般大學,0039,國立臺中教育大學,01131008,科學教育與應用學系,學士班(日間),8,5,3
109,1,公立,一般大學,0039,國立臺中教育大學,01131019,體育學系,學士班(日間),8,7,1
109,1,公立,一般大學,0039,國立臺中教育大學,01131032,英語學系,碩士班(日間),1,0,1
109,1,公立,一般大學,0039,國立臺中教育大學,02122034,文化創意產業設計與營運學系,學士班(日間),3,0,3
109,1,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,碩士班(日間),1,0,1
109,1,公立,一般大學,0039,國立臺中教育大學,02131029,美術學系,碩士在職專班,1,0,1
109,1,公立,一般大學,0039,國立臺中教育大學,02311032,英語學系,學士班(日間),3,0,3
109,1,公立,一般大學,0039,國立臺中教育大學,03131035,諮商與應用心理學系,學士班(日間),2,1,1
109,1,公立,一般大學,0039,國立臺中教育大學,03191037,區域與社會發展學系,學士班(日間),4,3,1
109,1,公立,一般大學,0039,國立臺中教育大學,04131039,國際企業學系,學士班(日間),10,3,7
109,1,公立,一般大學,0039,國立臺中教育大學,06133041,數位內容科技學系,學士班(日間),1,0,1
109,1,公立,一般大學,0044,國立體育大學,01141001,體育研究所,碩士在職專班,1,1,0
109,1,公立,一般大學,0044,國立體育大學,01141001,體育研究所,博士班,4,1,3
109,1,公立,一般大學,0044,國立體育大學,04199002,管理學院碩士在職專班,碩士在職專班,1,1,0
109,1,公立,一般大學,0044,國立體育大學,10141006,陸上運動技術學系,學士班(日間),4,4,0
109,1,公立,一般大學,0044,國立體育大學,10141008,競技與教練科學研究所,博士班,1,1,0
109,1,公立,一般大學,0044,國立體育大學,10152017,適應體育學系,學士班(日間),1,1,0
109,1,公立,技專校院,0046,國立臺北護理健康大學,01141019,醫護教育暨數位學習系碩士班,碩士班(日間),2,0,2
109,1,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康事業管理系,學士班(日間),3,0,3
109,1,公立,技專校院,0046,國立臺北護理健康大學,06131006,資訊管理系,學士班(日間),5,1,4
109,1,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系,學士班(日間),4,1,3
109,1,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_國際護理博士外國學生專班,博士班,1,0,1
109,1,公立,技專校院,0046,國立臺北護理健康大學,09153007,語言治療與聽力學系,學士班(日間),2,0,2
109,1,公立,技專校院,0046,國立臺北護理健康大學,09211015,高齡健康照護系,學士班(日間),2,0,2
109,1,公立,技專校院,0046,國立臺北護理健康大學,09221014,嬰幼兒保育系碩士班,碩士班(日間),1,0,1
109,1,公立,技專校院,0047,國立高雄餐旅大學,04199010,餐旅暨會展行銷管理系_餐旅行銷管理產業專班,二專(進修),1,0,1
109,1,公立,技專校院,0047,國立高雄餐旅大學,10131007,烘焙管理系,學士班(日間),2,0,2
109,1,公立,技專校院,0047,國立高雄餐旅大學,10131011,飲食文化暨餐飲創新研究所,碩士班(日間),1,1,0
109,1,公立,技專校院,0047,國立高雄餐旅大學,10131030,餐飲管理系,學士班(日間),1,0,1
109,1,公立,技專校院,0047,國立高雄餐旅大學,10151015,旅運管理系,學士班(進修),1,1,0
109,1,公立,技專校院,0047,國立高雄餐旅大學,10499019,航空暨運輸服務管理系,學士班(日間),1,0,1
109,1,公立,一般大學,0048,國立金門大學,02311002,應用英語學系,學士班(日間),8,0,8
109,1,公立,一般大學,0048,國立金門大學,02322001,華語文學系,學士班(日間),3,3,0
109,1,公立,一般大學,0048,國立金門大學,03121006,國際暨大陸事務學系,學士班(日間),12,9,3
109,1,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,學士班(日間),44,18,26
109,1,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,學士班(日間),13,3,10
109,1,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,學士班(日間),4,4,0
109,1,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,學士班(日間),13,1,12
109,1,公立,一般大學,0048,國立金門大學,07211029,食品科學系,學士班(日間),12,6,6
109,1,公立,一般大學,0048,國立金門大學,07311026,建築學系,學士班(日間),8,5,3
109,1,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,學士班(日間),1,0,1
109,1,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,學士班(日間),1,0,1
109,1,公立,一般大學,0048,國立金門大學,09131031,護理學系,學士班(日間),4,0,4
109,1,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,學士班(日間),4,0,4
109,1,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,學士班(日間),8,6,2
109,1,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,學士班(日間),3,0,3
109,1,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,學士班(日間),3,3,0
109,1,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(日間),6,2,4
109,1,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,學士班(進修),1,1,0
109,1,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,碩士在職專班,1,1,0
109,1,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,學士班(日間),23,0,23
109,1,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,碩士班(日間),1,0,1
109,1,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,學士班(日間),16,2,14
109,1,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,學士班(日間),1,1,0
109,1,公立,一般大學,0049,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),70,28,42
109,1,公立,一般大學,0049,國立臺灣體育運動大學,10152008,休閒運動管理研究所,碩士班(日間),3,1,2
109,1,公立,一般大學,0049,國立臺灣體育運動大學,10152012,運動資訊與傳播學系,學士班(日間),32,8,24
109,1,公立,技專校院,0050,國立臺中科技大學,04141020,國際貿易與經營系,學士班(進修),2,0,2
109,1,公立,技專校院,0050,國立臺中科技大學,06131033,資訊管理系,學士班(進修),1,0,1
109,1,公立,技專校院,0051,國立臺北商業大學,02122015,商業設計管理系,學士班(日間),6,0,6
109,1,公立,技專校院,0051,國立臺北商業大學,02122026,創意科技與產品設計系,學士班(日間),1,1,0
109,1,公立,技專校院,0051,國立臺北商業大學,02311006,應用外語系,學士班(進修),1,1,0
109,1,公立,技專校院,0051,國立臺北商業大學,04122014,財政稅務系,學士班(進修),1,0,1
109,1,公立,技專校院,0051,國立臺北商業大學,04131010,企業管理系,學士班(進修),2,1,1
109,1,公立,技專校院,0051,國立臺北商業大學,04141012,國際商務系,學士班(日間),4,0,4
109,1,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(日間),3,2,1
109,1,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理系,學士班(進修),2,2,0
109,1,公立,技專校院,0051,國立臺北商業大學,06131017,資訊管理科,五專,1,0,1
109,1,公立,一般大學,0052,國立屏東大學,01111001,教育學系,學士班(日間),1,0,1
109,1,公立,一般大學,0052,國立屏東大學,01199023,科普傳播學系,學士班(日間),2,2,0
109,1,公立,一般大學,0052,國立屏東大學,02322027,中國語文學系,碩士班(日間),2,0,2
109,1,公立,一般大學,0052,國立屏東大學,02323006,華語文教學碩士在職學位學程,碩士在職專班,2,0,2
109,1,公立,一般大學,0052,國立屏東大學,04131042,商業自動化與管理學系,學士班(日間),1,1,0
109,1,公立,一般大學,0052,國立屏東大學,06131057,資訊管理學系,學士班(日間),1,1,0
109,1,公立,一般大學,0052,國立屏東大學,10152014,體育學系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,學士班(日間),1,0,1
109,1,公立,技專校院,0053,國立高雄科技大學,02123015,工業設計系,學士班(日間),3,2,1
109,1,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,學士班(日間),7,3,4
109,1,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,學士班(日間),2,1,1
109,1,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,學士班(日間),1,0,1
109,1,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,學士班(進修),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,學士班(日間),3,2,1
109,1,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,學士班(進修),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,06131080,商務資訊應用系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(日間),5,3,2
109,1,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(進修),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,學士班(日間),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系碩士班,碩士班(日間),2,0,2
109,1,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141081,半導體工程系,學士班(日間),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(建工校區),學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(第一校區),學士班(日間),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系碩士班(建工校區),碩士班(日間),5,5,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系,學士班(日間),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系,學士班(進修),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系碩士班,碩士班(日間),2,2,0
109,1,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),3,3,0
109,1,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系_精密機械專班,學士班(日間),7,5,2
109,1,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,學士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系碩士班,碩士班(日間),1,1,0
109,1,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,學士班(日間),1,0,1
109,1,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,學士班(日間),1,0,1
109,1,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,學士班(日間),3,1,2
109,1,公立,技專校院,0222,國立臺東專科學校,07311007,建築科,二專(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,01111001,教育研究所,碩士班(日間),2,1,1
109,1,私立,一般大學,1001,東海大學,01111001,教育研究所,碩士在職專班,2,1,1
109,1,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,02151003,音樂學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),3,0,3
109,1,私立,一般大學,1001,東海大學,02311005,外國語文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,02311005,外國語文學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1001,東海大學,02322004,中國文學系,學士班(日間),3,1,2
109,1,私立,一般大學,1001,東海大學,02322004,中國文學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1001,東海大學,03121013,政治學系,學士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),3,0,3
109,1,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),3,0,3
109,1,私立,一般大學,1001,東海大學,04211027,法律學系,學士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),1,1,0
109,1,私立,一般大學,1001,東海大學,05111028,生命科學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1001,東海大學,05311030,化學系,學士班(日間),10,3,7
109,1,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),1,1,0
109,1,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),7,5,2
109,1,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),1,0,1
109,1,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,博士班,1,1,0
109,1,私立,一般大學,1001,東海大學,09231053,社會工作學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,碩士在職專班,2,0,2
109,1,私立,一般大學,1002,輔仁大學,01114047,教育領導與發展研究所,碩士在職專班,6,2,4
109,1,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,02122078,應用美術學系,學士班(進修),1,0,1
109,1,私立,一般大學,1002,輔仁大學,02125082,織品服裝學系,學士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,02151034,音樂學系,學士班(日間),3,1,2
109,1,私立,一般大學,1002,輔仁大學,02151034,音樂學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,02151034,音樂學系,碩士在職專班,2,2,0
109,1,私立,一般大學,1002,輔仁大學,02211019,宗教學系,博士班,1,0,1
109,1,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(日間),10,4,6
109,1,私立,一般大學,1002,輔仁大學,02221074,歷史學系,學士班(進修),1,1,0
109,1,私立,一般大學,1002,輔仁大學,02231037,哲學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,02299060,跨文化研究所翻譯學碩士班,碩士班(日間),10,3,7
109,1,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,學士班(進修),4,0,4
109,1,私立,一般大學,1002,輔仁大學,02311033,英國語文學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,03111055,經濟學系,學士班(進修),3,3,0
109,1,私立,一般大學,1002,輔仁大學,03131007,心理學系,學士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,03131007,心理學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,03141023,社會學系,學士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,03211001,大眾傳播學士學位學程,學士班(進修),2,1,1
109,1,私立,一般大學,1002,輔仁大學,03211002,大眾傳播學研究所,碩士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,03213070,影像傳播學系,學士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,03221051,博物館學研究所,碩士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,04111054,會計學系,碩士在職專班,1,0,1
109,1,私立,一般大學,1002,輔仁大學,04131015,企業管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,04131039,商業管理學士學位學程,學士班(進修),1,0,1
109,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,學士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,04211020,法律學系,碩士在職專班,2,0,2
109,1,私立,一般大學,1002,輔仁大學,05111011,生命科學系,學士班(日間),2,1,1
109,1,私立,一般大學,1002,輔仁大學,05191080,營養科學系,學士班(日間),3,1,2
109,1,私立,一般大學,1002,輔仁大學,05311005,化學系,學士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,學士班(日間),3,3,0
109,1,私立,一般大學,1002,輔仁大學,06131058,資訊工程學系,碩士班(日間),2,2,0
109,1,私立,一般大學,1002,輔仁大學,06199086,醫學資訊與創新應用學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,07211035,食品科學系,學士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,09121085,醫學系,學士班(日間),3,2,1
109,1,私立,一般大學,1002,輔仁大學,09191004,公共衛生學系,學士班(日間),6,3,3
109,1,私立,一般大學,1002,輔仁大學,09199018,呼吸治療學系,學士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,學士班(日間),6,0,6
109,1,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1002,輔仁大學,09221017,兒童與家庭學系,碩士在職專班,1,0,1
109,1,私立,一般大學,1002,輔仁大學,09231024,社會工作學系,學士班(日間),2,0,2
109,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),5,5,0
109,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,碩士在職專班,5,1,4
109,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,學士班(日間),2,0,2
109,1,私立,一般大學,1003,東吳大學,02151001,音樂學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,學士班(日間),2,2,0
109,1,私立,一般大學,1003,東吳大學,02221006,歷史學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,02231007,哲學系,學士班(日間),9,0,9
109,1,私立,一般大學,1003,東吳大學,02311004,英文學系,學士班(日間),13,0,13
109,1,私立,一般大學,1003,東吳大學,02311005,日本語文學系,學士班(日間),16,0,16
109,1,私立,一般大學,1003,東吳大學,02311012,德國文化學系,學士班(日間),5,0,5
109,1,私立,一般大學,1003,東吳大學,02311012,德國文化學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,02322002,中國文學系,學士班(日間),11,1,10
109,1,私立,一般大學,1003,東吳大學,03111008,經濟學系,學士班(日間),4,3,1
109,1,私立,一般大學,1003,東吳大學,03121009,政治學系,學士班(日間),8,3,5
109,1,私立,一般大學,1003,東吳大學,03121009,政治學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,03131011,心理學系,學士班(日間),3,0,3
109,1,私立,一般大學,1003,東吳大學,03131011,心理學系,碩士班(日間),6,3,3
109,1,私立,一般大學,1003,東吳大學,03141010,社會學系,學士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,04111015,會計學系,學士班(日間),2,1,1
109,1,私立,一般大學,1003,東吳大學,04121027,財務工程與精算數學系,學士班(日間),2,0,2
109,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,學士班(日間),3,1,2
109,1,私立,一般大學,1003,東吳大學,04131016,企業管理學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1003,東吳大學,04141019,國際經營與貿易學系,學士班(日間),1,0,1
109,1,私立,一般大學,1003,東吳大學,04191014,商學進修學士班,學士班(進修),1,0,1
109,1,私立,一般大學,1003,東吳大學,04199031,巨量資料管理學院學士學位學程,學士班(日間),4,4,0
109,1,私立,一般大學,1003,東吳大學,05331024,物理學系,學士班(日間),5,5,0
109,1,私立,一般大學,1003,東吳大學,06131028,資訊管理學系,學士班(日間),3,1,2
109,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,學士班(日間),2,2,0
109,1,私立,一般大學,1003,東吳大學,09231030,社會工作學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,01111001,教育研究所,碩士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,01111001,教育研究所,碩士在職專班,2,1,1
109,1,私立,一般大學,1004,中原大學,02122007,設計學博士學位學程,博士班,2,1,1
109,1,私立,一般大學,1004,中原大學,02124009,室內設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,02311005,應用外國語文學系,學士班(日間),3,2,1
109,1,私立,一般大學,1004,中原大學,02323004,應用華語文學系,碩士班(日間),4,0,4
109,1,私立,一般大學,1004,中原大學,03131011,心理學系,學士班(日間),7,0,7
109,1,私立,一般大學,1004,中原大學,04111013,會計學系,學士班(日間),5,2,3
109,1,私立,一般大學,1004,中原大學,04121019,財務金融學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,04131014,企業管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,05121022,生物科技學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,06131028,資訊管理學系,學士班(日間),3,2,1
109,1,私立,一般大學,1004,中原大學,07111037,化學工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,07141029,電機工程學系,碩士班(日間),4,4,0
109,1,私立,一般大學,1004,中原大學,07141030,電子工程學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,07141031,資訊工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,學士班(日間),7,2,5
109,1,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系,碩士班(日間),6,4,2
109,1,私立,一般大學,1004,中原大學,07193043,生物醫學工程學系,學士班(日間),8,3,5
109,1,私立,一般大學,1004,中原大學,07311046,建築學系,學士班(日間),1,0,1
109,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,學士班(日間),4,4,0
109,1,私立,一般大學,1004,中原大學,07321035,土木工程學系,碩士班(日間),3,3,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114093,教育學院教育領導與科技管理博士班,博士班,1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01114095,教育政策與領導研究所,碩士在職專班,2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01115097,課程與教學研究所,碩士在職專班,2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,學士班(日間),4,2,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,01116092,教育科技學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,學士班(日間),5,3,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02221078,歷史學系,碩士班(日間),3,3,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311081,俄國語文學系,學士班(日間),2,1,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,學士班(日間),4,0,4
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311082,日本語文學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311084,西班牙語文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311085,德國語文學系,學士班(日間),3,1,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311086,法國語文學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311088,英文學系,學士班(進修),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,學士班(日間),5,0,5
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02322090,中國文學學系,碩士在職專班,1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111075,產業經濟學系,博士班,2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03111076,經濟學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03131096,教育心理與諮商研究所,碩士班(日間),9,2,7
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03211055,大眾傳播學系,學士班(日間),3,0,3
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03214054,資訊傳播學系,學士班(日間),4,2,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03222052,資訊與圖書館學系,學士班(日間),2,1,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(日間),3,0,3
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,財務金融學系,學士班(進修),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131047,管理科學學系,學士班(日間),1,0,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131049,企業管理學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04134061,公共行政學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05399029,理學院尖端材料科學學士學位學程,學士班(日間),4,1,3
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,05411026,數學學系,學士班(日間),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(日間),9,8,1
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系,學士班(進修),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131023,資訊管理學系,學士班(日間),2,0,2
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07141019,電機工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07162017,航空太空工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07311007,建築學系,學士班(日間),1,1,0
109,1,私立,一般大學,1005,淡江大學學校財團法人淡江大學,07321012,土木工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,01111046,教育學系,學士班(日間),4,3,1
109,1,私立,一般大學,1006,中國文化大學,01141023,體育學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,01141023,體育學系運動教練碩士班,碩士班(日間),10,7,3
109,1,私立,一般大學,1006,中國文化大學,02131059,美術學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,02151007,中國音樂學系,學士班(日間),1,0,1
109,1,私立,一般大學,1006,中國文化大學,02151040,音樂學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,02152043,戲劇學系,碩士班(日間),2,0,2
109,1,私立,一般大學,1006,中國文化大學,02221098,史學系,博士班,1,0,1
109,1,私立,一般大學,1006,中國文化大學,02311052,英國語文學系,學士班(日間),2,0,2
109,1,私立,一般大學,1006,中國文化大學,02322001,中國文學系,學士班(日間),3,0,3
109,1,私立,一般大學,1006,中國文化大學,03131004,心理輔導學系,碩士班(日間),6,1,5
109,1,私立,一般大學,1006,中國文化大學,03142087,地學研究所,博士班,1,1,0
109,1,私立,一般大學,1006,中國文化大學,03142088,地理學系,學士班(日間),2,2,0
109,1,私立,一般大學,1006,中國文化大學,03199051,勞動暨人力資源學系,學士班(日間),2,0,2
109,1,私立,一般大學,1006,中國文化大學,03211036,大眾傳播學系,學士班(日間),2,1,1
109,1,私立,一般大學,1006,中國文化大學,03214101,資訊傳播學系,學士班(日間),3,2,1
109,1,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,05411114,應用數學系,學士班(日間),1,1,0
