學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀校際選課人次小計,修讀校際選課人次男,修讀校際選課人次女
109,1,私立,一般大學,1006,中國文化大學,06132006,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1006,中國文化大學,07112028,化學工程與材料工程學系奈米材料碩士班,碩士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,02322001,中國文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,02322001,中國文學系,博士班,2,0,2
109,1,私立,一般大學,1007,逢甲大學,04111017,會計學系,學士班(日間),12,0,12
109,1,私立,一般大學,1007,逢甲大學,04121025,財務金融學系,學士班(日間),4,4,0
109,1,私立,一般大學,1007,逢甲大學,04121028,財務工程與精算學士學位學程,學士班(日間),4,4,0
109,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,學士班(日間),3,0,3
109,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系,碩士班(日間),8,0,8
109,1,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),90,25,65
109,1,私立,一般大學,1007,逢甲大學,04143033,行銷學系,學士班(日間),8,0,8
109,1,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),167,97,70
109,1,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),208,93,115
109,1,私立,一般大學,1007,逢甲大學,05411039,應用數學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,07111068,化學工程學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,學士班(日間),4,0,4
109,1,私立,一般大學,1007,逢甲大學,07121075,環境工程與科學學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1007,逢甲大學,07141052,自動控制工程學系,學士班(日間),4,4,0
109,1,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),149,113,36
109,1,私立,一般大學,1007,逢甲大學,07162059,航太與系統工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1007,逢甲大學,07191072,工業工程與系統管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1007,逢甲大學,07311081,建築學士學位學程,學士班(日間),21,9,12
109,1,私立,一般大學,1007,逢甲大學,99999108,國際雙學士學位學程,學士班(日間),16,8,8
109,1,私立,一般大學,1008,靜宜大學,01111001,教育研究所,碩士在職專班,3,0,3
109,1,私立,一般大學,1008,靜宜大學,02311004,英國語文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,學士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,03211008,大眾傳播學系,學士班(日間),2,0,2
109,1,私立,一般大學,1008,靜宜大學,04111011,會計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,04121019,財務金融學系,學士班(日間),5,5,0
109,1,私立,一般大學,1008,靜宜大學,04131012,企業管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1008,靜宜大學,04131015,國際企業學系,學士班(日間),4,3,1
109,1,私立,一般大學,1008,靜宜大學,04211020,法律學系,學士班(日間),17,5,12
109,1,私立,一般大學,1008,靜宜大學,05191031,食品營養學系,學士班(日間),25,6,19
109,1,私立,一般大學,1008,靜宜大學,05212021,生態人文學系,學士班(日間),3,2,1
109,1,私立,一般大學,1008,靜宜大學,05499036,財務工程學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1008,靜宜大學,06131027,資訊管理學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,06132009,資訊傳播工程學系,學士班(日間),7,1,6
109,1,私立,一般大學,1008,靜宜大學,07141030,資訊工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1008,靜宜大學,09161035,化粧品科學系,學士班(日間),4,1,3
109,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,學士班(日間),1,1,0
109,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,碩士在職專班,1,0,1
109,1,私立,一般大學,1008,靜宜大學,10151034,觀光事業學系,學士班(日間),3,0,3
109,1,私立,一般大學,1009,長庚大學,02122001,工業設計學系,學士班(日間),3,1,2
109,1,私立,一般大學,1009,長庚大學,02122001,工業設計學系,碩士班(日間),3,0,3
109,1,私立,一般大學,1009,長庚大學,07141014,電機工程學系,學士班(日間),1,0,1
109,1,私立,一般大學,1009,長庚大學,09131040,護理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1009,長庚大學,09199042,呼吸治療學系,學士班(日間),1,0,1
109,1,私立,一般大學,1010,元智大學,04199018,管理學院學士班,學士班(日間),3,1,2
109,1,私立,一般大學,1010,元智大學,06131011,資訊管理學系,碩士班(日間),2,2,0
109,1,私立,一般大學,1010,元智大學,06133013,資訊傳播學系,學士班(日間),16,1,15
109,1,私立,一般大學,1010,元智大學,07141033,電機工程學系,博士班,1,1,0
109,1,私立,一般大學,1010,元智大學,07151037,機械工程學系,碩士班(日間),1,1,0
109,1,私立,一般大學,1010,元智大學,07191043,工業工程與管理學系,碩士班(日間),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02123004,工業產品設計學系,學士班(日間),4,2,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02124005,建築與設計學院,學士班(進修),3,3,0
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311001,外國語文學系,學士班(日間),4,3,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311002,應用日語學系,學士班(日間),19,6,13
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,02311057,人文社會學院進修學士班,學士班(進修),2,0,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04121012,財務管理學系,學士班(日間),2,2,0
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,學士班(日間),19,11,8
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,企業管理學系,學士班(進修),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04131009,國際企業學系,學士班(日間),4,1,3
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04131017,管理學院,學士班(進修),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,04134006,行政管理學系,學士班(日間),7,4,3
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,05124018,生物資訊學系,學士班(日間),14,5,9
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,06131021,資訊管理學系,學士班(日間),42,38,4
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,06131025,資訊工程學系,學士班(日間),14,8,6
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07141022,電機工程學系,學士班(日間),31,29,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07141024,電子工程學系,學士班(日間),12,9,3
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07151028,機械工程學系,學士班(日間),24,23,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,學士班(日間),10,4,6
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系,學士班(進修),1,0,1
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07191015,工業管理學系科技管理二年制在職專班,學士班(進修),2,2,0
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07194031,光機電與材料學士學位學程,學士班(日間),1,1,0
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07199053,光電與材料工程學系,學士班(日間),4,2,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07311038,建築與都市計畫學系,學士班(日間),3,1,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07312039,景觀建築學系,學士班(日間),3,1,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,07321032,土木工程學系,學士班(日間),11,9,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(日間),14,10,4
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10131041,餐旅管理學系,學士班(進修),6,4,2
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10151052,旅遊與休閒學系,學士班(日間),16,8,8
109,1,私立,一般大學,1011,中華大學學校財團法人中華大學,10151055,觀光與會展活動學系,學士班(日間),2,1,1
109,1,私立,一般大學,1012,大葉大學,01111001,教育專業發展研究所,碩士班(日間),2,0,2
109,1,私立,一般大學,1012,大葉大學,01111001,教育專業發展研究所,碩士在職專班,4,0,4
109,1,私立,一般大學,1012,大葉大學,02112011,視覺傳達設計學系,學士班(日間),2,2,0
109,1,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(日間),1,0,1
109,1,私立,一般大學,1012,大葉大學,02121002,造形藝術學系,學士班(進修),1,0,1
109,1,私立,一般大學,1012,大葉大學,02122015,設計暨藝術學院碩士班,碩士班(日間),6,0,6
109,1,私立,一般大學,1012,大葉大學,02123013,綠色產品設計學士學位學程,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,02311004,英語學系,碩士班(日間),3,0,3
109,1,私立,一般大學,1012,大葉大學,02311006,應用日語學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,06131036,資訊管理學系,學士班(日間),2,2,0
109,1,私立,一般大學,1012,大葉大學,06131039,資訊工程學系,學士班(日間),2,2,0
109,1,私立,一般大學,1012,大葉大學,07141038,電機工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1012,大葉大學,07191053,工業工程與管理學系,學士班(日間),2,2,0
109,1,私立,一般大學,1012,大葉大學,09131065,護理學系,學士班(日間),2,1,1
109,1,私立,一般大學,1012,大葉大學,10152072,運動健康管理學系,碩士班(日間),6,6,0
109,1,私立,一般大學,1013,華梵大學,02231006,哲學系,學士班(日間),2,2,0
109,1,私立,一般大學,1013,華梵大學,02311004,外國語文學系,學士班(日間),2,2,0
109,1,私立,一般大學,1013,華梵大學,07151014,機電工程學系,博士班,1,1,0
109,1,私立,一般大學,1014,義守大學,02111001,電影與電視學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,03211008,大眾傳播學系,學士班(日間),3,0,3
109,1,私立,一般大學,1014,義守大學,04121066,財務金融管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,04131010,企業管理學系現役軍人營區在職專班,學士班(進修),20,12,8
109,1,私立,一般大學,1014,義守大學,04133018,醫務管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1014,義守大學,09121011,醫學系(公費生),學士班(日間),11,4,7
109,1,私立,一般大學,1014,義守大學,10151057,休閒事業管理學系現役軍人營區在職專班,學士班(進修),1,0,1
109,1,私立,一般大學,1015,世新大學,02111018,廣播電視電影學系,學士班(日間),1,0,1
109,1,私立,一般大學,1015,世新大學,02112004,數位多媒體設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1015,世新大學,02311002,英語學系,學士班(日間),2,0,2
109,1,私立,一般大學,1015,世新大學,02322001,中國文學系,學士班(日間),2,2,0
109,1,私立,一般大學,1015,世新大學,02322001,中國文學系,博士班,1,1,0
109,1,私立,一般大學,1015,世新大學,03141007,性別研究所,碩士班(日間),1,1,0
109,1,私立,一般大學,1015,世新大學,03141008,社會心理學系,學士班(日間),8,3,5
109,1,私立,一般大學,1015,世新大學,03212017,新聞學系,學士班(日間),21,5,16
109,1,私立,一般大學,1015,世新大學,03214014,口語傳播暨社群媒體學系,學士班(日間),3,3,0
109,1,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),4,4,0
109,1,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),1,0,1
109,1,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),4,0,4
109,1,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,01111052,教育研究所,碩士在職專班,10,1,9
109,1,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),4,1,3
109,1,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,學士班(日間),3,1,2
109,1,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),10,1,9
109,1,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,碩士在職專班,2,2,0
109,1,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),9,7,2
109,1,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),2,0,2
109,1,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),6,0,6
109,1,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),6,0,6
109,1,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),9,2,7
109,1,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),3,3,0
109,1,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),1,1,0
