,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,總計,男,女
,105,公立,一般大學,7,國立交通大學,520119,資訊科學與工程研究所,碩士班(日間),15,13,2
,105,公立,一般大學,7,國立交通大學,520119,資訊科學與工程研究所,博士班,3,2,1
,105,公立,一般大學,7,國立交通大學,520123,電信工程研究所,碩士班(日間),2,1,1
,105,公立,一般大學,7,國立交通大學,520123,電信工程研究所,博士班,2,2,0
,105,公立,一般大學,7,國立交通大學,520170,電控工程研究所,碩士班(日間),2,2,0
,105,公立,一般大學,7,國立交通大學,520170,電控工程研究所,博士班,1,1,0
,105,公立,一般大學,7,國立交通大學,520201,機械工程學系,碩士班(日間),3,3,0
,105,公立,一般大學,7,國立交通大學,520301,土木工程學系,碩士班(日間),7,4,3
,105,公立,一般大學,7,國立交通大學,520301,土木工程學系,博士班,1,0,1
,105,公立,一般大學,7,國立交通大學,520502,材料科學與工程學系,碩士班(日間),2,1,1
,105,公立,一般大學,7,國立交通大學,520502,材料科學與工程學系,博士班,1,0,1
,105,公立,一般大學,7,國立交通大學,520601,工業工程與管理學系,碩士班(日間),1,1,0
,105,公立,一般大學,7,國立交通大學,520901,環境工程研究所,碩士班(日間),3,2,1
,105,公立,一般大學,7,國立交通大學,520901,環境工程研究所,博士班,2,1,1
,105,公立,一般大學,7,國立交通大學,840117,運輸與物流管理學系,學士班(日間),4,3,1
,105,公立,一般大學,7,國立交通大學,840117,運輸與物流管理學系物流管理碩士班,碩士班(日間),1,0,1
,105,公立,一般大學,8,國立中央大學,210701,藝術學研究所,碩士班(日間),3,1,2
,105,公立,一般大學,8,國立中央大學,220201,中國文學系,學士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,220201,中國文學系,碩士班(日間),4,2,2
,105,公立,一般大學,8,國立中央大學,220201,中國文學系,博士班,3,1,2
,105,公立,一般大學,8,國立中央大學,220310,英美語文學系,碩士班(日間),2,0,2
,105,公立,一般大學,8,國立中央大學,220901,歷史研究所,碩士班(日間),1,0,1
,105,公立,一般大學,8,國立中央大學,310101,經濟學系,學士班(日間),1,0,1
,105,公立,一般大學,8,國立中央大學,310510,認知神經科學研究所,博士班,1,0,1
,105,公立,一般大學,8,國立中央大學,340301,企業管理學系,學士班(日間),2,0,2
,105,公立,一般大學,8,國立中央大學,340301,企業管理學系,碩士班(日間),5,5,0
,105,公立,一般大學,8,國立中央大學,340301,企業管理學系,博士班,6,5,1
,105,公立,一般大學,8,國立中央大學,340501,財務金融學系,學士班(日間),4,1,3
,105,公立,一般大學,8,國立中央大學,340501,財務金融學系,碩士班(日間),4,1,3
,105,公立,一般大學,8,國立中央大學,349906,工業管理研究所,碩士班(日間),1,0,1
,105,公立,一般大學,8,國立中央大學,349919,人力資源管理研究所,碩士班(日間),3,0,3
,105,公立,一般大學,8,國立中央大學,440101,化學學系,碩士班(日間),2,1,1
,105,公立,一般大學,8,國立中央大學,440207,水文與海洋科學研究所,博士班,2,1,1
,105,公立,一般大學,8,國立中央大學,440401,大氣科學學系大氣物理碩士班,碩士班(日間),3,2,1
,105,公立,一般大學,8,國立中央大學,460201,統計研究所,碩士班(日間),3,2,1
,105,公立,一般大學,8,國立中央大學,520101,電機工程學系,碩士班(日間),3,2,1
,105,公立,一般大學,8,國立中央大學,520101,電機工程學系,博士班,1,1,0
,105,公立,一般大學,8,國立中央大學,520106,光電科學與工程學系,學士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,520106,光電科學與工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,520114,資訊工程學系,學士班(日間),3,1,2
,105,公立,一般大學,8,國立中央大學,520114,資訊工程學系,碩士班(日間),3,3,0
,105,公立,一般大學,8,國立中央大學,520126,通訊工程學系,碩士班(日間),2,1,1
,105,公立,一般大學,8,國立中央大學,520201,機械工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,520301,土木工程學系,學士班(日間),3,3,0
,105,公立,一般大學,8,國立中央大學,520301,土木工程學系,碩士班(日間),2,2,0
,105,公立,一般大學,8,國立中央大學,520502,材料科學與工程研究所,博士班,1,0,1
,105,公立,一般大學,8,國立中央大學,520901,環境工程研究所,碩士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,521116,生醫科學與工程學系生物醫學工程碩士班,碩士班(日間),1,1,0
,105,公立,一般大學,8,國立中央大學,521116,生醫科學與工程學系系統生物與生物資訊碩士班,碩士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,140101,教育研究所,博士班,1,1,0
,105,公立,一般大學,9,國立中山大學,210401,音樂學系,碩士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,220201,中國文學系,學士班(日間),2,1,1
,105,公立,一般大學,9,國立中山大學,220201,中國文學系,碩士班(日間),2,0,2
,105,公立,一般大學,9,國立中山大學,220201,中國文學系,博士班,3,0,3
,105,公立,一般大學,9,國立中山大學,220301,外國語文學系,博士班,1,1,0
,105,公立,一般大學,9,國立中山大學,310101,經濟學研究所,碩士班(日間),3,3,0
,105,公立,一般大學,9,國立中山大學,310109,政治經濟學系,學士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,310201,政治學研究所,博士班,3,2,1
,105,公立,一般大學,9,國立中山大學,310301,社會學系,學士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,310729,中國與亞太區域研究所,碩士班(日間),2,2,0
,105,公立,一般大學,9,國立中山大學,310729,中國與亞太區域研究所,博士班,1,0,1
,105,公立,一般大學,9,國立中山大學,340301,企業管理學系,學士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,340301,企業管理學系企業管理碩士班,碩士班(日間),3,1,2
,105,公立,一般大學,9,國立中山大學,340301,企業管理學系,博士班,2,2,0
,105,公立,一般大學,9,國立中山大學,340504,財務管理學系,學士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,340504,財務管理學系,碩士班(日間),2,1,1
,105,公立,一般大學,9,國立中山大學,340822,行銷傳播管理研究所,碩士班(日間),3,2,1
,105,公立,一般大學,9,國立中山大學,349919,人力資源管理研究所,碩士班(日間),2,0,2
,105,公立,一般大學,9,國立中山大學,349919,人力資源管理研究所,博士班,2,0,2
,105,公立,一般大學,9,國立中山大學,420101,生物科學系,學士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,420101,生物科學系,碩士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,440101,化學系,學士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,440508,海洋科學系,學士班(日間),1,0,1
,105,公立,一般大學,9,國立中山大學,440508,海洋科學系,碩士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,440508,海洋科學系,博士班,2,2,0
,105,公立,一般大學,9,國立中山大學,480109,資訊管理學系,學士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,520101,電機工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,520114,資訊工程學系,碩士班(日間),2,2,0
,105,公立,一般大學,9,國立中山大學,520226,機械與機電工程學系,學士班(日間),3,2,1
,105,公立,一般大學,9,國立中山大學,520226,機械與機電工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,9,國立中山大學,520901,環境工程研究所,碩士班(日間),2,1,1
,105,公立,一般大學,12,國立臺灣海洋大學,380202,海洋法律研究所,碩士班(日間),1,0,1
,105,公立,一般大學,12,國立臺灣海洋大學,420322,生命科學暨生物科技學系,學士班(日間),1,0,1
,105,公立,一般大學,12,國立臺灣海洋大學,520226,機械與機電工程學系,學士班(日間),4,4,0
,105,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系生物科技組,學士班(日間),1,0,1
,105,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系食品科學組,學士班(日間),3,0,3
,105,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系,碩士班(日間),1,1,0
,105,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,學士班(日間),3,0,3
,105,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,碩士班(日間),2,0,2
,105,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,博士班,3,3,0
,105,公立,一般大學,12,國立臺灣海洋大學,840114,運輸科學系,學士班(日間),3,2,1
,105,公立,一般大學,13,國立中正大學,140101,教育學研究所課程與教學碩士班,碩士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,220201,中國文學系,碩士班(日間),2,1,1
,105,公立,一般大學,13,國立中正大學,220201,中國文學系,博士班,1,1,0
,105,公立,一般大學,13,國立中正大學,220301,外國語文學系,學士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,220901,歷史學系,博士班,1,1,0
,105,公立,一般大學,13,國立中正大學,221101,哲學系,學士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,310101,經濟學系國際經濟學碩士班,碩士班(日間),2,1,1
,105,公立,一般大學,13,國立中正大學,310101,經濟學系國際經濟學博士班,博士班,1,1,0
,105,公立,一般大學,13,國立中正大學,311003,勞工關係學系,碩士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,311007,犯罪防治學系,博士班,2,2,0
,105,公立,一般大學,13,國立中正大學,320102,傳播學系,學士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,320102,傳播學系電訊傳播碩士班,碩士班(日間),2,1,1
,105,公立,一般大學,13,國立中正大學,340301,企業管理學系行銷管理碩士班,碩士班(日間),3,2,1
,105,公立,一般大學,13,國立中正大學,340301,企業管理學系,博士班,1,1,0
,105,公立,一般大學,13,國立中正大學,340501,財務金融學系,學士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,380101,法律學系法學組,學士班(日間),2,0,2
,105,公立,一般大學,13,國立中正大學,380101,法律學系,碩士班(日間),3,0,3
,105,公立,一般大學,13,國立中正大學,380101,法律學系,博士班,3,2,1
,105,公立,一般大學,13,國立中正大學,380201,財經法律學系,學士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,380201,財經法律學系,碩士班(日間),1,0,1
,105,公立,一般大學,13,國立中正大學,480109,資訊管理學系醫療資訊管理碩士班,碩士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,520101,電機工程學系,學士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,520114,資訊工程學系,學士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,520126,通訊工程學系,學士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,520126,通訊工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,13,國立中正大學,760304,社會福利學系,博士班,1,1,0
,105,公立,一般大學,14,國立高雄師範大學,140331,科學教育暨環境教育研究所科學教育博士班,博士班,1,1,0
,105,公立,一般大學,14,國立高雄師範大學,140501,成人教育研究所,博士班,1,1,0
,105,公立,一般大學,14,國立高雄師範大學,210101,美術學系,碩士班(日間),2,0,2
,105,公立,一般大學,14,國立高雄師範大學,220201,國文學系,學士班(日間),1,0,1
,105,公立,一般大學,14,國立高雄師範大學,220308,英語學系,學士班(日間),2,0,2
,105,公立,一般大學,14,國立高雄師範大學,230201,視覺設計學系,學士班(日間),3,0,3
,105,公立,一般大學,14,國立高雄師範大學,230201,視覺設計學系,碩士班(日間),1,0,1
,105,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,學士班(日間),3,2,1
,105,公立,一般大學,14,國立高雄師範大學,349918,人力與知識管理研究所,碩士班(日間),1,0,1
,105,公立,一般大學,14,國立高雄師範大學,460101,數學系應用數學組,學士班(日間),3,3,0
,105,公立,一般大學,14,國立高雄師範大學,520103,電子工程學系,學士班(日間),3,2,1
,105,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,博士班,2,1,1
,105,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,博士班,6,1,5
,105,公立,一般大學,15,國立彰化師範大學,340201,會計學系,學士班(日間),3,1,2
,105,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,學士班(日間),3,2,1
,105,公立,一般大學,15,國立彰化師範大學,340528,財務金融技術學系,學士班(日間),4,0,4
,105,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系資訊管理組,學士班(日間),2,1,1
,105,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系數位內容科技與管理組,學士班(日間),3,1,2
,105,公立,一般大學,15,國立彰化師範大學,520101,電機工程學系,博士班,2,0,2
,105,公立,一般大學,16,國立陽明大學,420103,生命科學系暨基因體科學研究所,學士班(日間),8,2,6
,105,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,博士班,1,0,1
,105,公立,一般大學,16,國立陽明大學,521108,生物醫學工程學系,學士班(日間),1,0,1
,105,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,學士班(日間),1,1,0
,105,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,博士班,1,1,0
,105,公立,一般大學,16,國立陽明大學,990199,學士班大一大二不分系,學士班(日間),3,0,3
,105,公立,一般大學,17,國立臺北大學,220201,中國文學系,碩士班(日間),2,0,2
,105,公立,一般大學,17,國立臺北大學,229919,民俗藝術與文化資產研究所,碩士班(日間),1,1,0
,105,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(日間),3,2,1
,105,公立,一般大學,17,國立臺北大學,310101,經濟學系,碩士班(日間),2,1,1
,105,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,碩士班(日間),1,1,0
,105,公立,一般大學,17,國立臺北大學,340201,會計學系,學士班(日間),3,1,2
,105,公立,一般大學,17,國立臺北大學,340301,企業管理學系,學士班(日間),2,1,1
,105,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),2,1,1
,105,公立,一般大學,17,國立臺北大學,340301,企業管理學系,博士班,2,0,2
,105,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(日間),3,2,1
,105,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,碩士班(日間),3,1,2
,105,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(日間),1,0,1
,105,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(日間),1,0,1
,105,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),1,1,0
,105,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,博士班,1,0,1
,105,公立,一般大學,17,國立臺北大學,380101,法律學系財經法組,學士班(日間),1,0,1
,105,公立,一般大學,17,國立臺北大學,380101,法律學系一般生組,碩士班(日間),5,1,4
,105,公立,一般大學,17,國立臺北大學,380101,法律學系,博士班,4,1,3
,105,公立,一般大學,17,國立臺北大學,520101,電機工程學系,學士班(日間),1,0,1
,105,公立,一般大學,17,國立臺北大學,580301,都市計劃研究所,博士班,2,1,1
,105,公立,一般大學,17,國立臺北大學,850104,自然資源與環境管理研究所,碩士班(日間),1,1,0
,105,公立,一般大學,17,國立臺北大學,850104,自然資源與環境管理研究所,博士班,2,2,0
,105,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),6,2,4
,105,公立,一般大學,18,國立嘉義大學,620901,生物農業科技學系,學士班(日間),1,0,1
,105,公立,一般大學,19,國立高雄大學,220306,西洋語文學系,學士班(日間),1,0,1
,105,公立,一般大學,19,國立高雄大學,239903,創意設計與建築學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,310102,應用經濟學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,340313,亞太工商管理學系企業管理組,學士班(日間),1,0,1
,105,公立,一般大學,19,國立高雄大學,340313,亞太工商管理學系,碩士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,340508,金融管理學系,學士班(日間),1,0,1
,105,公立,一般大學,19,國立高雄大學,380201,財經法律學系,學士班(日間),2,0,2
,105,公立,一般大學,19,國立高雄大學,389901,政治法律學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,440102,應用化學系,學士班(日間),1,0,1
,105,公立,一般大學,19,國立高雄大學,440302,應用物理學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,460102,應用數學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,520114,資訊工程學系,學士班(日間),1,1,0
,105,公立,一般大學,19,國立高雄大學,520306,土木與環境工程學系,學士班(日間),1,0,1
,105,公立,一般大學,20,國立東華大學,140125,教育與潛能開發學系,博士班,3,0,3
,105,公立,一般大學,20,國立東華大學,140125,教育與潛能開發學系教育博士班,博士班,1,0,1
,105,公立,一般大學,20,國立東華大學,210709,藝術與設計學系,學士班(日間),2,1,1
,105,公立,一般大學,20,國立東華大學,210709,藝術與設計學系,碩士班(日間),3,1,2
,105,公立,一般大學,20,國立東華大學,210716,藝術創意產業學系視覺藝術教育碩士班,碩士班(日間),1,1,0
,105,公立,一般大學,20,國立東華大學,220201,中國語文學系,博士班,1,1,0
,105,公立,一般大學,20,國立東華大學,220211,華文文學系創作組,碩士班(日間),2,1,1
,105,公立,一般大學,20,國立東華大學,220310,英美語文學系,學士班(日間),3,1,2
,105,公立,一般大學,20,國立東華大學,310518,諮商與臨床心理學系,碩士班(日間),1,0,1
,105,公立,一般大學,20,國立東華大學,340301,企業管理學系,博士班,1,1,0
,105,公立,一般大學,20,國立東華大學,340501,財務金融學系,學士班(日間),3,0,3
,105,公立,一般大學,20,國立東華大學,340501,財務金融學系,碩士班(日間),1,0,1
,105,公立,一般大學,20,國立東華大學,520114,資訊工程學系資工組,學士班(日間),1,1,0
,105,公立,一般大學,20,國立東華大學,520114,資訊工程學系學士班資工組,學士班(日間),2,2,0
,105,公立,一般大學,20,國立東華大學,850104,自然資源與環境學系,學士班(日間),3,1,2
,105,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,學士班(日間),1,0,1
,105,公立,一般大學,21,國立暨南國際大學,220301,外國語文學系,學士班(日間),2,0,2
,105,公立,一般大學,21,國立暨南國際大學,310101,經濟學系,學士班(日間),1,1,0
,105,公立,一般大學,21,國立暨南國際大學,340307,國際企業學系,學士班(日間),1,0,1
,105,公立,一般大學,21,國立暨南國際大學,340501,財務金融學系,學士班(日間),2,1,1
,105,公立,一般大學,21,國立暨南國際大學,340501,財務金融學系,碩士班(日間),2,1,1
,105,公立,一般大學,21,國立暨南國際大學,480109,資訊管理學系,學士班(日間),1,1,0
,105,公立,一般大學,21,國立暨南國際大學,520101,電機工程學系,學士班(日間),1,1,0
,105,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,學士班(日間),1,1,0
,105,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,碩士班(日間),1,1,0
,105,公立,一般大學,21,國立暨南國際大學,520301,土木工程學系,學士班(日間),4,3,1
,105,公立,一般大學,21,國立暨南國際大學,760301,社會政策與社會工作學系,博士班,3,1,2
,105,公立,一般大學,28,國立臺北藝術大學,140312,藝術與人文教育研究所,碩士班(日間),2,0,2
,105,公立,一般大學,28,國立臺北藝術大學,210408,傳統音樂學系,學士班(日間),2,0,2
,105,公立,一般大學,28,國立臺北藝術大學,210408,傳統音樂學系理論組,碩士班(日間),2,0,2
,105,公立,一般大學,28,國立臺北藝術大學,210501,戲劇學系,博士班,1,0,1
,105,公立,一般大學,28,國立臺北藝術大學,210507,劇場設計學系,學士班(日間),2,0,2
,105,公立,一般大學,28,國立臺北藝術大學,210511,舞蹈研究所碩士班表演創作組,碩士班(日間),1,0,1
,105,公立,一般大學,28,國立臺北藝術大學,210511,舞蹈研究所,博士班,1,1,0
,105,公立,一般大學,28,國立臺北藝術大學,210602,電影創作學系,學士班(日間),3,0,3
,105,公立,一般大學,28,國立臺北藝術大學,210602,電影創作學系,碩士班(日間),2,1,1
,105,公立,一般大學,28,國立臺北藝術大學,210602,電影創作學系電影創作組,碩士班(日間),3,3,0
,105,公立,一般大學,28,國立臺北藝術大學,210614,動畫學系,學士班(日間),3,1,2
,105,公立,一般大學,28,國立臺北藝術大學,210903,新媒體藝術學系,學士班(日間),4,1,3
,105,公立,一般大學,28,國立臺北藝術大學,210903,新媒體藝術學系,碩士班(日間),3,1,2
,105,公立,一般大學,28,國立臺北藝術大學,211001,藝術行政與管理研究所,碩士班(日間),4,3,1
,105,公立,一般大學,28,國立臺北藝術大學,320501,博物館研究所,碩士班(日間),1,0,1
,105,公立,一般大學,28,國立臺北藝術大學,580111,建築與文化資產研究所,碩士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,210104,書畫藝術學系,學士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,210104,書畫藝術學系,碩士班(日間),1,1,0
,105,公立,一般大學,29,國立臺灣藝術大學,210104,書畫藝術學系,博士班,4,2,2
,105,公立,一般大學,29,國立臺灣藝術大學,210201,雕塑學系,學士班(日間),2,0,2
,105,公立,一般大學,29,國立臺灣藝術大學,210302,工藝設計學系,碩士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,210401,音樂學系,學士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,210401,音樂學系,碩士班(日間),1,1,0
,105,公立,一般大學,29,國立臺灣藝術大學,210501,戲劇學系,學士班(日間),1,1,0
,105,公立,一般大學,29,國立臺灣藝術大學,210501,戲劇學系,碩士班(日間),2,0,2
,105,公立,一般大學,29,國立臺灣藝術大學,210511,舞蹈學系,學士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,210601,電影學系,學士班(日間),2,0,2
,105,公立,一般大學,29,國立臺灣藝術大學,210601,電影學系,碩士班(日間),3,1,2
,105,公立,一般大學,29,國立臺灣藝術大學,210707,表演藝術學院表演藝術博士班,博士班,5,3,2
,105,公立,一般大學,29,國立臺灣藝術大學,210902,多媒體動畫藝術學系新媒體藝術碩士班,碩士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,211010,藝術管理與文化政策研究所,博士班,3,0,3
,105,公立,一般大學,29,國立臺灣藝術大學,230109,創意產業設計研究所,博士班,3,1,2
,105,公立,一般大學,29,國立臺灣藝術大學,230201,視覺傳達設計學系,碩士班(日間),3,3,0
,105,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系,學士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,320301,廣播電視學系廣播電視組,碩士班(日間),1,0,1
,105,公立,一般大學,29,國立臺灣藝術大學,320702,圖文傳播藝術學系,學士班(日間),3,1,2
,105,公立,一般大學,29,國立臺灣藝術大學,320702,圖文傳播藝術學系,碩士班(日間),1,0,1
,105,公立,一般大學,30,國立臺東大學,210105,美術產業學系,學士班(日間),1,0,1
,105,公立,一般大學,30,國立臺東大學,220310,英美語文學系,學士班(日間),2,0,2
,105,公立,一般大學,30,國立臺東大學,220403,兒童文學研究所,博士班,1,0,1
,105,公立,一般大學,30,國立臺東大學,420103,生命科學系,學士班(日間),1,1,0
,105,公立,一般大學,31,國立宜蘭大學,349966,應用經濟與管理學系,學士班(日間),2,0,2
,105,公立,一般大學,31,國立宜蘭大學,520103,電子工程學系,學士班(日間),1,1,0
,105,公立,一般大學,31,國立宜蘭大學,520114,資訊工程學系,學士班(日間),3,3,0
,105,公立,一般大學,31,國立宜蘭大學,520226,機械與機電工程學系,學士班(日間),1,1,0
,105,公立,一般大學,31,國立宜蘭大學,520301,土木工程學系,學士班(日間),1,1,0
,105,公立,一般大學,31,國立宜蘭大學,520901,環境工程學系,碩士班(日間),1,0,1
,105,公立,一般大學,31,國立宜蘭大學,620207,生物技術與動物科學系,學士班(日間),1,0,1
,105,公立,一般大學,31,國立宜蘭大學,620601,食品科學系,學士班(日間),1,0,1
,105,公立,一般大學,32,國立聯合大學,220102,臺灣語文與傳播學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,230303,工業設計學系,學士班(日間),1,0,1
,105,公立,一般大學,32,國立聯合大學,340303,經營管理學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,480109,資訊管理學系,學士班(日間),1,0,1
,105,公立,一般大學,32,國立聯合大學,520101,電機工程學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,520103,電子工程學系,學士班(日間),1,0,1
,105,公立,一般大學,32,國立聯合大學,520114,資訊工程學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,520201,機械工程學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,520310,土木與防災工程學系,學士班(日間),2,1,1
,105,公立,一般大學,32,國立聯合大學,520401,化學工程學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,520502,材料科學工程學系,學士班(日間),1,0,1
,105,公立,一般大學,32,國立聯合大學,520905,環境與安全衛生工程學系,學士班(日間),1,1,0
,105,公立,一般大學,32,國立聯合大學,521309,能源工程學系,學士班(日間),1,1,0
,105,公立,一般大學,35,國立臺南藝術大學,210405,應用音樂學系,學士班(日間),3,2,1
,105,公立,一般大學,35,國立臺南藝術大學,210406,民族音樂學研究所,碩士班(日間),1,0,1
,105,公立,一般大學,35,國立臺南藝術大學,210603,音像紀錄與影像維護研究所影像維護組,碩士班(日間),2,2,0
,105,公立,一般大學,35,國立臺南藝術大學,320502,博物館學與古物維護研究所古物維護組,碩士班(日間),1,0,1
,105,公立,一般大學,36,國立臺南大學,140101,教育學系課程與教學博士班,博士班,2,1,1
,105,公立,一般大學,36,國立臺南大學,140601,特殊教育學系,博士班,2,1,1
,105,公立,一般大學,36,國立臺南大學,220201,國語文學系,學士班(日間),1,0,1
,105,公立,一般大學,36,國立臺南大學,220201,國語文學系,碩士班(日間),1,0,1
,105,公立,一般大學,36,國立臺南大學,310804,行政管理學系,學士班(日間),8,2,6
,105,公立,一般大學,36,國立臺南大學,310804,行政管理學系,碩士班(日間),1,0,1
,105,公立,一般大學,36,國立臺南大學,520114,資訊工程學系,學士班(日間),5,3,2
,105,公立,一般大學,37,國立臺北教育大學,140206,自然科學教育學系,學士班(日間),1,0,1
,105,公立,一般大學,37,國立臺北教育大學,140408,幼兒與家庭教育學系,碩士班(日間),1,0,1
,105,公立,一般大學,37,國立臺北教育大學,140707,教育經營與管理學系,學士班(日間),3,0,3
,105,公立,一般大學,37,國立臺北教育大學,140707,教育經營與管理學系教育政策與管理博士班,博士班,1,0,1
,105,公立,一般大學,37,國立臺北教育大學,210908,文化創意產業經營學系,學士班(日間),3,0,3
,105,公立,一般大學,37,國立臺北教育大學,210908,文化創意產業經營學系,碩士班(日間),1,0,1
,105,公立,一般大學,37,國立臺北教育大學,220401,語文與創作學系文學創作組,學士班(日間),2,0,2
,105,公立,一般大學,37,國立臺北教育大學,310509,心理與諮商學系,學士班(日間),2,0,2
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140122,教育與學習科技學系,博士班,2,1,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140122,教育與學習科技學系博士班,博士班,2,1,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140212,英語教學系,學士班(日間),1,0,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140401,幼兒教育學系,學士班(日間),1,0,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140401,幼兒教育學系,碩士班(日間),1,0,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),140401,幼兒教育學系碩士班,碩士班(日間),1,0,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),210709,藝術與設計學系設計組,學士班(日間),3,2,1
,105,公立,一般大學,38,國立清華大學南大校區(原：國立新竹教育大學),220201,中國語文學系碩士班中文組,碩士班(日間),1,0,1
,105,公立,一般大學,39,國立臺中教育大學,140101,教育學系,學士班(日間),2,0,2
,105,公立,一般大學,39,國立臺中教育大學,140202,語文教育學系,學士班(日間),3,1,2
