,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,總計,男,女
,101,私立,一般大學,1002,輔仁大學,310101,經濟學系,學士班(日間),2,1,1
,101,私立,一般大學,1002,輔仁大學,310301,社會學系,碩士班(日間),1,1,0
,101,私立,一般大學,1002,輔仁大學,310501,心理學系,學士班(日間),8,2,6
,101,私立,一般大學,1002,輔仁大學,310501,心理學系,碩士班(日間),1,1,0
,101,私立,一般大學,1002,輔仁大學,310505,臨床心理學系,學士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,320101,大眾傳播學研究所,碩士班(日間),3,0,3
,101,私立,一般大學,1002,輔仁大學,320202,新聞傳播學系,學士班(日間),8,2,6
,101,私立,一般大學,1002,輔仁大學,320302,影像傳播學系,學士班(日間),4,0,4
,101,私立,一般大學,1002,輔仁大學,320801,廣告傳播學系,學士班(日間),7,2,5
,101,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(日間),2,1,1
,101,私立,一般大學,1002,輔仁大學,340301,企業管理學系,學士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系,學士班(日間),7,1,6
,101,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系金融碩士班,碩士班(日間),1,1,0
,101,私立,一般大學,1002,輔仁大學,380101,法律學系,碩士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,380201,財經法律學系,學士班(日間),3,1,2
,101,私立,一般大學,1002,輔仁大學,420103,生命科學系,學士班(日間),2,0,2
,101,私立,一般大學,1002,輔仁大學,440101,化學系,學士班(日間),2,1,1
,101,私立,一般大學,1002,輔仁大學,440301,物理學系物理組,學士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,460101,數學系純數學組,學士班(日間),2,0,2
,101,私立,一般大學,1002,輔仁大學,460101,數學系應用數學組,學士班(日間),2,2,0
,101,私立,一般大學,1002,輔仁大學,520101,電機工程學系,碩士班(日間),1,1,0
,101,私立,一般大學,1002,輔仁大學,520114,資訊工程學系,學士班(日間),4,4,0
,101,私立,一般大學,1002,輔仁大學,580201,景觀設計學系,碩士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,620601,食品科學系,學士班(日間),3,2,1
,101,私立,一般大學,1002,輔仁大學,720201,公共衛生學系,學士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,720507,營養科學系,學士班(日間),4,0,4
,101,私立,一般大學,1002,輔仁大學,760301,社會工作學系,學士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,學士班(日間),2,0,2
,101,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,碩士班(日間),2,0,2
,101,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(日間),2,1,1
,101,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,碩士班(日間),1,0,1
,101,私立,一般大學,1002,輔仁大學,810702,織品服裝學系織品服飾行銷組,學士班(日間),1,0,1
,101,私立,一般大學,1004,中原大學,140601,特殊教育學系,學士班(日間),2,1,1
,101,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),2,0,2
,101,私立,一般大學,1004,中原大學,230302,商業設計學系,學士班(日間),3,1,2
,101,私立,一般大學,1004,中原大學,230401,室內設計學系,學士班(日間),2,2,0
,101,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),2,0,2
,101,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),6,4,2
,101,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),11,5,6
,101,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),7,4,3
,101,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),11,7,4
,101,私立,一般大學,1004,中原大學,420302,生物科技學系,學士班(日間),2,2,0
,101,私立,一般大學,1004,中原大學,440101,化學系材料化學組,學士班(日間),1,0,1
,101,私立,一般大學,1004,中原大學,440301,物理學系光電與材料科學組,學士班(日間),1,0,1
,101,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),2,2,0
,101,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),2,1,1
,101,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),3,3,0
,101,私立,一般大學,1004,中原大學,520103,電子工程學系,學士班(日間),8,7,1
,101,私立,一般大學,1004,中原大學,520114,資訊工程學系,學士班(日間),2,2,0
,101,私立,一般大學,1004,中原大學,520114,資訊工程學系,碩士班(日間),1,1,0
,101,私立,一般大學,1004,中原大學,520201,機械工程學系,學士班(日間),8,7,1
,101,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),17,16,1
,101,私立,一般大學,1004,中原大學,520315,生物環境工程學系,學士班(日間),3,1,2
,101,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),2,1,1
,101,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),8,2,6
,101,私立,一般大學,1005,淡江大學,140801,教育科技學系,學士班(日間),2,2,0
,101,私立,一般大學,1005,淡江大學,220309,英文學系,學士班(日間),15,3,12
,101,私立,一般大學,1005,淡江大學,220309,英文學系,博士班,1,1,0
,101,私立,一般大學,1005,淡江大學,220314,法國語文學系,學士班(日間),1,0,1
,101,私立,一般大學,1005,淡江大學,220314,法國語文學系,碩士班(日間),1,0,1
,101,私立,一般大學,1005,淡江大學,220320,日本語文學系,學士班(日間),12,5,7
,101,私立,一般大學,1005,淡江大學,220342,英美語言文化學系,學士班(日間),1,0,1
,101,私立,一般大學,1005,淡江大學,310101,經濟學系,學士班(日間),2,1,1
,101,私立,一般大學,1005,淡江大學,310104,產業經濟學系,碩士班(日間),2,2,0
,101,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,學士班(日間),5,0,5
,101,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,碩士班(日間),1,1,0
,101,私立,一般大學,1005,淡江大學,320601,資訊與圖書館學系,學士班(日間),8,2,6
,101,私立,一般大學,1005,淡江大學,340307,國際企業學系,學士班(日間),2,1,1
,101,私立,一般大學,1005,淡江大學,340307,國際企業學系,碩士班(日間),1,1,0
,101,私立,一般大學,1005,淡江大學,340501,財務金融學系,學士班(日間),4,1,3
,101,私立,一般大學,1005,淡江大學,440101,化學學系,學士班(日間),4,4,0
,101,私立,一般大學,1005,淡江大學,440101,化學學系化學與生物化學組,學士班(日間),1,0,1
,101,私立,一般大學,1005,淡江大學,480310,資訊創新與科技學系軟體工程組,學士班(日間),8,6,2
,101,私立,一般大學,1005,淡江大學,480310,資訊創新與科技學系通訊科技組,學士班(日間),9,4,5
,101,私立,一般大學,1005,淡江大學,520114,資訊工程學系,學士班(日間),12,12,0
,101,私立,一般大學,1005,淡江大學,520114,資訊工程學系,碩士班(日間),1,1,0
,101,私立,一般大學,1005,淡江大學,520301,土木工程學系營建企業組,學士班(日間),1,1,0
,101,私立,一般大學,1005,淡江大學,580101,建築學系,學士班(日間),6,6,0
,101,私立,一般大學,1006,中國文化大學,140315,體育學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,210101,美術學系,學士班(日間),5,2,3
,101,私立,一般大學,1006,中國文化大學,210401,音樂學系,學士班(日間),4,1,3
,101,私立,一般大學,1006,中國文化大學,210402,中國音樂學系,學士班(日間),3,2,1
,101,私立,一般大學,1006,中國文化大學,210501,戲劇學系,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系(中國文學組),學士班(日間),4,1,3
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系(文藝創作組),學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系中國文學組,學士班(日間),6,2,4
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系文藝創作組,學士班(日間),3,0,3
,101,私立,一般大學,1006,中國文化大學,220201,中國文學系,碩士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,220307,英國語文學系,學士班(日間),3,1,2
,101,私立,一般大學,1006,中國文化大學,220314,法國語文學系,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,220320,日本語文學系,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,220324,韓國語文學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,220901,史學系,學士班(日間),4,2,2
,101,私立,一般大學,1006,中國文化大學,310101,經濟學系,學士班(日間),3,2,1
,101,私立,一般大學,1006,中國文化大學,310201,政治學系,學士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,學士班(日間),5,2,3
,101,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,碩士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,311003,勞工關係學系人力資源組,學士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,311003,勞工關係學系勞資關係組,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,320101,大眾傳播學系,學士班(日間),6,2,4
,101,私立,一般大學,1006,中國文化大學,320201,新聞學系,學士班(日間),7,1,6
,101,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,340307,國際企業管理學系,學士班(日間),11,5,6
,101,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,學士班(日間),9,4,5
,101,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,碩士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,380101,法律學系法學組,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,380101,法律學系財經法律組,學士班(日間),4,3,1
,101,私立,一般大學,1006,中國文化大學,380101,法律學系,碩士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,440301,物理學系,學士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,440401,大氣科學系,學士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,520201,機械工程學系,學士班(日間),1,1,0
,101,私立,一般大學,1006,中國文化大學,520403,化學工程與材料工程學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,學士班(日間),9,5,4
,101,私立,一般大學,1006,中國文化大學,580203,景觀學系,學士班(日間),8,5,3
,101,私立,一般大學,1006,中國文化大學,620203,動物科學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,620302,園藝暨生物技術學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,620702,土地資源學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,720503,食品暨保健營養學系,學士班(日間),2,1,1
,101,私立,一般大學,1006,中國文化大學,810202,觀光事業學系,學士班(日間),4,1,3
,101,私立,一般大學,1007,逢甲大學,220201,中國文學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,220301,外國語文學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,310101,經濟學系,學士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,340201,會計學系,學士班(日間),4,2,2
,101,私立,一般大學,1007,逢甲大學,340301,企業管理學系,學士班(日間),5,4,1
,101,私立,一般大學,1007,逢甲大學,340301,企業管理學系,碩士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,340307,國際企業管理學士學位學程(英語專班),學士班(日間),2,1,1
,101,私立,一般大學,1007,逢甲大學,340401,國際貿易學系,學士班(日間),7,4,3
,101,私立,一般大學,1007,逢甲大學,340401,國際貿易學系,碩士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,340501,財務金融學系,學士班(日間),14,9,5
,101,私立,一般大學,1007,逢甲大學,340501,財務金融學系,碩士班(日間),2,2,0
,101,私立,一般大學,1007,逢甲大學,340601,風險管理與保險學系,學士班(日間),4,2,2
,101,私立,一般大學,1007,逢甲大學,340703,財稅學系,學士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,340801,行銷學系,學士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,460102,應用數學系,學士班(日間),3,3,0
,101,私立,一般大學,1007,逢甲大學,460201,統計學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520105,光電學系,學士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,520114,資訊工程學系,學士班(日間),5,5,0
,101,私立,一般大學,1007,逢甲大學,520126,通訊工程學系,學士班(日間),2,2,0
,101,私立,一般大學,1007,逢甲大學,520154,自動控制工程學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520199,資訊電機學院不分系榮譽班,學士班(日間),4,3,1
,101,私立,一般大學,1007,逢甲大學,520199,資電學院不分系榮譽班,學士班(日間),2,2,0
,101,私立,一般大學,1007,逢甲大學,520220,機械與電腦輔助工程學系,學士班(日間),2,2,0
,101,私立,一般大學,1007,逢甲大學,520220,機械與電腦輔助工程學系,碩士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520301,土木工程學系,學士班(日間),3,3,0
,101,私立,一般大學,1007,逢甲大學,520401,化學工程學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520502,材料科學與工程學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520601,工業工程與系統管理學系,碩士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,520704,纖維與複合材料學系,學士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520704,纖維與複合材料學系,碩士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,520903,環境工程與科學學系,學士班(日間),3,0,3
,101,私立,一般大學,1007,逢甲大學,521004,水利工程與資源保育學系,學士班(日間),2,2,0
,101,私立,一般大學,1007,逢甲大學,529924,電聲碩士學位學程,碩士班(日間),1,1,0
,101,私立,一般大學,1007,逢甲大學,580101,建築學系,學士班(日間),3,2,1
,101,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系空間資訊組,學士班(日間),1,1,0
