學年度,設立別 ,學校類別,學校代碼,學校名稱,中文圖書總類,哲學類,宗教類,科學類,應用科學類,社會科學類,史地類(含世界史地類),語言文學類,藝術類,外文圖書,,線上資料庫(種),光碟及其他類型資料庫(種),電子期刊(種),電子書(種),,報紙(種),期刊中日文(種),西文(種),圖書閱覽座位數,借書(含視聽資料及其他館藏)人次,圖書(含視聽資料及其他館藏)借閱冊數,線上及光碟資料庫(含電子書及電子期刊)檢索人次
103,私立,技專校院,1179,德霖技術學院,4490,4350,2089,20923,44863,33831,6195,25064,8704,24668,10976,92,0,21348,90622,6361,83,473,75,532,23451,52639,23995
103,私立,技專校院,1182,蘭陽技術學院,3490,9510,4246,18976,32372,20992,9038,30671,7226,14009,0,21,1,20,67757,3576,5,686,20,747,726,2837,365
103,私立,技專校院,1183,黎明技術學院,8067,9052,3221,22843,41538,17628,15133,23001,7846,26161,5050,22,0,10517,581380,10260,10,393,0,384,4596,10082,34759
103,私立,技專校院,1184,東方設計學院,15153,7812,3844,21890,38177,22168,13571,35917,21166,30562,0,49,0,43,83665,18305,12,433,147,450,8370,26203,209247
103,私立,技專校院,1185,經國管理暨健康學院,15205,12896,5211,9275,37308,26973,13272,36567,10125,17658,0,131,4,35168,553284,9546,6,467,84,224,7988,34317,117638
103,私立,技專校院,1187,崇右技術學院,7559,8318,3323,9523,23305,29209,12370,29034,5571,13529,3313,37,0,1,6329,4196,6,692,122,126,6986,23553,45372
103,私立,技專校院,1188,大同技術學院,4592,13484,4294,13188,37947,33884,12311,32813,7888,13716,247,49,0,0,3014,12340,11,406,53,422,7682,30153,43731
103,私立,技專校院,1189,亞太創意技術學院,4787,5951,3280,21498,31571,18523,7967,21572,8340,20893,7477,88,4,956,75643,13095,7,337,0,202,4928,16849,109423
103,私立,技專校院,1192,臺灣觀光學院,3921,13395,4591,11315,32316,26994,15607,47388,11084,5866,0,30,0,0,338,4658,12,402,56,72,4070,15634,40812
103,私立,技專校院,1194,台北海洋技術學院,11654,4681,1396,16745,25679,19687,13897,19964,10825,16187,17218,44,2,15634,26483,8023,11,392,26,262,15267,37293,12263
103,私立,技專校院,1281,康寧醫護暨管理專科學校,4469,10349,3222,13434,28256,29407,10569,28186,16242,16242,2628,32,0,6,7274,16577,6,258,29,212,7609,30822,139794
103,私立,技專校院,1282,馬偕醫護管理專科學校,2166,8291,4184,9987,31588,20250,8601,26709,7593,21078,0,25,56,18094,84916,10535,9,228,93,630,13676,36051,79700
103,私立,技專校院,1283,仁德醫護管理專科學校,2084,9496,3103,8322,27185,14312,7151,26820,4889,11275,2104,54,0,75760,1430,1654,4,192,89,174,22744,77831,131011
103,私立,技專校院,1284,樹人醫護管理專科學校,2482,8133,3275,10117,20952,13754,8699,45958,7267,26071,0,27,0,69461,14982,5229,10,396,35,238,22760,97739,87463
103,私立,技專校院,1285,慈惠醫護管理專科學校,2369,12310,3649,7994,30449,16556,7488,30767,6125,13840,2713,46,0,17129,1409,4644,5,310,45,600,3033,10395,325042
103,私立,技專校院,1286,耕莘健康管理專科學校,4843,8730,3357,9235,26255,13827,7641,24216,6042,18122,2587,41,0,0,22569,9415,11,236,34,755,37699,40832,577453
103,私立,技專校院,1287,敏惠醫護管理專科學校,4159,7109,2394,6769,18441,14888,8013,18154,3290,6028,1084,46,1,14,3313,3772,8,189,49,238,10942,22963,401797
103,私立,技專校院,1288,高美醫護管理專科學校,998,6068,2013,4177,21409,8554,3458,13910,2794,4253,327,12,0,3,50,40,2,1555,3,78,947,4035,7343
103,私立,技專校院,1289,育英醫護管理專科學校,1848,6491,1887,5897,17824,8803,5483,14987,3557,10376,292,54,0,14,599,9916,3,173,0,150,5049,10074,720574
103,私立,技專校院,1290,崇仁醫護管理專科學校,2638,6011,4402,5847,17223,10005,5721,16753,3169,8182,973,22,0,4237,3023,6528,6,171,25,402,10860,23542,182981
103,私立,技專校院,1291,聖母醫護管理專科學校,3130,5615,1889,6121,17834,9967,4830,14351,3182,843,374,19,0,6,30288,2234,3,110,16,126,8128,19819,348783
103,私立,技專校院,1292,新生醫護管理專科學校,1966,6998,1894,4913,17595,13124,7528,19668,5014,11726,67,38,0,6,79702,3351,9,152,9,143,7885,27060,212406
104,公立,一般大學,1,國立政治大學,345727,53189,39892,33243,79783,319133,226053,212755,19946,644534,232174,264,37,73829,681927,28748,400,1901,1431,2857,175155,525465,2486712
104,公立,一般大學,2,國立清華大學,62931,27948,18660,48611,64668,100383,100341,122522,32936,360962,312963,407,17,119593,2107318,85468,39,1772,878,2480,177048,471642,244185
104,公立,一般大學,3,國立臺灣大學,139178,68137,41904,111083,313945,413612,271682,273212,87032,2342622,874229,565,0,51965,2879964,177062,27,2476,4944,3754,195993,666880,28903638
104,公立,一般大學,4,國立臺灣師範大學,140369,71857,23163,61709,75292,250316,156436,211856,70187,507132,128937,316,4,83115,2515581,47185,19,1181,1505,1182,92174,257489,6639109
104,公立,一般大學,5,國立成功大學,185089,34395,21611,43238,107709,124642,100927,127852,40793,580748,432505,515,25,68177,694982,57156,20,2033,493,3130,136184,750864,6563916
104,公立,一般大學,6,國立中興大學,108149,24348,10377,51561,90313,96919,65336,92667,20856,265525,145309,380,0,43569,866353,72905,17,1189,128,2047,67403,156000,1926724
104,公立,一般大學,7,國立交通大學,96517,17837,9766,61541,74294,79790,39602,65503,37364,349598,166752,281,0,92201,620154,61690,17,990,242,1352,97200,253735,4724440
104,公立,一般大學,8,國立中央大學,93116,24380,16126,26979,45075,74823,58797,85477,26380,264256,156856,432,0,53969,602923,57260,19,856,608,1485,83229,202433,1167532
104,公立,一般大學,9,國立中山大學,122084,27959,12979,37466,67878,90305,62609,101914,31645,386364,131599,228,29,96177,152864,25457,13,405,443,1583,57296,179608,977671
104,公立,一般大學,12,國立臺灣海洋大學,38188,13495,3741,29103,41662,43099,21919,43352,10731,97655,75050,285,8,60557,165102,6140,10,789,194,524,26473,161284,612664
104,公立,一般大學,13,國立中正大學,91321,29882,20446,30838,63136,131451,79576,117053,41009,392491,0,206,0,77039,413904,26632,17,1121,379,1650,109516,202630,690160
104,公立,一般大學,14,國立高雄師範大學,107818,19397,6605,20495,28443,78844,43936,74669,31245,188351,85448,143,0,36911,549952,23913,20,540,181,1061,49348,311579,752055
104,公立,一般大學,15,國立彰化師範大學,44831,17252,7572,20391,38250,70500,29077,51065,14445,100953,47317,93,0,84724,143185,18002,10,659,123,1215,36529,124479,464622
104,公立,一般大學,16,國立陽明大學,13734,8915,2490,11126,29109,17830,11996,31170,7817,85651,61846,160,0,18306,106840,21173,7,256,48,430,27216,86755,960292
104,公立,一般大學,17,國立臺北大學,42395,9386,4468,7462,18894,66993,28483,36823,7394,168094,37748,150,11,54471,776850,4986,7,143,115,625,31996,70665,723040
104,公立,一般大學,18,國立嘉義大學,41573,24689,10068,50399,81399,140038,51657,97674,32238,146107,51717,220,1,60515,745964,24984,19,1271,206,1290,73417,122202,281206
104,公立,一般大學,19,國立高雄大學,10791,15248,6309,15970,38767,51344,21156,55657,20406,54974,21692,81,19,15393,386906,17381,10,513,172,930,42525,113722,185488
104,公立,一般大學,20,國立東華大學,76566,51024,23108,51824,91012,199957,107941,177225,62752,201202,81290,240,33,84070,1017365,79913,52,3159,2624,1053,83572,433183,491377
104,公立,一般大學,21,國立暨南國際大學,37558,18735,10212,9524,19911,69470,61361,66820,13535,124903,70379,400,0,67976,140393,19796,23,309,57,1446,32752,88211,53241
104,公立,一般大學,28,國立臺北藝術大學,16763,5535,5036,3795,3605,16414,23990,44767,48635,66978,42735,136,16,13785,63253,76055,6,426,178,352,19141,62449,17248
104,公立,一般大學,29,國立臺灣藝術大學,29567,5752,2524,3306,11853,17118,17775,23260,66630,41076,10694,111,0,22377,40208,23944,16,454,126,450,29329,72877,471675
104,公立,一般大學,30,國立臺東大學,31750,17897,5663,18742,22804,82883,28576,91749,28962,187015,32840,182,16,29976,146363,19089,16,655,103,591,20866,69558,19399
104,公立,一般大學,31,國立宜蘭大學,22682,8263,4726,24643,59708,34957,19953,31387,12617,50897,0,122,4,22600,425197,11171,14,960,144,732,18535,39356,227166
104,公立,一般大學,32,國立聯合大學,9908,10613,4243,23652,47689,35327,19787,34688,17646,53627,15142,75,8,36390,231755,7786,16,613,136,474,12315,30556,1015308
104,公立,一般大學,35,國立臺南藝術大學,6308,4510,4567,1642,3926,13886,22215,16020,34320,84145,21010,123,2,16872,1854413,28471,11,334,200,234,22989,84000,29626
104,公立,一般大學,36,國立臺南大學,44519,21217,9834,29127,27024,141067,37527,71827,37891,91754,30512,122,1,27595,378032,30396,18,1169,305,501,26401,116000,371698
104,公立,一般大學,37,國立臺北教育大學,44251,22836,7016,29604,26269,145590,37754,84956,34003,91570,28973,20,3,17304,439273,21618,14,877,114,725,48082,138637,442064
104,公立,一般大學,38,國立新竹教育大學,33378,15416,5232,20359,15998,101855,24920,67890,28245,46193,24955,112,1,27099,759425,30464,13,877,258,665,24999,63168,519899
104,公立,一般大學,39,國立臺中教育大學,41511,19342,5154,23048,26142,72902,31674,73621,28375,88202,0,112,7,25600,383078,23498,12,550,51,435,47760,162822,345703
104,公立,一般大學,44,國立體育大學,3134,14274,2550,6454,24128,45111,8982,19083,7790,30896,13035,9,41,40117,10363,10918,7,91,41,240,7391,19535,226336
104,公立,一般大學,48,國立金門大學,7450,7003,3760,7310,24509,31002,16512,21591,10861,16896,3735,1,0,74821,95982,1140,7,365,14,501,7578,19662,34236
104,公立,一般大學,49,國立臺灣體育運動大學,15925,11110,3025,10143,26628,53803,15052,31261,17556,31439,296,44,5,6133,134438,19781,10,215,90,100,5381,16947,116273
104,公立,一般大學,52,國立屏東大學,49018,32309,12420,37533,57222,185122,45601,132957,40216,104349,21576,135,0,52906,348173,31670,19,2459,568,1146,59304,177913,10032930
104,公立,一般大學,3002,臺北市立大學,51559,21471,4931,24046,27752,101117,31748,64845,27713,78770,9870,328,0,43757,120933,23869,26,495,120,587,28594,77125,896087
104,公立,技專校院,22,國立臺灣科技大學,38440,17154,4899,23067,49540,33874,21084,46318,14035,92633,74038,244,3,44959,700969,17833,10,925,2371,646,134522,277780,1044624
104,公立,技專校院,23,國立雲林科技大學,36531,16584,8903,23433,57807,54128,29866,56554,30414,82289,43180,115,0,44593,1068214,13257,11,2098,1413,1500,123560,228666,1158339
104,公立,技專校院,24,國立屏東科技大學,12430,12130,6544,30518,86632,50129,24059,36083,14661,50153,62984,80,0,29,420100,17146,9,781,337,845,70168,126496,465000
104,公立,技專校院,25,國立臺北科技大學,44595,12197,3900,38329,74793,36385,21667,35112,19206,90040,34810,248,0,42558,804631,11134,7,392,48,1096,55997,165343,979878
104,公立,技專校院,26,國立高雄第一科技大學,4455,12607,5863,23905,53312,52454,16301,42083,13286,68710,37340,277,11,17236,360221,26041,18,1902,1335,1048,34724,89292,3370346
104,公立,技專校院,27,國立高雄應用科技大學,16470,10635,3856,25549,48130,36842,11347,25723,8566,59279,30194,114,0,38498,744756,8559,4,477,141,327,22873,94863,319997
104,公立,技專校院,33,國立虎尾科技大學,12569,7448,2815,21103,57600,20586,9300,26667,10185,40379,19724,139,0,44443,608297,5968,17,788,130,638,16045,53323,1978126
104,公立,技專校院,34,國立高雄海洋科技大學,15324,9990,3428,25152,53274,35101,18716,43584,10265,51523,43250,305,18,34772,139589,9894,26,1042,110,628,38857,90862,283484
104,公立,技專校院,42,國立澎湖科技大學,3875,12471,4460,25671,39766,32761,13139,34547,12146,25291,4659,54,1,52665,155772,10883,14,1176,244,470,18602,42757,353565
104,公立,技專校院,43,國立勤益科技大學,9866,12873,4186,20215,56187,31984,22618,42980,12024,37787,0,112,5,36208,336509,14183,11,1393,349,848,51059,92902,355412
104,公立,技專校院,46,國立臺北護理健康大學,35218,9749,2929,14578,37693,26701,10918,31139,11136,84490,0,88,0,36181,96507,42466,15,207,45,360,26179,88025,113881
104,公立,技專校院,47,國立高雄餐旅大學,10557,11578,4107,5491,39507,27129,18425,40581,12377,22834,0,198,0,56506,294623,11942,18,413,90,608,41365,85560,424207
104,公立,技專校院,50,國立臺中科技大學,32005,20354,5649,20354,53191,48987,26261,61136,19814,52262,20605,204,15,71636,677701,14963,21,1262,178,1322,80044,167402,1931592
104,公立,技專校院,51,國立臺北商業大學,20643,8641,1839,15788,34459,35197,9611,32114,8291,37755,5176,68,1,55867,112224,684,14,297,18,1034,26728,50735,364158
104,公立,技專校院,144,國立臺灣戲曲學院,3383,7728,2386,3374,10409,12016,9745,36067,21389,5665,0,52,1,2000,19171,10693,10,134,8,200,1617,7921,97819
104,公立,技專校院,221,國立臺南護理專科學校,4327,7171,1728,5966,19516,12956,9172,19138,4133,5813,4482,61,0,19758,10423,6677,3,166,22,112,5118,10483,78450
104,公立,技專校院,222,國立臺東專科學校,3949,5831,1568,7957,23211,9552,6131,17387,7190,3329,82,25,116,6128,4887,720,5,120,1,116,3466,9176,11256
104,私立,一般大學,1001,東海大學,76688,49035,23632,20493,50389,124659,95763,120013,35120,275671,129000,194,5,58433,603409,52883,19,916,281,1867,94424,246056,1881749
104,私立,一般大學,1002,輔仁大學,76171,44753,28156,25796,82582,143053,80798,128583,31336,401135,157973,479,4,56122,1516449,66001,19,1753,1272,2047,184933,514211,7575888
104,私立,一般大學,1003,東吳大學,86867,26995,14872,17173,33641,152396,74292,111791,25240,323965,0,266,0,43124,1224445,39135,14,935,244,2656,113003,238215,2387494
104,私立,一般大學,1004,中原大學,18041,31263,24126,51080,105672,125027,36020,79408,37994,239859,0,251,38,42653,1811364,45776,12,1017,370,1600,152611,346529,1809441
104,私立,一般大學,1005,淡江大學,84565,47809,15606,69829,111926,188429,103249,168870,36253,491892,0,540,29,72969,2310916,65316,33,1233,859,3145,176538,391300,562856
104,私立,一般大學,1006,中國文化大學,128009,57076,22565,65294,94818,167486,132229,160822,69993,427960,0,206,6,34434,313706,55309,17,3568,3467,1818,90792,285083,1488457
104,私立,一般大學,1007,逢甲大學,51564,31921,12025,59075,128186,120593,59211,94904,30044,189099,91243,235,48,49131,756812,46202,15,922,330,1307,110846,249272,1630809
104,私立,一般大學,1008,靜宜大學,67502,34652,18510,35128,65796,103335,54929,134790,33046,217530,0,337,9,32034,605522,42319,29,3129,1802,2299,73880,165931,1959875
104,私立,一般大學,1009,長庚大學,12542,10900,2104,13880,50084,34243,13457,32442,10239,212113,0,207,2,99962,191048,28369,15,344,102,1262,45836,145826,2394957
104,私立,一般大學,1010,元智大學,35318,20982,10100,27581,48043,57627,29710,91388,26035,96429,34684,154,0,50667,299278,35328,13,641,378,1070,55331,126340,715217
104,私立,一般大學,1011,中華大學,14293,12214,4465,24294,43858,37801,13789,39287,17171,72706,0,106,1,38562,198504,12716,10,474,41,895,14981,38603,362912
104,私立,一般大學,1012,大葉大學,29907,18162,6910,33491,68286,56177,21095,52752,20700,75119,39186,198,3,43914,378135,24860,15,718,177,1100,27734,87542,509480
104,私立,一般大學,1013,華梵大學,38777,17384,22268,11922,23762,25965,19444,33163,21580,53913,1398,41,26,22921,97121,6574,7,1435,575,600,18115,75749,17326
104,私立,一般大學,1014,義守大學,25077,16571,4935,42842,67237,49228,18996,42702,14100,79730,39977,211,0,65417,689702,12467,11,475,72,3075,87872,123452,3669534
104,私立,一般大學,1015,世新大學,44308,24998,8362,18645,28755,86568,49269,95878,38744,120366,45003,360,137,51705,8902,26334,9,264,140,948,69013,137556,592817
104,私立,一般大學,1016,銘傳大學,84010,42999,12789,47938,105126,136409,62898,138599,42441,174072,36519,225,4,63328,1331610,92470,18,1536,179,1481,83394,215999,1761926
104,私立,一般大學,1017,實踐大學,29562,17501,5876,18271,49893,67628,24304,53979,29693,82713,9426,137,20,29634,417078,27298,20,1572,684,838,51364,117355,135765
104,私立,一般大學,1019,高雄醫學大學,11540,12946,3720,12515,33272,26209,12723,39382,13180,155507,0,129,7,27619,73885,13509,11,105,4,1073,41998,113458,392620
104,私立,一般大學,1020,南華大學,17373,20881,19490,14004,31539,46542,30149,75008,28843,69943,20512,197,2,20097,1745800,37271,12,2611,1490,691,87190,201852,62312
104,私立,一般大學,1021,真理大學,47908,21938,17616,24783,56411,68076,32591,61379,26021,86672,0,164,0,29690,293704,3477,19,1022,37,861,14261,42785,220573
104,私立,一般大學,1022,大同大學,9587,5985,2581,15738,27969,21361,13363,22269,7728,52292,36789,115,3,19692,133743,6688,9,86,123,564,7926,17635,122245
104,私立,一般大學,1027,慈濟大學,9064,15192,15563,12204,35411,36877,19493,48281,13927,65495,54496,212,1,76599,66794,20244,15,475,24,868,37775,74893,242502
104,私立,一般大學,1028,臺北醫學大學,1830,4535,2433,6238,18705,9619,5952,18135,2769,48933,38804,104,0,18262,85212,9801,7,503,49,660,42236,208976,808841
104,私立,一般大學,1029,中山醫學大學,10183,8638,3479,11977,38727,21619,10690,25427,6053,61588,82660,74,9,23446,692526,17012,9,209,11,495,35909,88190,1792866
104,私立,一般大學,1033,長榮大學,13971,20565,12571,31384,55254,66033,23492,58874,20396,74071,0,131,2,35954,171972,18288,15,1202,229,1007,49666,197784,596872
104,私立,一般大學,1035,中國醫藥大學,13060,10833,4119,13622,71317,19725,15658,38141,10527,54074,33610,126,20,29391,289716,33451,11,881,1014,1104,53303,134055,344621
104,私立,一般大學,1039,玄奘大學,18850,17227,27946,12758,26196,59301,25288,45580,16771,61139,7092,110,0,30811,173903,8207,14,220,10,623,17326,55034,263592
104,私立,一般大學,1048,亞洲大學,10349,35172,12931,30557,73850,85896,30918,98310,21535,94774,24575,239,1,40506,1000191,10254,9,960,180,589,108138,259188,490000
104,私立,一般大學,1049,開南大學,11370,16250,7148,20302,51206,82115,20617,44380,12009,74923,720,130,0,46197,84222,5445,9,412,131,1067,15644,27786,306818
104,私立,一般大學,1050,佛光大學,32334,13361,19765,6157,11824,32015,28223,44314,14546,60102,15657,120,37,43972,770825,13329,9,461,194,680,15157,41292,273059
104,私立,一般大學,1058,明道大學,7776,9936,14890,40820,38202,11981,11678,69779,20791,53358,3544,45,0,12929,68416,3592,14,642,61,300,25936,76204,5328
104,私立,一般大學,1067,台灣首府大學,12385,43774,18013,42850,134219,94103,52128,152118,49076,36576,0,83,0,6,17,15508,11,576,2,300,22143,78510,23786
104,私立,一般大學,1079,康寧大學,9053,18481,6118,26529,56789,51091,19706,53110,20091,36207,12080,88,0,12564,58759,24431,8,639,91,312,9032,66020,128825
104,私立,一般大學,1079,康寧大學,4539,10705,3270,13856,29265,30014,10853,29058,16421,16738,2628,34,0,21,10052,17057,6,294,29,244,8397,55495,115309
104,私立,一般大學,1125,中信?融管?學院,5469,13320,6648,15697,37238,41476,14936,43222,10845,41154,5068,4,0,50,66713,3580,2,0,0,97,744,2825,0
104,私立,一般大學,1176,稻江科技暨管理學院,5776,16836,5679,14550,35763,40515,15484,46977,23406,38112,393,78,2,10268,124037,3905,11,446,41,272,7665,21438,379904
104,私立,一般大學,1195,馬偕醫學院,403,2249,547,1779,7560,2514,2373,12160,1960,9712,518,18,56,12078,1983,1153,5,47,38,122,2589,9753,119574
104,私立,一般大學,1196,法鼓文理學院,3378,2295,32065,800,803,1755,4653,2691,778,27311,7809,71,39,7085,103578,13087,8,564,115,129,2964,8202,8022
104,私立,一般大學,1R02,基督教台灣浸會神學院,430,2098,21465,170,928,2935,2734,2235,1840,28274,3523,10,0,79,246,9499,7,215,77,180,3733,11687,3838
104,私立,一般大學,1R03,臺北基督學院,2072,2544,7782,1814,1786,8125,3887,9130,2340,21600,8276,11,0,8172,236116,5277,9,97,23,56,1406,2791,1648
104,私立,一般大學,1R04,一貫道天皇學院,2388,5631,10825,1702,3029,2981,3633,5788,1028,2340,65,10,10,53,16,7367,2,143,0,134,167,415,316
104,私立,技專校院,1018,朝陽科技大學,10860,25069,12171,40441,75063,90909,26765,77656,28403,106730,0,219,11,50397,676190,50775,24,696,146,1108,49838,294266,146229
104,私立,技專校院,1023,南臺科技大學,40633,12941,4978,30191,63044,51393,24630,56969,21055,73683,18248,144,0,25122,865944,25858,18,512,138,1699,71315,186993,84858
104,私立,技專校院,1024,崑山科技大學,21685,18372,7190,26525,62070,44577,21544,59640,21247,32830,41014,220,4,31762,2696808,18090,14,911,219,2000,32460,81498,247141
104,私立,技專校院,1025,嘉南藥理大學,36069,21356,7379,28228,69233,45442,22470,52851,18983,50113,3821,167,2,28077,121462,30416,13,1063,242,1460,72808,135885,417380
104,私立,技專校院,1026,樹德科技大學,15452,22758,9386,21811,52737,51753,24145,65624,26474,60246,20020,64,0,273,104847,19297,13,514,43,410,38468,104651,117212
104,私立,技專校院,1030,龍華科技大學,4612,18020,6508,45301,81907,44173,18229,59646,15236,60773,10177,218,0,39987,146481,8528,13,228,59,520,53110,98127,448108
104,私立,技專校院,1031,輔英科技大學,6843,14569,6840,20259,52157,31498,14424,50235,11587,34348,23245,105,0,36312,82479,6996,7,691,192,540,35832,116503,883752
104,私立,技專校院,1032,明新科技大學,11136,11029,4079,27956,47770,38209,15384,50835,10254,72366,8447,107,0,43751,291391,30837,8,505,15,738,44121,134638,348922
104,私立,技專校院,1034,弘光科技大學,8946,18969,6006,24392,56909,45456,19324,63612,14051,35512,0,77,0,21194,8594,15456,17,522,214,412,84263,113563,398930
104,私立,技專校院,1036,健行科技大學,12460,7641,3781,35863,64755,26619,14391,26818,7383,63033,9072,209,0,46491,146336,34293,11,650,108,638,22202,78737,283383
104,私立,技專校院,1037,正修科技大學,14015,9047,3750,33666,75075,39989,12926,38541,15547,56690,10680,27,0,8090,31366,21109,12,597,104,1280,37416,84487,120153
104,私立,技專校院,1038,萬能科技大學,11845,14360,3029,36246,67511,27474,17926,44106,16815,60554,12083,112,36,70892,6702,14998,11,357,79,619,67839,83031,191912
104,私立,技專校院,1040,建國科技大學,17808,16983,7491,28153,72038,35330,21828,56602,23908,47205,0,97,5,25367,262130,16674,15,707,120,436,57974,163483,109818
104,私立,技專校院,1041,明志科技大學,9811,4844,1362,16310,29815,15256,8332,21164,7768,38653,20074,46,0,18119,529823,2694,7,143,24,407,9855,34194,108024
104,私立,技專校院,1042,高苑科技大學,5828,13078,5316,31215,67288,38740,18353,40948,19864,40365,24431,100,3,27126,50454,25727,12,519,14,806,27901,88791,88751
104,私立,技專校院,1043,大仁科技大學,9557,11202,5012,24431,59637,30667,16460,53391,17965,33210,0,158,7,13531,217654,11243,13,535,174,870,28624,71561,183453
104,私立,技專校院,1044,聖約翰科技大學,12211,14779,11939,45727,46659,29192,18555,34335,15950,35789,0,121,6,37356,37496,12012,14,333,107,619,13005,53217,94969
104,私立,技專校院,1045,嶺東科技大學,17814,18308,4890,26591,52936,60290,21464,64037,18905,45474,0,99,4,29403,387748,5500,16,756,176,891,46672,106325,190982
104,私立,技專校院,1046,中國科技大學,8559,13828,3449,34164,70965,48561,17310,50485,24557,38615,8055,46,0,101,6467,9874,9,446,108,915,42687,122140,121472
104,私立,技專校院,1047,中臺科技大學,9841,15032,7425,26282,62712,38987,14603,49416,19894,53874,0,120,0,42668,27451,15173,10,670,181,1153,38017,82462,601112
104,私立,技專校院,1051,台南應用科技大學,13747,14129,4596,12555,49582,49152,19541,51850,37393,71041,15142,86,11,1456,118266,27766,19,648,338,1374,75828,243643,464015
104,私立,技專校院,1052,遠東科技大學,11453,8337,3891,46713,61938,25977,11972,40630,14011,34950,1087,71,0,29090,375302,9457,9,901,135,887,99269,284246,183670
104,私立,技專校院,1053,元培醫事科技大學,6424,13866,6876,24326,51975,30026,13977,43552,12580,39521,18748,131,14,31949,323375,7311,8,562,15,603,18940,44880,350625
104,私立,技專校院,1054,景文科技大學,11042,10967,5293,28720,47101,54571,16634,45048,14611,64969,0,163,0,58554,88454,18086,8,485,100,822,46461,105713,439047
104,私立,技專校院,1055,中華醫事科技大學,4564,12732,5025,17631,51879,27669,12333,41630,10032,17239,17534,89,0,36814,251061,8385,5,334,147,358,20001,44077,506309
104,私立,技專校院,1056,東南科技大學,10458,13673,3582,28627,48296,28586,14548,36063,14942,29303,5690,134,0,1896,30538,8424,7,547,46,606,21287,39616,410391
104,私立,技專校院,1057,德明財經科技大學,19433,13211,3013,22729,40551,59343,19011,40459,13395,30027,35272,254,12,69224,106046,14368,12,833,342,652,37866,54339,312490
104,私立,技專校院,1060,南開科技大學,9688,11079,3191,19055,35521,26941,17898,41594,15589,22011,21514,128,2,30940,213755,12316,16,489,160,600,12993,40119,183482
104,私立,技專校院,1061,中華科技大學,7189,8268,3378,20974,40059,21808,11183,27044,7428,49401,6861,45,0,38791,105497,4192,10,693,102,814,11123,20129,59288
104,私立,技專校院,1062,僑光科技大學,16779,8909,2883,17672,33884,46094,14324,30576,8861,35036,12665,72,5,79999,119177,9824,12,898,306,676,77271,106413,275195
104,私立,技專校院,1063,育達科技大學,8381,15667,5537,22087,52254,69497,22011,62140,14665,42451,7538,75,0,40711,140045,17595,8,721,81,832,47513,77671,46177
104,私立,技專校院,1064,美和科技大學,16083,13088,4549,21067,57683,52649,17505,44968,15636,36829,0,67,0,454,20690,17140,4,495,160,746,35849,150523,1348945
104,私立,技專校院,1065,吳鳳科技大學,6356,11719,3547,30303,49486,33729,15792,43657,18682,36489,8467,122,0,65018,86886,8696,7,598,78,398,12655,62018,30782
104,私立,技專校院,1066,環球科技大學,9769,15467,4619,22434,47854,47686,20272,50948,29112,42210,0,69,0,44238,66695,11312,9,473,70,388,37707,106719,36352
104,私立,技專校院,1068,中州科技大學,6740,9666,3286,38981,69921,28048,10471,59876,52302,26642,8252,31,0,3100,46300,10816,8,664,120,580,9325,101388,28010
104,私立,技專校院,1069,修平科技大學,9529,12761,3705,23101,63739,30575,17780,42581,9823,34325,286,189,114,45560,55546,18474,18,717,100,710,9313,33508,44852
104,私立,技專校院,1070,長庚科技大學,3591,19550,2933,18319,64114,26854,12162,45435,11081,41911,0,52,0,31754,22420,29761,17,454,196,1022,9174,91737,1715153
104,私立,技專校院,1071,臺北城市科技大學,10130,9119,2026,25603,47081,21565,13153,38036,10054,19288,23528,74,0,17343,132614,7574,10,880,128,1124,8124,19306,31753
104,私立,技專校院,1072,大華科技大學,16206,7867,3661,28720,51581,38995,16528,31272,15867,25647,0,116,43,19216,103768,16331,10,70,0,995,4255,15929,15983
104,私立,技專校院,1073,醒吾科技大學,8179,11780,4734,14279,33197,36379,19950,39481,11244,22089,7824,44,4,33218,102622,7544,9,348,91,1158,17493,54019,95122
104,私立,技專校院,1074,南榮科技大學,4396,6692,2673,24357,50318,19434,9939,30545,12897,25050,0,105,0,85,53443,3446,10,460,77,466,8169,51575,2234
104,私立,技專校院,1075,文藻外語大學,10824,10021,5589,8275,14497,25415,18688,46468,12277,152437,0,177,0,50050,402485,59940,25,548,380,909,67112,237207,642750
104,私立,技專校院,1076,華夏科技大學,5129,7326,2443,30608,50065,18138,9510,26214,13025,28726,6493,83,4,17023,108558,7493,10,456,111,333,7466,26452,77790
104,私立,技專校院,1077,慈濟科技大學,6508,17921,10311,18149,60754,42143,17081,44801,14364,38074,9709,137,0,20945,21658,27012,10,235,94,507,42361,105039,72376
104,私立,技專校院,1078,致理科技大學,11125,12648,4147,21886,40304,54124,17122,50426,11876,31388,7860,148,2,29306,108501,14329,11,1219,441,735,73372,154218,135033
104,私立,技專校院,1148,大漢技術學院,5607,7473,2929,19775,37941,35632,13041,23226,7222,14562,5266,66,0,7,3,5225,2,131,0,100,931,2713,239668
104,私立,技專校院,1159,和春技術學院,4376,12109,5265,23741,37061,30825,13520,56431,11204,16733,5561,81,5,14797,62313,10360,5,638,64,472,5647,13342,42349
104,私立,技專校院,1166,亞東技術學院,19787,9091,2581,21236,45007,20737,13285,26366,10266,21735,19846,48,0,38093,166444,9466,16,337,101,755,5517,13299,81510
