學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),學費收費基準,雜費收費基準,備註
107,公立,一般大學,0008,國立中央大學,04131023,企業管理學系,學士班(日間),17330,7540,
107,公立,一般大學,0008,國立中央大學,04121024,財務金融學系,學士班(日間),17330,7540,
107,公立,一般大學,0008,國立中央大學,03111013,經濟學系,學士班(日間),17330,7540,
107,公立,一般大學,0008,國立中央大學,06131053,資訊管理學系,學士班(日間),17490,11170,
107,公立,一般大學,0008,國立中央大學,06131059,資訊工程學系,學士班(日間),17490,11170,
107,公立,一般大學,0008,國立中央大學,07141055,電機工程學系,學士班(日間),17490,11170,
107,公立,一般大學,0008,國立中央大學,05321036,地球科學學系,學士班(日間),17490,10950,
107,公立,一般大學,0008,國立中央大學,03199020,客家語文暨社會科學學系,學士班(日間),17330,7180,
107,公立,一般大學,0008,國立中央大學,07193074,生醫科學與工程學系,學士班(日間),17490,10950,
107,公立,一般大學,0009,國立中山大學,02322005,中國文學系,學士班(日間),17490,7240,
107,公立,一般大學,0009,國立中山大學,02151002,音樂學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,02152003,劇場藝術學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,05111033,生物科學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,05411051,應用數學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,07141054,光電工程學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,07112063,材料與光電科學學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,07141055,資訊工程學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,07141053,電機工程學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,07151061,機械與機電工程學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,04131021,企業管理學系,學士班(日間),17490,7640,
107,公立,一般大學,0009,國立中山大學,06131052,資訊管理學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,05323044,海洋生物科技暨資源學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,05323047,海洋科學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,07122065,海洋環境及工程學系,學士班(日間),17650,11290,
107,公立,一般大學,0009,國立中山大學,03141013,社會學系,學士班(日間),17490,7240,
107,公立,一般大學,0009,國立中山大學,04134010,政治經濟學系,學士班(日間),17490,7240,
107,公立,一般大學,0009,國立中山大學,99999071,人文暨科技跨領域學士學位學程,學士班(日間),17490,7640,
107,公立,一般大學,0009,國立中山大學,02311006,外國語文學系,學士班(日間),17490,7240,
107,公立,一般大學,0009,國立中山大學,04121024,財務管理學系,學士班(日間),17490,7640,
107,公立,一般大學,0009,國立中山大學,05311037,化學系,學士班(日間),17650,11060,
107,公立,一般大學,0009,國立中山大學,05331038,物理學系,學士班(日間),17650,11060,
107,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,07211042,食品科學系,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,07163033,系統工程暨造船學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07151036,機械與機電工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07122040,河海工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07141027,光電與材料科技學士學位學程,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07141025,電機工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,學士班(日間),16820,7320,
107,公立,一般大學,0012,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),16820,7320,
107,公立,一般大學,0012,國立臺灣海洋大學,10414052,商船學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07163035,輪機工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,05323020,海洋環境資訊系,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,08311045,環境生物與漁業科學學系,學士班(日間),16960,10630,
107,公立,一般大學,0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07141027,光電與材料科技學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,06131028,資訊工程學系,學士班(日間),16960,10850,
107,公立,一般大學,0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,學士班(日間),16820,7320,
107,公立,一般大學,0012,國立臺灣海洋大學,04199055,海洋觀光管理學士學位學程,學士班(日間),16820,7320,
107,公立,一般大學,0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,學士班(日間),16820,7320,
107,公立,一般大學,0013,國立中正大學,02311012,外國語文學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,02231016,哲學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,02221015,歷史學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,05121075,生物醫學科學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,05321047,地球與環境科學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,05331067,物理學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,05411049,數學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,09231063,社會福利學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,03121018,政治學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,03191025,勞工關係學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,03211028,傳播學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,07111061,化學工程學系,學士班(日間),17150,10950,
107,公立,一般大學,0013,國立中正大學,07141056,通訊工程學系,學士班(日間),17150,10950,
107,公立,一般大學,0013,國立中正大學,06131055,資訊工程學系,學士班(日間),17150,10950,
107,公立,一般大學,0013,國立中正大學,07141054,電機工程學系,學士班(日間),17150,10950,
107,公立,一般大學,0013,國立中正大學,04131033,企業管理學系,學士班(日間),17000,7400,
107,公立,一般大學,0013,國立中正大學,04111032,會計與資訊科技學系,學士班(日間),17000,7400,
107,公立,一般大學,0013,國立中正大學,03111017,經濟學系,學士班(日間),17000,7400,
107,公立,一般大學,0013,國立中正大學,06131053,資訊管理學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,04212040,財經法律學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,03199026,犯罪防治學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,01112005,成人及繼續教育學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,10141064,運動競技學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,02322011,中國文學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,03131019,心理學系,學士班(日間),17150,10730,
107,公立,一般大學,0013,國立中正大學,07151058,機械工程學系,學士班(日間),17150,10950,
107,公立,一般大學,0013,國立中正大學,04121034,財務金融學系,學士班(日間),17000,7400,
107,公立,一般大學,0013,國立中正大學,04211039,法律學系,學士班(日間),17000,7020,
107,公立,一般大學,0013,國立中正大學,05311045,化學暨生物化學系,學士班(日間),17150,10730,
107,公立,一般大學,0014,國立高雄師範大學,02123024,工業設計學系,學士班(日間),16815,10775,
107,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,學士班(日間),16690,6915,
107,公立,一般大學,0014,國立高雄師範大學,06132039,軟體工程與管理學系,學士班(日間),16815,10775,
107,公立,一般大學,0014,國立高雄師範大學,02141055,藝術產業學士原住民專班,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,04131032,事業經營學系,學士班(日間),16690,6915,
107,公立,一般大學,0014,國立高雄師範大學,01111001,教育學系,學士班(日間),16690,6915,
107,公立,一般大學,0014,國立高雄師範大學,01141005,體育學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,01141003,工業科技教育學系,學士班(日間),16815,10775,
107,公立,一般大學,0014,國立高雄師範大學,07141042,光電與通訊工程學系,學士班(日間),16815,10775,
107,公立,一般大學,0014,國立高雄師範大學,07141041,電子工程學系,學士班(日間),16815,10775,
107,公立,一般大學,0014,國立高雄師範大學,02131012,美術學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,02151013,音樂學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,02112022,視覺設計學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,03142030,地理學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,02322019,國文學系,學士班(日間),16690,6915,
107,公立,一般大學,0014,國立高雄師範大學,05311036,化學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,05121034,生物科技系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,05331037,物理學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,05411038,數學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,01113010,特殊教育學系,學士班(日間),16815,10550,
107,公立,一般大學,0014,國立高雄師範大學,10141056,運動競技與產業原住民專班,學士班(日間),16815,10550,
107,公立,一般大學,0015,國立彰化師範大學,01113012,特殊教育學系,學士班(日間),16680,6910,
107,公立,一般大學,0015,國立彰化師範大學,05311035,化學系,學士班(日間),16810,10530,
107,公立,一般大學,0015,國立彰化師範大學,05111034,生物學系,學士班(日間),16810,10530,
107,公立,一般大學,0015,國立彰化師範大學,05411038,數學系,學士班(日間),16810,10530,
107,公立,一般大學,0015,國立彰化師範大學,01141007,工業教育與技術學系,學士班(日間),16810,10760,
107,公立,一般大學,0015,國立彰化師範大學,02131017,美術學系,學士班(日間),16810,10530,
107,公立,一般大學,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,學士班(日間),16680,6910,
107,公立,一般大學,0015,國立彰化師範大學,01141011,運動學系,學士班(日間),16680,6910,
107,公立,一般大學,0015,國立彰化師範大學,06131050,資訊工程學系,學士班(日間),16810,10760,
107,公立,一般大學,0015,國立彰化師範大學,07141043,電子工程學系,學士班(日間),16810,10760,
107,公立,一般大學,0015,國立彰化師範大學,07151054,機電工程學系,學士班(日間),16810,10760,
107,公立,一般大學,0015,國立彰化師範大學,04131029,企業管理學系,學士班(日間),16680,7270,
107,公立,一般大學,0015,國立彰化師範大學,04121031,財務金融技術學系,學士班(日間),16680,7270,
