學年度,設立別,學校類別,學校統計處代碼,學校名稱,兼任教師數-教師總數,兼任教師數-教師總數男,兼任教師數-教師總數女,兼任教師數-教授男,兼任教師數-教授女,兼任教師數-副教授男,兼任教師數-副教授女,兼任教師數-助理教授男,兼任教師數-助理教授女,兼任教師數-講師男,兼任教師數-講師女,兼任教師數-其他教師男,兼任教師數-其他教師女,兼任助理教授以上總人數,兼任助理教授以上總人數男,兼任助理教授以上總人數女,兼任講師以上總人數,兼任講師以上總人數男,兼任講師以上總人數女
110,公立,一般大學,0019,國立高雄大學,174,111,63,9,1,6,3,48,25,48,34,0,0,92,63,29,174,111,63
110,公立,一般大學,0020,國立東華大學,162,92,70,9,1,7,4,14,21,62,44,0,0,56,30,26,162,92,70
110,公立,一般大學,0021,國立暨南國際大學,225,147,78,11,1,11,2,54,30,71,45,0,0,109,76,33,225,147,78
110,公立,技專校院,0022,國立臺灣科技大學,376,258,118,62,12,60,13,76,33,60,60,0,0,256,198,58,376,258,118
110,公立,技專校院,0023,國立雲林科技大學,200,132,68,12,2,12,3,43,16,65,47,0,0,88,67,21,200,132,68
110,公立,技專校院,0024,國立屏東科技大學,208,155,53,18,0,9,3,45,12,83,38,0,0,87,72,15,208,155,53
110,公立,技專校院,0025,國立臺北科技大學,463,339,124,41,6,62,17,112,39,124,62,0,0,277,215,62,463,339,124
110,公立,一般大學,0028,國立臺北藝術大學,365,201,164,29,19,30,16,59,49,83,80,0,0,202,118,84,365,201,164
110,公立,一般大學,0029,國立臺灣藝術大學,608,325,283,18,9,30,29,98,99,179,146,0,0,283,146,137,608,325,283
110,公立,一般大學,0030,國立臺東大學,140,76,64,5,0,5,0,22,20,44,44,0,0,52,32,20,140,76,64
110,公立,一般大學,0031,國立宜蘭大學,136,87,49,12,2,15,9,38,14,22,24,0,0,90,65,25,136,87,49
110,公立,一般大學,0032,國立聯合大學,225,166,59,11,1,16,1,63,25,76,32,0,0,117,90,27,225,166,59
110,公立,技專校院,0033,國立虎尾科技大學,237,166,71,6,2,10,4,57,12,93,53,0,0,91,73,18,237,166,71
110,公立,一般大學,0035,國立臺南藝術大學,125,47,78,4,2,2,2,18,32,23,42,0,0,60,24,36,125,47,78
110,公立,一般大學,0036,國立臺南大學,263,148,115,11,2,18,6,70,58,49,49,0,0,165,99,66,263,148,115
110,公立,一般大學,0037,國立臺北教育大學,222,121,101,25,8,26,12,36,41,34,40,0,0,148,87,61,222,121,101
110,公立,一般大學,0039,國立臺中教育大學,252,112,140,8,4,9,13,41,55,54,68,0,0,130,58,72,252,112,140
110,公立,技專校院,0042,國立澎湖科技大學,49,30,19,0,0,2,0,7,4,21,15,0,0,13,9,4,49,30,19
110,公立,技專校院,0043,國立勤益科技大學,513,363,150,31,1,46,10,189,68,97,71,0,0,345,266,79,513,363,150
110,公立,一般大學,0044,國立體育大學,87,60,27,11,2,7,1,19,4,23,20,0,0,44,37,7,87,60,27
110,公立,技專校院,0046,國立臺北護理健康大學,246,116,130,8,3,19,8,42,33,47,86,0,0,113,69,44,246,116,130
110,公立,技專校院,0047,國立高雄餐旅大學,147,81,66,2,0,7,2,15,6,57,58,0,0,32,24,8,147,81,66
110,公立,一般大學,0048,國立金門大學,127,95,32,3,1,2,0,29,6,61,25,0,0,41,34,7,127,95,32
110,公立,一般大學,0049,國立臺灣體育運動大學,178,102,76,2,0,1,6,12,9,87,61,0,0,30,15,15,178,102,76
110,公立,技專校院,0050,國立臺中科技大學,898,493,405,21,5,48,26,120,92,304,282,0,0,312,189,123,898,493,405
110,公立,技專校院,0051,國立臺北商業大學,360,216,144,8,5,21,12,64,39,123,88,0,0,149,93,56,360,216,144
110,公立,一般大學,0052,國立屏東大學,157,86,71,14,3,7,4,33,24,32,40,0,0,85,54,31,157,86,71
110,公立,技專校院,0053,國立高雄科技大學,760,484,276,24,0,64,9,165,71,231,196,0,0,333,253,80,760,484,276
110,公立,技專校院,0144,國立臺灣戲曲學院,124,72,52,1,1,5,2,9,6,57,43,0,0,24,15,9,124,72,52
110,公立,技專校院,0221,國立臺南護理專科學校,101,39,62,1,0,4,0,8,13,24,49,2,0,26,13,13,99,37,62
110,公立,技專校院,0222,國立臺東專科學校,38,26,12,0,0,0,0,5,3,21,9,0,0,8,5,3,38,26,12
110,私立,一般大學,1001,東海大學,654,412,242,70,15,78,20,153,68,111,139,0,0,404,301,103,654,412,242
110,私立,一般大學,1002,輔仁大學,1255,758,497,110,34,132,71,230,128,286,264,0,0,705,472,233,1255,758,497
110,私立,一般大學,1003,東吳大學,860,514,346,104,18,78,35,158,106,174,187,0,0,499,340,159,860,514,346
110,私立,一般大學,1004,中原大學,671,446,225,53,2,50,9,161,62,182,152,0,0,337,264,73,671,446,225
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,708,458,250,42,10,61,25,140,69,215,146,0,0,347,243,104,708,458,250
110,私立,一般大學,1006,中國文化大學,902,523,379,80,24,109,55,179,131,155,169,0,0,578,368,210,902,523,379
110,私立,一般大學,1007,逢甲大學,595,425,170,61,4,76,14,220,91,68,61,0,0,466,357,109,595,425,170
110,私立,一般大學,1008,靜宜大學,495,284,211,37,5,23,14,88,45,136,147,0,0,212,148,64,495,284,211
110,私立,一般大學,1009,長庚大學,681,512,169,114,10,140,19,187,66,71,74,0,0,536,441,95,681,512,169
110,私立,一般大學,1010,元智大學,283,187,96,25,2,19,8,89,25,54,61,0,0,168,133,35,283,187,96
110,私立,一般大學,1011,中華大學學校財團法人中華大學,134,101,33,7,1,12,0,28,9,54,23,0,0,57,47,10,134,101,33
110,私立,一般大學,1012,大葉大學,307,179,128,12,1,23,4,50,27,94,96,0,0,117,85,32,307,179,128
110,私立,一般大學,1013,華梵大學,61,42,19,14,3,2,2,8,10,18,4,0,0,39,24,15,61,42,19
110,私立,一般大學,1014,義守大學,384,264,120,5,0,9,4,70,27,180,89,0,0,115,84,31,384,264,120
110,私立,一般大學,1015,世新大學,374,231,143,31,8,28,10,68,46,104,79,0,0,191,127,64,374,231,143
110,私立,一般大學,1016,銘傳大學,710,447,263,37,9,51,11,131,79,228,164,0,0,318,219,99,710,447,263
110,私立,一般大學,1017,實踐大學,637,373,264,24,7,43,21,111,55,195,181,0,0,261,178,83,637,373,264
110,私立,技專校院,1018,朝陽科技大學,529,340,189,9,4,21,3,67,35,243,147,0,0,139,97,42,529,340,189
110,私立,一般大學,1019,高雄醫學大學,175,101,74,12,2,12,6,49,26,28,40,0,0,107,73,34,175,101,74
110,私立,一般大學,1020,南華大學,269,153,116,8,1,10,1,42,30,93,84,0,0,92,60,32,269,153,116
110,私立,一般大學,1021,真理大學,111,61,50,2,1,2,1,20,13,37,35,0,0,39,24,15,111,61,50
110,私立,一般大學,1022,大同大學,165,121,44,18,0,15,3,40,18,48,23,0,0,94,73,21,165,121,44
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,315,195,120,11,4,19,8,57,18,108,90,0,0,117,87,30,315,195,120
110,私立,技專校院,1024,崑山科技大學,292,206,86,13,0,15,2,45,12,133,72,0,0,87,73,14,292,206,86
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,352,199,153,6,1,18,10,44,19,131,123,0,0,98,68,30,352,199,153
110,私立,技專校院,1026,樹德科技大學,405,226,179,9,2,12,1,57,23,148,153,0,0,104,78,26,405,226,179
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,453,360,93,54,3,74,6,110,32,122,52,0,0,279,238,41,453,360,93
110,私立,一般大學,1028,臺北醫學大學,409,234,175,37,12,37,12,70,37,90,114,0,0,205,144,61,409,234,175
110,私立,一般大學,1029,中山醫學大學,266,168,98,33,7,19,9,61,13,55,69,0,0,142,113,29,266,168,98
110,私立,技專校院,1030,龍華科技大學,408,291,117,4,1,18,5,76,15,193,96,0,0,119,98,21,408,291,117
110,私立,技專校院,1031,輔英科技大學,256,116,140,2,2,14,4,29,28,71,106,0,0,79,45,34,256,116,140
110,私立,技專校院,1032,明新學校財團法人明新科技大學,405,255,150,6,1,13,6,76,27,160,116,0,0,129,95,34,405,255,150
110,私立,一般大學,1033,長榮大學,202,124,78,9,1,18,4,58,28,39,45,0,0,118,85,33,202,124,78
110,私立,技專校院,1034,弘光科技大學,446,265,181,12,3,15,11,88,38,150,129,0,0,167,115,52,446,265,181
110,私立,一般大學,1035,中國醫藥大學,292,206,86,45,8,38,15,77,34,46,29,0,0,217,160,57,292,206,86
110,私立,技專校院,1036,健行學校財團法人健行科技大學,250,157,93,1,0,12,1,41,9,103,83,0,0,64,54,10,250,157,93
110,私立,技專校院,1037,正修學校財團法人正修科技大學,681,435,246,26,1,26,4,127,46,256,195,0,0,230,179,51,681,435,246
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,321,192,129,3,0,6,3,46,15,137,111,0,0,73,55,18,321,192,129
110,私立,一般大學,1039,玄奘大學,46,25,21,1,0,3,1,9,9,12,11,0,0,23,13,10,46,25,21
110,私立,技專校院,1040,建國科技大學,166,111,55,0,0,10,1,25,7,76,47,0,0,43,35,8,166,111,55
110,私立,技專校院,1041,明志科技大學,166,108,58,5,1,14,2,40,18,49,37,0,0,80,59,21,166,108,58
110,私立,技專校院,1042,高苑科技大學,84,63,21,7,0,10,2,20,1,26,18,0,0,40,37,3,84,63,21
110,私立,技專校院,1043,大仁科技大學,112,67,45,0,1,6,2,27,3,34,39,0,0,39,33,6,112,67,45
110,私立,技專校院,1044,聖約翰科技大學,28,24,4,0,0,2,1,2,1,20,2,0,0,6,4,2,28,24,4
110,私立,技專校院,1045,嶺東科技大學,309,177,132,2,0,6,3,23,13,146,116,0,0,47,31,16,309,177,132
110,私立,技專校院,1046,中國科技大學,422,292,130,6,0,12,2,56,18,218,110,0,0,94,74,20,422,292,130
110,私立,技專校院,1047,中臺科技大學,194,125,69,6,0,12,2,47,13,60,54,0,0,80,65,15,194,125,69
110,私立,一般大學,1048,亞洲大學,588,389,199,137,14,43,18,91,67,118,100,0,0,370,271,99,588,389,199
110,私立,一般大學,1049,開南大學,131,83,48,5,3,23,4,20,10,35,31,0,0,65,48,17,131,83,48
110,私立,一般大學,1050,佛光大學,100,73,27,4,1,13,3,33,10,23,13,0,0,64,50,14,100,73,27
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,444,205,239,4,1,6,7,49,51,146,180,0,0,118,59,59,444,205,239
110,私立,技專校院,1052,遠東科技大學,139,101,38,2,0,5,0,19,4,75,34,0,0,30,26,4,139,101,38
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,225,131,94,9,1,11,3,40,19,71,71,0,0,83,60,23,225,131,94
110,私立,技專校院,1054,景文科技大學,145,77,68,3,0,4,1,20,18,50,49,0,0,46,27,19,145,77,68
110,私立,技專校院,1055,中華醫事科技大學,259,153,106,6,4,14,6,44,22,89,74,0,0,96,64,32,259,153,106
110,私立,技專校院,1056,東南科技大學,130,89,41,0,0,1,2,24,3,64,36,0,0,30,25,5,130,89,41
110,私立,技專校院,1057,德明財經科技大學,175,113,62,6,1,8,4,31,17,68,40,0,0,67,45,22,175,113,62
110,私立,一般大學,1058,明道學校財團法人明道大學,79,51,28,4,0,4,1,17,9,26,18,0,0,35,25,10,79,51,28
110,私立,技專校院,1060,南開科技大學,132,97,35,7,0,10,1,17,7,63,27,0,0,42,34,8,132,97,35
110,私立,技專校院,1061,中華學校財團法人中華科技大學,102,82,20,0,0,9,0,19,2,54,18,0,0,30,28,2,102,82,20
110,私立,技專校院,1062,僑光科技大學,275,158,117,4,1,3,4,31,20,120,92,0,0,63,38,25,275,158,117
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,114,71,43,1,0,7,2,17,4,46,37,0,0,31,25,6,114,71,43
110,私立,技專校院,1064,美和學校財團法人美和科技大學,295,161,134,4,1,7,2,32,11,118,120,0,0,57,43,14,295,161,134
110,私立,技專校院,1065,吳鳳科技大學,152,92,60,1,0,11,3,15,5,65,52,0,0,35,27,8,152,92,60
110,私立,技專校院,1066,環球學校財團法人環球科技大學,70,39,31,1,0,2,0,10,3,26,28,0,0,16,13,3,70,39,31
110,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,17,10,7,0,0,0,0,3,0,7,7,0,0,3,3,0,17,10,7
110,私立,技專校院,1068,中州學校財團法人中州科技大學,71,36,35,0,0,7,0,4,4,25,31,0,0,15,11,4,71,36,35
110,私立,技專校院,1069,修平學校財團法人修平科技大學,132,98,34,2,0,9,1,22,5,65,28,0,0,39,33,6,132,98,34
110,私立,技專校院,1070,長庚學校財團法人長庚科技大學,110,47,63,1,0,6,3,14,5,26,55,0,0,29,21,8,110,47,63
110,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,292,180,112,3,2,11,3,42,20,124,87,0,0,81,56,25,292,180,112
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,41,24,17,1,1,6,5,2,2,15,9,0,0,17,9,8,41,24,17
110,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,229,127,102,2,0,13,4,23,16,89,82,0,0,58,38,20,229,127,102
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,192,82,110,3,0,2,2,26,21,51,87,0,0,54,31,23,192,82,110
110,私立,技專校院,1076,華夏學校財團法人華夏科技大學,100,67,33,3,1,5,2,12,1,47,29,0,0,24,20,4,100,67,33
110,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,107,40,67,2,1,7,1,14,12,17,53,0,0,37,23,14,107,40,67
110,私立,技專校院,1078,致理學校財團法人致理科技大學,382,236,146,13,2,11,11,57,17,155,116,0,0,111,81,30,382,236,146
110,私立,一般大學,1079,康寧學校財團法人康寧大學,123,59,64,0,0,2,1,16,5,41,58,0,0,24,18,6,123,59,64
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,191,127,64,2,0,13,1,35,15,77,48,0,0,66,50,16,191,127,64
110,私立,技專校院,1081,東方學校財團法人東方設計大學,70,44,26,3,0,4,0,7,3,30,23,0,0,17,14,3,70,44,26
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,27,17,10,1,0,2,1,7,4,7,5,0,0,15,10,5,27,17,10
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,174,126,48,1,0,20,1,51,11,54,36,0,0,84,72,12,174,126,48
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,198,129,69,4,1,21,2,53,24,51,42,0,0,105,78,27,198,129,69
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,29,25,4,4,0,1,0,5,0,15,4,0,0,10,10,0,29,25,4
110,私立,技專校院,1148,大漢技術學院,24,17,7,0,0,2,0,2,3,13,4,0,0,7,4,3,24,17,7
110,私立,技專校院,1159,和春技術學院,8,5,3,0,0,0,0,0,0,5,3,0,0,0,0,0,8,5,3
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,95,55,40,3,0,9,2,11,5,32,33,0,0,30,23,7,95,55,40
110,私立,技專校院,1182,蘭陽技術學院,10,5,5,0,0,0,0,1,1,4,4,0,0,2,1,1,10,5,5
110,私立,技專校院,1183,黎明技術學院,203,138,65,2,0,8,1,31,9,97,55,0,0,51,41,10,203,138,65
110,私立,技專校院,1185,經國管理暨健康學院,116,45,71,0,0,1,0,13,12,30,59,1,0,26,14,12,115,44,71
110,私立,技專校院,1188,大同技術學院,39,22,17,0,0,3,0,6,1,13,16,0,0,10,9,1,39,22,17
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,232,152,80,24,3,16,4,62,30,50,43,0,0,139,102,37,232,152,80
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,25,14,11,2,2,3,2,6,5,3,2,0,0,20,11,9,25,14,11
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,152,76,76,1,0,5,3,17,13,53,60,0,0,39,23,16,152,76,76
110,私立,技專校院,1283,仁德醫護管理專科學校,192,125,67,0,0,4,1,33,5,88,61,0,0,43,37,6,192,125,67
110,私立,技專校院,1284,樹人醫護管理專科學校,345,192,153,0,0,7,1,38,15,147,137,0,0,61,45,16,345,192,153
110,私立,技專校院,1285,慈惠醫護管理專科學校,157,81,76,0,0,0,0,0,0,81,76,0,0,0,0,0,157,81,76
110,私立,技專校院,1286,耕莘健康管理專科學校,265,93,172,0,1,1,1,20,13,72,157,0,0,36,21,15,265,93,172
110,私立,技專校院,1287,敏惠醫護管理專科學校,179,73,106,1,0,2,0,24,12,46,94,0,0,39,27,12,179,73,106
110,私立,技專校院,1289,育英醫護管理專科學校,81,26,55,0,0,0,0,11,9,15,46,0,0,20,11,9,81,26,55
110,私立,技專校院,1291,聖母醫護管理專科學校,73,32,41,0,0,0,1,5,4,27,36,0,0,10,5,5,73,32,41
110,私立,技專校院,1292,新生醫護管理專科學校,265,92,173,1,0,1,0,18,13,72,160,0,0,33,20,13,265,92,173
110,私立,技專校院,1293,崇仁醫護管理專科學校,96,43,53,0,0,1,0,8,6,34,47,0,0,15,9,6,96,43,53
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,3,1,2,0,0,0,0,1,2,0,0,0,0,3,1,2,3,1,2
110,私立,宗教研修學院,1R03,臺北基督學院,49,22,27,0,0,2,1,11,9,9,17,0,0,23,13,10,49,22,27
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,22,10,12,2,0,1,3,2,5,5,4,0,0,13,5,8,22,10,12
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,13,2,11,0,2,0,2,2,7,0,0,0,0,13,2,11,13,2,11
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,4,4,0,0,0,1,0,3,0,0,0,0,0,4,4,0,4,4,0
110,私立,宗教研修學院,1R08,中華福音神學研究學院,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1
110,私立,宗教研修學院,1R09,唯心聖教學院,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
110,公立,一般大學,3002,臺北市立大學,420,221,199,21,9,23,24,68,63,109,103,0,0,208,112,96,420,221,199
