學年度,設立別,學校類別,學校統計處代碼,學校名稱,是否為教育部全部授權自審學校,專任教師升等方式,專任教師申請升等之人數(A),專任教師通過升等之各職級人數-升等教授人數(B),專任教師通過升等之各職級人數-升等副教授人數(C),專任教師通過升等之各職級人數-升等助理教授人數(D),專任教師通過升等之各職級人數-小計((E)=B+C+D),專任教師通過升等比率(%)(F)=(E/A)*100%
108,私立,技專校院,1034,弘光科技大學,是,專門著作,4,1,1,0,2,50
108,私立,技專校院,1034,弘光科技大學,是,應用科技(技術報告),2,1,1,0,2,100
108,私立,技專校院,1034,弘光科技大學,是,教學實務(技術報告),2,0,1,0,1,50
108,私立,技專校院,1034,弘光科技大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,私立,一般大學,1035,中國醫藥大學,是,專門著作,43,20,18,0,38,88.37
108,私立,技專校院,1036,健行學校財團法人健行科技大學,否,學位論文(文憑送審),2,0,1,1,2,100
108,私立,技專校院,1037,正修學校財團法人正修科技大學,是,專門著作,5,3,2,0,5,100
108,私立,技專校院,1037,正修學校財團法人正修科技大學,是,應用科技(技術報告),3,1,1,0,2,66.67
108,私立,技專校院,1037,正修學校財團法人正修科技大學,是,藝術作品(作品及成就),2,0,1,0,1,50
108,私立,技專校院,1037,正修學校財團法人正修科技大學,是,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,專門著作,2,0,1,0,1,50
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,否,應用科技(技術報告),5,1,1,0,2,40
108,私立,一般大學,1039,玄奘大學,否,專門著作,2,0,0,1,1,50
108,私立,技專校院,1040,建國科技大學,否,專門著作,4,1,1,0,2,50
108,私立,技專校院,1040,建國科技大學,否,應用科技(技術報告),1,1,0,0,1,100
108,私立,技專校院,1040,建國科技大學,否,學位論文(文憑送審),4,0,0,3,3,75
108,私立,技專校院,1041,明志科技大學,是,專門著作,6,5,1,0,6,100
108,私立,技專校院,1041,明志科技大學,是,學位論文(文憑送審),5,0,0,5,5,100
108,私立,技專校院,1042,高苑科技大學,否,專門著作,2,0,1,1,2,100
108,私立,技專校院,1042,高苑科技大學,否,應用科技(技術報告),2,0,0,0,0,0
108,私立,技專校院,1042,高苑科技大學,否,教學實務(技術報告),2,0,1,0,1,50
108,私立,技專校院,1043,大仁科技大學,否,專門著作,8,1,1,3,5,62.50
108,私立,技專校院,1043,大仁科技大學,否,教學實務(技術報告),3,0,1,1,2,66.67
108,私立,技專校院,1044,聖約翰科技大學,否,專門著作,13,0,2,1,3,23.08
108,私立,技專校院,1044,聖約翰科技大學,否,學位論文(文憑送審),2,0,0,0,0,0
108,私立,技專校院,1045,嶺東科技大學,否,專門著作,5,0,4,1,5,100
108,私立,技專校院,1045,嶺東科技大學,否,應用科技(技術報告),1,0,0,1,1,100
108,私立,技專校院,1045,嶺東科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
108,私立,技專校院,1046,中國科技大學,否,專門著作,4,1,2,0,3,75
108,私立,技專校院,1046,中國科技大學,否,應用科技(技術報告),1,0,0,0,0,0
108,私立,技專校院,1046,中國科技大學,否,藝術作品(作品及成就),1,0,1,0,1,100
108,私立,技專校院,1046,中國科技大學,否,教學實務(技術報告),2,0,0,1,1,50
108,私立,技專校院,1046,中國科技大學,否,學位論文(文憑送審),3,0,1,2,3,100
108,私立,技專校院,1047,中臺科技大學,否,專門著作,11,2,2,0,4,36.36
108,私立,技專校院,1047,中臺科技大學,否,教學實務(技術報告),1,0,1,0,1,100
108,私立,技專校院,1047,中臺科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1048,亞洲大學,是,專門著作,21,5,7,0,12,57.14
108,私立,一般大學,1048,亞洲大學,是,應用科技(技術報告),6,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,是,藝術作品(作品及成就),1,0,1,0,1,100
108,私立,一般大學,1048,亞洲大學,是,教學實務(技術報告),6,0,4,0,4,66.67
108,私立,一般大學,1048,亞洲大學,是,學位論文(文憑送審),17,0,0,17,17,100
108,私立,一般大學,1049,開南大學,否,專門著作,12,4,1,0,5,41.67
108,私立,一般大學,1050,佛光大學,是,專門著作,10,3,4,0,7,70
108,私立,一般大學,1050,佛光大學,是,應用科技(技術報告),1,1,0,0,1,100
108,私立,一般大學,1050,佛光大學,是,教學實務(技術報告),3,0,1,0,1,33.33
108,私立,一般大學,1050,佛光大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,專門著作,2,0,0,0,0,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,應用科技(技術報告),1,0,0,1,1,100
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,藝術作品(作品及成就),2,0,2,0,2,100
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,否,教學實務(技術報告),3,0,2,0,2,66.67
108,私立,技專校院,1052,遠東科技大學,否,專門著作,1,0,1,0,1,100
108,私立,技專校院,1052,遠東科技大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1052,遠東科技大學,否,教學實務(技術報告),4,1,1,1,3,75
108,私立,技專校院,1054,景文科技大學,否,專門著作,1,1,0,0,1,100
108,私立,技專校院,1055,中華醫事科技大學,否,專門著作,9,2,4,0,6,66.67
108,私立,技專校院,1055,中華醫事科技大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1055,中華醫事科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1056,東南科技大學,否,專門著作,2,1,1,0,2,100
108,私立,技專校院,1057,德明財經科技大學,否,專門著作,3,0,0,0,0,0
108,私立,技專校院,1057,德明財經科技大學,否,教學實務(技術報告),2,0,0,0,0,0
108,私立,一般大學,1058,明道學校財團法人明道大學,否,專門著作,11,2,8,0,10,90.91
108,私立,一般大學,1058,明道學校財團法人明道大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,一般大學,1058,明道學校財團法人明道大學,否,學位論文(文憑送審),4,0,0,4,4,100
108,私立,技專校院,1060,南開科技大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1062,僑光科技大學,否,專門著作,7,1,2,1,4,57.14
108,私立,技專校院,1062,僑光科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
108,私立,技專校院,1062,僑光科技大學,否,教學實務(技術報告),7,0,5,1,6,85.71
108,私立,技專校院,1062,僑光科技大學,否,學位論文(文憑送審),5,0,1,4,5,100
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,專門著作,3,0,3,0,3,100
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,否,應用科技(技術報告),4,0,2,0,2,50
108,私立,技專校院,1064,美和學校財團法人美和科技大學,否,專門著作,1,0,1,0,1,100
108,私立,技專校院,1064,美和學校財團法人美和科技大學,否,學位論文(文憑送審),3,0,0,3,3,100
108,私立,技專校院,1065,吳鳳科技大學,否,專門著作,6,0,0,0,0,0
108,私立,技專校院,1065,吳鳳科技大學,否,應用科技(技術報告),2,0,1,0,1,50
108,私立,技專校院,1065,吳鳳科技大學,否,教學實務(技術報告),1,0,1,0,1,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,否,專門著作,2,0,2,0,2,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,否,應用科技(技術報告),3,0,3,0,3,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,是,專門著作,1,1,0,0,1,100
108,私立,技專校院,1066,環球學校財團法人環球科技大學,是,學位論文(文憑送審),1,0,0,1,1,100
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1068,中州學校財團法人中州科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1069,修平學校財團法人修平科技大學,否,專門著作,1,1,0,0,1,100
108,私立,技專校院,1069,修平學校財團法人修平科技大學,否,教學實務(技術報告),1,0,0,1,1,100
108,私立,技專校院,1069,修平學校財團法人修平科技大學,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,專門著作,11,2,5,0,7,63.64
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,應用科技(技術報告),1,0,0,1,1,100
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,教學實務(技術報告),9,0,4,3,7,77.78
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,否,學位論文(文憑送審),3,0,2,1,3,100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,專門著作,12,2,3,4,9,75
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,專門著作,3,0,1,0,1,33.33
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,應用科技(技術報告),9,0,3,0,3,33.33
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,否,學位論文(文憑送審),3,0,2,1,3,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,專門著作,6,0,6,0,6,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,教學實務(技術報告),2,0,2,0,2,100
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,否,學位論文(文憑送審),1,1,0,0,1,100
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,專門著作,2,1,0,1,2,100
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,藝術作品(作品及成就),1,0,0,1,1,100
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,專門著作,1,0,1,0,1,100
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,否,學位論文(文憑送審),6,0,1,5,6,100
108,私立,技專校院,1078,致理學校財團法人致理科技大學,否,專門著作,6,1,0,0,1,16.67
108,私立,技專校院,1078,致理學校財團法人致理科技大學,否,應用科技(技術報告),2,0,1,0,1,50
108,私立,技專校院,1078,致理學校財團法人致理科技大學,否,教學實務(技術報告),4,0,2,1,3,75
108,私立,一般大學,1079,康寧學校財團法人康寧大學,否,專門著作,1,0,1,0,1,100
108,私立,一般大學,1079,康寧學校財團法人康寧大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,否,專門著作,3,0,3,0,3,100
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,否,應用科技(技術報告),3,0,1,1,2,66.67
108,私立,技專校院,1081,東方學校財團法人東方設計大學,否,專門著作,5,0,3,0,3,60
108,私立,技專校院,1081,東方學校財團法人東方設計大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1081,東方學校財團法人東方設計大學,否,藝術作品(作品及成就),2,0,2,0,2,100
108,私立,技專校院,1081,東方學校財團法人東方設計大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,專門著作,1,0,0,1,1,100
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,專門著作,7,0,2,0,2,28.57
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,應用科技(技術報告),1,0,1,0,1,100
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,教學實務(技術報告),1,0,1,0,1,100
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,否,學位論文(文憑送審),3,0,0,3,3,100
108,私立,技專校院,1148,大漢技術學院,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1166,亞東技術學院,否,專門著作,2,0,0,0,0,0
108,私立,技專校院,1166,亞東技術學院,否,應用科技(技術報告),3,0,0,0,0,0
108,私立,技專校院,1166,亞東技術學院,否,藝術作品(作品及成就),3,0,0,1,1,33.33
108,私立,技專校院,1166,亞東技術學院,否,教學實務(技術報告),3,0,0,1,1,33.33
108,私立,技專校院,1166,亞東技術學院,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,專門著作,2,0,0,0,0,0
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1183,黎明技術學院,否,專門著作,6,0,1,0,1,16.67
108,私立,技專校院,1183,黎明技術學院,否,教學實務(技術報告),1,0,0,1,1,100
108,私立,技專校院,1183,黎明技術學院,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1185,經國管理暨健康學院,否,專門著作,3,0,0,0,0,0
108,私立,技專校院,1185,經國管理暨健康學院,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1188,大同技術學院,否,專門著作,3,0,1,1,2,66.67
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,否,專門著作,17,4,11,0,15,88.24
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,專門著作,6,0,3,0,3,50
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,否,學位論文(文憑送審),3,0,0,3,3,100
108,私立,技專校院,1283,仁德醫護管理專科學校,否,學位論文(文憑送審),3,0,0,3,3,100
108,私立,技專校院,1284,樹人醫護管理專科學校,否,專門著作,1,0,0,1,1,100
108,私立,技專校院,1284,樹人醫護管理專科學校,否,學位論文(文憑送審),6,0,0,6,6,100
108,私立,技專校院,1285,慈惠醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1286,耕莘健康管理專科學校,否,教學實務(技術報告),1,0,1,0,1,100
108,私立,技專校院,1287,敏惠醫護管理專科學校,否,專門著作,4,0,2,0,2,50
108,私立,技專校院,1287,敏惠醫護管理專科學校,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,技專校院,1289,育英醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1291,聖母醫護管理專科學校,否,專門著作,1,1,0,0,1,100
108,私立,技專校院,1292,新生醫護管理專科學校,否,專門著作,1,0,0,0,0,0
108,私立,技專校院,1292,新生醫護管理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
108,私立,技專校院,1293,崇仁醫護管理專科學校,否,專門著作,1,0,0,1,1,100
108,私立,技專校院,1293,崇仁醫護管理專科學校,否,學位論文(文憑送審),2,0,0,2,2,100
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,否,專門著作,1,0,1,0,1,100
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,否,教學實務(技術報告),1,0,1,0,1,100
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,否,專門著作,1,0,0,1,1,100
108,公立,一般大學,3002,臺北市立大學,是,專門著作,17,8,9,0,17,100
108,公立,一般大學,3002,臺北市立大學,是,體育成就(作品及成就),1,1,0,0,1,100
108,公立,一般大學,3002,臺北市立大學,是,學位論文(文憑送審),1,0,1,0,1,100
109,公立,一般大學,0001,國立政治大學,是,專門著作,38,22,13,1,36,94.74
109,公立,一般大學,0002,國立清華大學,是,專門著作,38,16,22,0,38,100
109,公立,一般大學,0003,國立臺灣大學,是,專門著作,108,39,59,0,98,90.74
109,公立,一般大學,0004,國立臺灣師範大學,是,專門著作,44,23,18,0,41,93.18
109,公立,一般大學,0004,國立臺灣師範大學,是,學位論文(文憑送審),2,0,1,1,2,100
109,公立,一般大學,0005,國立成功大學,是,專門著作,79,29,31,0,60,75.95
109,公立,一般大學,0006,國立中興大學,是,專門著作,40,22,17,0,39,97.50
109,公立,一般大學,0007,國立陽明交通大學,是,專門著作,124,44,48,14,106,85.48
109,公立,一般大學,0007,國立陽明交通大學,是,學位論文(文憑送審),9,0,0,8,8,88.89
109,公立,一般大學,0008,國立中央大學,是,專門著作,34,20,10,1,31,91.18
109,公立,一般大學,0009,國立中山大學,是,專門著作,21,6,14,0,20,95.24
109,公立,一般大學,0009,國立中山大學,是,應用科技(技術報告),1,0,1,0,1,100
109,公立,一般大學,0012,國立臺灣海洋大學,是,專門著作,23,11,7,0,18,78.26
109,公立,一般大學,0013,國立中正大學,是,專門著作,21,7,11,0,18,85.71
109,公立,一般大學,0013,國立中正大學,是,教學實務(技術報告),1,1,0,0,1,100
109,公立,一般大學,0013,國立中正大學,是,體育成就(作品及成就),1,0,1,0,1,100
109,公立,一般大學,0014,國立高雄師範大學,是,專門著作,12,7,4,0,11,91.67
109,公立,一般大學,0014,國立高雄師範大學,是,應用科技(技術報告),1,1,0,0,1,100
109,公立,一般大學,0014,國立高雄師範大學,是,藝術作品(作品及成就),3,2,0,0,2,66.67
109,公立,一般大學,0014,國立高雄師範大學,是,教學實務(技術報告),2,1,0,0,1,50
109,公立,一般大學,0015,國立彰化師範大學,是,專門著作,13,9,3,0,12,92.31
109,公立,一般大學,0015,國立彰化師範大學,是,應用科技(技術報告),1,0,1,0,1,100
109,公立,一般大學,0015,國立彰化師範大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,公立,一般大學,0015,國立彰化師範大學,是,教學實務(技術報告),1,1,0,0,1,100
109,公立,一般大學,0017,國立臺北大學,是,專門著作,20,8,12,0,20,100
109,公立,一般大學,0018,國立嘉義大學,是,專門著作,17,5,9,0,14,82.35
109,公立,一般大學,0019,國立高雄大學,是,專門著作,11,7,4,0,11,100
109,公立,一般大學,0020,國立東華大學,是,專門著作,18,11,3,0,14,77.78
109,公立,一般大學,0020,國立東華大學,是,學位論文(文憑送審),4,0,0,4,4,100
109,公立,一般大學,0021,國立暨南國際大學,是,專門著作,7,3,3,1,7,100
109,公立,一般大學,0021,國立暨南國際大學,是,學位論文(文憑送審),5,0,0,5,5,100
109,公立,技專校院,0022,國立臺灣科技大學,是,專門著作,26,18,8,0,26,100
109,公立,技專校院,0022,國立臺灣科技大學,是,應用科技(技術報告),2,2,0,0,2,100
109,公立,技專校院,0022,國立臺灣科技大學,是,教學實務(技術報告),1,1,0,0,1,100
109,公立,技專校院,0022,國立臺灣科技大學,是,學位論文(文憑送審),2,2,0,0,2,100
109,公立,技專校院,0023,國立雲林科技大學,是,專門著作,6,3,2,0,5,83.33
109,公立,技專校院,0023,國立雲林科技大學,是,應用科技(技術報告),5,4,0,0,4,80
109,公立,技專校院,0023,國立雲林科技大學,是,教學實務(技術報告),1,0,0,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,是,學位論文(文憑送審),2,1,0,1,2,100
109,公立,技專校院,0024,國立屏東科技大學,是,專門著作,14,7,6,1,14,100
109,公立,技專校院,0024,國立屏東科技大學,是,應用科技(技術報告),1,0,1,0,1,100
109,公立,技專校院,0024,國立屏東科技大學,是,藝術作品(作品及成就),2,0,2,0,2,100
109,公立,技專校院,0024,國立屏東科技大學,是,教學實務(技術報告),1,0,0,1,1,100
109,公立,技專校院,0025,國立臺北科技大學,是,專門著作,27,13,13,0,26,96.30
109,公立,技專校院,0025,國立臺北科技大學,是,應用科技(技術報告),1,0,0,0,0,0
109,公立,一般大學,0028,國立臺北藝術大學,是,專門著作,5,4,1,0,5,100
109,公立,一般大學,0028,國立臺北藝術大學,是,藝術作品(作品及成就),8,3,5,0,8,100
109,公立,一般大學,0028,國立臺北藝術大學,是,教學實務(技術報告),1,0,0,1,1,100
109,公立,一般大學,0029,國立臺灣藝術大學,是,藝術作品(作品及成就),5,2,1,1,4,80
109,公立,一般大學,0029,國立臺灣藝術大學,是,學位論文(文憑送審),6,0,0,5,5,83.33
109,公立,一般大學,0030,國立臺東大學,是,專門著作,13,4,6,1,11,84.62
109,公立,一般大學,0031,國立宜蘭大學,是,專門著作,10,3,4,2,9,90
109,公立,一般大學,0031,國立宜蘭大學,是,應用科技(技術報告),1,1,0,0,1,100
109,公立,一般大學,0031,國立宜蘭大學,是,教學實務(技術報告),2,1,0,0,1,50
109,公立,一般大學,0032,國立聯合大學,是,專門著作,14,8,4,0,12,85.71
109,公立,一般大學,0032,國立聯合大學,是,藝術作品(作品及成就),1,0,0,0,0,0
109,公立,技專校院,0033,國立虎尾科技大學,是,專門著作,11,7,2,0,9,81.82
109,公立,技專校院,0033,國立虎尾科技大學,是,應用科技(技術報告),6,1,3,0,4,66.67
109,公立,技專校院,0033,國立虎尾科技大學,是,教學實務(技術報告),1,0,1,0,1,100
109,公立,一般大學,0035,國立臺南藝術大學,是,專門著作,1,1,0,0,1,100
109,公立,一般大學,0035,國立臺南藝術大學,是,藝術作品(作品及成就),1,1,0,0,1,100
109,公立,一般大學,0036,國立臺南大學,是,專門著作,8,4,3,0,7,87.50
109,公立,一般大學,0036,國立臺南大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,公立,一般大學,0037,國立臺北教育大學,是,專門著作,16,5,9,0,14,87.50
109,公立,一般大學,0037,國立臺北教育大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,公立,一般大學,0037,國立臺北教育大學,是,教學實務(技術報告),1,1,0,0,1,100
109,公立,一般大學,0039,國立臺中教育大學,是,專門著作,10,8,2,0,10,100
109,公立,一般大學,0039,國立臺中教育大學,是,教學實務(技術報告),1,0,1,0,1,100
109,公立,一般大學,0039,國立臺中教育大學,是,學位論文(文憑送審),3,0,1,2,3,100
109,公立,技專校院,0042,國立澎湖科技大學,否,專門著作,4,0,1,0,1,25
109,公立,技專校院,0042,國立澎湖科技大學,否,應用科技(技術報告),6,2,3,1,6,100
109,公立,技專校院,0042,國立澎湖科技大學,否,教學實務(技術報告),2,1,0,0,1,50
109,公立,技專校院,0042,國立澎湖科技大學,否,學位論文(文憑送審),6,0,0,6,6,100
109,公立,技專校院,0043,國立勤益科技大學,否,專門著作,10,4,6,0,10,100
109,公立,技專校院,0043,國立勤益科技大學,否,應用科技(技術報告),1,0,1,0,1,100
109,公立,一般大學,0044,國立體育大學,否,專門著作,5,3,1,0,4,80
109,公立,一般大學,0044,國立體育大學,否,教學實務(技術報告),2,2,0,0,2,100
109,公立,一般大學,0044,國立體育大學,否,體育成就(作品及成就),1,1,0,0,1,100
109,公立,技專校院,0046,國立臺北護理健康大學,是,專門著作,12,5,6,0,11,91.67
109,公立,技專校院,0046,國立臺北護理健康大學,是,教學實務(技術報告),2,0,2,0,2,100
109,公立,技專校院,0047,國立高雄餐旅大學,否,應用科技(技術報告),1,0,1,0,1,100
109,公立,技專校院,0047,國立高雄餐旅大學,否,教學實務(技術報告),1,0,1,0,1,100
109,公立,技專校院,0047,國立高雄餐旅大學,否,學位論文(文憑送審),4,2,0,0,2,50
109,公立,一般大學,0048,國立金門大學,否,專門著作,12,5,6,0,11,91.67
109,公立,一般大學,0048,國立金門大學,否,學位論文(文憑送審),7,0,0,3,3,42.86
109,公立,一般大學,0049,國立臺灣體育運動大學,否,專門著作,5,1,2,0,3,60
109,公立,一般大學,0049,國立臺灣體育運動大學,否,學位論文(文憑送審),1,0,0,1,1,100
109,公立,技專校院,0050,國立臺中科技大學,否,專門著作,14,2,5,0,7,50
109,公立,技專校院,0050,國立臺中科技大學,否,應用科技(技術報告),1,0,0,0,0,0
109,公立,技專校院,0050,國立臺中科技大學,否,教學實務(技術報告),2,1,0,0,1,50
109,公立,技專校院,0050,國立臺中科技大學,否,學位論文(文憑送審),3,0,1,2,3,100
109,公立,技專校院,0051,國立臺北商業大學,否,專門著作,3,1,2,0,3,100
109,公立,技專校院,0051,國立臺北商業大學,否,應用科技(技術報告),1,0,1,0,1,100
109,公立,技專校院,0051,國立臺北商業大學,否,藝術作品(作品及成就),1,0,1,0,1,100
109,公立,技專校院,0051,國立臺北商業大學,否,教學實務(技術報告),1,0,1,0,1,100
109,公立,技專校院,0051,國立臺北商業大學,否,學位論文(文憑送審),2,0,0,0,0,0
109,公立,一般大學,0052,國立屏東大學,否,專門著作,14,0,9,1,10,71.43
109,公立,一般大學,0052,國立屏東大學,否,應用科技(技術報告),1,0,1,0,1,100
109,公立,技專校院,0053,國立高雄科技大學,是,專門著作,41,18,10,1,29,70.73
109,公立,技專校院,0053,國立高雄科技大學,是,應用科技(技術報告),14,4,2,0,6,42.86
109,公立,技專校院,0053,國立高雄科技大學,是,教學實務(技術報告),4,1,2,0,3,75
109,公立,技專校院,0053,國立高雄科技大學,是,體育成就(作品及成就),1,1,0,0,1,100
109,公立,技專校院,0053,國立高雄科技大學,是,學位論文(文憑送審),1,0,1,0,1,100
109,公立,技專校院,0144,國立臺灣戲曲學院,否,專門著作,1,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,否,藝術作品(作品及成就),2,0,0,0,0,0
109,公立,技專校院,0144,國立臺灣戲曲學院,否,學位論文(文憑送審),1,0,0,1,1,100
109,公立,技專校院,0221,國立臺南護理專科學校,否,專門著作,7,0,3,1,4,57.14
109,公立,技專校院,0221,國立臺南護理專科學校,否,學位論文(文憑送審),1,0,0,1,1,100
109,公立,技專校院,0222,國立臺東專科學校,否,專門著作,3,0,0,0,0,0
109,公立,技專校院,0222,國立臺東專科學校,否,應用科技(技術報告),2,0,1,0,1,50
109,私立,一般大學,1001,東海大學,是,專門著作,27,8,14,1,23,85.19
109,私立,一般大學,1001,東海大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,私立,一般大學,1002,輔仁大學,是,專門著作,60,18,27,1,46,76.67
109,私立,一般大學,1002,輔仁大學,是,藝術作品(作品及成就),5,1,1,0,2,40
109,私立,一般大學,1002,輔仁大學,是,體育成就(作品及成就),1,0,0,0,0,0
109,私立,一般大學,1002,輔仁大學,是,學位論文(文憑送審),3,0,1,2,3,100
109,私立,一般大學,1003,東吳大學,是,專門著作,9,2,7,0,9,100
109,私立,一般大學,1003,東吳大學,是,藝術作品(作品及成就),1,0,1,0,1,100
109,私立,一般大學,1004,中原大學,是,專門著作,22,10,9,0,19,86.36
109,私立,一般大學,1004,中原大學,是,應用科技(技術報告),1,0,1,0,1,100
109,私立,一般大學,1004,中原大學,是,藝術作品(作品及成就),3,3,0,0,3,100
109,私立,一般大學,1004,中原大學,是,教學實務(技術報告),2,1,0,0,1,50
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,專門著作,29,15,11,1,27,93.10
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,藝術作品(作品及成就),1,1,0,0,1,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,是,教學實務(技術報告),1,0,1,0,1,100
109,私立,一般大學,1006,中國文化大學,是,專門著作,30,8,15,0,23,76.67
109,私立,一般大學,1006,中國文化大學,是,應用科技(技術報告),1,1,0,0,1,100
109,私立,一般大學,1006,中國文化大學,是,藝術作品(作品及成就),4,2,1,1,4,100
109,私立,一般大學,1006,中國文化大學,是,教學實務(技術報告),1,0,0,0,0,0
109,私立,一般大學,1006,中國文化大學,是,學位論文(文憑送審),2,0,0,2,2,100
109,私立,一般大學,1007,逢甲大學,是,專門著作,23,5,18,0,23,100
109,私立,一般大學,1007,逢甲大學,是,教學實務(技術報告),3,0,3,0,3,100
109,私立,一般大學,1008,靜宜大學,是,專門著作,10,3,6,0,9,90
109,私立,一般大學,1008,靜宜大學,是,應用科技(技術報告),1,1,0,0,1,100
109,私立,一般大學,1009,長庚大學,是,專門著作,29,11,10,0,21,72.41
109,私立,一般大學,1009,長庚大學,是,應用科技(技術報告),1,0,0,0,0,0
109,私立,一般大學,1009,長庚大學,是,教學實務(技術報告),1,1,0,0,1,100
