學年度,設立別,學校類別,學校統計處代碼,學校名稱,紙本圖書收藏冊數(冊)-中文紙本圖書-總類,紙本圖書收藏冊數(冊)-中文紙本圖書-哲學類,紙本圖書收藏冊數(冊)-中文紙本圖書-宗教類,紙本圖書收藏冊數(冊)-中文紙本圖書-自然科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-應用科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-社會科學類,紙本圖書收藏冊數(冊)-中文紙本圖書-史地類(含世界史地類),紙本圖書收藏冊數(冊)-中文紙本圖書-語言文學類,紙本圖書收藏冊數(冊)-中文紙本圖書-藝術類,紙本圖書收藏冊數(冊)-外文紙本圖書,期刊合訂本(未以紙本圖書編目)(冊),電子資料可使用量-線上資料庫(種),電子資料可使用量-光碟及其他類型資料庫(種),電子資料可使用量-電子期刊(種),電子資料可使用量-電子書(冊),視聽資料(件),現期書報(種)-報紙(種),現期書報(種)期刊-中日文(種),現期書報(種)期刊-西文(種),圖書館服務(人次)-圖書閱覽座位數,圖書館服務(人次)-借閱人次(僅含紙本圖書及非書資料),圖書館服務(人次)-借閱冊次(僅含紙本圖書及非書資料),圖書館服務(人次)-線上及光碟資料庫(含電子書及電子期刊)檢索人次
109,私立,技專校院,1068,中州學校財團法人中州科技大學,6804,9866,3421,39351,72213,28882,10769,60304,52854,26926,9423,46,0,3821,48861,11101,2,464,12,580,340,765,19314
109,私立,技專校院,1069,修平學校財團法人修平科技大學,12885,13676,3851,24871,68773,32473,19279,45942,11093,37741,265,204,114,45561,60959,19396,13,430,57,700,10374,24945,41544
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,4578,23325,3246,19277,75638,30042,13954,51789,12476,49545,0,55,0,33156,31498,33871,16,350,138,1021,5331,53313,1052008
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10355,10057,2318,27364,52334,24044,14145,41034,13195,20772,28037,51,0,9812,216919,8498,5,663,47,1124,4994,12310,47816
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,6560,2894,945,17262,48276,13547,7191,16746,15153,25378,0,138,43,48345,432704,16560,7,47,0,289,670,4193,14931
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,8228,12651,4839,14854,36102,37449,20643,41996,11937,22798,10920,50,0,33248,116059,10745,8,239,87,1415,10936,24640,48618
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,11740,11560,6639,9121,16821,29270,21840,56083,16716,176709,0,131,0,82095,686040,65080,21,444,205,901,29279,110022,1033366
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,5213,7964,2572,33800,56917,20145,10045,27976,14739,30240,6656,80,4,29554,176271,7667,1,222,76,340,4420,11584,105856
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,6664,20635,11020,20637,70584,47182,19671,48549,15784,42810,10367,149,0,25690,22505,31654,7,124,4,614,22367,90347,73081
109,私立,技專校院,1078,致理學校財團法人致理科技大學,12901,14571,4552,26143,47015,59891,20119,59787,13874,37512,10550,158,2,36794,136309,15134,10,1038,448,798,18013,40289,156760
109,私立,一般大學,1079,康寧學校財團法人康寧大學,9277,18883,6230,27336,58529,52202,20257,55172,20815,37402,10438,88,0,17346,79304,26577,7,437,34,237,6006,50243,207034
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,5551,7667,3429,25011,54112,38626,10455,30737,11089,29052,16398,116,0,13473,121564,7462,82,505,77,562,18480,40980,159847
109,私立,技專校院,1081,東方學校財團法人東方設計大學,16228,8557,4068,23380,43310,24061,14715,38815,26787,35308,0,61,0,0,95257,21018,7,399,88,450,3053,8941,86222
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,7926,9371,3837,10727,26297,32924,14275,32278,9238,15824,4012,35,0,1,19225,4952,6,673,55,128,6960,23734,44156
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,11966,6441,2152,20681,34487,25625,17044,25738,15128,18189,18115,38,0,22480,31994,8933,11,520,10,420,12101,23953,50262
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,5446,13376,6665,16064,37671,42200,14903,40589,10866,41486,5068,13,0,199,66773,3696,1,4,0,177,2253,5232,12044
109,私立,技專校院,1148,大漢技術學院,5653,7662,2975,18030,39169,36267,13367,23787,7541,14588,5266,98,0,80,17316,5591,1,51,0,100,142,368,87914
109,私立,技專校院,1159,和春技術學院,4442,12196,5705,24333,39005,31883,13911,57315,11633,17378,5702,88,5,19768,67221,10706,0,226,6,460,1630,4788,22408
109,私立,技專校院,1166,亞東技術學院,20030,10261,2658,22391,48155,22154,14024,28110,10793,22787,26277,55,0,38878,175227,10710,14,370,123,755,10400,25026,260286
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,8854,5515,3372,19462,42466,21521,9605,22357,15411,67531,43513,63,0,25616,17253,7950,26,149,10,808,7739,21195,2931
109,私立,一般大學,1176,稻江科技暨管理學院,3846,17105,5812,13553,35758,38088,14545,46088,22752,28506,200,4,5,10324,130508,2536,0,0,0,272,995,2887,172
109,私立,技專校院,1182,蘭陽技術學院,3549,9763,4338,19195,33589,21292,9446,32091,7612,14100,0,21,0,20,68733,3576,0,510,12,683,353,3115,132
109,私立,技專校院,1183,黎明技術學院,8233,10544,3686,21084,41663,19418,16660,28880,11271,26890,5243,40,0,15220,600329,8743,5,340,12,318,7208,19274,97315
109,私立,技專校院,1185,經國管理暨健康學院,17852,13108,5161,8820,38873,27762,12943,38736,11612,20817,0,129,4,50368,669325,10514,5,319,83,234,3933,22068,186218
109,私立,技專校院,1188,大同技術學院,4619,14559,4424,13561,40211,34896,13018,34159,8189,12520,247,41,0,0,8567,12900,4,351,19,178,2942,12862,41530
109,私立,技專校院,1192,臺灣觀光學院,3965,13754,4702,12534,35466,28414,17677,49247,13670,6907,0,38,0,0,402,5532,4,215,34,72,40,132,91436
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,485,2978,1117,2325,10077,3377,2781,13525,2144,12075,518,23,56,14320,34092,1280,3,0,0,122,2716,11148,521103
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6636,6299,38237,2223,3698,8681,10758,12361,4626,46588,10459,85,42,27823,112271,11042,1,367,88,292,5353,18541,73333
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2364,9320,4712,10821,36330,22089,9645,30504,7986,25444,0,52,25,9760,88746,12471,7,188,0,630,8118,16529,36296
109,私立,技專校院,1283,仁德醫護管理專科學校,2237,10171,3270,9873,29873,15509,7321,27744,5326,13215,2309,50,0,16717,15743,2849,3,428,97,178,11486,45370,85955
109,私立,技專校院,1284,樹人醫護管理專科學校,2650,9163,3479,11152,25375,15355,9536,49798,8963,28486,0,35,0,70550,27111,6321,5,91,0,368,8747,27631,234340
109,私立,技專校院,1285,慈惠醫護管理專科學校,2833,13901,4303,10021,37246,18936,8273,31237,7573,14869,3197,21,0,38,14374,5066,5,263,5,660,2942,8113,368572
109,私立,技專校院,1286,耕莘健康管理專科學校,4912,9010,3441,9653,28572,14677,8226,25586,6472,19296,3215,31,0,219,108422,10293,2,282,18,780,23457,40499,1324274
109,私立,技專校院,1287,敏惠醫護管理專科學校,4216,7630,2496,7253,21049,15734,8345,21904,4214,6876,1184,53,1,115,15403,5981,8,39,14,238,8017,18570,327406
109,私立,技專校院,1289,育英醫護管理專科學校,1481,5651,1636,4357,16687,7869,5106,16790,3450,10353,292,48,0,9,2066,10993,1,111,0,167,1717,4105,862035
109,私立,技專校院,1291,聖母醫護管理專科學校,3528,7433,2351,9174,29250,13287,7728,21724,6857,1416,1491,19,0,23,33126,2663,3,98,1,202,2228,9215,38885
109,私立,技專校院,1292,新生醫護管理專科學校,2064,7653,2011,5543,20996,14838,8188,22789,5809,12122,239,28,0,23,80881,4860,10,196,16,136,4504,11692,469633
109,私立,技專校院,1293,崇仁醫護管理專科學校,2853,7631,4755,7048,24134,12195,7080,21704,4581,10857,1197,20,0,7594,14992,8131,5,147,16,476,2149,18991,182569
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,494,2503,26619,308,1327,3960,2834,2398,2132,31780,3648,11,0,70,490,11230,6,167,56,180,4444,14103,3307
109,私立,宗教研修學院,1R03,臺北基督學院,2110,2646,8185,1891,2047,8630,4089,9711,2534,22066,8893,13,2,10602,229278,5874,7,75,18,56,846,2192,13974
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,5163,8113,17347,2559,5597,5513,5875,9908,1824,3872,216,1,1,5566,16,12359,1,176,3,134,1061,1545,5612
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,557,3403,16769,553,1205,5000,3535,2701,1962,42498,7967,13,9,665,1231,5662,8,108,58,60,5810,14769,14020
109,私立,宗教研修學院,1R06,一貫道崇德學院,2043,1383,2779,96,234,514,749,1570,93,32,680,3,5350,0,4128,231,0,32,2,100,321,647,6510
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,833,30,95,4,5,38,198,110,8,1388,10,1,0,0,0,37,8,123,24,60,949,3952,6104
109,公立,一般大學,3002,臺北市立大學,57922,22925,5663,25034,29959,105509,33972,68500,29984,90996,28797,341,0,46212,435251,23140,22,387,20,658,21159,44696,1111846
110,公立,一般大學,0001,國立政治大學,303081,46628,34971,29142,69942,279767,198168,186511,17485,594652,277102,332,11,97745,835758,27437,77,616,489,5055,162236,486708,6800626
110,公立,一般大學,0002,國立清華大學,89745,46496,25987,73735,92648,200657,132956,206241,66792,444865,367087,366,0,184304,4475835,137646,22,2047,690,3292,96997,247989,5435194
110,公立,一般大學,0003,國立臺灣大學,231473,59948,64475,79160,212423,397743,282393,262086,72805,1849834,891823,633,0,82549,3411391,190337,18,1771,1042,3738,136754,530740,15207324
110,公立,一般大學,0004,國立臺灣師範大學,142752,75696,25256,63615,78810,257825,164720,223718,74709,529824,131701,368,0,103000,1654000,103807,12,400,1496,1356,54828,150225,6954263
110,公立,一般大學,0005,國立成功大學,197537,36526,22598,43837,111370,130004,104078,129931,43547,591706,449072,607,8,114506,969307,58325,12,1651,108,2438,45854,320823,5440749
110,公立,一般大學,0006,國立中興大學,110317,27938,12667,53735,100054,109035,72422,104196,24366,290153,150801,422,0,44909,1530048,69740,13,897,75,2047,55748,431047,2098451
110,公立,一般大學,0007,國立陽明交通大學,128238,32582,13048,77397,122032,111482,58904,114077,51429,469114,239311,311,0,156720,1055443,88337,14,769,135,2241,59302,145351,8793165
110,公立,一般大學,0008,國立中央大學,114698,27059,19088,24595,45346,78031,59714,94705,29463,235459,152699,346,0,86858,3021008,44403,9,789,48,1485,35498,144395,1291404
110,公立,一般大學,0009,國立中山大學,47839,29305,14081,37955,67430,92705,61839,104879,26076,343999,135290,235,37,135511,526532,27013,10,333,46,1057,21697,72253,567004
110,公立,一般大學,0012,國立臺灣海洋大學,43903,14863,3888,18781,43258,43315,22957,39411,11238,93869,76829,240,8,33838,497588,8593,0,479,93,533,11485,66045,1058090
110,公立,一般大學,0013,國立中正大學,97480,32114,21913,31394,64422,131096,79105,114104,39841,344973,137365,240,0,87018,493274,31158,16,674,241,1756,30473,95663,1172683
110,公立,一般大學,0014,國立高雄師範大學,82245,20121,6864,16765,23243,71430,40211,71932,24799,130398,88926,50,3,87829,572063,27322,4,428,124,1422,18427,166665,510222
110,公立,一般大學,0015,國立彰化師範大學,51899,19368,7847,22332,41172,81405,31468,56841,16401,95896,50253,77,0,79160,267795,34885,4,365,4,1137,22707,65124,154875
110,公立,一般大學,0017,國立臺北大學,45759,11319,5186,7717,20602,67472,31806,45236,9756,175106,40796,149,6,55692,1309793,7962,6,158,34,964,40216,76832,2033718
110,公立,一般大學,0018,國立嘉義大學,41326,25313,10654,53385,87422,143156,55242,101289,33749,151482,55863,292,1,55286,804326,27219,6,781,87,1290,21405,64486,309469
110,公立,一般大學,0019,國立高雄大學,15338,18700,7173,17657,46381,60207,24466,64046,24007,58524,35395,104,19,14913,467569,18640,8,469,89,1038,15517,41359,380409
110,公立,一般大學,0020,國立東華大學,77298,55418,26013,56196,101130,217981,116599,196346,71885,218284,86985,307,33,98005,1157790,98246,10,3201,2626,1053,32570,243789,713250
110,公立,一般大學,0021,國立暨南國際大學,40660,22447,12154,11209,25275,80370,69284,80395,16316,135505,74855,307,1,75337,175071,26070,0,239,45,1406,26460,73559,252551
110,公立,技專校院,0022,國立臺灣科技大學,58866,18901,4391,23388,50717,36225,24025,52145,16268,95723,64807,252,3,68946,840604,24035,8,431,2356,639,58284,104912,2547409
110,公立,技專校院,0023,國立雲林科技大學,43211,19481,9666,25114,64161,60115,33466,61609,34633,95024,52497,111,0,44604,662478,14935,9,1974,1210,1435,41302,78550,1487657
110,公立,技專校院,0024,國立屏東科技大學,13075,14273,8469,33475,94279,54639,25029,38381,20241,55061,70297,133,0,48786,1146179,10361,4,86,17,845,20630,46809,1275014
110,公立,技專校院,0025,國立臺北科技大學,50234,14666,4209,40147,77833,39049,22170,38111,20305,95280,8543,254,0,48798,913109,7609,8,218,67,990,24807,54742,2578512
110,公立,一般大學,0028,國立臺北藝術大學,16780,5797,5012,3820,3634,15797,25437,48260,51100,69841,39220,158,0,14748,84713,35618,3,151,104,238,8620,24074,22720
110,公立,一般大學,0029,國立臺灣藝術大學,30773,7683,3430,3914,14885,20232,21246,29644,75174,54410,11194,120,0,25086,74198,27276,13,392,83,500,14615,36734,487441
110,公立,一般大學,0030,國立臺東大學,37839,17196,5951,24077,26924,96191,35482,110751,29042,43508,39150,185,16,31384,244446,13132,11,509,15,591,14260,48949,61289
110,公立,一般大學,0031,國立宜蘭大學,20881,9816,6009,24510,68179,41361,23179,39184,15401,63774,0,109,4,18853,580336,14558,12,719,103,855,9850,24457,187221
110,公立,一般大學,0032,國立聯合大學,10469,12529,5705,27446,57928,41340,22318,41783,20529,57763,15521,84,8,39510,340472,8577,10,449,90,374,12693,24173,511838
110,公立,技專校院,0033,國立虎尾科技大學,17121,9073,3362,25666,65781,24975,12168,33634,12975,46524,19724,138,0,55202,382895,6379,11,443,90,638,6927,32769,1301055
110,公立,一般大學,0035,國立臺南藝術大學,6937,5250,5335,1831,4638,15323,25306,17875,40307,92253,25102,143,2,36543,2005367,32962,10,243,130,328,15940,52938,161568
110,公立,一般大學,0036,國立臺南大學,45175,24161,12221,24590,29022,148912,39460,80265,38339,99391,29451,132,0,76185,584411,32515,11,2993,1094,562,14582,68132,266378
110,公立,一般大學,0037,國立臺北教育大學,44127,25774,8040,29143,28831,128364,40538,97859,35677,93188,20527,208,9,63604,963803,23980,6,351,77,704,24183,100622,577700
110,公立,一般大學,0039,國立臺中教育大學,43956,21596,5810,24604,29471,78195,34363,83453,31477,100894,0,82,0,39414,414076,26165,10,459,37,457,32002,79127,582705
110,公立,技專校院,0042,國立澎湖科技大學,3942,13533,4694,26311,42195,35048,13917,36794,12800,27173,6145,68,1,69469,243288,12804,10,1207,245,470,10588,20565,427690
110,公立,技專校院,0043,國立勤益科技大學,10497,15049,4936,22862,66374,36214,25679,48105,14592,44184,0,110,5,85797,415675,16143,9,900,97,848,20612,46955,582397
110,公立,一般大學,0044,國立體育大學,4688,18058,3476,10861,33188,60178,13121,27609,14200,34086,13350,11,0,7139,16461,13645,5,32,14,240,4079,11048,103463
110,公立,技專校院,0046,國立臺北護理健康大學,33122,11988,3136,15102,44597,31009,12424,36738,12112,93418,0,90,0,43275,116721,40771,6,161,28,340,17771,55181,631012
110,公立,技專校院,0047,國立高雄餐旅大學,5603,12241,4169,5264,43778,27335,20292,42863,12616,24186,0,286,0,72729,325005,12112,11,355,21,652,27457,44216,543355
110,公立,一般大學,0048,國立金門大學,11597,9534,5158,8403,27680,41780,24435,29558,12667,30715,3748,36,2,16900,47884,1172,6,402,17,431,4060,10608,49012
110,公立,一般大學,0049,國立臺灣體育運動大學,7769,10636,3084,9559,27511,46576,13615,31692,18185,28308,11257,27,0,5854,139688,11274,6,158,72,310,3573,12156,86688
110,公立,技專校院,0050,國立臺中科技大學,33898,24962,6390,22803,68306,55324,31686,72197,23668,60926,26518,207,9,95901,808369,23031,19,1141,60,1171,29509,57211,1558323
110,公立,技專校院,0051,國立臺北商業大學,21920,11776,2181,17507,40996,39694,11277,36795,11546,41239,5058,79,1,54265,222316,2313,8,239,5,1081,14412,26900,1771957
110,公立,一般大學,0052,國立屏東大學,49185,35989,13880,36602,59889,188582,48651,148049,45414,105443,16372,139,0,101012,371858,28878,16,2409,630,1040,57278,171834,4739585
110,公立,技專校院,0053,國立高雄科技大學,39308,35105,13641,76078,163177,129120,48914,130697,34266,170069,124745,421,14,51013,1325852,48117,33,2034,153,2119,39892,99081,1877473
110,公立,技專校院,0144,國立臺灣戲曲學院,3284,8374,2501,3682,11030,13354,10609,41102,22739,5636,0,73,11,7105,47428,12360,11,92,9,220,812,9912,25427
110,公立,技專校院,0221,國立臺南護理專科學校,4499,7917,1902,6328,22135,14583,9831,21114,4550,6615,4929,68,22,28731,12022,7628,3,134,21,155,1943,4412,259088
110,公立,技專校院,0222,國立臺東專科學校,4068,6456,2048,8379,27333,10730,6670,19587,8090,3852,82,13,60,17406,8630,1480,4,97,0,320,1401,3894,17994
110,私立,一般大學,1001,東海大學,108239,55297,26794,23976,58591,141437,106184,139447,41877,289090,123459,217,5,89636,1032951,52401,8,785,151,1323,33433,87988,2646550
110,私立,一般大學,1002,輔仁大學,75401,45923,30663,29087,91979,151338,80845,134977,33586,416031,150997,519,3,65535,2922892,55388,8,849,339,2224,55249,136802,5903326
110,私立,一般大學,1003,東吳大學,91111,29729,16173,15351,32896,149880,79244,123855,57302,329832,0,307,0,32920,1399916,44117,10,661,128,2229,51256,127906,3315851
110,私立,一般大學,1004,中原大學,14976,35797,27315,58159,105163,114310,35573,106082,44228,244873,0,298,38,112740,2182628,36272,7,799,97,1324,46310,118399,4079912
110,私立,一般大學,1005,淡江大學學校財團法人淡江大學,72381,50733,16558,52321,106986,183014,109258,187982,39866,507675,0,507,28,71118,2728666,70793,16,735,280,3065,49420,95588,438249
110,私立,一般大學,1006,中國文化大學,130061,60873,24178,63539,103843,182963,138732,175036,77701,481664,0,400,0,77629,6848679,61287,11,133,65,1795,37567,141639,1529996
110,私立,一般大學,1007,逢甲大學,44406,34144,13145,46553,138209,133674,64991,106587,34146,175057,92169,223,17,50037,1485038,45229,8,749,30,1159,41500,98980,2003994
110,私立,一般大學,1008,靜宜大學,73170,40592,20771,37292,74059,117667,63126,158633,39902,228237,0,358,10,39774,892493,46338,18,3185,1851,2299,30061,80033,1930063
110,私立,一般大學,1009,長庚大學,16145,15659,2492,18535,59787,44237,17802,40753,13125,183244,0,234,5,132431,316874,31614,14,168,36,1355,26118,75033,3293402
110,私立,一般大學,1010,元智大學,36845,19729,9842,27791,46631,56503,31970,101077,29746,96067,32695,136,0,62305,427776,37426,0,405,180,1000,19918,49663,876601
110,私立,一般大學,1011,中華大學學校財團法人中華大學,13924,14115,5322,27380,50147,40717,15597,42912,20338,78261,0,118,0,39731,276103,14059,6,336,0,895,7847,23632,719494
110,私立,一般大學,1012,大葉大學,37189,19317,7469,34901,73636,59230,22048,56437,22980,79678,42596,242,3,48195,515068,27993,10,302,60,1118,7107,22423,393822
110,私立,一般大學,1013,華梵大學,48856,17952,22101,11299,21362,24774,18367,32310,18320,54496,37320,51,19,17271,100727,6929,0,466,14,574,3013,10765,104059
110,私立,一般大學,1014,義守大學,28061,19261,6173,46477,78386,55269,21324,47635,15814,88465,43851,211,0,68905,772526,13260,6,525,51,1779,73358,106650,2402947
110,私立,一般大學,1015,世新大學,48539,28452,9131,19994,31689,92463,52648,102932,41811,127277,46623,405,118,54747,45800,35061,2,473,33,1040,38820,55889,1006655
110,私立,一般大學,1016,銘傳大學,84566,47714,13550,53052,117125,150474,66825,149169,48531,194492,39885,208,4,65650,1397529,95778,15,1384,166,1781,40711,119207,1472014
110,私立,一般大學,1017,實踐大學,33617,21652,6639,22004,61507,77294,29843,70095,37368,89319,6584,133,20,30455,490052,29813,14,1425,664,637,34867,75407,371696
110,私立,技專校院,1018,朝陽科技大學,8886,26255,12991,41182,83145,94134,28838,86417,33326,119986,0,271,10,72922,1042062,53956,19,577,93,1295,98502,146729,781865
110,私立,一般大學,1019,高雄醫學大學,9624,8802,2407,7693,27337,16648,8188,27452,8760,39189,0,150,3,39695,121402,14410,5,98,8,832,13797,30583,230823
110,私立,一般大學,1020,南華大學,18197,26772,24768,16331,40649,54666,34039,85133,35303,75110,25896,190,10,19207,2253395,27126,7,294,122,534,12247,39666,119561
110,私立,一般大學,1021,真理大學,43513,23077,18280,26224,59975,64366,34763,67043,27234,89317,258,113,0,10071,401629,3434,6,417,13,505,4775,14032,50645
110,私立,一般大學,1022,大同大學,4578,4093,1741,11271,20719,16275,11991,19713,6253,43378,28309,109,3,26167,221892,6988,9,53,47,405,3335,5210,94877
110,私立,技專校院,1023,南臺學校財團法人南臺科技大學,45215,15114,5774,31796,72401,60089,27920,67337,24990,82840,16737,129,0,22548,1083173,29510,14,269,46,980,29046,65523,489395
110,私立,技專校院,1024,崑山科技大學,24187,22526,8445,26809,70796,50313,24067,65042,25954,35332,35741,222,1,18376,491803,14865,11,753,147,1600,14151,39729,201750
110,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,37291,24615,8294,30610,79616,50330,25169,58108,23000,54259,6987,179,2,24823,500039,33748,11,347,38,1460,92297,104921,616874
110,私立,技專校院,1026,樹德科技大學,19096,24011,9616,23419,57130,54495,25666,69450,29179,68762,22914,58,0,742,148627,21384,9,0,0,500,17707,55900,143528
110,私立,一般大學,1027,慈濟學校財團法人慈濟大學,9835,16210,16744,12980,39755,39797,20512,52420,14628,70561,58292,200,1,62398,219352,22182,12,339,9,622,13717,41353,824777
110,私立,一般大學,1028,臺北醫學大學,1150,3955,941,7011,29050,10587,5835,19250,4103,52367,20259,135,0,26565,92597,12568,0,422,23,654,27900,74294,2329511
110,私立,一般大學,1029,中山醫學大學,12102,9389,3970,12854,42910,23108,11216,27409,6303,66830,82735,120,6,24160,1166643,19793,0,108,13,429,17205,40275,1454358
110,私立,技專校院,1030,龍華科技大學,4430,21034,7106,26792,85052,45028,20445,67206,18806,65513,6054,191,0,34266,249506,7738,11,161,4,880,11580,16321,708827
110,私立,技專校院,1031,輔英科技大學,7143,15698,7168,22162,60033,35021,15612,53826,13174,36571,31264,353,0,51809,171087,9619,5,473,23,640,21323,53194,1968482
110,私立,技專校院,1032,明新學校財團法人明新科技大學,10602,11956,3931,23787,49518,35684,16376,54259,10146,73649,9029,101,17,104778,1198146,30812,9,357,11,524,11073,27357,106591
110,私立,一般大學,1033,長榮大學,15687,22406,14678,32941,60828,71360,26635,66656,25952,79946,0,221,0,67918,274387,20748,13,998,117,760,13793,47220,502477
110,私立,技專校院,1034,弘光科技大學,6171,19765,5665,19907,58594,43450,19325,65199,14633,36111,0,205,0,62333,933745,17372,10,102,3,429,21649,58769,499595
110,私立,一般大學,1035,中國醫藥大學,15781,12425,5093,14742,81369,22537,18311,43658,12897,59403,31998,135,18,35842,537937,23768,0,842,903,1044,20489,36809,479051
110,私立,技專校院,1036,健行學校財團法人健行科技大學,9155,8132,3577,19537,60227,28023,13110,27677,7654,52518,11565,205,0,80733,217356,32814,10,325,28,543,6215,21398,379838
110,私立,技專校院,1037,正修學校財團法人正修科技大學,8949,6194,1472,26112,86883,45762,15236,41919,19545,56508,10680,26,0,91380,141404,28372,10,405,23,1280,11585,32980,309097
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,13505,16596,3186,24841,76412,26621,19317,45268,18103,64768,11740,138,36,87604,54125,16219,11,349,50,479,20959,31178,173207
110,私立,一般大學,1039,玄奘大學,18369,16722,26961,12283,25570,57713,23932,45781,15444,57526,7129,144,0,33473,203156,8674,6,115,2,703,5048,13125,349701
110,私立,技專校院,1040,建國科技大學,19335,19076,7860,29453,79109,38628,24400,63630,27457,51102,0,107,5,13351,268632,18772,4,488,15,445,19081,39297,82061
110,私立,技專校院,1041,明志科技大學,4112,6203,1540,14479,29255,14307,7418,24241,8571,41886,20573,42,13,30271,1162508,3459,7,146,15,455,9320,19840,160580
110,私立,技專校院,1042,高苑科技大學,6896,14010,5835,34022,74959,42394,20079,44671,22810,44869,24742,82,3,29295,78766,25173,5,133,3,806,4796,15728,34067
110,私立,技專校院,1043,大仁科技大學,9684,12258,5784,24012,65197,33261,17399,56190,19956,34113,0,165,7,13188,288415,14006,0,394,7,870,10670,21340,204164
110,私立,技專校院,1044,聖約翰科技大學,7587,14938,12003,42211,42852,30483,19871,37076,17761,37612,0,100,6,13120,60153,12940,1,154,0,580,990,3284,29973
110,私立,技專校院,1045,嶺東科技大學,18346,19226,5027,28040,57982,63096,23311,69407,22134,50956,0,76,2,21740,393354,6185,11,481,99,787,43315,56269,304083
110,私立,技專校院,1046,中國科技大學,8726,15906,3848,38056,81300,53326,18934,56288,29504,42078,10143,43,0,0,8605,13389,6,337,60,978,10923,34139,26230
110,私立,技專校院,1047,中臺科技大學,12385,16328,7650,28189,72194,43402,16267,56262,25813,59553,0,120,0,43006,62617,17012,9,626,109,1262,15466,27798,728606
110,私立,一般大學,1048,亞洲大學,9596,38224,13368,35626,85411,89065,33034,105231,26351,104606,25779,221,0,47585,1042929,12905,6,495,11,516,37243,110003,437644
110,私立,一般大學,1049,開南大學,11681,17488,7410,22126,56482,87131,22047,48522,13948,78664,0,122,0,7939,135332,7108,9,317,11,1067,2640,6222,62599
110,私立,一般大學,1050,佛光大學,34648,14622,31470,7263,14286,34690,31467,47504,15873,60842,20376,103,22,27264,871514,14136,8,180,29,747,5264,15743,159195
110,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,14309,15620,5002,14580,59238,56469,21274,58048,43696,84311,20152,80,11,1629,167828,26935,9,447,113,1180,26819,63329,256772
110,私立,技專校院,1052,遠東科技大學,12023,8958,4092,49369,66057,27360,12550,43950,16527,35986,1087,37,0,17285,661695,11269,3,923,138,880,4271,16683,39458
110,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,6493,14503,7356,26312,58527,31672,14878,46379,13239,40246,18748,120,14,42336,375569,8447,6,214,2,590,7662,15897,283112
110,私立,技專校院,1054,景文科技大學,12101,12232,5514,30647,52294,51573,18518,50429,16440,65837,0,148,0,66953,100392,14569,0,234,10,361,10329,53555,180274
110,私立,技專校院,1055,中華醫事科技大學,5332,13370,5606,19216,60085,30995,13092,44595,11526,19275,19121,94,0,44951,283231,8053,3,92,22,348,10508,21185,834956
110,私立,技專校院,1056,東南科技大學,7750,14356,4188,25628,49441,29759,15452,37832,16711,28466,733,94,0,17560,41079,7616,4,157,5,542,4556,4197,149500
110,私立,技專校院,1057,德明財經科技大學,19950,12186,3491,22631,47028,66068,20185,39186,15052,31459,40749,223,12,56182,186135,16021,9,848,342,359,11438,16795,264545
110,私立,一般大學,1058,明道學校財團法人明道大學,7641,17137,8058,14457,39109,33342,18295,56674,20454,42836,3544,65,0,387,88271,5300,0,456,21,300,400,4444,2266
110,私立,技專校院,1060,南開科技大學,10027,12435,3240,17465,41129,28966,19443,45915,16335,25645,24364,126,0,19383,227612,16162,7,314,33,456,4027,15580,233862
110,私立,技專校院,1061,中華學校財團法人中華科技大學,8196,8557,3443,21702,41631,22508,11485,27869,7779,52011,8192,52,0,39512,116673,4476,4,736,54,1194,9772,16814,74012
110,私立,技專校院,1062,僑光科技大學,17172,10848,3175,20259,41987,51992,16449,35918,11886,41663,17548,74,5,44270,127676,11588,10,593,116,676,37347,106295,515513
110,私立,技專校院,1063,廣亞學校財團法人育達科技大學,8574,16905,5767,24558,59004,74145,23742,67386,16700,44310,7538,72,0,48591,141317,18330,3,299,10,832,8740,27048,41945
