年度,設立別,學校類別,學校統計處代碼,學校名稱,專任教師數,全校總經費,學校承接計畫經費-小計,學校承接計畫經費-政府部門資助,學校承接計畫經費-企業部門資助,學校承接計畫經費-其他單位資助,承接計畫總經費佔全校總經費比率(%),專任教師每師平均承接計畫總經費
109,私立,一般大學,1058,明道學校財團法人明道大學,116,555457332,70054255,65786756,110000,4157499,12.61,603915.99
109,私立,技專校院,1060,南開科技大學,140,468485574,94822706,85855014,7331692,1636000,20.24,677305.04
109,私立,技專校院,1061,中華學校財團法人中華科技大學,155,626459745,48640390,36012390,12148000,480000,7.76,313808.97
109,私立,技專校院,1062,僑光科技大學,237,1008799363,91876698,63976369,23670629,4229700,9.11,387665.39
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,96,422262647,77799563,71973621,4502526,1323416,18.42,810412.11
109,私立,技專校院,1064,美和學校財團法人美和科技大學,212,685370265,90139786,82142920,4487816,3509050,13.15,425187.67
109,私立,技專校院,1065,吳鳳科技大學,145,577303881,76029295,69108018,6350000,571277,13.17,524339.97
109,私立,技專校院,1066,環球學校財團法人環球科技大學,137,445518313,48543518,42880123,2656000,3007395,10.90,354332.25
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,66,164166507,2843677,2595977,220000,27700,1.73,43086.02
109,私立,技專校院,1068,中州學校財團法人中州科技大學,88,281691330,27295744,24431713,1020200,1843831,9.69,310178.91
109,私立,技專校院,1069,修平學校財團法人修平科技大學,177,568065599,86179950,73181270,12738680,260000,15.17,486892.37
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,328,1715782109,236076762,161258246,15032284,59786232,13.76,719746.23
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,251,1024170864,73013878,61888879,9127100,1997899,7.13,290891.94
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,41,144597249,19330189,17234189,1746000,350000,13.37,471468.02
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,218,861880925,153325428,138498928,12419500,2407000,17.79,703327.65
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,267,1170929758,124469662,105579860,4040648,14849154,10.63,466178.51
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,123,427264707,53908999,45879139,7374860,655000,12.62,438284.54
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,163,736559447,40604746,31275019,1348220,7981507,5.51,249108.87
109,私立,技專校院,1078,致理學校財團法人致理科技大學,269,1145608462,152196680,121874123,25047727,5274830,13.29,565786.91
109,私立,一般大學,1079,康寧學校財團法人康寧大學,121,319513765,3323399,1089210,1026500,1207689,1.04,27466.11
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,181,549258479,23066262,5852552,15472610,1741100,4.20,127437.91
109,私立,技專校院,1081,東方學校財團法人東方設計大學,95,4153848,4153848,3458836,595012,100000,100,43724.72
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,75,288774347,18175691,12268491,5353200,554000,6.29,242342.55
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,143,544943917,71552941,62482441,5618300,3452200,13.13,500370.22
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,55,311119661,44957463,40328717,2774096,1854650,14.45,817408.42
109,私立,技專校院,1148,大漢技術學院,42,102704621,4080248,2560248,1520000,0,3.97,97148.76
109,私立,技專校院,1159,和春技術學院,48,99255404,5728057,3455465,1989592,283000,5.77,119334.52
109,私立,技專校院,1166,亞東技術學院,149,1050113155,122413619,101052760,12642710,8718149,11.66,821567.91
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,93,389640555,51322732,40641872,10680860,0,13.17,551857.33
109,私立,技專校院,1182,蘭陽技術學院,44,149362675,6133416,5843416,90000,200000,4.11,139395.82
109,私立,技專校院,1183,黎明技術學院,169,576085049,78532874,64832874,13505000,195000,13.63,464691.56
109,私立,技專校院,1185,經國管理暨健康學院,139,479092819,56492167,51539467,4043000,909700,11.79,406418.47
109,私立,技專校院,1188,大同技術學院,52,135195082,14101420,11564420,2327000,210000,10.43,271181.15
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,127,646210323,91383102,86687977,4395125,300000,14.14,719551.98
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,24,168878978,3525300,3525300,0,0,2.09,146887.50
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,145,530554118,43153670,28044858,3563374,11545438,8.13,297611.52
109,私立,技專校院,1283,仁德醫護管理專科學校,216,606451708,78334633,74395475,2660358,1278800,12.92,362660.34
109,私立,技專校院,1284,樹人醫護管理專科學校,224,673094701,105293499,102949464,295300,2048735,15.64,470060.26
109,私立,技專校院,1285,慈惠醫護管理專科學校,140,385691398,38482109,38262109,220000,0,9.98,274872.21
109,私立,技專校院,1286,耕莘健康管理專科學校,164,538604259,147763353,114719808,2398813,30644732,27.43,900996.05
109,私立,技專校院,1287,敏惠醫護管理專科學校,128,506904922,67889881,67158881,731000,0,13.39,530389.70
109,私立,技專校院,1289,育英醫護管理專科學校,70,147510197,16101300,15553800,330000,217500,10.92,230018.57
109,私立,技專校院,1291,聖母醫護管理專科學校,89,257908565,75549207,72686112,530130,2332965,29.29,848867.49
109,私立,技專校院,1292,新生醫護管理專科學校,214,497655611,15995817,15345817,650000,0,3.21,74746.81
109,私立,技專校院,1293,崇仁醫護管理專科學校,124,361533375,59926095,54372105,5433397,120593,16.58,483274.96
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,12,26361088,89746,89746,0,0,0.34,7478.83
109,私立,宗教研修學院,1R03,臺北基督學院,10,52899496,0,0,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12,20380808,2682000,2452000,0,230000,13.16,223500
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,19,59491121,0,0,0,0,0,0
109,私立,宗教研修學院,1R06,一貫道崇德學院,6,132323493,0,0,0,0,0,0
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,10,22881504,0,0,0,0,0,0
109,公立,一般大學,3002,臺北市立大學,323,1675047413,116492841,95138443,13730207,7624191,6.95,360658.95
