學年度,設立別,學校類別,學校統計處代碼,學校名稱,教師類別,編制外專任教師支給數額情形-教授-平均支給數額,編制外專任教師支給數額情形-教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-副教授-平均支給數額,編制外專任教師支給數額情形-副教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-助理教授-平均支給數額,編制外專任教師支給數額情形-助理教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-講師-平均支給數額,編制外專任教師支給數額情形-講師-與公立學校支給數額相較之比率(%)
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專案教學人員,無,無,無,無,"73,399",100,"61,736",100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專案教學人員,無,無,無,無,"72,324",100,"59,078",100
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專業技術人員,"100,165",100,無,無,"71,102",100,"58,135",100
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,專案教學人員,"49,509",49.43,"43,686",54.15,"41,501",58.63,"35,338",60.79
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,專業技術人員,無,無,無,無,無,無,"33,110",56.95
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專案教學人員,無,無,無,無,"70,717",99.91,"57,366",98.68
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專業技術人員,無,無,無,無,"69,824",98.65,"57,625",99.12
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專案教學人員,"116,825",100,無,無,"71,015",100,無,無
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專案教學人員,無,無,無,無,無,無,無,無
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專業技術人員,無,無,無,無,"71,810",100,"59,165",100
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專案教學人員,無,無,無,無,"72,324",100,"60,090",100
108,私立,技專校院,1078,致理學校財團法人致理科技大學,專案教學人員,無,無,無,無,"40,455",57.16,"31,925",54.92
108,私立,技專校院,1078,致理學校財團法人致理科技大學,專業技術人員,無,無,無,無,"40,455",57.16,"31,925",54.92
108,私立,一般大學,1079,康寧學校財團法人康寧大學,專案教學人員,"103,050",100,"85,795",100,"71,836",100,"57,561",99.01
108,私立,一般大學,1079,康寧學校財團法人康寧大學,專業技術人員,無,無,無,無,"72,282",100,無,無
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專案教學人員,無,無,無,無,"38,675",54.64,"30,385",52.27
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專業技術人員,無,無,無,無,"38,675",54.64,無,無
108,私立,技專校院,1081,東方學校財團法人東方設計大學,專案教學人員,無,無,無,無,"41,928",59.24,"35,326",60.77
108,私立,技專校院,1081,東方學校財團法人東方設計大學,專業技術人員,"56,272",56.18,無,無,"50,952",71.99,無,無
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專案教學人員,無,無,無,無,"66,936",94.57,"53,943",92.79
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專業技術人員,"85,575",85.43,"72,521",89.90,"66,036",93.30,"51,938",89.34
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專案教學人員,無,無,"75,355",93.41,"68,472",96.74,"53,673",92.32
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專業技術人員,無,無,"67,980",84.27,"65,774",92.93,"59,163",100
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專案教學人員,"101,538",100,無,無,"59,742",84.41,"45,869",78.90
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專業技術人員,無,無,"59,100",73.26,"72,840",100,無,無
108,私立,技專校院,1148,大漢技術學院,專案教學人員,無,無,"64,162",79.54,"56,222",79.43,無,無
108,私立,技專校院,1148,大漢技術學院,專業技術人員,無,無,無,無,無,無,"46,472",79.94
108,私立,技專校院,1159,和春技術學院,專案教學人員,無,無,"69,080",85.63,"54,377",76.82,"57,477",98.87
108,私立,技專校院,1159,和春技術學院,專業技術人員,無,無,"64,196",79.58,"55,089",79.58,"48,986",84.26
108,私立,技專校院,1166,亞東技術學院,專案教學人員,無,無,"46,230",57.31,"40,455",57.16,無,無
108,私立,技專校院,1166,亞東技術學院,專業技術人員,無,無,無,無,"40,455",57.16,無,無
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專案教學人員,無,無,"97,595",100,"69,000",97.49,"56,595",97.35
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專業技術人員,"93,610",93.46,無,無,"69,000",97.49,"56,595",97
108,私立,一般大學,1176,稻江科技暨管理學院,專案教學人員,無,無,無,無,"68,239",96.41,"55,047",94.69
108,私立,一般大學,1176,稻江科技暨管理學院,專業技術人員,無,無,無,無,"63,186",89.27,"55,047",94.69
108,私立,技專校院,1182,蘭陽技術學院,專業技術人員,無,無,"76,675",95,"69,000",97.49,"56,595",97.35
108,私立,技專校院,1183,黎明技術學院,專案教學人員,無,無,"79,690",98.79,"72,280",100,"58,841",100
108,私立,技專校院,1183,黎明技術學院,專業技術人員,無,無,"76,843",95,"70,738",99.94,"58,385",100
108,私立,技專校院,1185,經國管理暨健康學院,專案教學人員,"131,480",100,無,無,"72,144",100,"59,925",100
108,私立,技專校院,1185,經國管理暨健康學院,專業技術人員,無,無,無,無,"71,940",100,"61,470",100
108,私立,技專校院,1188,大同技術學院,專案教學人員,無,無,無,無,無,無,"35,554",61.16
108,私立,技專校院,1188,大同技術學院,專業技術人員,無,無,無,無,"42,192",59.61,"35,554",61.16
108,私立,技專校院,1192,臺灣觀光學院,專案教學人員,無,無,"70,760",87.72,"56,501",79.83,"54,544",93.82
108,私立,技專校院,1192,臺灣觀光學院,專業技術人員,無,無,無,無,"40,903",57.79,"34,225",58.87
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專案教學人員,"116,825",100,"93,132",100,"76,440",100,"80,430",100
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專業技術人員,無,無,無,無,無,無,無,無
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專案教學人員,"116,825",100,"99,535",100,"71,810",100,無,無
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專業技術人員,無,無,無,無,無,無,無,無
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"59,163",100
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
108,私立,技專校院,1283,仁德醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"58,135",100
108,私立,技專校院,1283,仁德醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
108,私立,技專校院,1284,樹人醫護管理專科學校,專案教學人員,無,無,無,無,"70,910",100,"54,138",93.12
108,私立,技專校院,1285,慈惠醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"57,355",98.66
108,私立,技專校院,1285,慈惠醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"57,355",98.66
108,私立,技專校院,1286,耕莘健康管理專科學校,專案教學人員,無,無,無,無,"71,810",100,"58,135",100
108,私立,技專校院,1287,敏惠醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"56,732",97.59
108,私立,技專校院,1289,育英醫護管理專科學校,專案教學人員,無,無,無,無,"55,247",78.05,"44,955",77.33
108,私立,技專校院,1291,聖母醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"60,440",100
108,私立,技專校院,1292,新生醫護管理專科學校,專案教學人員,無,無,無,無,"68,363",96.59,"53,755",92.47
108,私立,技專校院,1293,崇仁醫護管理專科學校,專案教學人員,無,無,無,無,"69,180",97.74,"50,191",86.34
108,私立,技專校院,1293,崇仁醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"49,934",85.89
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專案教學人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專業技術人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R03,臺北基督學院,專案教學人員,"100,275",100,無,無,"69,438",98.10,無,無
108,私立,宗教研修學院,1R03,臺北基督學院,專業技術人員,無,無,無,無,"67,106",94.81,無,無
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專案教學人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專業技術人員,無,無,無,無,"69,880",98.73,無,無
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專案教學人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專業技術人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R06,一貫道崇德學院,專案教學人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R06,一貫道崇德學院,專業技術人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專案教學人員,無,無,無,無,無,無,無,無
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專業技術人員,無,無,無,無,無,無,無,無
108,公立,一般大學,3002,臺北市立大學,專案教學人員,無,無,無,無,"74,073",100,無,無
108,公立,一般大學,3002,臺北市立大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0001,國立政治大學,專案教學人員,"149,775",100,"99,535",100,"75,362",100,"65,554",100
109,公立,一般大學,0001,國立政治大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0002,國立清華大學,專案教學人員,"114,021",100,"99,535",100,"76,024",100,"70,776",100
109,公立,一般大學,0002,國立清華大學,專業技術人員,"116,825",100,無,無,無,無,無,無
109,公立,一般大學,0003,國立臺灣大學,專案教學人員,"116,825",100,"87,988",100,"85,530",100,"61,993",100
109,公立,一般大學,0003,國立臺灣大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0004,國立臺灣師範大學,專案教學人員,無,無,無,無,"73,115",100,"66,662",100
109,公立,一般大學,0004,國立臺灣師範大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0005,國立成功大學,專案教學人員,無,無,"86,500",100,"77,504",100,"64,727",100
109,公立,一般大學,0005,國立成功大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0006,國立中興大學,專案教學人員,"116,825",100,無,無,"84,439",100,無,無
109,公立,一般大學,0006,國立中興大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0007,國立陽明交通大學,專案教學人員,"141,659",100,無,無,"80,544",100,"70,282",100
109,公立,一般大學,0007,國立陽明交通大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0008,國立中央大學,專案教學人員,"116,825",100,"91,305",100,"79,801",100,"70,559",100
109,公立,一般大學,0008,國立中央大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0009,國立中山大學,專案教學人員,"111,272",100,"89,930",100,"73,852",100,無,無
109,公立,一般大學,0009,國立中山大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0012,國立臺灣海洋大學,專案教學人員,無,無,無,無,"74,749",100,"71,513",100
109,公立,一般大學,0012,國立臺灣海洋大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0013,國立中正大學,專案教學人員,"116,825",100,無,無,"79,670",100,"69,660",100
109,公立,一般大學,0013,國立中正大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0014,國立高雄師範大學,專案教學人員,無,無,無,無,"75,240",100,無,無
109,公立,一般大學,0014,國立高雄師範大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0015,國立彰化師範大學,專案教學人員,無,無,"85,310",100,"76,260",100,無,無
109,公立,一般大學,0015,國立彰化師範大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0016,國立陽明大學,專案教學人員,"108,463",100,"84,169",100,"75,635",100,"61,736",100
109,公立,一般大學,0016,國立陽明大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0017,國立臺北大學,專案教學人員,"116,825",100,無,無,"77,296",100,"64,310",100
109,公立,一般大學,0017,國立臺北大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0018,國立嘉義大學,專案教學人員,無,無,無,無,"77,332",100,"61,223",100
109,公立,一般大學,0018,國立嘉義大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0019,國立高雄大學,專案教學人員,無,無,無,無,"77,331",100,"62,765",100
109,公立,一般大學,0019,國立高雄大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0020,國立東華大學,專案教學人員,無,無,"86,500",100,"76,154",100,"63,435",100
109,公立,一般大學,0020,國立東華大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0021,國立暨南國際大學,專案教學人員,無,無,無,無,"76,004",100,"64,423",100
109,公立,一般大學,0021,國立暨南國際大學,專業技術人員,無,無,無,無,"74,895",100,"59,165",100
109,公立,技專校院,0022,國立臺灣科技大學,專案教學人員,"141,154",100,"90,932",100,"78,066",100,"58,895",100
109,公立,技專校院,0022,國立臺灣科技大學,專業技術人員,"119,207",100,"82,670",100,"72,701",100,"59,165",100
109,公立,技專校院,0022,國立臺灣科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0023,國立雲林科技大學,專案教學人員,"100,165",100,"91,029",100,"77,129",100,"64,557",100
109,公立,技專校院,0023,國立雲林科技大學,專業技術人員,無,無,無,無,"74,895",100,無,無
109,公立,技專校院,0023,國立雲林科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0024,國立屏東科技大學,專案教學人員,無,無,"92,333",100,"74,714",100,"61,285",100
109,公立,技專校院,0024,國立屏東科技大學,專業技術人員,無,無,無,無,"71,810",100,無,無
109,公立,技專校院,0024,國立屏東科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0025,國立臺北科技大學,專案教學人員,無,無,無,無,"74,838",100,"59,227",100
109,公立,技專校院,0025,國立臺北科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0025,國立臺北科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,一般大學,0028,國立臺北藝術大學,專案教學人員,"102,225",100,"81,700",100,"72,840",100,無,無
109,公立,一般大學,0028,國立臺北藝術大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0029,國立臺灣藝術大學,專案教學人員,"105,718",100,"81,185",100,"71,745",100,無,無
109,公立,一般大學,0029,國立臺灣藝術大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0030,國立臺東大學,專案教學人員,無,無,無,無,"76,955",100,"59,678",100
109,公立,一般大學,0030,國立臺東大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0031,國立宜蘭大學,專案教學人員,無,無,無,無,"84,845",100,無,無
109,公立,一般大學,0031,國立宜蘭大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0032,國立聯合大學,專案教學人員,無,無,"83,760",100,"74,836",100,"69,625",100
109,公立,一般大學,0032,國立聯合大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0033,國立虎尾科技大學,專案教學人員,無,無,"94,735",100,"77,884",100,"64,538",100
109,公立,技專校院,0033,國立虎尾科技大學,專業技術人員,無,無,無,無,"70,780",100,無,無
109,公立,技專校院,0033,國立虎尾科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,一般大學,0035,國立臺南藝術大學,專案教學人員,"100,165",100,無,無,"71,810",100,"66,365",100
109,公立,一般大學,0035,國立臺南藝術大學,專業技術人員,無,無,"87,875",100,"70,780",100,無,無
109,公立,一般大學,0036,國立臺南大學,專案教學人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0036,國立臺南大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0037,國立臺北教育大學,專案教學人員,無,無,"99,535",100,"77,753",100,"60,191",100
109,公立,一般大學,0037,國立臺北教育大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0039,國立臺中教育大學,專案教學人員,無,無,無,無,"74,454",100,"58,135",100
109,公立,一般大學,0039,國立臺中教育大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0042,國立澎湖科技大學,專案教學人員,無,無,"89,245",100,"74,788",100,"63,623",100
109,公立,技專校院,0042,國立澎湖科技大學,專業技術人員,無,無,"86,500",100,無,無,無,無
109,公立,技專校院,0042,國立澎湖科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0043,國立勤益科技大學,專案教學人員,無,無,"93,590",100,"75,967",100,無,無
109,公立,技專校院,0043,國立勤益科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0043,國立勤益科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,一般大學,0044,國立體育大學,專案教學人員,無,無,無,無,無,無,無,無
109,公立,一般大學,0044,國立體育大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0046,國立臺北護理健康大學,專案教學人員,無,無,"82,730",100,"75,582",100,"72,195",100
109,公立,技專校院,0046,國立臺北護理健康大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0046,國立臺北護理健康大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0047,國立高雄餐旅大學,專案教學人員,無,無,無,無,"72,239",100,"60,707",100
109,公立,技專校院,0047,國立高雄餐旅大學,專業技術人員,"103,595",100,"85,358",100,"70,986",100,"58,135",100
109,公立,技專校院,0047,國立高雄餐旅大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,一般大學,0048,國立金門大學,專案教學人員,無,無,"84,958",100,"77,312",100,無,無
109,公立,一般大學,0048,國立金門大學,專業技術人員,無,無,無,無,無,無,"66,365",100
109,公立,一般大學,0049,國立臺灣體育運動大學,專案教學人員,無,無,無,無,無,無,"58,135",100
109,公立,一般大學,0049,國立臺灣體育運動大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0050,國立臺中科技大學,專案教學人員,無,無,"91,990",100,"79,589",100,"73,671",100
109,公立,技專校院,0050,國立臺中科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0050,國立臺中科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0051,國立臺北商業大學,專案教學人員,無,無,無,無,"73,156",100,"60,708",100
109,公立,技專校院,0051,國立臺北商業大學,專業技術人員,無,無,無,無,"70,780",100,無,無
109,公立,技專校院,0051,國立臺北商業大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,一般大學,0052,國立屏東大學,專案教學人員,無,無,無,無,"75,720",100,"67,395",100
109,公立,一般大學,0052,國立屏東大學,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0053,國立高雄科技大學,專案教學人員,"100,165",100,"82,043",100,"72,684",100,"61,793",100
109,公立,技專校院,0053,國立高雄科技大學,專業技術人員,無,無,無,無,無,無,"59,165",100
109,公立,技專校院,0053,國立高雄科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0144,國立臺灣戲曲學院,專案教學人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0144,國立臺灣戲曲學院,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0144,國立臺灣戲曲學院,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0221,國立臺南護理專科學校,專案教學人員,無,無,無,無,"83,470",100,"51,816",89.13
109,公立,技專校院,0221,國立臺南護理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0221,國立臺南護理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,公立,技專校院,0222,國立臺東專科學校,專案教學人員,無,無,無,無,"80,040",100,"66,880",100
109,公立,技專校院,0222,國立臺東專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,公立,技專校院,0222,國立臺東專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1001,東海大學,專案教學人員,"115,293",100,無,無,"97,240",100,"61,608",100
109,私立,一般大學,1001,東海大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1002,輔仁大學,專案教學人員,"147,720",100,"78,615",97.45,"70,780",100,"58,135",100
109,私立,一般大學,1002,輔仁大學,專業技術人員,"100,165",100,"78,615",97.45,"70,780",100,"58,135",100
109,私立,一般大學,1003,東吳大學,專案教學人員,"116,825",100,"99,535",100,"73,082",100,"59,165",100
109,私立,一般大學,1003,東吳大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1004,中原大學,專案教學人員,"116,825",100,"114,987",100,"76,192",100,"58,478",100
109,私立,一般大學,1004,中原大學,專業技術人員,無,無,無,無,"70,780",100,無,無
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,專案教學人員,"105,718",100,"100,165",100,"72,073",100,無,無
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1006,中國文化大學,專案教學人員,"104,596",100,"84,701",100,"73,170",100,"58,135",100
109,私立,一般大學,1006,中國文化大學,專業技術人員,無,無,無,無,"72,840",100,無,無
109,私立,一般大學,1007,逢甲大學,專案教學人員,"98,495",98.33,"60,000",74.38,"55,600",78.55,"59,507",100
109,私立,一般大學,1007,逢甲大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1008,靜宜大學,專案教學人員,無,無,"86,500",100,"73,079",100,"61,518",100
109,私立,一般大學,1008,靜宜大學,專業技術人員,無,無,"80,670",100,無,無,"59,165",100
109,私立,一般大學,1009,長庚大學,專案教學人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1009,長庚大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1010,元智大學,專案教學人員,"116,825",100,無,無,"76,212",100,"65,233",100
109,私立,一般大學,1010,元智大學,專業技術人員,無,無,無,無,"75,182",100,無,無
109,私立,一般大學,1011,中華大學學校財團法人中華大學,專案教學人員,"116,825",100,無,無,"82,556",100,"61,220",100
109,私立,一般大學,1011,中華大學學校財團法人中華大學,專業技術人員,無,無,"86,500",100,"76,955",100,無,無
109,私立,一般大學,1012,大葉大學,專案教學人員,"103,050",100,"86,723",100,"70,910",100,"58,655",100
109,私立,一般大學,1012,大葉大學,專業技術人員,無,無,"79,690",98.79,"69,880",98.73,"57,355",98.66
109,私立,一般大學,1013,華梵大學,專案教學人員,無,無,"82,730",100,"71,810",100,"59,678",100
109,私立,一般大學,1013,華梵大學,專業技術人員,無,無,無,無,無,無,"58,135",100
109,私立,一般大學,1014,義守大學,專案教學人員,"116,825",100,"90,519",100,"76,452",100,"59,972",100
109,私立,一般大學,1014,義守大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1015,世新大學,專案教學人員,"112,598",100,"87,358",100,"72,838",100,無,無
109,私立,一般大學,1015,世新大學,專業技術人員,無,無,無,無,"71,981",100,無,無
109,私立,一般大學,1016,銘傳大學,專案教學人員,"111,404",100,無,無,"71,766",100,"58,135",100
109,私立,一般大學,1016,銘傳大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1017,實踐大學,專案教學人員,"108,495",100,"91,029",100,"72,232",100,"59,446",100
109,私立,一般大學,1017,實踐大學,專業技術人員,無,無,"80,158",99.36,"70,874",100,"58,135",100
109,私立,技專校院,1018,朝陽科技大學,專案教學人員,無,無,無,無,"71,707",100,"58,135",100
109,私立,技專校院,1018,朝陽科技大學,專業技術人員,"100,165",100,"80,670",100,"70,952",100,"58,135",100
109,私立,技專校院,1018,朝陽科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1019,高雄醫學大學,專案教學人員,"114,003",100,"99,535",100,"77,395",100,"80,430",100
109,私立,一般大學,1019,高雄醫學大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1020,南華大學,專案教學人員,無,無,"99,535",100,"72,839",100,"80,430",100
109,私立,一般大學,1020,南華大學,專業技術人員,無,無,無,無,"72,581",100,無,無
109,私立,一般大學,1021,真理大學,專案教學人員,無,無,無,無,"68,095",96.21,無,無
109,私立,一般大學,1021,真理大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1022,大同大學,專案教學人員,"116,825",100,無,無,"70,223",99.21,"57,355",98.66
109,私立,一般大學,1022,大同大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專案教學人員,無,無,無,無,"74,380",100,"58,478",100
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專業技術人員,無,無,無,無,"70,780",100,無,無
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1024,崑山科技大學,專案教學人員,無,無,無,無,"73,182",100,"59,163",100
109,私立,技專校院,1024,崑山科技大學,專業技術人員,無,無,無,無,"71,638",100,無,無
109,私立,技專校院,1024,崑山科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專案教學人員,無,無,無,無,"74,895",100,"69,682",100
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專業技術人員,無,無,無,無,"80,725",100,"64,310",100
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1026,樹德科技大學,專案教學人員,無,無,"86,639",100,"72,558",100,"59,850",100
109,私立,技專校院,1026,樹德科技大學,專業技術人員,無,無,無,無,"69,699",98.47,無,無
109,私立,技專校院,1026,樹德科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,專案教學人員,無,無,無,無,"77,068",100,"61,479",100
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1028,臺北醫學大學,專案教學人員,無,無,無,無,"75,102",100,無,無
109,私立,一般大學,1028,臺北醫學大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1029,中山醫學大學,專案教學人員,"111,145",100,"82,730",100,"72,324",100,"59,106",100
109,私立,一般大學,1029,中山醫學大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1030,龍華科技大學,專案教學人員,"100,165",100,"80,670",100,"70,780",100,"58,135",100
109,私立,技專校院,1030,龍華科技大學,專業技術人員,無,無,無,無,"70,780",100,無,無
109,私立,技專校院,1030,龍華科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1031,輔英科技大學,專案教學人員,無,無,無,無,"73,556",100,"58,135",100
109,私立,技專校院,1031,輔英科技大學,專業技術人員,無,無,"80,670",100,"71,707",100,無,無
109,私立,技專校院,1031,輔英科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1032,明新學校財團法人明新科技大學,專案教學人員,無,無,"78,730",97.60,"70,030",98.94,"54,907",94.45
109,私立,技專校院,1032,明新學校財團法人明新科技大學,專業技術人員,無,無,"78,730",97.60,"51,597",72.90,"56,595",97.35
109,私立,技專校院,1032,明新學校財團法人明新科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1033,長榮大學,專案教學人員,"97,988",97.83,無,無,"71,749",100,無,無
109,私立,一般大學,1033,長榮大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1034,弘光科技大學,專案教學人員,無,無,"80,670",100,"71,810",100,"58,135",100
109,私立,技專校院,1034,弘光科技大學,專業技術人員,"128,400",100,"80,670",100,"70,780",100,"58,135",100
