學年度,設立別,學校類別,學校統計處代碼,學校名稱,人事費支出(含退休撫卹+超額年金)金額,人事費支出(含退休撫卹+超額年金)(%),業務費(不含折舊及攤銷)金額,業務費(不含折舊及攤銷)(%),折舊及攤銷金額,折舊及攤銷(%),獎學金支出金額,獎學金支出(%),補助弱勢清寒學生之助學性支出金額,補助弱勢清寒學生之助學性支出(%),建築物及設備之維護費用金額,建築物及設備之維護費用(%),利息費用金額,利息費用(%),各項投資、基金及附屬機構損失金額,各項投資、基金及附屬機構損失(%),其他校務支出金額,其他校務支出(%),合計金額,合計(%)
109,私立,一般大學,1003,東吳大學,1414611,63.27,350946,15.70,194395,8.69,36259,1.62,127579,5.71,92475,4.14,17,0,1665,0.07,17948,0.80,2235895,100
109,私立,一般大學,1004,中原大學,1579330,51.90,753368,24.76,349133,11.47,42530,1.40,165913,5.45,111939,3.68,1209,0.04,437,0.01,38922,1.28,3042781,100
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,2097093,62.86,651532,19.53,279545,8.38,97062,2.91,107452,3.22,74122,2.22,0,0,0,0,29418,0.88,3336223,100
109,私立,一般大學,1006,中國文化大學,2091492,61.80,522090,15.43,336449,9.94,52538,1.55,240351,7.10,128464,3.80,0,0,438,0.01,12427,0.37,3384249,100
109,私立,一般大學,1007,逢甲大學,2036346,55.28,735449,19.97,313601,8.51,42503,1.15,256874,6.97,197543,5.36,25966,0.70,0,0,75179,2.04,3683461,100
109,私立,一般大學,1008,靜宜大學,1014193,57.40,302979,17.15,153370,8.68,20536,1.16,167304,9.47,67633,3.83,1240,0.07,10717,0.61,29057,1.64,1767029,100
109,私立,一般大學,1009,長庚大學,2217833,57.18,769862,19.85,568649,14.66,34943,0.90,65297,1.68,196221,5.06,0,0,0,0,25659,0.66,3878465,100
109,私立,一般大學,1010,元智大學,991405,56.84,355571,20.39,120569,6.91,36193,2.08,70941,4.07,69519,3.99,0,0,0,0,100010,5.73,1744207,100
109,私立,一般大學,1011,中華大學學校財團法人中華大學,535119,58.97,188040,20.72,96282,10.61,8117,0.89,50605,5.58,24393,2.69,584,0.06,0,0,4227,0.47,907367,100
109,私立,一般大學,1012,大葉大學,693134,57.66,225740,18.78,135345,11.26,20530,1.71,76733,6.38,33611,2.80,914,0.08,0,0,16058,1.34,1202065,100
109,私立,一般大學,1013,華梵大學,168228,38.66,143931,33.08,82256,18.90,16232,3.73,15606,3.59,7928,1.82,0,0,0,0,939,0.22,435120,100
109,私立,一般大學,1014,義守大學,1246091,52.15,725234,30.35,209625,8.77,36236,1.52,101621,4.25,40499,1.69,0,0,0,0,30319,1.27,2389625,100
109,私立,一般大學,1015,世新大學,832044,48.98,322006,18.96,204064,12.01,17694,1.04,60992,3.59,20833,1.23,0,0,206945,12.18,34028,2,1698606,100
109,私立,一般大學,1016,銘傳大學,1573374,62.60,421429,16.77,168607,6.71,90679,3.61,77463,3.08,64730,2.58,1,0,0,0,117055,4.66,2513339,100
109,私立,一般大學,1017,實踐大學,892665,56.25,284845,17.95,196732,12.40,14053,0.89,94349,5.95,68438,4.31,1050,0.07,0,0,34895,2.20,1587027,100
109,私立,技專校院,1018,朝陽科技大學,1057422,52.25,495539,24.49,155386,7.68,47307,2.34,92260,4.56,122864,6.07,0,0,36026,1.78,16910,0.84,2023715,100
109,私立,一般大學,1019,高雄醫學大學,1551092,59.26,661517,25.27,159295,6.09,36654,1.40,44759,1.71,52286,2,93,0,43740,1.67,68029,2.60,2617465,100
109,私立,一般大學,1020,南華大學,571446,50.73,130305,11.57,144947,12.87,56445,5.01,187146,16.61,28603,2.54,0,0,0,0,7513,0.67,1126405,100
109,私立,一般大學,1021,真理大學,472685,67.32,74405,10.60,97765,13.92,14666,2.09,24537,3.49,8269,1.18,2836,0.40,0,0,6993,1,702154,100
109,私立,一般大學,1022,大同大學,348590,50.06,187567,26.94,86205,12.38,6918,0.99,24168,3.47,39106,5.62,0,0,0,0,3725,0.54,696279,100
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1210424,52.02,584822,25.14,328053,14.10,112139,4.82,51353,2.21,28739,1.24,0,0,6328,0.27,4807,0.21,2326664,100
109,私立,技專校院,1024,崑山科技大學,681844,39.45,579892,33.55,280942,16.25,24515,1.42,86314,4.99,69080,4,0,0,0,0,5908,0.34,1728496,100
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,776326,48.10,453857,28.12,254977,15.80,3104,0.19,49067,3.04,57393,3.56,10476,0.65,0,0,8902,0.55,1614103,100
109,私立,技專校院,1026,樹德科技大學,613772,45.54,380304,28.22,146215,10.85,24065,1.79,95340,7.07,66980,4.97,0,0,0,0,20958,1.56,1347635,100
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,757855,55.49,249977,18.30,190732,13.97,39199,2.87,76402,5.59,30750,2.25,0,0,7300,0.53,13523,0.99,1365737,100
109,私立,一般大學,1028,臺北醫學大學,1982315,47.84,1481914,35.77,359364,8.67,119790,2.89,53293,1.29,91059,2.20,8130,0.20,3529,0.09,43901,1.06,4143296,100
109,私立,一般大學,1029,中山醫學大學,839617,51.36,417032,25.51,152317,9.32,6276,0.38,65849,4.03,28219,1.73,8072,0.49,0,0,117354,7.18,1634734,100
109,私立,技專校院,1030,龍華科技大學,635949,52.04,288398,23.60,178019,14.57,8427,0.69,33475,2.74,73001,5.97,1460,0.12,43,0,3214,0.26,1221985,100
109,私立,技專校院,1031,輔英科技大學,642774,56.98,313582,27.80,99430,8.81,14599,1.29,19734,1.75,19805,1.76,0,0,0,0,18220,1.62,1128144,100
109,私立,技專校院,1032,明新學校財團法人明新科技大學,790873,58.44,233423,17.25,172454,12.74,13713,1.01,63269,4.68,45986,3.40,2213,0.16,0,0,31403,2.32,1353334,100
109,私立,一般大學,1033,長榮大學,860844,68.34,192728,15.30,86423,6.86,11772,0.93,65542,5.20,30881,2.45,117,0.01,0,0,11400,0.90,1259707,100
109,私立,技專校院,1034,弘光科技大學,862517,54.71,343503,21.79,201180,12.76,13314,0.84,77516,4.92,26410,1.68,0,0,0,0,52184,3.31,1576623,100
109,私立,一般大學,1035,中國醫藥大學,1296860,52.70,772504,31.39,173708,7.06,23525,0.96,55390,2.25,22670,0.92,5269,0.21,0,0,110777,4.50,2460703,100
109,私立,技專校院,1036,健行學校財團法人健行科技大學,602994,47.57,302413,23.86,245301,19.35,9792,0.77,51950,4.10,19829,1.56,0,0,0,0,35277,2.78,1267557,100
109,私立,技專校院,1037,正修學校財團法人正修科技大學,1175276,55,511069,23.92,280002,13.10,21816,1.02,90490,4.23,51392,2.40,0,0,0,0,6952,0.33,2136998,100
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,501877,51.83,201931,20.86,120322,12.43,9892,1.02,73930,7.64,27977,2.89,1590,0.16,0,0,30730,3.17,968249,100
109,私立,一般大學,1039,玄奘大學,230047,53.47,81833,19.02,71508,16.62,1749,0.41,31950,7.43,12391,2.88,0,0,0,0,754,0.18,430232,100
109,私立,技專校院,1040,建國科技大學,461620,61.13,112538,14.90,106091,14.05,7457,0.99,36130,4.78,14208,1.88,2201,0.29,0,0,14927,1.98,755172,100
109,私立,技專校院,1041,明志科技大學,614947,41.10,293279,19.60,400987,26.80,30202,2.02,64676,4.32,73796,4.93,0,0,0,0,18176,1.21,1496063,100
109,私立,技專校院,1042,高苑科技大學,361973,63.87,86698,15.30,52899,9.33,5968,1.05,34946,6.17,9607,1.70,11,0,0,0,14666,2.59,566768,100
109,私立,技專校院,1043,大仁科技大學,397989,56.16,163115,23.02,93397,13.18,13040,1.84,11528,1.63,21594,3.05,0,0,0,0,8067,1.14,708729,100
109,私立,技專校院,1044,聖約翰科技大學,241679,58.28,64495,15.55,75957,18.32,4418,1.07,12025,2.90,7256,1.75,0,0,0,0,8859,2.14,414690,100
109,私立,技專校院,1045,嶺東科技大學,606650,57.19,188516,17.77,167192,15.76,6597,0.62,29921,2.82,41763,3.94,2871,0.27,0,0,17335,1.63,1060844,100
109,私立,技專校院,1046,中國科技大學,560273,58.84,171414,18,134476,14.12,8716,0.92,45141,4.74,22399,2.35,0,0,0,0,9838,1.03,952257,100
109,私立,技專校院,1047,中臺科技大學,606891,66.50,142718,15.64,93400,10.23,21137,2.32,26420,2.89,19311,2.12,108,0.01,0,0,2646,0.29,912631,100
109,私立,一般大學,1048,亞洲大學,942581,58.03,406314,25.01,127090,7.82,26232,1.61,71945,4.43,41825,2.57,0,0,0,0,8301,0.51,1624287,100
109,私立,一般大學,1049,開南大學,408094,58.31,135857,19.41,53665,7.67,52378,7.48,19145,2.74,17028,2.43,0,0,0,0,13688,1.96,699856,100
109,私立,一般大學,1050,佛光大學,410562,52.30,136321,17.37,91842,11.70,16653,2.12,97193,12.38,29914,3.81,0,0,0,0,2493,0.32,784977,100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,718943,59.70,230882,19.17,144352,11.99,7554,0.63,42214,3.51,32288,2.68,0,0,525,0.04,27411,2.28,1204169,100
109,私立,技專校院,1052,遠東科技大學,400117,59.53,133219,19.82,73620,10.95,1413,0.21,57585,8.57,4778,0.71,0,0,0,0,1347,0.20,672079,100
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,395564,55.61,151323,21.27,101351,14.25,4570,0.64,36775,5.17,19182,2.70,0,0,0,0,2567,0.36,711333,100
109,私立,技專校院,1054,景文科技大學,366037,55.04,149366,22.46,77328,11.63,5669,0.85,32367,4.87,17917,2.69,0,0,0,0,16392,2.46,665077,100
109,私立,技專校院,1055,中華醫事科技大學,512384,57.59,190533,21.42,109801,12.34,5760,0.65,33771,3.80,32006,3.60,0,0,0,0,5409,0.61,889666,100
109,私立,技專校院,1056,東南科技大學,358471,53.50,143926,21.48,92026,13.73,33324,4.97,17535,2.62,24153,3.60,0,0,0,0,644,0.10,670079,100
109,私立,技專校院,1057,德明財經科技大學,485060,61.18,123781,15.61,76215,9.61,7230,0.91,79711,10.05,16477,2.08,0,0,0,0,4392,0.55,792865,100
109,私立,一般大學,1058,明道學校財團法人明道大學,225822,45.28,149937,30.07,57786,11.59,33374,6.69,7915,1.59,11299,2.27,2333,0.47,616,0.12,9618,1.93,498701,100
109,私立,技專校院,1060,南開科技大學,296094,57.39,84535,16.38,63055,12.22,9474,1.84,38134,7.39,15869,3.08,0,0,0,0,8811,1.71,515974,100
109,私立,技專校院,1061,中華學校財團法人中華科技大學,328325,53.67,140666,22.99,97421,15.92,4002,0.65,25537,4.17,11528,1.88,136,0.02,3186,0.52,976,0.16,611777,100
109,私立,技專校院,1062,僑光科技大學,483969,57.13,116389,13.74,122424,14.45,8788,1.04,25352,2.99,84766,10.01,0,0,0,0,5491,0.65,847179,100
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,242837,54.80,88012,19.86,57904,13.07,10648,2.40,10931,2.47,16191,3.65,0,0,0,0,16635,3.75,443158,100
109,私立,技專校院,1064,美和學校財團法人美和科技大學,384088,55.28,157289,22.64,77678,11.18,35850,5.16,17856,2.57,11156,1.61,0,0,0,0,10918,1.57,694834,100
109,私立,技專校院,1065,吳鳳科技大學,315429,55.63,106016,18.70,85821,15.14,26631,4.70,17618,3.11,8914,1.57,0,0,0,0,6581,1.16,567011,100
109,私立,技專校院,1066,環球學校財團法人環球科技大學,233348,48.46,93503,19.42,82057,17.04,34290,7.12,25935,5.39,7059,1.47,3709,0.77,0,0,1591,0.33,481493,100
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,127238,51.87,25065,10.22,44599,18.18,887,0.36,15510,6.32,5165,2.11,0,0,26427,10.77,427,0.17,245318,100
109,私立,技專校院,1068,中州學校財團法人中州科技大學,160668,45.16,114611,32.21,62682,17.62,2089,0.59,7376,2.07,4766,1.34,717,0.20,0,0,2890,0.81,355798,100
109,私立,技專校院,1069,修平學校財團法人修平科技大學,406007,63.44,103652,16.20,74350,11.62,2786,0.44,34206,5.34,8446,1.32,0,0,0,0,10577,1.65,640024,100
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,758275,49.69,303256,19.87,247459,16.22,4283,0.28,29247,1.92,175101,11.47,0,0,4349,0.28,4055,0.27,1526024,100
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,520180,61.02,122710,14.40,134620,15.79,12576,1.48,26749,3.14,18976,2.23,0,0,0,0,16602,1.95,852414,100
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,94974,40.24,42552,18.03,84455,35.78,5495,2.33,1135,0.48,6581,2.79,26,0.01,0,0,814,0.34,236030,100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,394817,46.88,259571,30.82,117921,14,2850,0.34,31362,3.72,33355,3.96,0,0,0,0,2266,0.27,842141,100
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,630588,60.41,197812,18.95,89991,8.62,16035,1.54,71033,6.80,25559,2.45,0,0,0,0,12850,1.23,1043867,100
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,265726,60.15,94312,21.35,44430,10.06,1561,0.35,21421,4.85,5519,1.25,0,0,0,0,8804,1.99,441773,100
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,345706,46.47,158090,21.25,111052,14.93,16604,2.23,94040,12.64,12919,1.74,0,0,0,0,5491,0.74,743902,100
109,私立,技專校院,1078,致理學校財團法人致理科技大學,596261,59.29,224187,22.29,117505,11.68,9191,0.91,34437,3.42,17557,1.75,0,0,0,0,6605,0.66,1005744,100
109,私立,一般大學,1079,康寧學校財團法人康寧大學,213325,56.21,59001,15.55,90650,23.89,1921,0.51,6631,1.75,5257,1.39,382,0.10,0,0,2317,0.61,379483,100
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,343918,62.50,88972,16.17,64922,11.80,7257,1.32,12959,2.35,29670,5.39,0,0,0,0,2575,0.47,550272,100
109,私立,技專校院,1081,東方學校財團法人東方設計大學,166390,53.67,66253,21.37,55808,18,2719,0.88,8564,2.76,4948,1.60,0,0,0,0,5349,1.73,310032,100
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,131641,24.03,80430,14.68,40108,7.32,10569,1.93,21564,3.94,4140,0.76,0,0,0,0,259352,47.34,547805,100
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,279658,49.81,136449,24.30,92065,16.40,4450,0.79,19653,3.50,22861,4.07,1364,0.24,0,0,4978,0.89,561478,100
109,私立,技專校院,1084,亞東學校財團法人亞東科技大學,360500,47.39,190842,25.09,131657,17.31,12903,1.70,16657,2.19,31565,4.15,0,0,0,0,16623,2.19,760747,100
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,155207,46.87,81693,24.67,41273,12.46,24990,7.55,20443,6.17,5924,1.79,0,0,0,0,1626,0.49,331156,100
109,私立,技專校院,1148,大漢技術學院,73687,48.12,30698,20.04,31228,20.39,1126,0.73,9828,6.42,2644,1.73,0,0,0,0,3937,2.57,153147,100
109,私立,技專校院,1159,和春技術學院,61466,41.77,31303,21.27,48178,32.74,69,0.05,2465,1.68,2671,1.81,0,0,0,0,1013,0.69,147165,100
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,196224,51.95,89931,23.81,53813,14.25,4622,1.22,14108,3.73,12941,3.43,2,0,0,0,6100,1.61,377740,100
109,私立,一般大學,1176,稻江科技暨管理學院,67058,48.30,28890,20.81,27486,19.80,2228,1.60,2704,1.95,3998,2.88,0,0,0,0,6482,4.67,138847,100
109,私立,技專校院,1182,蘭陽技術學院,74306,47.04,20671,13.09,44946,28.45,1225,0.78,6420,4.06,3667,2.32,0,0,0,0,6741,4.27,157975,100
109,私立,技專校院,1183,黎明技術學院,339173,56.02,94744,15.65,85775,14.17,30873,5.10,42172,6.97,5745,0.95,0,0,0,0,6979,1.15,605461,100
109,私立,技專校院,1185,經國管理暨健康學院,283901,56.88,82027,16.43,97514,19.54,1983,0.40,16391,3.28,14426,2.89,723,0.14,0,0,2185,0.44,499150,100
109,私立,技專校院,1188,大同技術學院,72054,44.31,42442,26.10,29867,18.37,7771,4.78,5452,3.35,1763,1.08,0,0,0,0,3255,2,162604,100
109,私立,技專校院,1192,臺灣觀光學院,31753,47.99,12099,18.29,18020,27.23,444,0.67,2033,3.07,1202,1.82,0,0,0,0,616,0.93,66167,100
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,285190,52.44,134996,24.82,95943,17.64,4563,0.84,4337,0.80,17251,3.17,0,0,0,0,1510,0.28,543791,100
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,88950,51.50,30419,17.61,36470,21.12,205,0.12,8069,4.67,8491,4.92,0,0,0,0,111,0.06,172715,100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,259947,46.36,137683,24.55,89171,15.90,1544,0.28,15375,2.74,15273,2.72,1653,0.29,0,0,40092,7.15,560738,100
109,私立,技專校院,1283,仁德醫護管理專科學校,311460,55.70,82125,14.69,79298,14.18,7883,1.41,31522,5.64,20727,3.71,20,0,0,0,26159,4.68,559193,100
109,私立,技專校院,1284,樹人醫護管理專科學校,327791,58.96,106513,19.16,74122,13.33,6480,1.17,23478,4.22,12334,2.22,0,0,606,0.11,4594,0.83,555918,100
109,私立,技專校院,1285,慈惠醫護管理專科學校,190385,51.10,102345,27.47,54288,14.57,1675,0.45,13614,3.65,7716,2.07,0,0,0,0,2519,0.68,372543,100
109,私立,技專校院,1286,耕莘健康管理專科學校,238256,44.93,189060,35.65,69974,13.19,1594,0.30,11759,2.22,5612,1.06,221,0.04,0,0,13863,2.61,530338,100
109,私立,技專校院,1287,敏惠醫護管理專科學校,195851,41.30,54872,11.57,55686,11.74,28723,6.06,122428,25.82,15514,3.27,0,0,0,0,1139,0.24,474213,100
109,私立,技專校院,1289,育英醫護管理專科學校,98610,58.56,33416,19.84,23035,13.68,419,0.25,5510,3.27,3216,1.91,0,0,0,0,4197,2.49,168403,100
109,私立,技專校院,1291,聖母醫護管理專科學校,158237,63.78,35642,14.37,33949,13.68,2215,0.89,9979,4.02,4018,1.62,360,0.15,0,0,3678,1.48,248079,100
109,私立,技專校院,1292,新生醫護管理專科學校,278040,46.82,89287,15.04,62733,10.56,5157,0.87,6769,1.14,4654,0.78,646,0.11,0,0,146536,24.68,593820,100
109,私立,技專校院,1293,崇仁醫護管理專科學校,169508,57.82,51747,17.65,55379,18.89,1293,0.44,8429,2.88,3512,1.20,0,0,0,0,3311,1.13,293179,100
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,16352,72.17,2644,11.67,943,4.16,1053,4.65,30,0.13,1416,6.25,24,0.11,0,0,195,0.86,22657,100
109,私立,宗教研修學院,1R03,臺北基督學院,36452,67.79,9384,17.45,2301,4.28,2746,5.11,966,1.80,1582,2.94,0,0,0,0,340,0.63,53771,100
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,27257,75.56,4649,12.89,1738,4.82,675,1.87,719,1.99,1018,2.82,0,0,0,0,15,0.04,36071,100
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,41446,71.66,7518,13,1294,2.24,1031,1.78,1645,2.84,4783,8.27,0,0,0,0,118,0.20,57835,100
109,私立,宗教研修學院,1R06,一貫道崇德學院,12119,67.44,1561,8.68,2845,15.83,1125,6.26,0,0,321,1.79,0,0,0,0,0,0,17970,100
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,21459,88.99,1043,4.32,107,0.44,291,1.21,899,3.73,138,0.57,0,0,0,0,178,0.74,24114,100
109,私立,宗教研修學院,1R08,中華福音神學研究學院,0,0,3608,9.72,32355,87.14,0,0,0,0,941,2.53,0,0,0,0,228,0.61,37132,100
109,私立,宗教研修學院,1R09,唯心聖教學院,5194,60.14,949,10.99,1726,19.98,0,0,0,0,768,8.89,0,0,0,0,0,0,8636,100
