學年度,設立別,學校類別,學校統計處代碼,學校名稱,身分類別,學術主管不符合聘任資格且未改善之單位名稱,備註
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,表演藝術學士學位學程,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,時尚美容藝術管理學系,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,時尚美容藝術與保健管理學士學位學程,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,動畫遊戲設計學系,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,經營管理進修學士學位學程,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,經營管理學士學位學程,該校109學年度停招
109,私立,一般大學,1176,稻江科技暨管理學院,學術(系、所、學位學程)主管,餐飲管理學系,該校109學年度停招
109,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,健康休閒管理系(已停招),
109,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,電腦應用工程系(已停招),
109,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,數位行銷系(已停招),
109,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,觀光旅遊系(已停招),
109,私立,技專校院,1188,大同技術學院,學術(系、所、學位學程)主管,時尚造型設計系,
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學術(系、所、學位學程)主管,一貫道學系,
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,學術(系、所、學位學程)主管,基督教研究所,
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,學術(系、所、學位學程)主管,神學研究所,
110,私立,一般大學,1017,實踐大學,學術(系、所、學位學程)主管,家庭研究與兒童發展學系,
110,私立,一般大學,1017,實踐大學,學術(系、所、學位學程)主管,應用中文學系,
110,私立,技專校院,1024,崑山科技大學,學術(學院)主管,商業管理學院,
110,私立,技專校院,1024,崑山科技大學,學術(學院)主管,創意媒體學院,
110,私立,技專校院,1026,樹德科技大學,學術(系、所、學位學程)主管,企業管理系,
110,私立,技專校院,1026,樹德科技大學,學術(系、所、學位學程)主管,金融管理系,
110,私立,技專校院,1026,樹德科技大學,學術(系、所、學位學程)主管,資訊管理系,
110,私立,技專校院,1026,樹德科技大學,學術(系、所、學位學程)主管,應用外語系,
110,私立,技專校院,1030,龍華科技大學,學術(系、所、學位學程)主管,文化創意與數位媒體設計系,
110,私立,技專校院,1030,龍華科技大學,學術(系、所、學位學程)主管,企業管理(學)系,
110,私立,技專校院,1030,龍華科技大學,學術(系、所、學位學程)主管,國際企業系,
110,私立,技專校院,1030,龍華科技大學,學術(學院)主管,人文暨設計學院,
110,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學術(系、所、學位學程)主管,航空暨運輸服務管理系,
110,私立,技專校院,1044,聖約翰科技大學,學術(系、所、學位學程)主管,老人服務事業系,
110,私立,一般大學,1050,佛光大學,學術(學院)主管,樂活產業學院,
110,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,企業管理(學)系(已停招),
110,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,行銷與流通管理系(已停招),
110,私立,技專校院,1056,東南科技大學,學術(系、所、學位學程)主管,資訊科技系(已停招),
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,學術(學院)主管,智能科技學院,
110,私立,技專校院,1072,大華學校財團法人敏實科技大學,學術(學院)主管,智慧生活應用學院,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,國際觀光與會展學士學位學程(已停招),
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(系、所、學位學程)主管,翻譯系(含碩士班),
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(學院)主管,吳甦樂人文學院,
110,私立,技專校院,1075,文藻學校財團法人文藻外語大學,學術(學院)主管,歐亞語文學院,
110,私立,一般大學,1079,康寧學校財團法人康寧大學,學術(系、所、學位學程)主管,嬰幼兒保育學系,
110,私立,技專校院,1148,大漢技術學院,學術(系、所、學位學程)主管,土木工程與環境資源管理系,
110,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,健康休閒管理系(已停招),
110,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,數位行銷系(已停招),
110,私立,技專校院,1182,蘭陽技術學院,學術(系、所、學位學程)主管,觀光旅遊系(已停招),
110,私立,宗教研修學院,1R03,臺北基督學院,學術(系、所、學位學程)主管,基督教博雅學系,
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學術(系、所、學位學程)主管,一貫道學系,
110,私立,宗教研修學院,1R08,中華福音神學研究學院,學術(系、所、學位學程)主管,神學研究所,
110,私立,宗教研修學院,1R08,中華福音神學研究學院,學術(系、所、學位學程)主管,教牧宣教研究所,
