學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),境外學位生數小計,境外學位生數男,境外學位生數女,境外學位生數之在學比率(%)
110,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),3,3,0,1.34
110,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),1,1,0,3.70
110,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),22,15,7,10.84
110,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,學士班(日間),17,13,4,8.76
110,公立,一般大學,0019,國立高雄大學,06131028,資訊工程學系,碩士班(日間),1,1,0,2.50
110,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),7,5,2,4.09
110,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),3,3,0,0.70
110,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),1,1,0,1.41
110,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07141038,半導體製造智能化技術產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07141C05,電子構裝整合技術產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07311005,創意設計與建築學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07311035,建築學系,學士班(日間),10,8,2,7.41
110,公立,一般大學,0019,國立高雄大學,07311035,建築學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),4,4,0,1.91
110,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系原住民專班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),1,1,0,0.60
110,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),15,10,5,5.93
110,公立,一般大學,0019,國立高雄大學,10152033,運動健康與休閒學系,碩士班(日間),1,0,1,4.55
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系,學士班(日間),4,1,3,2.04
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育博士班,博士班,2,0,2,8.00
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系多元文化教育碩士班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育博士班,博士班,0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系科學教育碩士班,碩士班(日間),2,1,1,7.14
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育博士班,博士班,26,12,14,24.76
110,公立,一般大學,0020,國立東華大學,01111001,教育與潛能開發學系教育碩士班,碩士班(日間),9,4,5,25.00
110,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系,學士班(日間),11,0,11,6.55
110,公立,一般大學,0020,國立東華大學,01113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,學士班(日間),4,0,4,2.44
110,公立,一般大學,0020,國立東華大學,01114015,教育行政與管理學系,碩士班(日間),2,0,2,7.69
110,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,學士班(日間),20,2,18,11.56
110,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系,碩士班(日間),3,1,2,14.29
110,公立,一般大學,0020,國立東華大學,01121012,幼兒教育學系學士後學位學程教保員專班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,學士班(日間),15,13,2,7.94
110,公立,一般大學,0020,國立東華大學,01141010,體育與運動科學系,碩士班(日間),2,1,1,9.09
110,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,學士班(日間),42,14,28,19.09
110,公立,一般大學,0020,國立東華大學,02121019,藝術與設計學系,碩士班(日間),4,3,1,7.55
110,公立,一般大學,0020,國立東華大學,02151018,音樂學系,學士班(日間),8,4,4,8.60
110,公立,一般大學,0020,國立東華大學,02151018,音樂學系,碩士班(日間),2,1,1,6.90
110,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,學士班(日間),22,4,18,10.33
110,公立,一般大學,0020,國立東華大學,02191022,藝術創意產業學系,碩士班(日間),2,1,1,4.76
110,公立,一般大學,0020,國立東華大學,02199109,原住民族樂舞與藝術學士學位學程,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,02221033,歷史學系,學士班(日間),9,7,2,4.17
110,公立,一般大學,0020,國立東華大學,02221033,歷史學系,碩士班(日間),1,1,0,4.76
110,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,學士班(日間),1,0,1,0.61
110,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,碩士班(日間),5,3,2,23.81
110,公立,一般大學,0020,國立東華大學,02222042,族群關係與文化學系,博士班,2,1,1,8.00
110,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,學士班(日間),9,2,7,4.00
110,公立,一般大學,0020,國立東華大學,02311029,英美語文學系,碩士班(日間),8,5,3,17.78
110,公立,一般大學,0020,國立東華大學,02321028,民族語言與傳播學系,學士班(日間),9,7,2,5.56
110,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,學士班(日間),6,1,5,2.86
110,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,碩士班(日間),3,1,2,14.29
110,公立,一般大學,0020,國立東華大學,02322025,中國語文學系,博士班,1,0,1,2.86
110,公立,一般大學,0020,國立東華大學,02323104,華文文學系,學士班(日間),13,9,4,5.73
110,公立,一般大學,0020,國立東華大學,02323104,華文文學系,碩士班(日間),9,4,5,16.07
110,公立,一般大學,0020,國立東華大學,02323110,人文社會科學學院華語文教學國際博士班,博士班,4,2,2,100.00
110,公立,一般大學,0020,國立東華大學,03111034,經濟學系,學士班(日間),2,1,1,0.99
110,公立,一般大學,0020,國立東華大學,03111034,經濟學系,碩士班(日間),2,0,2,12.50
110,公立,一般大學,0020,國立東華大學,03111034,經濟學系,博士班,9,4,5,75.00
110,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,學士班(日間),40,9,31,16.53
110,公立,一般大學,0020,國立東華大學,03131046,諮商與臨床心理學系,碩士班(日間),17,5,12,11.41
110,公立,一般大學,0020,國立東華大學,03141036,社會學系,學士班(日間),8,3,5,4.57
110,公立,一般大學,0020,國立東華大學,03141036,社會學系,碩士班(日間),1,1,0,4.76
110,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,學士班(日間),1,0,1,0.50
110,公立,一般大學,0020,國立東華大學,03143051,臺灣文化學系,碩士班(日間),4,4,0,12.12
110,公立,一般大學,0020,國立東華大學,03191111,人文社會科學學院亞太區域研究博士班,博士班,17,12,5,100.00
110,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,學士班(日間),1,1,0,1.12
110,公立,一般大學,0020,國立東華大學,03199040,民族事務與發展學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04111056,會計學系,學士班(日間),2,1,1,0.82
110,公立,一般大學,0020,國立東華大學,04111056,會計學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,學士班(日間),29,13,16,11.65
110,公立,一般大學,0020,國立東華大學,04121061,財務金融學系,碩士班(日間),13,5,8,27.66
110,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,學士班(日間),27,13,14,11.79
110,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),18,9,9,36.00
110,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,博士班,18,13,5,30.51
110,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,學士班(日間),33,16,17,13.36
110,公立,一般大學,0020,國立東華大學,04131060,國際企業學系,碩士班(日間),20,8,12,47.62
110,公立,一般大學,0020,國立東華大學,04132063,運籌管理研究所,碩士班(日間),7,3,4,31.82
110,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,學士班(日間),1,0,1,0.71
110,公立,一般大學,0020,國立東華大學,04134054,公共行政學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),36,11,25,38.71
110,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04211067,法律學士學位學程原住民專班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04211067,法律學系,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04211067,法律學系原住民專班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,04212067,法律學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,05121069,生命科學系,學士班(日間),3,3,0,1.56
110,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術博士班,博士班,3,3,0,33.33
110,公立,一般大學,0020,國立東華大學,05121069,生命科學系生物技術碩士班,碩士班(日間),3,2,1,27.27
110,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,學士班(日間),9,5,4,3.96
110,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,碩士班(日間),11,8,3,19.64
110,公立,一般大學,0020,國立東華大學,05211094,自然資源與環境學系,博士班,22,15,7,57.89
110,公立,一般大學,0020,國立東華大學,05211100,人文與環境碩士學位學程,碩士班(日間),4,3,1,66.67
110,公立,一般大學,0020,國立東華大學,05311071,化學系,學士班(日間),1,1,0,0.48
110,公立,一般大學,0020,國立東華大學,05311071,化學系,碩士班(日間),1,1,0,3.70
110,公立,一般大學,0020,國立東華大學,05311071,化學系,博士班,6,3,3,60.00
110,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,碩士班(日間),6,4,2,15.38
110,公立,一般大學,0020,國立東華大學,05323078,海洋生物研究所,博士班,0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,05331072,物理學系,學士班(日間),3,3,0,1.23
110,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理博士班,博士班,19,12,7,65.52
110,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理碩士班,碩士班(日間),6,3,3,25.00
110,公立,一般大學,0020,國立東華大學,05411074,應用數學系,學士班(日間),1,0,1,0.33
110,公立,一般大學,0020,國立東華大學,05411074,應用數學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,05411074,應用數學系,博士班,0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,05411074,應用數學系統計碩士班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),141,101,40,32.34
110,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士班(日間),13,9,4,12.75
110,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,博士班,3,2,1,25.00
110,公立,一般大學,0020,國立東華大學,06134081,資訊管理碩士學位學程,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,學士班(日間),15,11,4,6.94
110,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,碩士班(日間),2,0,2,6.67
110,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,學士班(日間),1,1,0,0.44
110,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,碩士班(日間),2,1,1,6.90
110,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,博士班,5,4,1,62.50
110,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,學士班(日間),3,3,0,1.27
110,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,碩士班(日間),1,1,0,2.78
110,公立,一般大學,0020,國立東華大學,07141083,電機工程學系,博士班,2,1,1,28.57
110,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,學士班(日間),1,1,0,0.57
110,公立,一般大學,0020,國立東華大學,07141085,光電工程學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0020,國立東華大學,09231041,民族社會工作學士學位學程,學士班(日間),1,0,1,0.94
110,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),16,8,8,7.17
110,公立,一般大學,0020,國立東華大學,10151091,觀光暨休閒遊憩學系,碩士班(日間),5,1,4,20.00
110,公立,一般大學,0020,國立東華大學,99999108,大一不分系學士班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,學士班(日間),10,4,6,5.13
110,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,碩士班(日間),5,1,4,25.00
110,公立,一般大學,0021,國立暨南國際大學,01111001,國際文教與比較教育學系,博士班,5,0,5,15.15
110,公立,一般大學,0021,國立暨南國際大學,01111002,國際文教管理人才博士學位學程,博士班,0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系,學士班(日間),32,15,17,15.76
110,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系終身學習與人力資源發展碩士班,碩士班(日間),4,3,1,7.84
110,公立,一般大學,0021,國立暨南國際大學,01111004,諮商心理與人力資源發展學系輔導與諮商碩士班,碩士班(日間),7,2,5,7.95
110,公立,一般大學,0021,國立暨南國際大學,01111050,教育學院學士班,學士班(日間),4,3,1,8.33
110,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,學士班(日間),4,1,3,2.38
110,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,碩士班(日間),1,1,0,2.04
110,公立,一般大學,0021,國立暨南國際大學,01114010,教育政策與行政學系,博士班,9,2,7,13.85
110,公立,一般大學,0021,國立暨南國際大學,01115012,課程教學與科技研究所,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,01131007,華語文教學碩士學位學程,碩士班(日間),3,1,2,16.67
110,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,學士班(日間),16,10,6,8.89
110,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,碩士班(日間),6,4,2,46.15
110,公立,一般大學,0021,國立暨南國際大學,02221015,歷史學系,博士班,0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,學士班(日間),28,9,19,13.21
110,公立,一般大學,0021,國立暨南國際大學,02311014,外國語文學系,碩士班(日間),4,2,2,36.36
110,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,學士班(日間),15,7,8,7.73
110,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,碩士班(日間),6,3,3,26.09
110,公立,一般大學,0021,國立暨南國際大學,02322013,中國語文學系,博士班,1,0,1,9.09
110,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,學士班(日間),9,5,4,3.66
110,公立,一般大學,0021,國立暨南國際大學,03111016,經濟學系,碩士班(日間),5,3,2,26.32
110,公立,一般大學,0021,國立暨南國際大學,03131004,諮商心理與人力資源發展學系輔導與諮商博士班,博士班,1,1,0,6.67
110,公立,一般大學,0021,國立暨南國際大學,03141045,原住民文化產業與社會工作學士學位學程原住民族專班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,學士班(日間),6,1,5,3.31
110,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,碩士班(日間),1,0,1,3.70
110,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系,博士班,7,2,5,31.82
110,公立,一般大學,0021,國立暨南國際大學,03143019,東南亞學系人類學碩士班,碩士班(日間),1,1,0,20.00
110,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,學士班(日間),16,9,7,6.53
110,公立,一般大學,0021,國立暨南國際大學,04121025,財務金融學系,碩士班(日間),4,0,4,13.79
110,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,學士班(日間),60,22,38,21.98
110,公立,一般大學,0021,國立暨南國際大學,04131022,國際企業學系,碩士班(日間),15,4,11,29.41
110,公立,一般大學,0021,國立暨南國際大學,04131026,新興產業策略與發展博士學位學程,博士班,12,5,7,15.19
110,公立,一般大學,0021,國立暨南國際大學,04131026,新興產業策略與發展碩士學位學程,碩士班(日間),2,2,0,13.33
110,公立,一般大學,0021,國立暨南國際大學,04131046,區域發展重點產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,04131048,管理學院學士班,學士班(日間),9,5,4,8.57
110,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,學士班(日間),4,3,1,1.85
110,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,碩士班(日間),2,2,0,11.76
110,公立,一般大學,0021,國立暨南國際大學,04134020,公共行政與政策學系,博士班,2,1,1,11.76
110,公立,一般大學,0021,國立暨南國際大學,04143052,文化創意與社會行銷碩士學位學程,碩士班(日間),4,2,2,36.36
110,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,學士班(日間),6,5,1,2.88
110,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,碩士班(日間),5,4,1,25.00
110,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系,博士班,2,2,0,25.00
110,公立,一般大學,0021,國立暨南國際大學,05311027,應用化學系生物醫學碩士班,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,學士班(日間),28,23,5,11.34
110,公立,一般大學,0021,國立暨南國際大學,06131030,資訊管理學系,碩士班(日間),8,5,3,17.78
110,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,學士班(日間),31,29,2,13.08
110,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,碩士班(日間),5,3,2,7.58
110,公立,一般大學,0021,國立暨南國際大學,06131034,資訊工程學系,博士班,1,0,1,14.29
110,公立,一般大學,0021,國立暨南國際大學,06131053,人工智慧與機器人碩士學位學程,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,06199049,科技學院學士班,學士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,學士班(日間),1,0,1,0.50
110,公立,一般大學,0021,國立暨南國際大學,07112037,應用材料及光電工程學系,碩士班(日間),0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,學士班(日間),4,4,0,1.44
110,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,碩士班(日間),2,2,0,5.88
110,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系,博士班,1,1,0,11.11
110,公立,一般大學,0021,國立暨南國際大學,07141031,電機工程學系通訊工程博士班,博士班,0,0,0,0.00
110,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,學士班(日間),8,7,1,4.19
110,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,碩士班(日間),2,1,1,12.50
110,公立,一般大學,0021,國立暨南國際大學,07321035,土木工程學系,博士班,6,4,2,28.57
110,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,學士班(日間),30,18,12,12.77
110,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,碩士班(日間),3,0,3,3.66
110,公立,一般大學,0021,國立暨南國際大學,09231038,社會政策與社會工作學系,博士班,8,6,2,19.51
110,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),120,46,74,38.22
110,公立,一般大學,0021,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),4,2,2,12.12
110,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),20,7,13,29.41
110,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,22,13,9,61.11
110,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系,學士班(日間),29,2,27,6.65
110,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系博士班,博士班,12,6,6,28.57
110,公立,技專校院,0022,國立臺灣科技大學,02122004,設計系碩士班,碩士班(日間),13,5,8,10.48
110,公立,技專校院,0022,國立臺灣科技大學,02122005,創意設計學士班,學士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系,學士班(日間),23,4,19,10.13
110,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系碩士班,碩士班(日間),17,5,12,38.64
110,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),10,3,7,17.86
110,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,博士班,0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,學士班(日間),25,9,16,7.94
110,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系_香港二技專班,學士班(日間),1,0,1,100.00
110,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系博士班,博士班,22,11,11,35.48
110,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系碩士班,碩士班(日間),16,4,12,13.11
110,公立,技專校院,0022,國立臺灣科技大學,04191009,管理研究所,博士班,0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,04191009,管理學士班,學士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,04199011,科技管理研究所,碩士班(日間),8,6,2,15.69
110,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),61,27,34,47.29
110,公立,技專校院,0022,國立臺灣科技大學,04212014,專利研究所,碩士班(日間),2,1,1,4.88
110,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,碩士班(日間),10,8,2,14.93
110,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,62,46,16,43.36
110,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所_新穎薄膜暨電池材料產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系,學士班(日間),27,15,12,10.71
110,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系_香港二技專班,學士班(日間),2,2,0,100.00
110,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系博士班,博士班,16,12,4,28.57
110,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系碩士班,碩士班(日間),21,15,6,14.58
110,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系,學士班(日間),33,19,14,8.25
110,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系_AI跨域應用產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系博士班,博士班,32,24,8,57.14
110,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系碩士班,碩士班(日間),23,18,5,7.72
110,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,學士班(日間),53,29,24,12.02
110,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系博士班,博士班,49,31,18,75.38
110,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系碩士班,碩士班(日間),45,21,24,15.63
110,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系,學士班(日間),18,16,2,4.59
110,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系博士班,博士班,46,37,9,52.27
110,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系碩士班,碩士班(日間),26,20,6,13.98
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系,學士班(日間),30,27,3,5.04
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_人工智慧視覺技術產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_工業4.0科技產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_電力電子產業研發碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系_電機科技專班,學士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系博士班,博士班,25,23,2,32.89
110,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系碩士班,碩士班(日間),30,25,5,7.61
110,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系,學士班(日間),30,26,4,6.21
110,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系_電力電子產業研發碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系博士班,博士班,41,36,5,42.27
110,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系碩士班,碩士班(日間),38,33,5,8.44
110,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,碩士班(日間),5,3,2,13.89
110,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,博士班,3,2,1,30.00
110,公立,技專校院,0022,國立臺灣科技大學,07141021,電資學士班,學士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07141022,色彩與照明科技研究所,碩士班(日間),8,4,4,18.18
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系,學士班(日間),37,35,2,6.21
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_3D列印產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_工業4.0科技產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,學士班(日間),5,4,1,100.00
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_精密機械專班,學士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系博士班,博士班,54,47,7,61.36
110,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系碩士班,碩士班(日間),24,19,5,6.05
110,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,碩士班(日間),5,5,0,8.62
110,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,博士班,2,2,0,15.38
110,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系,學士班(日間),15,10,5,5.36
110,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系_工業4.0科技產業碩士專班,碩士班(日間),0,0,0,0.00
110,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系_香港二技專班,學士班(日間),1,1,0,100.00
110,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系博士班,博士班,42,28,14,70.00
110,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系碩士班,碩士班(日間),47,24,23,33.10
110,公立,技專校院,0022,國立臺灣科技大學,07194040,先進科技全英語學士學位學程,學士班(日間),2,0,2,100.00
110,公立,技專校院,0022,國立臺灣科技大學,07194041,全球發展工程學士學位學程,學士班(日間),0,0,0,0.00
