學年度,設立別,學校類別,學校統計處代碼,學校名稱,工作月數,"獎助生月支領金額人數-月領3,000元以下","獎助生月支領金額人數-月領3,001~6,000元以下","獎助生月支領金額人數-月領6,001~9,000元以下","獎助生月支領金額人數-月領9,001~基本工資一半以下",獎助生月支領金額人數-月領基本工資一半以上~未達基本工資以下,獎助生月支領金額人數-月領基本工資以上,"勞僱型學生兼任助理月支領金額人數-月領3,000元以下","勞僱型學生兼任助理月支領金額人數-月領3,001~6,000元以下","勞僱型學生兼任助理月支領金額人數-月領6,001~9,000元以下","勞僱型學生兼任助理月支領金額人數-月領9,001~基本工資一半以下",勞僱型學生兼任助理月支領金額人數-月領基本工資一半以上~未達基本工資以下,勞僱型學生兼任助理月支領金額人數-月領基本工資以上
109,私立,一般大學,1019,高雄醫學大學,11個月,4,21,2,3,3,3,1,15,9,2,3,1
109,私立,一般大學,1020,南華大學,12個月,0,0,0,0,0,0,0,1,1,1,4,0
109,私立,一般大學,1020,南華大學,1個月,0,3,2,1,0,0,46,82,22,13,14,1
109,私立,一般大學,1020,南華大學,2個月,0,3,2,0,0,0,24,38,14,13,14,0
109,私立,一般大學,1020,南華大學,3個月,0,4,2,0,1,0,66,65,13,4,7,0
109,私立,一般大學,1020,南華大學,4個月,0,2,0,0,0,0,20,30,14,7,7,0
109,私立,一般大學,1020,南華大學,5個月,0,2,0,0,0,0,7,17,9,3,3,0
109,私立,一般大學,1020,南華大學,6個月,0,1,0,0,0,0,21,29,8,10,6,0
109,私立,一般大學,1020,南華大學,7個月,0,1,0,0,0,0,1,22,25,5,4,0
109,私立,一般大學,1020,南華大學,8個月,0,37,0,0,0,0,1,9,8,6,2,0
109,私立,一般大學,1020,南華大學,9個月,0,2,0,0,3,0,0,5,4,3,11,0
109,私立,一般大學,1020,南華大學,10個月,0,0,0,0,0,0,0,6,12,5,3,0
109,私立,一般大學,1020,南華大學,11個月,1,0,0,0,1,0,0,2,6,4,9,0
109,私立,一般大學,1021,真理大學,12個月,0,1,1,3,0,0,0,4,1,0,0,0
109,私立,一般大學,1021,真理大學,1個月,3,15,4,0,0,0,71,25,16,6,2,3
109,私立,一般大學,1021,真理大學,2個月,6,5,4,2,1,0,36,11,1,4,5,0
109,私立,一般大學,1021,真理大學,3個月,1,3,1,1,0,1,18,11,3,2,2,0
109,私立,一般大學,1021,真理大學,4個月,1,3,0,0,0,0,41,6,2,2,0,0
109,私立,一般大學,1021,真理大學,5個月,1,6,0,2,0,0,22,6,1,3,0,0
109,私立,一般大學,1021,真理大學,6個月,2,30,0,0,1,0,11,6,4,1,0,0
109,私立,一般大學,1021,真理大學,7個月,0,20,0,0,0,0,6,9,1,0,0,0
109,私立,一般大學,1021,真理大學,8個月,2,2,0,0,0,0,7,8,0,2,0,0
109,私立,一般大學,1021,真理大學,9個月,0,1,0,0,0,0,7,8,3,4,0,0
109,私立,一般大學,1021,真理大學,10個月,0,1,1,0,0,0,3,5,3,3,0,0
109,私立,一般大學,1021,真理大學,11個月,0,2,0,1,0,0,0,7,0,3,0,0
109,私立,一般大學,1022,大同大學,12個月,7,3,4,0,2,0,2,0,5,3,0,2
109,私立,一般大學,1022,大同大學,1個月,4,9,0,2,0,0,7,31,23,15,4,0
109,私立,一般大學,1022,大同大學,2個月,0,3,1,1,0,0,2,25,13,11,5,0
109,私立,一般大學,1022,大同大學,3個月,3,7,5,6,2,0,40,49,25,8,0,0
109,私立,一般大學,1022,大同大學,4個月,0,5,2,0,1,1,7,15,14,8,1,0
109,私立,一般大學,1022,大同大學,5個月,0,1,3,3,0,0,2,7,9,4,2,0
109,私立,一般大學,1022,大同大學,6個月,3,3,4,5,3,0,19,16,12,8,1,0
109,私立,一般大學,1022,大同大學,7個月,2,1,1,0,0,0,1,9,6,9,0,0
109,私立,一般大學,1022,大同大學,8個月,1,0,2,0,2,0,1,10,10,2,1,0
109,私立,一般大學,1022,大同大學,9個月,0,1,3,0,2,0,0,10,11,4,3,0
109,私立,一般大學,1022,大同大學,10個月,0,8,6,0,2,0,1,3,4,1,2,0
109,私立,一般大學,1022,大同大學,11個月,0,5,3,3,0,0,0,1,0,0,1,2
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,12個月,1,16,4,10,4,1,0,4,15,4,42,17
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,1個月,12,25,5,8,5,2,136,37,13,3,10,5
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,2個月,3,15,7,3,8,0,18,36,13,16,8,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,3個月,2,18,9,5,3,0,40,59,19,2,3,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,4個月,4,81,12,6,7,0,4,372,30,3,6,3
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,5個月,8,17,4,4,5,1,2,27,10,2,9,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,6個月,1,14,7,7,3,3,16,33,10,0,17,3
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,7個月,3,17,4,0,3,1,1,11,7,2,3,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,8個月,6,79,2,5,0,1,0,74,18,2,1,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,9個月,2,11,8,2,7,0,0,33,16,2,3,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10個月,3,11,11,5,5,0,2,15,14,4,5,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,11個月,1,9,7,8,4,1,1,7,7,2,10,3
109,私立,技專校院,1024,崑山科技大學,12個月,1,14,21,6,9,1,0,1,1,4,20,5
109,私立,技專校院,1024,崑山科技大學,1個月,143,40,14,8,9,2,354,189,55,39,43,0
109,私立,技專校院,1024,崑山科技大學,2個月,30,32,7,4,4,1,89,77,44,14,28,1
109,私立,技專校院,1024,崑山科技大學,3個月,14,23,3,1,3,0,25,64,38,15,11,0
109,私立,技專校院,1024,崑山科技大學,4個月,14,30,1,2,3,0,19,147,25,8,13,1
109,私立,技專校院,1024,崑山科技大學,5個月,3,3,2,1,2,1,8,52,17,8,7,1
109,私立,技專校院,1024,崑山科技大學,6個月,0,9,1,1,0,0,7,26,11,3,8,1
109,私立,技專校院,1024,崑山科技大學,7個月,1,7,8,2,0,0,3,39,13,6,3,1
109,私立,技專校院,1024,崑山科技大學,8個月,4,4,0,1,1,0,10,129,27,5,4,0
109,私立,技專校院,1024,崑山科技大學,9個月,0,1,2,1,0,0,1,25,16,13,3,1
109,私立,技專校院,1024,崑山科技大學,10個月,2,2,3,0,2,0,1,9,13,11,12,0
109,私立,技專校院,1024,崑山科技大學,11個月,0,5,8,3,2,2,1,2,3,7,27,2
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,12個月,0,0,0,0,0,0,0,1,6,6,19,4
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,1個月,0,12,0,0,0,0,134,46,27,6,18,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,2個月,0,0,0,0,0,0,50,34,15,12,16,2
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,3個月,0,0,0,0,0,0,98,61,45,7,10,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,4個月,0,0,0,0,0,0,21,31,7,7,14,1
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,5個月,0,0,0,0,0,0,5,16,13,10,12,3
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,6個月,0,0,0,0,0,0,28,40,11,4,7,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,7個月,0,0,0,0,0,0,3,23,14,5,6,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,8個月,0,0,0,0,0,0,6,10,18,10,5,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,9個月,0,0,0,0,0,0,0,6,8,2,8,1
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10個月,0,0,0,0,0,0,0,9,20,6,13,0
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,11個月,0,0,0,0,0,0,0,2,6,2,16,0
109,私立,技專校院,1026,樹德科技大學,12個月,0,0,0,0,0,0,0,5,7,7,10,0
109,私立,技專校院,1026,樹德科技大學,1個月,9,4,5,2,1,0,150,67,25,13,6,2
109,私立,技專校院,1026,樹德科技大學,2個月,0,1,0,0,11,7,73,93,34,14,2,0
109,私立,技專校院,1026,樹德科技大學,3個月,0,0,0,0,6,2,23,36,23,10,3,0
109,私立,技專校院,1026,樹德科技大學,4個月,0,0,0,0,2,68,31,46,27,11,9,0
109,私立,技專校院,1026,樹德科技大學,5個月,0,0,0,0,0,7,5,21,15,8,11,0
109,私立,技專校院,1026,樹德科技大學,6個月,0,0,0,0,0,12,1,15,14,4,12,2
109,私立,技專校院,1026,樹德科技大學,7個月,0,0,0,0,0,1,5,5,8,4,4,0
109,私立,技專校院,1026,樹德科技大學,8個月,0,0,0,0,0,0,1,10,15,5,3,0
109,私立,技專校院,1026,樹德科技大學,9個月,0,0,0,0,0,2,3,7,9,9,2,0
109,私立,技專校院,1026,樹德科技大學,10個月,0,0,0,0,0,0,0,7,12,7,4,0
109,私立,技專校院,1026,樹德科技大學,11個月,0,0,0,0,0,1,0,3,12,9,11,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,12個月,0,12,2,4,1,1,0,5,8,4,2,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,1個月,1,0,0,1,0,0,140,31,15,4,7,2
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,2個月,0,0,0,0,0,0,80,30,11,4,2,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,3個月,0,0,1,0,0,0,63,31,4,2,1,1
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,4個月,2,1,0,0,0,0,69,29,9,4,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,5個月,0,1,1,0,0,0,32,30,9,3,1,1
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,6個月,0,2,0,1,0,0,17,19,9,1,0,1
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,7個月,0,0,0,0,0,0,21,32,3,2,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,8個月,0,1,0,0,0,0,25,25,7,2,0,1
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,9個月,0,0,0,0,0,0,18,35,14,1,0,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,10個月,0,0,2,0,0,0,2,23,17,2,2,0
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,11個月,0,2,4,0,1,0,0,18,12,3,2,1
109,私立,一般大學,1028,臺北醫學大學,12個月,1,18,33,20,30,25,1,1,2,1,3,0
109,私立,一般大學,1028,臺北醫學大學,1個月,11,40,9,8,4,4,268,96,28,29,35,6
109,私立,一般大學,1028,臺北醫學大學,2個月,6,15,13,3,2,7,67,52,36,22,42,2
109,私立,一般大學,1028,臺北醫學大學,3個月,7,18,12,9,8,1,35,40,23,14,25,5
109,私立,一般大學,1028,臺北醫學大學,4個月,5,24,12,4,4,7,27,38,21,14,25,2
109,私立,一般大學,1028,臺北醫學大學,5個月,5,20,15,14,6,6,29,28,19,6,12,4
109,私立,一般大學,1028,臺北醫學大學,6個月,4,13,8,8,5,3,16,30,13,4,5,1
109,私立,一般大學,1028,臺北醫學大學,7個月,5,12,11,13,5,5,19,14,7,5,6,0
109,私立,一般大學,1028,臺北醫學大學,8個月,2,9,10,3,6,5,14,28,14,16,6,1
109,私立,一般大學,1028,臺北醫學大學,9個月,1,13,8,9,4,3,2,29,16,4,7,0
109,私立,一般大學,1028,臺北醫學大學,10個月,5,16,19,11,5,4,4,4,16,9,7,0
109,私立,一般大學,1028,臺北醫學大學,11個月,5,34,18,11,16,8,2,10,6,8,5,2
109,私立,一般大學,1029,中山醫學大學,12個月,11,13,2,3,2,0,0,2,3,1,0,0
109,私立,一般大學,1029,中山醫學大學,1個月,8,12,1,0,0,0,49,81,71,9,4,0
109,私立,一般大學,1029,中山醫學大學,2個月,10,5,0,2,0,0,8,50,53,0,2,0
109,私立,一般大學,1029,中山醫學大學,3個月,6,7,1,0,0,0,9,38,27,0,0,2
109,私立,一般大學,1029,中山醫學大學,4個月,7,3,1,1,0,0,51,25,38,2,1,0
109,私立,一般大學,1029,中山醫學大學,5個月,5,10,0,1,0,0,3,24,23,3,0,1
109,私立,一般大學,1029,中山醫學大學,6個月,6,11,0,0,0,0,2,11,12,2,1,0
109,私立,一般大學,1029,中山醫學大學,7個月,2,3,1,3,0,0,0,7,7,2,0,0
109,私立,一般大學,1029,中山醫學大學,8個月,6,4,0,1,0,1,15,8,7,1,0,0
109,私立,一般大學,1029,中山醫學大學,9個月,1,4,0,1,0,0,2,4,6,0,0,0
109,私立,一般大學,1029,中山醫學大學,10個月,4,20,3,3,2,0,3,6,4,1,0,0
109,私立,一般大學,1029,中山醫學大學,11個月,29,8,0,4,3,0,1,3,2,0,0,0
109,私立,技專校院,1030,龍華科技大學,12個月,0,2,0,1,1,0,0,0,0,0,2,18
109,私立,技專校院,1030,龍華科技大學,1個月,1,8,1,0,3,0,138,87,65,18,35,6
109,私立,技專校院,1030,龍華科技大學,2個月,1,0,1,1,0,0,34,14,19,8,7,4
109,私立,技專校院,1030,龍華科技大學,3個月,4,0,2,0,2,1,53,14,10,2,13,2
109,私立,技專校院,1030,龍華科技大學,4個月,0,1,0,0,0,1,10,10,2,2,11,3
109,私立,技專校院,1030,龍華科技大學,5個月,0,1,1,0,0,0,16,3,3,4,5,3
109,私立,技專校院,1030,龍華科技大學,6個月,0,1,0,2,2,0,14,10,1,1,4,3
109,私立,技專校院,1030,龍華科技大學,7個月,0,2,1,1,2,0,2,6,0,0,4,1
109,私立,技專校院,1030,龍華科技大學,8個月,0,3,0,1,0,0,0,0,0,0,2,1
109,私立,技專校院,1030,龍華科技大學,9個月,0,2,2,1,2,0,0,0,0,0,1,0
109,私立,技專校院,1030,龍華科技大學,10個月,0,1,1,0,0,0,0,0,0,0,1,3
109,私立,技專校院,1030,龍華科技大學,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1031,輔英科技大學,12個月,1,19,4,0,0,0,0,0,0,1,6,1
109,私立,技專校院,1031,輔英科技大學,1個月,1,67,0,2,0,0,50,44,33,26,29,9
109,私立,技專校院,1031,輔英科技大學,2個月,9,43,2,4,3,0,8,28,21,12,17,1
109,私立,技專校院,1031,輔英科技大學,3個月,4,34,1,2,0,0,1,10,10,10,17,4
109,私立,技專校院,1031,輔英科技大學,4個月,4,12,2,0,9,0,1,5,5,8,11,2
109,私立,技專校院,1031,輔英科技大學,5個月,12,22,4,1,2,0,0,2,4,4,16,1
109,私立,技專校院,1031,輔英科技大學,6個月,1,32,1,0,0,0,0,3,3,3,7,1
109,私立,技專校院,1031,輔英科技大學,7個月,0,9,3,1,0,0,2,2,2,1,10,0
109,私立,技專校院,1031,輔英科技大學,8個月,0,26,0,1,0,0,0,3,1,3,3,0
109,私立,技專校院,1031,輔英科技大學,9個月,0,8,4,0,1,0,0,1,1,1,5,2
109,私立,技專校院,1031,輔英科技大學,10個月,23,23,3,0,0,0,0,4,1,0,4,0
109,私立,技專校院,1031,輔英科技大學,11個月,0,20,4,1,0,0,0,0,0,2,3,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,12個月,0,0,0,0,0,0,0,4,2,1,14,2
109,私立,技專校院,1032,明新學校財團法人明新科技大學,1個月,0,0,0,0,0,0,33,52,27,9,106,4
109,私立,技專校院,1032,明新學校財團法人明新科技大學,2個月,0,24,0,0,0,0,8,47,17,8,21,3
109,私立,技專校院,1032,明新學校財團法人明新科技大學,3個月,0,4,0,0,0,0,3,47,25,6,13,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,4個月,0,47,0,0,0,0,4,17,13,4,6,1
109,私立,技專校院,1032,明新學校財團法人明新科技大學,5個月,0,0,0,0,0,0,7,21,14,6,13,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,6個月,0,15,1,0,0,0,4,11,8,6,4,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,7個月,0,3,0,0,1,0,0,5,14,4,3,1
109,私立,技專校院,1032,明新學校財團法人明新科技大學,8個月,0,9,1,2,0,0,0,3,5,3,1,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,9個月,0,2,0,0,0,0,4,10,1,2,7,0
109,私立,技專校院,1032,明新學校財團法人明新科技大學,10個月,0,4,0,0,0,0,0,7,2,5,5,1
109,私立,技專校院,1032,明新學校財團法人明新科技大學,11個月,3,0,3,0,1,0,0,3,3,0,6,1
109,私立,一般大學,1033,長榮大學,12個月,1,3,2,1,0,0,0,6,7,2,1,1
109,私立,一般大學,1033,長榮大學,1個月,5,97,0,0,0,0,311,84,52,8,2,3
109,私立,一般大學,1033,長榮大學,2個月,4,95,0,0,0,0,88,54,25,5,2,0
109,私立,一般大學,1033,長榮大學,3個月,2,79,3,0,0,0,107,96,18,4,1,1
109,私立,一般大學,1033,長榮大學,4個月,3,55,3,0,0,0,94,46,14,2,1,0
109,私立,一般大學,1033,長榮大學,5個月,2,20,2,0,0,0,32,52,17,2,1,0
109,私立,一般大學,1033,長榮大學,6個月,0,6,4,2,0,0,29,32,16,0,1,0
109,私立,一般大學,1033,長榮大學,7個月,0,4,1,0,0,0,36,17,7,2,3,0
109,私立,一般大學,1033,長榮大學,8個月,1,5,0,0,0,0,18,30,17,1,0,0
109,私立,一般大學,1033,長榮大學,9個月,3,0,0,0,0,0,9,38,6,0,1,1
109,私立,一般大學,1033,長榮大學,10個月,7,7,1,2,0,0,6,35,11,1,0,0
109,私立,一般大學,1033,長榮大學,11個月,3,6,5,2,0,0,1,17,7,4,0,0
109,私立,技專校院,1034,弘光科技大學,12個月,0,0,0,0,0,0,0,3,3,2,16,5
109,私立,技專校院,1034,弘光科技大學,1個月,0,8,1,0,0,0,274,69,49,23,37,4
109,私立,技專校院,1034,弘光科技大學,2個月,0,2,1,0,0,0,42,47,14,21,48,17
109,私立,技專校院,1034,弘光科技大學,3個月,0,10,0,0,0,0,173,59,21,14,38,4
109,私立,技專校院,1034,弘光科技大學,4個月,0,42,4,0,0,0,17,20,25,18,22,9
109,私立,技專校院,1034,弘光科技大學,5個月,0,30,1,0,0,0,15,17,10,13,21,3
109,私立,技專校院,1034,弘光科技大學,6個月,0,0,4,0,0,0,23,17,9,4,10,5
109,私立,技專校院,1034,弘光科技大學,7個月,0,1,1,0,0,0,4,9,6,7,9,0
109,私立,技專校院,1034,弘光科技大學,8個月,0,5,12,0,0,0,8,7,17,4,12,2
109,私立,技專校院,1034,弘光科技大學,9個月,0,20,1,0,0,0,2,7,8,4,16,0
109,私立,技專校院,1034,弘光科技大學,10個月,0,0,4,0,0,0,1,2,12,5,22,3
109,私立,技專校院,1034,弘光科技大學,11個月,0,0,2,0,0,0,3,4,6,4,13,5
109,私立,一般大學,1035,中國醫藥大學,12個月,2,10,7,4,13,8,0,0,1,0,1,1
109,私立,一般大學,1035,中國醫藥大學,1個月,2,11,0,1,6,0,94,10,2,1,0,0
109,私立,一般大學,1035,中國醫藥大學,2個月,3,11,4,3,5,0,24,20,0,1,0,0
109,私立,一般大學,1035,中國醫藥大學,3個月,3,8,10,1,6,2,51,23,6,1,0,1
109,私立,一般大學,1035,中國醫藥大學,4個月,2,16,0,2,1,1,37,41,4,0,0,1
109,私立,一般大學,1035,中國醫藥大學,5個月,2,12,2,4,2,3,68,67,3,0,2,0
109,私立,一般大學,1035,中國醫藥大學,6個月,7,10,1,3,2,2,19,9,1,2,0,1
109,私立,一般大學,1035,中國醫藥大學,7個月,2,2,4,2,5,1,16,19,1,2,1,0
109,私立,一般大學,1035,中國醫藥大學,8個月,9,19,13,4,5,0,14,18,1,0,0,0
109,私立,一般大學,1035,中國醫藥大學,9個月,7,11,6,1,6,0,18,37,0,1,1,0
109,私立,一般大學,1035,中國醫藥大學,10個月,5,30,6,5,8,4,15,28,2,0,0,0
109,私立,一般大學,1035,中國醫藥大學,11個月,5,5,6,1,4,4,0,5,3,0,1,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,12個月,0,0,0,0,0,0,0,3,0,3,9,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,1個月,2,7,0,0,2,0,160,37,13,3,8,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,2個月,0,12,5,0,1,0,59,31,7,5,8,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,3個月,0,11,1,3,4,0,19,62,21,8,11,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,4個月,0,9,4,4,5,0,9,46,10,5,5,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,5個月,0,2,1,1,1,0,7,28,3,1,8,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,6個月,0,0,0,0,0,0,4,1,2,4,5,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,7個月,0,0,0,1,0,0,0,3,5,1,3,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,8個月,0,10,0,0,0,0,0,1,3,2,6,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,9個月,0,0,0,0,0,0,0,2,2,1,7,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,10個月,0,0,0,0,0,0,0,1,2,1,9,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,11個月,0,1,2,0,0,0,0,1,2,0,12,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,12個月,0,0,0,0,0,0,0,11,9,14,74,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,1個月,0,0,0,0,0,0,335,111,20,7,10,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,2個月,0,0,0,0,0,0,130,77,47,10,19,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,3個月,0,0,0,0,0,0,65,41,20,13,9,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,4個月,0,0,0,0,0,0,29,32,36,9,9,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,5個月,0,0,0,0,0,0,11,20,21,5,13,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,6個月,0,0,0,0,0,0,10,31,16,3,16,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,7個月,0,0,0,0,0,0,14,16,12,4,9,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,8個月,0,0,0,0,0,0,6,11,11,7,7,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,9個月,0,0,0,0,0,0,13,5,14,11,8,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,10個月,0,0,0,0,0,0,2,11,9,7,17,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,11個月,0,0,0,0,0,0,0,4,5,11,27,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,12個月,0,0,2,2,0,0,0,9,0,0,4,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,1個月,0,18,0,5,1,0,100,17,16,8,16,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,2個月,0,63,0,3,2,0,21,10,6,1,3,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,3個月,0,12,5,1,0,0,11,17,9,1,4,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,4個月,0,4,7,1,0,0,8,11,2,4,2,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,5個月,0,4,2,2,2,0,6,10,3,2,1,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,6個月,0,1,0,1,1,0,8,9,1,1,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,7個月,0,2,10,0,1,0,0,4,0,0,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,8個月,0,2,5,1,0,0,0,2,3,0,1,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,9個月,0,3,5,3,2,0,0,1,0,0,2,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,10個月,0,1,2,1,0,0,0,1,1,3,0,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,11個月,0,0,0,0,1,0,0,2,0,0,4,0
109,私立,一般大學,1039,玄奘大學,12個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,一般大學,1039,玄奘大學,1個月,0,0,0,0,0,0,93,33,2,4,6,0
109,私立,一般大學,1039,玄奘大學,2個月,0,0,0,0,0,0,33,32,4,4,2,0
109,私立,一般大學,1039,玄奘大學,3個月,2,1,0,0,0,0,14,25,6,1,3,0
109,私立,一般大學,1039,玄奘大學,4個月,0,0,1,0,0,0,12,20,4,2,0,0
109,私立,一般大學,1039,玄奘大學,5個月,0,0,1,0,0,0,7,15,5,2,1,0
109,私立,一般大學,1039,玄奘大學,6個月,0,1,0,0,0,0,4,12,2,2,0,0
109,私立,一般大學,1039,玄奘大學,7個月,0,0,0,0,0,0,4,16,5,1,0,0
109,私立,一般大學,1039,玄奘大學,8個月,0,0,0,0,0,0,0,6,1,0,0,0
109,私立,一般大學,1039,玄奘大學,9個月,0,0,2,0,0,0,4,8,0,1,0,0
109,私立,一般大學,1039,玄奘大學,10個月,0,0,16,0,0,0,1,5,5,1,0,0
109,私立,一般大學,1039,玄奘大學,11個月,0,0,2,1,0,0,1,2,1,1,1,0
109,私立,技專校院,1040,建國科技大學,12個月,0,0,0,0,0,0,0,1,2,3,21,0
109,私立,技專校院,1040,建國科技大學,1個月,0,2,0,2,1,0,62,33,18,13,12,2
109,私立,技專校院,1040,建國科技大學,2個月,0,0,0,0,0,0,8,12,6,2,5,0
109,私立,技專校院,1040,建國科技大學,3個月,0,0,0,0,0,0,1,8,4,2,4,0
109,私立,技專校院,1040,建國科技大學,4個月,0,0,0,0,0,0,5,21,10,2,5,0
109,私立,技專校院,1040,建國科技大學,5個月,0,0,0,0,0,0,1,2,2,2,4,0
109,私立,技專校院,1040,建國科技大學,6個月,0,0,0,0,0,0,5,5,3,0,1,0
109,私立,技專校院,1040,建國科技大學,7個月,0,0,2,0,0,0,0,19,16,0,4,0
109,私立,技專校院,1040,建國科技大學,8個月,0,74,0,0,0,0,0,6,27,1,3,0
109,私立,技專校院,1040,建國科技大學,9個月,0,0,0,0,0,0,0,0,4,1,3,0
109,私立,技專校院,1040,建國科技大學,10個月,0,0,0,2,0,0,0,0,2,0,6,0
109,私立,技專校院,1040,建國科技大學,11個月,0,0,0,1,0,0,1,0,3,1,9,0
109,私立,技專校院,1041,明志科技大學,12個月,5,19,23,18,11,1,0,2,0,2,4,0
109,私立,技專校院,1041,明志科技大學,1個月,8,10,3,0,2,0,205,64,31,21,14,1
109,私立,技專校院,1041,明志科技大學,2個月,3,6,4,1,6,0,58,42,24,12,8,1
109,私立,技專校院,1041,明志科技大學,3個月,2,14,4,4,4,2,18,74,24,17,5,0
109,私立,技專校院,1041,明志科技大學,4個月,1,6,11,1,5,0,16,39,27,14,4,0
109,私立,技專校院,1041,明志科技大學,5個月,3,16,11,2,5,0,7,24,17,5,2,0
109,私立,技專校院,1041,明志科技大學,6個月,3,10,1,2,0,0,10,34,19,5,4,0
109,私立,技專校院,1041,明志科技大學,7個月,3,5,3,3,2,0,15,19,9,6,3,0
109,私立,技專校院,1041,明志科技大學,8個月,3,9,4,1,2,0,25,17,14,5,3,0
109,私立,技專校院,1041,明志科技大學,9個月,2,14,1,3,0,0,42,14,9,5,4,0
109,私立,技專校院,1041,明志科技大學,10個月,16,23,21,8,7,2,2,4,11,5,8,0
109,私立,技專校院,1041,明志科技大學,11個月,3,7,9,11,10,0,0,4,7,3,5,1
