學年度,設立別,學校類別,學校統計處代碼,學校名稱,工作月數,"獎助生月支領金額人數-月領3,000元以下","獎助生月支領金額人數-月領3,001~6,000元以下","獎助生月支領金額人數-月領6,001~9,000元以下","獎助生月支領金額人數-月領9,001~基本工資一半以下",獎助生月支領金額人數-月領基本工資一半以上~未達基本工資以下,獎助生月支領金額人數-月領基本工資以上,"勞僱型學生兼任助理月支領金額人數-月領3,000元以下","勞僱型學生兼任助理月支領金額人數-月領3,001~6,000元以下","勞僱型學生兼任助理月支領金額人數-月領6,001~9,000元以下","勞僱型學生兼任助理月支領金額人數-月領9,001~基本工資一半以下",勞僱型學生兼任助理月支領金額人數-月領基本工資一半以上~未達基本工資以下,勞僱型學生兼任助理月支領金額人數-月領基本工資以上
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,1個月,0,0,0,0,0,0,7,1,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,2個月,0,0,0,0,0,0,3,4,3,2,0,0
109,私立,技專校院,1148,大漢技術學院,3個月,0,0,0,0,0,0,2,0,1,0,0,0
109,私立,技專校院,1148,大漢技術學院,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,5個月,0,0,0,0,0,0,1,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,6個月,0,0,0,0,0,0,2,0,0,1,1,0
109,私立,技專校院,1148,大漢技術學院,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1148,大漢技術學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,1個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,3個月,0,0,0,0,0,0,0,0,0,1,0,0
109,私立,技專校院,1159,和春技術學院,4個月,0,0,0,0,0,0,0,0,0,1,0,0
109,私立,技專校院,1159,和春技術學院,5個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,6個月,0,4,6,0,0,0,11,5,0,0,0,0
109,私立,技專校院,1159,和春技術學院,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,8個月,0,0,0,0,0,0,0,0,0,2,0,0
109,私立,技專校院,1159,和春技術學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1159,和春技術學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,12個月,116,1,0,0,0,0,1,0,0,0,1,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,1個月,83,42,157,0,1,0,25,14,1,0,1,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,2個月,5,25,2,1,1,0,6,21,13,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,3個月,13,2,0,0,0,0,3,3,1,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,4個月,10,4,0,0,0,0,2,7,1,0,1,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,5個月,16,1,0,0,0,0,0,1,1,0,4,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,6個月,20,5,1,0,0,0,1,0,1,1,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,7個月,2,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,8個月,10,2,0,2,0,0,0,0,0,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,9個月,9,1,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,10個月,5,0,0,0,0,0,0,1,0,0,2,0
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,11個月,94,2,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,1個月,0,0,0,0,0,0,6,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,2個月,0,0,0,0,0,0,4,1,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,3個月,0,0,0,0,0,0,2,2,1,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,4個月,1,0,0,0,0,0,4,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,5個月,6,1,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,6個月,5,2,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,7個月,1,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,8個月,2,1,0,0,1,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1182,蘭陽技術學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1183,黎明技術學院,12個月,0,0,0,0,0,0,0,2,2,2,1,0
109,私立,技專校院,1183,黎明技術學院,1個月,0,12,0,0,0,0,217,61,22,13,6,0
109,私立,技專校院,1183,黎明技術學院,2個月,0,7,0,0,0,0,8,5,14,1,1,0
109,私立,技專校院,1183,黎明技術學院,3個月,0,27,0,0,0,0,14,4,7,0,1,1
109,私立,技專校院,1183,黎明技術學院,4個月,0,4,0,0,0,0,9,13,10,5,2,0
109,私立,技專校院,1183,黎明技術學院,5個月,0,2,0,0,0,0,1,4,4,0,3,0
109,私立,技專校院,1183,黎明技術學院,6個月,0,1,0,0,0,0,10,3,6,0,1,0
109,私立,技專校院,1183,黎明技術學院,7個月,0,1,0,0,0,0,5,3,2,0,2,0
109,私立,技專校院,1183,黎明技術學院,8個月,0,0,0,0,0,0,10,9,0,2,1,0
109,私立,技專校院,1183,黎明技術學院,9個月,0,0,0,0,0,0,2,3,2,2,1,0
109,私立,技專校院,1183,黎明技術學院,10個月,0,0,0,0,0,0,1,2,5,1,0,0
109,私立,技專校院,1183,黎明技術學院,11個月,0,0,0,0,0,0,0,4,3,3,1,0
109,私立,技專校院,1185,經國管理暨健康學院,12個月,0,3,0,0,0,0,0,1,1,3,0,0
109,私立,技專校院,1185,經國管理暨健康學院,1個月,0,9,0,0,0,0,6,15,9,5,2,0
109,私立,技專校院,1185,經國管理暨健康學院,2個月,0,8,0,0,0,0,3,138,2,4,6,0
109,私立,技專校院,1185,經國管理暨健康學院,3個月,0,10,0,0,0,0,2,10,3,1,3,0
109,私立,技專校院,1185,經國管理暨健康學院,4個月,0,9,0,0,0,0,2,31,7,2,1,0
109,私立,技專校院,1185,經國管理暨健康學院,5個月,0,10,0,0,0,0,4,5,6,8,8,2
109,私立,技專校院,1185,經國管理暨健康學院,6個月,0,3,0,0,0,0,1,6,2,0,0,0
109,私立,技專校院,1185,經國管理暨健康學院,7個月,0,5,0,0,0,0,0,2,5,2,1,0
109,私立,技專校院,1185,經國管理暨健康學院,8個月,0,5,0,0,0,0,0,5,0,1,1,0
109,私立,技專校院,1185,經國管理暨健康學院,9個月,0,6,0,0,0,0,0,2,1,1,0,0
109,私立,技專校院,1185,經國管理暨健康學院,10個月,0,10,0,0,0,0,0,3,2,2,3,1
109,私立,技專校院,1185,經國管理暨健康學院,11個月,0,1,0,0,0,0,0,0,0,3,4,0
109,私立,技專校院,1188,大同技術學院,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1188,大同技術學院,1個月,0,0,0,0,0,0,13,4,1,1,2,0
109,私立,技專校院,1188,大同技術學院,2個月,0,0,0,0,0,0,2,3,0,1,0,0
109,私立,技專校院,1188,大同技術學院,3個月,0,0,0,0,0,0,0,2,0,3,0,0
109,私立,技專校院,1188,大同技術學院,4個月,0,0,0,0,0,0,0,3,1,0,2,0
109,私立,技專校院,1188,大同技術學院,5個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1188,大同技術學院,6個月,0,0,0,0,0,0,0,0,2,0,0,0
109,私立,技專校院,1188,大同技術學院,7個月,0,0,0,0,0,0,0,0,1,0,3,0
109,私立,技專校院,1188,大同技術學院,8個月,0,0,0,0,0,0,0,0,0,0,1,0
109,私立,技專校院,1188,大同技術學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1188,大同技術學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1188,大同技術學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,12個月,0,0,0,0,0,0,3,2,4,1,2,1
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,1個月,0,0,0,0,0,0,74,19,2,2,4,2
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,2個月,0,0,0,0,0,0,14,2,2,0,3,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,3個月,0,0,0,0,0,0,1,6,2,0,0,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,4個月,0,0,0,0,0,0,7,45,3,1,1,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,5個月,0,0,0,0,0,0,2,5,3,0,1,1
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,6個月,0,0,0,0,0,0,1,6,0,2,1,1
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,7個月,0,0,0,0,0,0,0,2,0,1,1,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,8個月,0,0,0,0,0,0,0,13,2,2,0,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,9個月,0,0,0,0,0,0,1,5,1,0,0,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,10個月,0,0,0,0,0,0,0,4,1,0,2,1
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,11個月,0,0,0,0,0,0,0,3,1,0,1,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,12個月,0,0,0,0,0,0,0,1,2,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,1個月,0,0,0,0,0,0,0,0,1,1,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,5個月,0,0,0,0,0,0,0,0,8,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,6個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,7個月,0,0,0,0,0,0,0,0,1,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,1,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,1個月,0,0,0,0,0,0,186,90,22,7,6,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,2個月,0,0,0,0,0,0,88,52,12,2,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,3個月,2,56,0,0,0,0,22,26,3,1,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,4個月,0,0,0,0,0,0,20,8,6,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,5個月,0,3,0,0,0,0,12,7,1,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,6個月,0,26,0,0,0,0,2,4,1,1,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,7個月,0,0,0,0,0,0,5,3,1,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,8個月,0,1,0,0,0,0,1,2,0,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,9個月,0,0,0,0,0,0,3,1,0,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,10個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,2,0
109,私立,技專校院,1283,仁德醫護管理專科學校,1個月,3,27,11,0,0,0,229,34,20,4,7,2
109,私立,技專校院,1283,仁德醫護管理專科學校,2個月,0,1,3,10,12,0,69,33,21,3,1,0
109,私立,技專校院,1283,仁德醫護管理專科學校,3個月,0,0,0,0,9,0,28,42,6,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,4個月,0,0,0,0,2,6,17,34,14,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,5個月,0,0,0,0,0,5,13,17,7,1,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,6個月,0,0,0,0,0,1,5,10,8,1,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,7個月,0,0,0,0,0,0,0,6,1,1,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,8個月,0,0,0,0,0,1,0,1,2,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,9個月,0,0,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,10個月,0,0,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1283,仁德醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,1,0
109,私立,技專校院,1284,樹人醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,1個月,0,0,0,0,0,0,151,19,3,3,13,0
109,私立,技專校院,1284,樹人醫護管理專科學校,2個月,0,1033,0,0,0,0,56,47,16,2,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,3個月,0,0,0,0,0,0,7,17,9,1,5,0
109,私立,技專校院,1284,樹人醫護管理專科學校,4個月,351,0,0,0,0,0,5,9,4,8,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,5個月,0,0,0,0,0,0,4,5,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,6個月,0,0,0,0,0,0,1,3,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,8個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,9個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1284,樹人醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,1
109,私立,技專校院,1284,樹人醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,1個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,4個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,5個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1285,慈惠醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,12個月,0,1,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,1個月,0,68,0,0,0,0,82,8,6,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,2個月,0,36,0,0,0,0,20,11,3,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,3個月,0,15,0,0,0,0,18,3,4,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,4個月,0,13,0,0,0,0,4,6,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,5個月,0,11,0,0,0,0,2,3,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,6個月,0,9,0,0,0,0,4,2,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,7個月,0,1,0,0,0,0,2,1,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,8個月,0,3,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,9個月,0,4,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,10個月,0,0,0,0,0,0,1,0,0,0,0,0
109,私立,技專校院,1286,耕莘健康管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,1個月,160,142,0,0,0,0,30,52,32,3,4,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,2個月,0,0,0,0,0,0,1,34,20,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,3個月,0,0,0,0,0,0,2,16,7,1,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,4個月,0,0,0,0,0,0,1,1,3,1,3,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,5個月,0,0,0,0,0,0,0,1,0,3,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,6個月,0,0,0,0,0,0,0,0,0,3,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,7個月,0,0,0,0,0,0,0,2,0,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,1,2,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,1,0,0
109,私立,技專校院,1287,敏惠醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1289,育英醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1289,育英醫護管理專科學校,1個月,0,0,0,0,0,0,56,64,11,0,1,0
109,私立,技專校院,1289,育英醫護管理專科學校,2個月,0,0,0,0,0,0,11,24,30,7,3,0
109,私立,技專校院,1289,育英醫護管理專科學校,3個月,0,0,0,0,0,0,4,3,13,10,18,1
109,私立,技專校院,1289,育英醫護管理專科學校,4個月,0,0,0,0,0,0,0,4,9,2,13,2
109,私立,技專校院,1289,育英醫護管理專科學校,5個月,0,0,0,0,0,0,0,1,5,2,5,2
109,私立,技專校院,1289,育英醫護管理專科學校,6個月,0,0,0,0,0,0,0,0,0,3,3,2
109,私立,技專校院,1289,育英醫護管理專科學校,7個月,0,0,0,0,0,0,0,2,1,0,1,3
109,私立,技專校院,1289,育英醫護管理專科學校,8個月,0,0,0,0,0,0,0,1,7,3,1,3
109,私立,技專校院,1289,育英醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,4
109,私立,技專校院,1289,育英醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1289,育英醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,1個月,0,32,0,0,0,0,10,12,2,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,2個月,0,52,0,0,0,0,0,2,1,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,3個月,0,15,0,0,0,0,0,3,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,4個月,0,17,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,5個月,0,0,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,6個月,0,2,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,7個月,0,1,0,0,0,0,0,1,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,8個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1291,聖母醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,1個月,0,0,0,0,0,0,0,0,49,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,2個月,0,0,0,0,0,0,1,2,28,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,3個月,0,0,0,0,0,0,0,7,46,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,4個月,0,0,0,0,0,0,0,1,1,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,5個月,0,0,0,0,0,0,0,1,5,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,6個月,0,0,0,0,0,0,0,0,10,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1292,新生醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,12個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,1個月,0,105,0,0,0,0,112,4,5,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,2個月,0,27,0,0,0,0,35,7,0,0,16,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,3個月,0,13,0,0,0,0,10,1,3,1,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,4個月,0,0,0,0,0,0,14,0,1,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,5個月,0,1,0,0,0,0,2,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,6個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,7個月,0,1,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,8個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,9個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,10個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,技專校院,1293,崇仁醫護管理專科學校,11個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,12個月,0,0,0,0,0,0,0,0,1,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,1個月,0,0,0,0,0,0,0,1,0,0,1,0
109,私立,宗教研修學院,1R03,臺北基督學院,2個月,0,0,0,0,0,0,0,0,0,1,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,3個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,4個月,0,0,0,0,0,0,0,4,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,5個月,0,0,0,0,0,0,0,1,2,1,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,6個月,0,0,0,0,0,0,0,1,0,0,1,0
109,私立,宗教研修學院,1R03,臺北基督學院,7個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,8個月,0,0,0,0,0,0,1,2,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,9個月,0,0,0,0,0,0,1,3,0,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,10個月,0,0,0,0,0,0,0,4,1,0,0,0
109,私立,宗教研修學院,1R03,臺北基督學院,11個月,0,0,0,0,0,0,0,1,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,12個月,0,5,0,0,0,0,0,2,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,1個月,0,5,0,0,0,0,0,1,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,2個月,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,3個月,0,5,0,0,0,0,0,2,0,0,0,0
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,4個月,0,5,0,0,0,0,0,2,0,0,0,0
