,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,小計,低收入戶學生,中低收入戶學生,身心障礙學生及身心障礙人士子女,特殊境遇家庭之子女,原住民學生
,103,1,私立,技專校院,1036,健行科技大學,1169,208,62,630,49,220
,103,1,私立,技專校院,1037,正修科技大學,2450,696,469,1026,91,168
,103,1,私立,技專校院,1038,萬能科技大學,1234,239,73,572,57,293
,103,1,私立,技專校院,1040,建國科技大學,1298,307,194,661,75,61
,103,1,私立,技專校院,1041,明志科技大學,392,90,47,192,20,43
,103,1,私立,技專校院,1042,高苑科技大學,1430,452,250,516,49,163
,103,1,私立,技專校院,1043,大仁科技大學,1434,385,214,483,45,307
,103,1,私立,技專校院,1044,聖約翰科技大學,609,208,41,291,14,55
,103,1,私立,技專校院,1045,嶺東科技大學,1111,273,167,530,58,83
,103,1,私立,技專校院,1046,中國科技大學,1331,420,131,576,42,162
,103,1,私立,技專校院,1047,中臺科技大學,1089,267,138,525,42,117
,103,1,私立,技專校院,1051,台南應用科技大學,1396,395,223,600,63,115
,103,1,私立,技專校院,1052,遠東科技大學,1268,374,188,540,65,101
,103,1,私立,技專校院,1053,元培醫事科技大學,768,184,64,387,29,104
,103,1,私立,技專校院,1054,景文科技大學,938,265,89,420,23,141
,103,1,私立,技專校院,1055,中華醫事科技大學,1295,381,174,599,64,77
,103,1,私立,技專校院,1056,東南科技大學,1096,417,101,440,15,123
,103,1,私立,技專校院,1057,德明財經科技大學,1008,310,96,500,28,74
,103,1,私立,技專校院,1060,南開科技大學,945,216,130,478,59,62
,103,1,私立,技專校院,1061,中華科技大學,1040,359,87,428,18,148
,103,1,私立,技專校院,1062,僑光科技大學,1009,257,148,473,49,82
,103,1,私立,技專校院,1063,育達科技大學,851,203,71,426,47,104
,103,1,私立,技專校院,1064,美和科技大學,2086,547,302,554,59,624
,103,1,私立,技專校院,1065,吳鳳科技大學,996,240,129,499,38,90
,103,1,私立,技專校院,1066,環球科技大學,1434,290,111,529,46,458
,103,1,私立,技專校院,1068,中州科技大學,831,224,151,369,24,63
,103,1,私立,技專校院,1069,修平科技大學,807,228,101,366,35,77
,103,1,私立,技專校院,1070,長庚科技大學,937,206,72,427,58,174
,103,1,私立,技專校院,1071,臺北城市科技大學,1347,521,128,538,25,135
,103,1,私立,技專校院,1072,大華科技大學,534,91,33,251,21,138
,103,1,私立,技專校院,1073,醒吾科技大學,1015,269,74,455,23,194
,103,1,私立,技專校院,1074,南榮科技大學,681,208,70,274,22,107
,103,1,私立,技專校院,1075,文藻外語大學,742,175,129,323,38,77
,103,1,私立,技專校院,1076,華夏科技大學,652,238,47,308,9,50
,103,1,私立,技專校院,1148,大漢技術學院,798,79,10,194,2,513
,103,1,私立,技專校院,1150,慈濟技術學院,905,163,30,124,7,581
,103,1,私立,技專校院,1159,和春技術學院,857,329,78,318,8,124
,103,1,私立,技專校院,1164,致理技術學院,1092,342,85,539,20,106
,103,1,私立,技專校院,1166,亞東技術學院,503,135,33,280,13,42
,103,1,私立,技專校院,1168,桃園創新技術學院,908,175,31,440,36,226
,103,1,私立,技專校院,1179,德霖技術學院,960,333,90,402,14,121
,103,1,私立,技專校院,1182,蘭陽技術學院,397,121,23,169,9,75
,103,1,私立,技專校院,1183,黎明技術學院,637,216,54,285,6,76
,103,1,私立,技專校院,1184,東方設計學院,786,324,146,238,13,65
,103,1,私立,技專校院,1185,經國管理暨健康學院,806,302,82,288,16,118
,103,1,私立,技專校院,1187,崇右技術學院,767,249,47,246,8,217
,103,1,私立,技專校院,1188,大同技術學院,590,156,55,268,10,101
,103,1,私立,技專校院,1189,亞太創意技術學院,402,74,20,216,8,84
,103,1,私立,技專校院,1192,臺灣觀光學院,503,90,18,129,7,259
,103,1,私立,技專校院,1197,台北海洋技術學院,961,368,79,389,19,106
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,334,150,28,104,2,50
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,852,229,27,155,16,425
,103,1,私立,技專校院,1283,仁德醫護管理專科學校,903,254,113,309,31,196
,103,1,私立,技專校院,1284,樹人醫護管理專科學校,1049,358,221,283,31,156
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,1571,577,233,243,24,494
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,675,259,68,207,14,127
,103,1,私立,技專校院,1287,敏惠醫護管理專科學校,533,194,106,131,34,68
,103,1,私立,技專校院,1288,高美醫護管理專科學校,227,95,40,35,2,55
,103,1,私立,技專校院,1289,育英醫護管理專科學校,289,127,67,63,7,25
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,378,130,60,141,17,30
,103,1,私立,技專校院,1291,聖母醫護管理專科學校,718,220,57,181,19,241
,103,1,私立,技專校院,1292,新生醫護管理專科學校,898,303,38,181,19,357
,103,2,公立,一般大學,1,國立政治大學,710,72,38,395,18,187
,103,2,公立,一般大學,2,國立清華大學,476,73,29,310,19,45
,103,2,公立,一般大學,3,國立臺灣大學,1300,127,52,822,29,270
,103,2,公立,一般大學,4,國立臺灣師範大學,823,100,52,430,19,222
,103,2,公立,一般大學,5,國立成功大學,904,107,65,609,34,89
,103,2,公立,一般大學,6,國立中興大學,729,78,70,475,24,82
,103,2,公立,一般大學,7,國立交通大學,429,60,34,285,13,37
,103,2,公立,一般大學,8,國立中央大學,511,61,30,365,23,32
,103,2,公立,一般大學,9,國立中山大學,463,76,54,287,14,32
,103,2,公立,一般大學,12,國立臺灣海洋大學,456,77,47,267,17,48
,103,2,公立,一般大學,13,國立中正大學,623,75,48,414,20,66
,103,2,公立,一般大學,14,國立高雄師範大學,364,51,42,186,12,73
,103,2,公立,一般大學,15,國立彰化師範大學,439,51,46,255,22,65
,103,2,公立,一般大學,16,國立陽明大學,163,11,8,113,8,23
,103,2,公立,一般大學,17,國立臺北大學,518,66,28,311,6,107
,103,2,公立,一般大學,18,國立嘉義大學,917,116,131,500,42,128
,103,2,公立,一般大學,19,國立高雄大學,320,62,32,174,14,38
,103,2,公立,一般大學,20,國立東華大學,1053,158,57,342,20,476
,103,2,公立,一般大學,21,國立暨南國際大學,406,36,40,211,20,99
,103,2,公立,一般大學,28,國立臺北藝術大學,152,10,9,82,4,47
,103,2,公立,一般大學,29,國立臺灣藝術大學,287,29,27,167,6,58
,103,2,公立,一般大學,30,國立臺東大學,485,72,36,132,23,222
,103,2,公立,一般大學,31,國立宜蘭大學,419,77,30,247,16,49
,103,2,公立,一般大學,32,國立聯合大學,588,79,68,337,31,73
,103,2,公立,一般大學,35,國立臺南藝術大學,89,14,8,47,1,19
,103,2,公立,一般大學,36,國立臺南大學,428,75,58,214,21,60
,103,2,公立,一般大學,37,國立臺北教育大學,266,46,18,133,7,62
,103,2,公立,一般大學,38,國立新竹教育大學,237,31,27,100,7,72
,103,2,公立,一般大學,39,國立臺中教育大學,310,42,40,147,15,66
,103,2,公立,一般大學,44,國立體育大學,263,31,17,85,6,124
,103,2,公立,一般大學,48,國立金門大學,370,68,14,219,8,61
,103,2,公立,一般大學,49,國立臺灣體育運動大學,468,80,39,143,9,197
,103,2,公立,一般大學,52,國立屏東大學,1058,175,169,402,40,272
,103,2,公立,一般大學,3002,臺北市立大學,623,106,47,207,18,245
,103,2,公立,技專校院,22,國立臺灣科技大學,626,113,73,334,29,77
,103,2,公立,技專校院,23,國立雲林科技大學,732,125,100,390,38,79
,103,2,公立,技專校院,24,國立屏東科技大學,1160,219,204,526,46,165
,103,2,公立,技專校院,25,國立臺北科技大學,797,126,70,473,21,107
,103,2,公立,技專校院,26,國立高雄第一科技大學,654,127,76,328,33,90
,103,2,公立,技專校院,27,國立高雄應用科技大學,1083,185,156,570,40,132
,103,2,公立,技專校院,33,國立虎尾科技大學,820,127,111,447,48,87
,103,2,公立,技專校院,34,國立高雄海洋科技大學,760,151,153,330,35,91
,103,2,公立,技專校院,42,國立澎湖科技大學,263,77,36,113,10,27
,103,2,公立,技專校院,43,國立勤益科技大學,1040,166,143,541,65,125
,103,2,公立,技專校院,46,國立臺北護理健康大學,396,73,37,194,8,84
,103,2,公立,技專校院,47,國立高雄餐旅大學,499,110,71,206,25,87
,103,2,公立,技專校院,50,國立臺中科技大學,1616,283,210,790,63,270
,103,2,公立,技專校院,51,國立臺北商業大學,941,155,63,405,24,294
,103,2,公立,技專校院,144,國立臺灣戲曲學院,75,18,6,36,1,14
,103,2,公立,技專校院,221,國立臺南護理專科學校,278,74,49,80,13,62
,103,2,公立,技專校院,222,國立臺東專科學校,281,73,18,63,4,123
,103,2,私立,一般大學,1001,東海大學,862,166,107,491,45,53
,103,2,私立,一般大學,1002,輔仁大學,1452,239,110,849,38,216
,103,2,私立,一般大學,1003,東吳大學,783,154,62,437,17,113
,103,2,私立,一般大學,1004,中原大學,821,125,73,501,39,83
,103,2,私立,一般大學,1005,淡江大學,1336,246,130,799,47,114
,103,2,私立,一般大學,1006,中國文化大學,1764,378,175,838,52,321
,103,2,私立,一般大學,1007,逢甲大學,1146,181,166,650,82,67
,103,2,私立,一般大學,1008,靜宜大學,936,187,135,480,59,75
,103,2,私立,一般大學,1009,長庚大學,284,36,15,202,6,25
,103,2,私立,一般大學,1010,元智大學,375,48,19,254,22,32
,103,2,私立,一般大學,1011,中華大學,545,82,48,311,27,77
,103,2,私立,一般大學,1012,大葉大學,919,152,155,467,54,91
,103,2,私立,一般大學,1013,華梵大學,222,65,19,120,6,12
,103,2,私立,一般大學,1014,義守大學,1481,282,192,607,58,342
,103,2,私立,一般大學,1015,世新大學,838,168,70,364,25,211
,103,2,私立,一般大學,1016,銘傳大學,1070,220,91,575,55,129
,103,2,私立,一般大學,1017,實踐大學,1163,218,107,558,39,241
,103,2,私立,一般大學,1019,高雄醫學大學,344,44,37,199,15,49
,103,2,私立,一般大學,1020,南華大學,427,121,34,209,22,41
,103,2,私立,一般大學,1021,真理大學,682,160,71,321,29,101
,103,2,私立,一般大學,1022,大同大學,197,44,19,121,6,7
,103,2,私立,一般大學,1027,慈濟大學,260,33,25,131,10,61
,103,2,私立,一般大學,1028,臺北醫學大學,233,32,12,159,4,26
,103,2,私立,一般大學,1029,中山醫學大學,452,86,39,243,16,68
,103,2,私立,一般大學,1033,長榮大學,1082,199,165,458,47,213
,103,2,私立,一般大學,1035,中國醫藥大學,413,47,33,258,8,67
,103,2,私立,一般大學,1039,玄奘大學,642,130,52,271,13,176
,103,2,私立,一般大學,1048,亞洲大學,945,180,114,478,42,131
,103,2,私立,一般大學,1049,開南大學,760,146,44,376,26,168
,103,2,私立,一般大學,1050,佛光大學,310,58,30,125,7,90
,103,2,私立,一般大學,1058,明道大學,699,123,95,366,25,90
,103,2,私立,一般大學,1067,台灣首府大學,793,256,101,322,23,91
,103,2,私立,一般大學,1079,康寧大學,305,93,26,125,5,56
,103,2,私立,一般大學,1125,興國管理學院,59,11,1,18,0,29
,103,2,私立,一般大學,1176,稻江科技暨管理學院,564,143,44,205,21,151
,103,2,私立,一般大學,1195,馬偕醫學院,30,2,1,15,4,8
,103,2,私立,一般大學,1R02,基督教台灣浸會神學院,4,0,0,2,0,2
,103,2,私立,一般大學,1R03,臺北基督學院,16,3,1,7,1,4
,103,2,私立,技專校院,1018,朝陽科技大學,1685,355,244,830,105,151
,103,2,私立,技專校院,1023,南臺科技大學,1630,364,294,795,94,83
,103,2,私立,技專校院,1024,崑山科技大學,1236,280,168,619,75,94
,103,2,私立,技專校院,1025,嘉南藥理大學,2275,522,406,994,117,236
,103,2,私立,技專校院,1026,樹德科技大學,1512,429,268,633,46,136
,103,2,私立,技專校院,1030,龍華科技大學,964,187,81,568,25,103
,103,2,私立,技專校院,1031,輔英科技大學,1411,465,261,483,71,131
,103,2,私立,技專校院,1032,明新科技大學,1127,177,60,668,56,166
,103,2,私立,技專校院,1034,弘光科技大學,1313,233,204,641,78,157
,103,2,私立,技專校院,1036,健行科技大學,1135,177,65,632,52,209
,103,2,私立,技專校院,1037,正修科技大學,2252,535,440,1013,99,165
,103,2,私立,技專校院,1038,萬能科技大學,1196,206,74,572,57,287
,103,2,私立,技專校院,1040,建國科技大學,1252,257,199,661,78,57
,103,2,私立,技專校院,1041,明志科技大學,384,75,49,201,16,43
,103,2,私立,技專校院,1042,高苑科技大學,1344,407,232,495,53,157
,103,2,私立,技專校院,1043,大仁科技大學,1355,333,200,482,46,294
,103,2,私立,技專校院,1044,聖約翰科技大學,586,175,49,295,12,55
,103,2,私立,技專校院,1045,嶺東科技大學,1086,225,173,539,66,83
,103,2,私立,技專校院,1046,中國科技大學,1256,346,146,578,38,148
,103,2,私立,技專校院,1047,中臺科技大學,990,211,143,490,41,105
,103,2,私立,技專校院,1051,台南應用科技大學,1333,335,215,607,61,115
,103,2,私立,技專校院,1052,遠東科技大學,1184,315,185,526,62,96
,103,2,私立,技專校院,1053,元培醫事科技大學,734,152,62,388,29,103
,103,2,私立,技專校院,1054,景文科技大學,860,210,86,411,24,129
,103,2,私立,技專校院,1055,中華醫事科技大學,1271,327,185,611,69,79
,103,2,私立,技專校院,1056,東南科技大學,1023,347,109,437,14,116
,103,2,私立,技專校院,1057,德明財經科技大學,983,262,110,512,28,71
,103,2,私立,技專校院,1060,南開科技大學,927,193,129,481,61,63
,103,2,私立,技專校院,1061,中華科技大學,1007,302,96,440,19,150
,103,2,私立,技專校院,1062,僑光科技大學,946,210,144,447,61,84
,103,2,私立,技專校院,1063,育達科技大學,794,163,66,424,49,92
,103,2,私立,技專校院,1064,美和科技大學,1998,484,290,556,54,614
,103,2,私立,技專校院,1065,吳鳳科技大學,963,215,116,507,35,90
,103,2,私立,技專校院,1066,環球科技大學,1349,252,106,517,47,427
,103,2,私立,技專校院,1068,中州科技大學,788,200,137,366,27,58
,103,2,私立,技專校院,1069,修平科技大學,772,193,102,369,37,71
,103,2,私立,技專校院,1070,長庚科技大學,878,175,74,409,51,169
,103,2,私立,技專校院,1071,臺北城市科技大學,1282,454,141,531,26,130
,103,2,私立,技專校院,1072,大華科技大學,503,75,24,247,26,131
,103,2,私立,技專校院,1073,醒吾科技大學,987,221,72,474,28,192
,103,2,私立,技專校院,1074,南榮科技大學,577,162,59,246,21,89
,103,2,私立,技專校院,1075,文藻外語大學,711,153,124,321,39,74
,103,2,私立,技專校院,1076,華夏科技大學,609,198,49,306,11,45
,103,2,私立,技專校院,1148,大漢技術學院,696,64,8,180,2,442
,103,2,私立,技專校院,1150,慈濟技術學院,870,141,20,124,9,576
,103,2,私立,技專校院,1159,和春技術學院,800,274,88,306,12,120
,103,2,私立,技專校院,1164,致理技術學院,1045,278,93,555,21,98
,103,2,私立,技專校院,1166,亞東技術學院,474,106,30,281,19,38
,103,2,私立,技專校院,1168,桃園創新技術學院,857,156,34,422,33,212
,103,2,私立,技專校院,1179,德霖技術學院,882,274,94,390,12,112
,103,2,私立,技專校院,1182,蘭陽技術學院,367,95,24,170,10,68
,103,2,私立,技專校院,1183,黎明技術學院,585,179,49,280,4,73
,103,2,私立,技專校院,1184,東方設計學院,724,281,129,238,15,61
,103,2,私立,技專校院,1185,經國管理暨健康學院,743,246,76,291,16,114
,103,2,私立,技專校院,1187,崇右技術學院,780,212,60,241,6,261
,103,2,私立,技專校院,1188,大同技術學院,563,135,57,262,11,98
,103,2,私立,技專校院,1189,亞太創意技術學院,387,58,23,216,9,81
,103,2,私立,技專校院,1192,臺灣觀光學院,476,81,21,127,7,240
,103,2,私立,技專校院,1197,台北海洋技術學院,911,320,90,381,17,103
,103,2,私立,技專校院,1281,康寧醫護暨管理專科學校,316,124,29,109,4,50
,103,2,私立,技專校院,1282,馬偕醫護管理專科學校,876,210,34,156,17,459
,103,2,私立,技專校院,1283,仁德醫護管理專科學校,862,218,103,313,40,188
,103,2,私立,技專校院,1284,樹人醫護管理專科學校,1020,311,238,285,34,152
,103,2,私立,技專校院,1285,慈惠醫護管理專科學校,1696,552,337,274,39,494
,103,2,私立,技專校院,1286,耕莘健康管理專科學校,674,252,51,228,16,127
,103,2,私立,技專校院,1287,敏惠醫護管理專科學校,497,168,105,128,35,61
,103,2,私立,技專校院,1288,高美醫護管理專科學校,195,67,36,26,3,63
,103,2,私立,技專校院,1289,育英醫護管理專科學校,283,128,55,67,6,27
,103,2,私立,技專校院,1290,崇仁醫護管理專科學校,358,121,57,135,17,28
,103,2,私立,技專校院,1291,聖母醫護管理專科學校,654,169,59,176,21,229
,103,2,私立,技專校院,1292,新生醫護管理專科學校,888,282,46,192,21,347
,104,1,公立,一般大學,1,國立政治大學,693,107,36,368,20,162
,104,1,公立,一般大學,2,國立清華大學,495,94,31,313,12,45
,104,1,公立,一般大學,3,國立臺灣大學,1369,148,68,862,28,263
,104,1,公立,一般大學,4,國立臺灣師範大學,868,114,67,440,18,229
,104,1,公立,一般大學,5,國立成功大學,910,107,74,592,38,99
,104,1,公立,一般大學,6,國立中興大學,772,87,93,474,30,88
,104,1,公立,一般大學,7,國立交通大學,464,82,42,284,21,35
,104,1,公立,一般大學,8,國立中央大學,519,73,39,345,26,36
,104,1,公立,一般大學,9,國立中山大學,522,79,76,296,23,48
,104,1,公立,一般大學,12,國立臺灣海洋大學,474,89,49,262,17,57
,104,1,公立,一般大學,13,國立中正大學,643,91,68,380,23,81
,104,1,公立,一般大學,14,國立高雄師範大學,404,62,51,192,15,84
,104,1,公立,一般大學,15,國立彰化師範大學,438,60,50,240,20,68
,104,1,公立,一般大學,16,國立陽明大學,160,11,7,110,10,22
,104,1,公立,一般大學,17,國立臺北大學,549,89,29,317,11,103
,104,1,公立,一般大學,18,國立嘉義大學,927,124,148,477,40,138
,104,1,公立,一般大學,19,國立高雄大學,323,71,36,163,16,37
,104,1,公立,一般大學,20,國立東華大學,1191,180,60,376,18,557
,104,1,公立,一般大學,21,國立暨南國際大學,473,45,43,212,18,155
,104,1,公立,一般大學,28,國立臺北藝術大學,169,14,11,93,4,47
,104,1,公立,一般大學,29,國立臺灣藝術大學,307,38,37,165,4,63
,104,1,公立,一般大學,30,國立臺東大學,538,87,36,122,20,273
,104,1,公立,一般大學,31,國立宜蘭大學,442,80,34,223,19,86
,104,1,公立,一般大學,32,國立聯合大學,618,107,81,329,34,67
,104,1,公立,一般大學,35,國立臺南藝術大學,93,12,10,47,3,21
,104,1,公立,一般大學,36,國立臺南大學,433,67,71,213,24,58
,104,1,公立,一般大學,37,國立臺北教育大學,284,43,20,146,7,68
,104,1,公立,一般大學,38,國立新竹教育大學,231,31,27,95,6,72
,104,1,公立,一般大學,39,國立臺中教育大學,317,45,39,138,17,78
,104,1,公立,一般大學,44,國立體育大學,302,40,26,86,8,142
,104,1,公立,一般大學,48,國立金門大學,377,73,19,214,10,61
,104,1,公立,一般大學,49,國立臺灣體育運動大學,472,86,53,124,10,199
,104,1,公立,一般大學,52,國立屏東大學,1117,198,182,383,43,311
,104,1,公立,一般大學,3002,臺北市立大學,637,121,54,196,13,253
,104,1,公立,技專校院,22,國立臺灣科技大學,649,126,84,319,33,87
,104,1,公立,技專校院,23,國立雲林科技大學,737,126,120,378,37,76
,104,1,公立,技專校院,24,國立屏東科技大學,1248,265,241,519,50,173
,104,1,公立,技專校院,25,國立臺北科技大學,761,145,79,428,21,88
,104,1,公立,技專校院,26,國立高雄第一科技大學,671,144,90,318,28,91
,104,1,公立,技專校院,27,國立高雄應用科技大學,1156,220,205,553,52,126
,104,1,公立,技專校院,33,國立虎尾科技大學,869,168,139,435,46,81
,104,1,公立,技專校院,34,國立高雄海洋科技大學,782,163,174,327,31,87
,104,1,公立,技專校院,42,國立澎湖科技大學,278,74,41,121,11,31
,104,1,公立,技專校院,43,國立勤益科技大學,1109,200,185,530,67,127
,104,1,公立,技專校院,46,國立臺北護理健康大學,400,74,39,200,11,76
,104,1,公立,技專校院,47,國立高雄餐旅大學,537,132,98,184,25,98
,104,1,公立,技專校院,50,國立臺中科技大學,1762,352,266,788,83,273
,104,1,公立,技專校院,51,國立臺北商業大學,949,189,74,387,18,281
,104,1,公立,技專校院,144,國立臺灣戲曲學院,91,25,7,35,3,21
,104,1,公立,技專校院,221,國立臺南護理專科學校,316,78,84,81,10,63
,104,1,公立,技專校院,222,國立臺東專科學校,313,88,25,59,5,136
,104,1,私立,一般大學,1001,東海大學,862,172,122,458,55,55
,104,1,私立,一般大學,1002,輔仁大學,1479,286,104,812,40,237
,104,1,私立,一般大學,1003,東吳大學,788,168,64,420,22,114
,104,1,私立,一般大學,1004,中原大學,882,129,86,516,47,104
,104,1,私立,一般大學,1005,淡江大學,1349,283,140,755,48,123
,104,1,私立,一般大學,1006,中國文化大學,1837,423,200,827,62,325
,104,1,私立,一般大學,1007,逢甲大學,1187,216,202,620,78,71
,104,1,私立,一般大學,1008,靜宜大學,903,208,136,433,54,72
,104,1,私立,一般大學,1009,長庚大學,281,43,11,197,7,23
,104,1,私立,一般大學,1010,元智大學,411,62,20,271,19,39
,104,1,私立,一般大學,1011,中華大學,518,97,43,280,26,72
,104,1,私立,一般大學,1012,大葉大學,1069,181,204,527,55,102
,104,1,私立,一般大學,1013,華梵大學,238,74,20,120,7,17
,104,1,私立,一般大學,1014,義守大學,1545,316,223,547,58,401
,104,1,私立,一般大學,1015,世新大學,868,163,75,386,26,218
,104,1,私立,一般大學,1016,銘傳大學,1108,249,105,567,52,135
,104,1,私立,一般大學,1017,實踐大學,1183,267,139,518,40,219
,104,1,私立,一般大學,1019,高雄醫學大學,314,44,38,173,16,43
,104,1,私立,一般大學,1020,南華大學,469,131,70,202,28,38
,104,1,私立,一般大學,1021,真理大學,682,184,63,307,30,98
,104,1,私立,一般大學,1022,大同大學,188,37,17,121,6,7
,104,1,私立,一般大學,1027,慈濟大學,274,37,24,143,10,60
,104,1,私立,一般大學,1028,臺北醫學大學,218,31,12,153,2,20
,104,1,私立,一般大學,1029,中山醫學大學,437,78,47,220,19,73
,104,1,私立,一般大學,1033,長榮大學,1144,237,185,471,46,205
,104,1,私立,一般大學,1035,中國醫藥大學,416,47,33,251,11,74
,104,1,私立,一般大學,1039,玄奘大學,601,142,54,247,17,141
,104,1,私立,一般大學,1048,亞洲大學,977,196,134,461,47,139
,104,1,私立,一般大學,1049,開南大學,706,153,41,335,25,152
,104,1,私立,一般大學,1050,佛光大學,324,67,27,138,11,81
,104,1,私立,一般大學,1058,明道大學,683,142,126,326,32,57
,104,1,私立,一般大學,1067,台灣首府大學,766,280,110,274,20,82
,104,1,私立,一般大學,1079,康寧大學,701,264,73,231,8,125
,104,1,私立,一般大學,1125,中信金融管理學院,12,5,2,4,0,1
,104,1,私立,一般大學,1176,稻江科技暨管理學院,564,154,52,204,19,135
,104,1,私立,一般大學,1195,馬偕醫學院,42,5,0,19,4,14
,104,1,私立,一般大學,1R02,基督教台灣浸會神學院,4,0,0,2,0,2
,104,1,私立,一般大學,1R03,臺北基督學院,16,2,1,9,1,3
,104,1,私立,一般大學,1R04,一貫道天皇學院,1,1,0,0,0,0
,104,1,私立,技專校院,1018,朝陽科技大學,1709,385,291,769,107,157
,104,1,私立,技專校院,1023,南臺科技大學,1776,398,370,816,103,89
,104,1,私立,技專校院,1024,崑山科技大學,1300,298,223,613,77,89
,104,1,私立,技專校院,1025,嘉南藥理大學,2274,549,450,943,111,221
,104,1,私立,技專校院,1026,樹德科技大學,1598,491,324,602,46,135
,104,1,私立,技專校院,1030,龍華科技大學,1001,245,88,525,35,108
,104,1,私立,技專校院,1031,輔英科技大學,1532,527,347,451,77,130
,104,1,私立,技專校院,1032,明新科技大學,1170,199,74,648,67,182
,104,1,私立,技專校院,1034,弘光科技大學,1490,319,239,672,93,167
,104,1,私立,技專校院,1036,健行科技大學,1127,197,73,578,53,226
,104,1,私立,技專校院,1037,正修科技大學,2393,660,541,926,90,176
,104,1,私立,技專校院,1038,萬能科技大學,1268,250,83,570,61,304
,104,1,私立,技專校院,1040,建國科技大學,1282,270,257,622,81,52
,104,1,私立,技專校院,1041,明志科技大學,372,85,41,187,16,43
,104,1,私立,技專校院,1042,高苑科技大學,1449,479,285,488,43,154
,104,1,私立,技專校院,1043,大仁科技大學,1418,356,239,450,46,327
,104,1,私立,技專校院,1044,聖約翰科技大學,550,176,51,255,9,59
,104,1,私立,技專校院,1045,嶺東科技大學,1127,277,184,500,75,91
,104,1,私立,技專校院,1046,中國科技大學,1350,414,152,593,37,154
,104,1,私立,技專校院,1047,中臺科技大學,1058,254,158,489,48,109
,104,1,私立,技專校院,1051,台南應用科技大學,1383,374,248,566,59,136
,104,1,私立,技專校院,1052,遠東科技大學,1181,348,192,499,57,85
,104,1,私立,技專校院,1053,元培醫事科技大學,731,156,76,366,35,98
,104,1,私立,技專校院,1054,景文科技大學,905,265,100,384,25,131
,104,1,私立,技專校院,1055,中華醫事科技大學,1421,379,234,633,77,98
,104,1,私立,技專校院,1056,東南科技大學,1093,410,108,448,16,111
,104,1,私立,技專校院,1057,德明財經科技大學,985,289,106,490,22,78
,104,1,私立,技專校院,1060,南開科技大學,1021,229,170,490,66,66
,104,1,私立,技專校院,1061,中華科技大學,960,326,104,371,22,137
,104,1,私立,技專校院,1062,僑光科技大學,992,268,155,418,63,88
,104,1,私立,技專校院,1063,育達科技大學,766,198,59,364,58,87
,104,1,私立,技專校院,1064,美和科技大學,2050,526,361,484,58,621
,104,1,私立,技專校院,1065,吳鳳科技大學,1001,239,142,496,39,85
,104,1,私立,技專校院,1066,環球科技大學,1460,298,133,487,53,489
,104,1,私立,技專校院,1068,中州科技大學,717,207,145,288,32,45
,104,1,私立,技專校院,1069,修平科技大學,835,249,125,352,37,72
,104,1,私立,技專校院,1070,長庚科技大學,876,192,65,408,48,163
,104,1,私立,技專校院,1071,臺北城市科技大學,1443,576,144,545,34,144
,104,1,私立,技專校院,1072,大華科技大學,522,77,30,260,27,128
,104,1,私立,技專校院,1073,醒吾科技大學,1088,283,106,462,33,204
,104,1,私立,技專校院,1074,南榮科技大學,680,195,92,248,11,134
,104,1,私立,技專校院,1075,文藻外語大學,755,178,138,321,34,84
,104,1,私立,技專校院,1076,華夏科技大學,678,254,51,309,8,56
,104,1,私立,技專校院,1077,慈濟科技大學,930,162,26,123,6,613
,104,1,私立,技專校院,1078,致理科技大學,1037,306,87,515,27,102
,104,1,私立,技專校院,1148,大漢技術學院,637,70,10,148,2,407
,104,1,私立,技專校院,1159,和春技術學院,918,291,95,287,10,235
,104,1,私立,技專校院,1166,亞東技術學院,451,121,36,233,19,42
,104,1,私立,技專校院,1168,桃園創新技術學院,809,147,32,390,38,202
,104,1,私立,技專校院,1179,德霖技術學院,919,326,110,350,10,123
,104,1,私立,技專校院,1182,蘭陽技術學院,322,80,25,143,8,66
,104,1,私立,技專校院,1183,黎明技術學院,665,211,57,299,6,92
,104,1,私立,技專校院,1184,東方設計學院,837,315,167,262,17,76
,104,1,私立,技專校院,1185,經國管理暨健康學院,786,280,82,276,19,129
,104,1,私立,技專校院,1187,崇右技術學院,798,255,62,243,4,234
,104,1,私立,技專校院,1188,大同技術學院,541,131,67,227,17,99
,104,1,私立,技專校院,1189,亞太創意技術學院,311,66,18,155,9,63
,104,1,私立,技專校院,1192,臺灣觀光學院,491,91,20,120,5,255
,104,1,私立,技專校院,1197,台北海洋技術學院,1082,367,119,446,24,126
,104,1,私立,技專校院,1282,馬偕醫護管理專科學校,966,244,65,170,20,467
,104,1,私立,技專校院,1283,仁德醫護管理專科學校,968,256,157,344,28,183
,104,1,私立,技專校院,1284,樹人醫護管理專科學校,1198,383,306,318,38,153
,104,1,私立,技專校院,1285,慈惠醫護管理專科學校,1718,527,393,274,37,487
,104,1,私立,技專校院,1286,耕莘健康管理專科學校,725,285,70,219,19,132
,104,1,私立,技專校院,1287,敏惠醫護管理專科學校,574,164,160,152,38,60
,104,1,私立,技專校院,1288,高美醫護管理專科學校,232,76,56,33,7,60
