學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,學制班別,授課語言,修習全外語院、系所、學位學程之學生人數-本國學生數-小計,修習全外語院、系所、學位學程之學生人數-本國學生數-男,修習全外語院、系所、學位學程之學生人數-本國學生數-女,修習全外語院、系所、學位學程之學生人數-境外學生數-小計,修習全外語院、系所、學位學程之學生人數-境外學生數-男,修習全外語院、系所、學位學程之學生人數-境外學生數-女
109,公立,一般大學,0003,國立臺灣大學,08192164,全球農業科技與基因體科學碩士學位學程,碩士班(日間),英語,0,0,0,5,4,1
109,公立,一般大學,0003,國立臺灣大學,09191163,全球衛生博士學位學程,博士班,英語,0,0,0,7,4,3
109,公立,一般大學,0003,國立臺灣大學,09191163,全球衛生碩士學位學程,碩士班(日間),英語,0,0,0,28,10,18
109,公立,一般大學,0003,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,碩士班(日間),英語,10,5,5,0,0,0
109,公立,一般大學,0003,國立臺灣大學,05199156,跨領域神經科學國際研究生博士學位學程,博士班,英語,9,6,3,4,3,1
109,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),英語,82,34,48,82,46,36
109,公立,一般大學,0003,國立臺灣大學,09121119,轉譯醫學博士學位學程,博士班,英語,4,2,2,0,0,0
109,公立,一般大學,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,博士班,英語,13,6,7,15,12,3
109,公立,一般大學,0004,國立臺灣師範大學,04191054,國際人力資源發展研究所,碩士班(日間),英語,35,11,24,28,6,22
109,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系醫療器材創新國際碩士班,碩士班(日間),英語,14,5,9,17,5,12
109,公立,一般大學,0005,國立成功大學,07112065,尖端材料國際碩士學位學程,碩士班(日間),英語,0,0,0,13,6,7
109,公立,一般大學,0005,國立成功大學,05291025,自然災害減災及管理國際碩士學位學程,碩士班(日間),英語,9,8,1,12,6,6
109,公立,一般大學,0005,國立成功大學,07132052,能源工程國際博士學位學程,博士班,英語,1,1,0,3,2,1
109,公立,一般大學,0005,國立成功大學,07132052,能源工程國際碩士學位學程,碩士班(日間),英語,19,15,4,13,12,1
109,公立,一般大學,0005,國立成功大學,07132052,能源工程國際學士學位學程,學士班(日間),英語,70,53,17,49,33,16
109,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),博士班,英語,2,1,1,11,5,6
109,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),碩士班(日間),英語,0,0,0,110,44,66
109,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),碩士在職專班,英語,89,34,55,0,0,0
109,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,英語,21,8,13,22,6,16
109,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),英語,39,13,26,22,7,15
109,公立,一般大學,0005,國立成功大學,07151133,智慧製造國際碩士學位學程,碩士班(日間),英語,8,8,0,1,1,0
109,公立,一般大學,0005,國立成功大學,05199016,跨領域神經科學國際博士學位學程,博士班,英語,9,6,3,9,8,1
109,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),英語,45,23,22,25,19,6
109,公立,一般大學,0006,國立中興大學,08111064,國際農學碩士學位學程,碩士班(日間),英語,5,3,2,27,13,14
109,公立,一般大學,0007,國立陽明交通大學,05311039,永續化學科技國際研究生博士學位學程,博士班,英語,2,1,1,45,37,8
109,公立,一般大學,0007,國立陽明交通大學,07141054,光電博士學位學程(台灣聯合大學系統),博士班,英語,0,0,0,2,1,1
109,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院博士班,博士班,英語,36,32,4,38,31,7
109,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院越南境外碩士專班,碩士班(日間),英語,0,0,0,5,1,4
109,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),英語,52,40,12,11,10,1
109,公立,一般大學,0007,國立陽明交通大學,09191141,國際衛生碩士學位學程,碩士班(日間),英語,2,0,2,25,10,15
109,公立,一般大學,0007,國立陽明交通大學,05199035,跨領域神經科學國際研究生博士學位學程,博士班,英語,9,2,7,8,4,4
109,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際博士學位學程,博士班,英語,0,0,0,87,74,13
109,公立,一般大學,0007,國立陽明交通大學,07141068,電機資訊國際碩士學位學程,碩士班(日間),英語,0,0,0,57,42,15
109,公立,一般大學,0007,國立陽明交通大學,04131016,管理學院企業管理碩士學位學程,碩士班(日間),英語,36,9,27,28,11,17
109,公立,一般大學,0007,國立陽明交通大學,05211043,環境科技博士學位學程(台灣聯合大學系統),博士班,英語,0,0,0,3,2,1
109,公立,一般大學,0008,國立中央大學,05321041,地球系統科學國際研究生博士學位學程,博士班,英語,10,6,4,32,21,11
109,公立,一般大學,0008,國立中央大學,02299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),英語,4,1,3,12,4,8
109,公立,一般大學,0008,國立中央大學,07121073,國際永續發展碩士在職專班,碩士在職專班,英語,0,0,0,13,8,5
109,公立,一般大學,0008,國立中央大學,05211048,遙測科技碩士學位學程,碩士班(日間),英語,20,13,7,6,4,2
109,公立,一般大學,0008,國立中央大學,07112071,應用材料科學國際研究生碩士學位學程,碩士班(日間),英語,0,0,0,4,3,1
109,公立,一般大學,0008,國立中央大學,05211049,環境科技博士學位學程（台灣聯合大學系統）,博士班,英語,0,0,0,17,12,5
109,公立,一般大學,0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,碩士班(日間),英語,28,9,19,34,15,19
109,公立,一般大學,0009,國立中山大學,03122019,亞太事務英語碩士學位學程,碩士班(日間),英語,0,0,0,18,11,7
109,公立,一般大學,0009,國立中山大學,01111072,教育與人類發展研究全英語博士學位學程,博士班,英語,0,0,0,18,9,9
109,公立,一般大學,0009,國立中山大學,01111072,教育與人類發展研究全英語碩士學位學程,碩士班(日間),英語,0,0,0,2,0,2
109,公立,一般大學,0009,國立中山大學,05399070,理學國際博士學位學程,博士班,英語,10,5,5,12,7,5
109,公立,一般大學,0009,國立中山大學,07141056,電信工程國際碩士學位學程,碩士班(日間),英語,0,0,0,14,13,1
109,公立,一般大學,0009,國立中山大學,07141058,電機電力工程國際碩士學位學程,碩士班(日間),英語,0,0,0,8,6,2
109,公立,一般大學,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,碩士班(日間),英語,80,29,51,59,27,32
109,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,博士班,英語,1,1,0,3,1,2
109,公立,一般大學,0012,國立臺灣海洋大學,08312046,水產養殖學系,碩士班(日間),英語,24,18,6,11,3,8
109,公立,一般大學,0013,國立中正大學,07151071,前瞻製造系統碩士學位學程,碩士班(日間),英語,6,5,1,6,4,2
109,公立,一般大學,0013,國立中正大學,04121035,國際財務金融管理碩士學位學程,碩士班(日間),英語,3,1,2,7,5,2
109,公立,一般大學,0013,國立中正大學,01114007,教育領導與管理發展國際博士學位學程,博士班,英語,0,0,0,6,3,3
109,公立,一般大學,0013,國立中正大學,01114007,教育領導與管理發展國際碩士學位學程,碩士班(日間),英語,1,1,0,25,10,15
109,公立,一般大學,0013,國立中正大學,03199022,認知科學博士學位學程,博士班,英語,2,2,0,5,1,4
109,公立,一般大學,0013,國立中正大學,07199076,環境智能及智慧系統博士學位學程,博士班,英語,1,1,0,1,1,0
109,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,博士班,英語,4,1,3,1,1,0
109,公立,一般大學,0014,國立高雄師範大學,02311021,英語學系,碩士班(日間),英語,18,5,13,2,1,1
109,公立,一般大學,0017,國立臺北大學,04134040,城市治理英語碩士學位學程,碩士班(日間),英語,0,0,0,5,3,2
109,公立,一般大學,0017,國立臺北大學,04121020,財務金融英語碩士學位學程,碩士班(日間),英語,0,0,0,17,7,10
109,公立,一般大學,0018,國立嘉義大學,01111006,師範學院教學專業國際碩士學位學程,碩士班(日間),英語,0,0,0,58,11,47
109,公立,一般大學,0018,國立嘉義大學,08192094,農學院農業科技全英碩士學位學程,碩士班(日間),英語,0,0,0,11,0,11
109,公立,一般大學,0018,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),英語,0,0,0,36,6,30
109,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),英語,4,4,0,21,7,14
109,公立,一般大學,0019,國立高雄大學,05499037,應用科學碩士學位學程,碩士班(日間),英語,0,0,0,1,1,0
109,公立,一般大學,0020,國立東華大學,03191111,人文社會科學學院亞太區域研究博士班,博士班,英語,0,0,0,7,6,1
109,公立,一般大學,0020,國立東華大學,05211100,人文與環境碩士學位學程,碩士班(日間),英語,2,2,0,9,4,5
109,公立,一般大學,0020,國立東華大學,05311071,化學系,博士班,英語,0,0,0,6,3,3
109,公立,一般大學,0020,國立東華大學,04131059,企業管理學系,碩士班(日間),英語,0,0,0,16,11,5
109,公立,一般大學,0020,國立東華大學,07112090,材料科學與工程學系,博士班,英語,0,0,0,6,4,2
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理博士班,博士班,英語,0,0,0,22,12,10
109,公立,一般大學,0020,國立東華大學,05331072,物理學系應用物理碩士班,碩士班(日間),英語,0,0,0,5,4,1
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,學士班(日間),英語,57,42,15,89,69,20
109,公立,一般大學,0020,國立東華大學,06131086,資訊工程學系,碩士班(日間),英語,0,0,0,22,17,5
109,公立,一般大學,0020,國立東華大學,06134081,資訊管理學系,碩士班(日間),英語,0,0,0,3,0,3
109,公立,一般大學,0020,國立東華大學,04191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),英語,51,23,28,31,13,18
109,公立,技專校院,0022,國立臺灣科技大學,07199033,工程學院_大學部先進科技全英語外國學生專班,學士班(日間),英語,0,0,0,72,51,21
109,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系博士班,博士班,英語,0,0,0,35,25,10
109,公立,技專校院,0022,國立臺灣科技大學,07191012,工業管理系碩士班,碩士班(日間),英語,0,0,0,48,24,24
109,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系,學士班(日間),英語,0,0,0,28,17,11
109,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系博士班,博士班,英語,0,0,0,56,37,19
109,公立,技專校院,0022,國立臺灣科技大學,07111026,化學工程系碩士班,碩士班(日間),英語,0,0,0,45,21,24
109,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系,博士班,英語,0,0,0,24,15,9
109,公立,技專校院,0022,國立臺灣科技大學,04131008,企業管理系碩士班,碩士班(日間),英語,0,0,0,12,2,10
109,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,博士班,英語,0,0,0,3,2,1
109,公立,技專校院,0022,國立臺灣科技大學,07141019,光電工程研究所,碩士班(日間),英語,0,0,0,4,1,3
109,公立,技專校院,0022,國立臺灣科技大學,07194040,先進科技全英語學士學位學程,學士班(日間),英語,0,0,0,2,0,2
109,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,博士班,英語,0,0,0,1,1,0
109,公立,技專校院,0022,國立臺灣科技大學,07151024,自動化及控制研究所,碩士班(日間),英語,0,0,0,6,5,1
109,公立,技專校院,0022,國立臺灣科技大學,07141022,色彩與照明科技研究所,碩士班(日間),英語,0,0,0,2,1,1
109,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系博士班,博士班,英語,0,0,0,40,32,8
109,公立,技專校院,0022,國立臺灣科技大學,07112028,材料科學與工程系碩士班,碩士班(日間),英語,0,0,0,14,12,2
109,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系博士班,博士班,英語,0,0,0,6,1,5
109,公立,技專校院,0022,國立臺灣科技大學,07311038,建築系碩士班,碩士班(日間),英語,0,0,0,19,8,11
109,公立,技專校院,0022,國立臺灣科技大學,04199011,科技管理研究所,碩士班(日間),英語,0,0,0,5,5,0
109,公立,技專校院,0022,國立臺灣科技大學,04121010,財務金融研究所,碩士班(日間),英語,0,0,0,13,6,7
109,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系博士班,博士班,英語,0,0,0,28,22,6
109,公立,技專校院,0022,國立臺灣科技大學,06131020,資訊工程系碩士班,碩士班(日間),英語,0,0,0,18,14,4
109,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系博士班,博士班,英語,0,0,0,16,10,6
109,公立,技專校院,0022,國立臺灣科技大學,06131016,資訊管理系碩士班,碩士班(日間),英語,0,0,0,26,21,5
109,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系博士班,博士班,英語,0,0,0,37,32,5
109,公立,技專校院,0022,國立臺灣科技大學,07141018,電子工程系碩士班,碩士班(日間),英語,0,0,0,27,22,5
109,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系博士班,博士班,英語,0,0,0,23,21,2
109,公立,技專校院,0022,國立臺灣科技大學,07141017,電機工程系碩士班,碩士班(日間),英語,0,0,0,26,19,7
109,公立,技專校院,0022,國立臺灣科技大學,04199013,管理學院MBA,碩士班(日間),英語,0,0,0,59,24,35
109,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,博士班,英語,0,0,0,21,12,9
109,公立,技專校院,0022,國立臺灣科技大學,01116002,數位學習與教育研究所,碩士班(日間),英語,0,0,0,9,4,5
109,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,學士班(日間),英語,0,0,0,19,13,6
109,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系博士班,博士班,英語,0,0,0,57,51,6
109,公立,技專校院,0022,國立臺灣科技大學,07151023,機械工程系碩士班,碩士班(日間),英語,0,0,0,25,22,3
109,公立,技專校院,0022,國立臺灣科技大學,02311003,應用外語系碩士班,碩士班(日間),英語,0,0,0,17,4,13
109,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,博士班,英語,0,0,0,56,38,18
109,公立,技專校院,0022,國立臺灣科技大學,05399015,應用科技研究所,碩士班(日間),英語,0,0,0,12,8,4
109,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系,學士班(日間),英語,0,0,0,2,2,0
109,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系博士班,博士班,英語,0,0,0,31,24,7
109,公立,技專校院,0022,國立臺灣科技大學,07321025,營建工程系碩士班,碩士班(日間),英語,0,0,0,52,41,11
109,公立,技專校院,0022,國立臺灣科技大學,09171034,醫學工程研究所,碩士班(日間),英語,0,0,0,5,2,3
109,公立,技專校院,0023,國立雲林科技大學,04131019,企業管理系碩士班,碩士班(日間),英語,9,1,8,22,8,14
109,公立,技專校院,0023,國立雲林科技大學,04131022,國際管理學士學位學程,學士班(日間),英語,108,34,74,7,4,3
109,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系碩士在職專班,碩士在職專班,英語,38,5,33,0,0,0
109,公立,技專校院,0023,國立雲林科技大學,02311004,應用外語系碩士班,碩士班(日間),英語,49,13,36,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,07321022,土壤與水工程國際碩士學位學程,碩士班(日間),英語,3,2,1,6,2,4
109,公立,技專校院,0024,國立屏東科技大學,07211037,食品科學國際碩士學位學程,碩士班(日間),英語,4,3,1,17,6,11
109,公立,技專校院,0024,國立屏東科技大學,04121007,財務金融國際學士學位學程,學士班(日間),英語,72,19,53,3,0,3
109,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,博士班,英語,7,0,7,4,0,4
109,公立,技專校院,0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,碩士班(日間),英語,3,2,1,5,4,1
109,公立,技專校院,0024,國立屏東科技大學,08193036,農企業管理國際碩士學位學程,碩士班(日間),英語,2,2,0,8,5,3
109,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系,學士班(日間),英語,120,58,62,48,29,19
109,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系_國際熱帶農業科技國際學生產學合作專班,學士班(日間),英語,0,0,0,33,13,20
109,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系博士班,博士班,英語,18,13,5,82,48,34
109,公立,技專校院,0024,國立屏東科技大學,08199030,熱帶農業暨國際合作系碩士班,碩士班(日間),英語,9,5,4,32,14,18
109,公立,技專校院,0024,國立屏東科技大學,08312068,觀賞魚科技及水生動物健康國際學位專班,博士班,英語,2,1,1,5,2,3
109,公立,技專校院,0024,國立屏東科技大學,08312068,觀賞魚科技及水生動物健康國際學位專班,碩士班(日間),英語,2,2,0,4,2,2
109,公立,技專校院,0025,國立臺北科技大學,06131075,人工智慧與大數據高階管理雙聯碩士學位學程,碩士在職專班,英語,39,24,15,0,0,0
109,公立,技專校院,0025,國立臺北科技大學,07112067,工程學院_能源與光電材料外國學生專班,博士班,英語,0,0,0,41,25,16
109,公立,技專校院,0025,國立臺北科技大學,02112007,互動設計系_互動設計與創新外國學生專班,碩士班(日間),英語,0,0,0,18,12,6
109,公立,技專校院,0025,國立臺北科技大學,07132068,能源與冷凍空調工程系_能源冷凍空調與車輛外國學生專班,碩士班(日間),英語,0,0,0,5,4,1
109,公立,技專校院,0025,國立臺北科技大學,04131072,高階管理碩士雙聯學位學程,碩士在職專班,英語,32,14,18,0,0,0
109,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,學士班(日間),英語,0,0,0,37,32,5
109,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,博士班,英語,0,0,0,16,13,3
109,公立,技專校院,0025,國立臺北科技大學,07141036,電資學院_外國學生專班,碩士班(日間),英語,0,0,0,21,17,4
109,公立,技專校院,0025,國立臺北科技大學,04199021,管理學院_外國學生專班IMBA專班,碩士班(日間),英語,0,0,0,45,18,27
109,公立,技專校院,0025,國立臺北科技大學,04199021,管理學院_金融科技與創新創業外國學生(IMFI)專班,碩士班(日間),英語,0,0,0,20,9,11
109,公立,技專校院,0025,國立臺北科技大學,07151038,機電學院_機械與自動化碩士外國學生專班,碩士班(日間),英語,0,0,0,6,5,1
109,公立,技專校院,0025,國立臺北科技大學,07151040,機電學院_機電科技博士班外國學生專班,博士班,英語,0,0,0,6,6,0
109,公立,技專校院,0025,國立臺北科技大學,02311002,應用英文系碩士班,碩士班(日間),英語,34,12,22,10,5,5
109,公立,一般大學,0028,國立臺北藝術大學,02192026,文創產業國際藝術碩士學位學程,碩士班(日間),英語,4,0,4,20,5,15
109,公立,一般大學,0030,國立臺東大學,02311015,英美語文學系,碩士班(日間),英語,3,0,3,0,0,0
109,公立,一般大學,0037,國立臺北教育大學,02192027,當代藝術評論與策展研究全英語碩士學位學程,碩士班(日間),英語,8,0,8,25,6,19
109,公立,一般大學,0037,國立臺北教育大學,01115047,學習與教學國際碩士學位學程,碩士班(日間),英語,3,0,3,12,5,7
109,公立,一般大學,0039,國立臺中教育大學,04131040,管理學院國際經營管理碩士學位學程,碩士班(日間),英語,0,0,0,13,4,9
109,公立,技專校院,0043,國立勤益科技大學,07132026,冷凍空調與能源系_機械工程專班,學士班(日間),英語,0,0,0,36,24,12
109,公立,技專校院,0046,國立臺北護理健康大學,10142017,人類發展與健康學院_國際運動科學外國學生專班,碩士班(日間),英語,0,0,0,3,3,0
109,公立,技專校院,0046,國立臺北護理健康大學,04133004,健康科技學院_國際健康科技碩士學程外國學生專班,碩士班(日間),英語,0,0,0,3,2,1
109,公立,技專校院,0046,國立臺北護理健康大學,01121020,國際蒙特梭利碩士專班,碩士班(日間),英語,2,0,2,7,1,6
109,公立,技專校院,0046,國立臺北護理健康大學,09131012,護理助產研究所_外國學生專班,碩士班(日間),英語,0,0,0,3,0,3
109,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_外國學生專班,碩士班(日間),英語,0,0,0,11,1,10
109,公立,技專校院,0046,國立臺北護理健康大學,09131009,護理系_國際護理博士外國學生專班,博士班,英語,0,0,0,16,7,9
109,公立,技專校院,0047,國立高雄餐旅大學,10131009,國際廚藝學士學位學程,學士班(日間),英語,64,31,33,50,17,33
109,公立,技專校院,0047,國立高雄餐旅大學,10151016,國際觀光學士學位學程,學士班(日間),英語,97,22,75,42,9,33
109,公立,技專校院,0047,國立高雄餐旅大學,10151031,國際觀光餐旅全英文碩士學位學程,碩士班(日間),英語,5,1,4,13,6,7
109,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系東南亞博士班,博士班,英語,0,0,0,5,2,3
109,公立,技專校院,0050,國立臺中科技大學,04123027,保險金融管理系,學士班(日間),英語,86,28,58,0,0,0
109,公立,技專校院,0051,國立臺北商業大學,04199021,貿易實務法律暨談判碩士學位學程,碩士班(日間),英語,20,7,13,1,0,1
109,公立,一般大學,0052,國立屏東大學,06131070,國際資訊科技與應用碩士學位學程,碩士班(日間),英語,0,0,0,6,4,2
109,公立,技專校院,0053,國立高雄科技大學,04131031,國際管理碩士學位學程,碩士班(日間),英語,10,2,8,30,11,19
109,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,學士班(日間),英語,74,46,28,27,15,12
109,私立,一般大學,1001,東海大學,05123060,生醫暨材料科學國際博士學位學程,博士班,英語,0,0,0,2,2,0
109,私立,一般大學,1001,東海大學,04131059,國際企業管理碩士學位學程,碩士班(日間),英語,11,3,8,11,5,6
109,私立,一般大學,1001,東海大學,04131021,國際學院國際經營管理學位學程,學士班(日間),英語,166,61,105,80,44,36
109,私立,一般大學,1002,輔仁大學,02122029,品牌與時尚經營管理碩士學位學程,碩士班(日間),英語,13,3,10,8,0,8
109,私立,一般大學,1002,輔仁大學,04131044,國際經營管理碩士學位學程,碩士班(日間),英語,8,8,0,17,6,11
109,私立,一般大學,1004,中原大學,07191041,工業與系統工程學系國際碩士班,碩士班(日間),英語,0,0,0,6,2,4
109,私立,一般大學,1004,中原大學,04191057,中原大學與美國天普大學商學管理雙學士學位學程,學士班(日間),英語,34,19,15,4,2,2
109,私立,一般大學,1004,中原大學,07111049,化學工程與材料科學國際碩士學位學程,碩士班(日間),英語,0,0,0,1,1,0
109,私立,一般大學,1004,中原大學,07193044,生物醫學材料與科技國際碩士學位學程,碩士班(日間),英語,0,0,0,1,0,1
109,私立,一般大學,1004,中原大學,04191017,國際商學碩士學位學程,碩士班(日間),英語,5,0,5,16,7,9
109,私立,一般大學,1004,中原大學,04191017,國際商學學士學位學程,學士班(日間),英語,0,0,0,50,25,25
109,私立,一般大學,1004,中原大學,07141031,資訊工程學系資訊科技與雲端運算國際碩士班,碩士班(日間),英語,0,0,0,2,1,1
109,私立,一般大學,1004,中原大學,07141029,電機工程學系國際碩士班,碩士班(日間),英語,0,0,0,4,4,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03122059,外交與國際關係學系全英語學士班,學士班(日間),英語,154,49,105,112,41,71
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03121074,全球政治經濟學系全英語學士班,學士班(日間),英語,130,47,83,16,9,7
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143064,拉丁美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,西班牙語,0,0,0,24,10,14
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143065,美洲研究所,博士班,英語,5,3,2,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143065,美洲研究所亞太研究數位學習碩士在職專班,碩士在職專班,西班牙語,0,0,0,4,2,2
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,02311079,英美語言文化學系全英語學士班,學士班(日間),英語,124,48,76,4,0,4
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),英語,184,76,108,82,39,43
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131045,商管學院經營管理全英語碩士學位學程,碩士班(日間),英語,2,0,2,21,11,10
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04131040,國際企業學系,學士班(日間),英語,182,82,100,181,83,98
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,10151005,國際觀光管理學系全英語學士班,學士班(日間),英語,295,99,196,33,6,27
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,04121037,淡江大學暨澳洲昆士蘭理工大學財金全英語雙碩士學位學程,碩士班(日間),英語,5,3,2,5,1,4
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06131018,資訊工程學系全英語碩士班,碩士班(日間),英語,4,2,2,2,2,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,06132022,資訊創新與科技學系,學士班(日間),英語,206,147,59,28,24,4
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,03143063,臺灣與亞太研究全英語碩士學位學程,碩士班(日間),英語,0,0,0,10,6,4
109,私立,一般大學,1006,中國文化大學,04191014,全球商務碩士學位學程,碩士班(日間),英語,1,1,0,37,19,18
109,私立,一般大學,1006,中國文化大學,04191014,全球商務學士學位學程,學士班(日間),英語,162,77,85,84,44,40
109,私立,一般大學,1007,逢甲大學,07141107,美國加州聖荷西州立大學工程雙學士學位學程,學士班(日間),英語,36,31,5,0,0,0
109,私立,一般大學,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班(日間),英語,108,61,47,1,0,1
109,私立,一般大學,1007,逢甲大學,06131048,美國加州舊金山州立大學資訊工程雙學士學位學程,學士班(日間),英語,29,20,9,2,2,0
109,私立,一般大學,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,學士班(日間),英語,61,50,11,0,0,0
109,私立,一般大學,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,學士班(日間),英語,145,45,100,97,41,56
109,私立,一般大學,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班(日間),英語,82,42,40,12,7,5
109,私立,一般大學,1008,靜宜大學,04131010,寰宇管理碩士學位學程,碩士班(日間),英語,6,1,5,58,27,31
109,私立,一般大學,1009,長庚大學,05123032,分子醫學全英語碩士學位學程,碩士班(日間),英語,0,0,0,1,0,1
109,私立,一般大學,1009,長庚大學,07141052,奈米工程及設計碩士學位學程,碩士班(日間),英語,6,6,0,20,18,2
109,私立,一般大學,1009,長庚大學,09121034,顯微手術國際碩士學位學程,碩士班(日間),英語,0,0,0,22,17,5
109,私立,一般大學,1011,中華大學學校財團法人中華大學,04131007,英國西英格蘭大學企業管理雙學士學位學程,學士班(日間),英語,19,11,8,0,0,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,10151056,國際觀光與酒店管理雙學士學位學程,學士班(日間),英語,10,4,6,1,1,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,06134059,應用外語暨智慧商務學士學位學程,學士班(日間),英語,0,0,0,20,15,5
109,私立,一般大學,1012,大葉大學,02311008,文創產業國際人才學士學位學程,學士班(日間),英語,4,4,0,0,0,0
109,私立,一般大學,1014,義守大學,04131010,企業管理學系,碩士班(日間),英語,32,15,17,64,28,36
109,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,學士班(日間),英語,89,24,65,27,8,19
109,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,學士班(日間),英語,75,34,41,80,48,32
109,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,學士班(日間),英語,83,39,44,29,14,15
109,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,學士班(日間),英語,117,41,76,75,28,47
109,私立,一般大學,1014,義守大學,07194062,智慧化自動控制英語學士學位學程,學士班(日間),英語,28,23,5,24,21,3
