學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),性別,申請延長修業年限因素之學生人數-小計,申請延長修業年限因素之學生人數-因畢業學分未修滿因素,申請延長修業年限因素之學生人數-因未通過畢業門檻(條件)因素,申請延長修業年限因素之學生人數-因修讀雙主修因素,申請延長修業年限因素之學生人數-因修讀輔系因素,申請延長修業年限因素之學生人數-因修讀跨校學位因素,申請延長修業年限因素之學生人數-因出國學習因素,申請延長修業年限因素之學生人數-因修讀教育學程(學分學程)因素,申請延長修業年限因素之學生人數-其他因素 
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),男,1,0,0,0,0,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),男,11,8,0,0,2,0,0,...,1
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),女,8,5,0,0,0,0,3,...,0
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),男,7,6,0,0,0,0,0,...,1
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),女,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),男,10,8,0,0,2,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),女,5,4,0,0,0,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),男,7,5,0,0,0,0,0,...,2
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),女,15,5,0,0,1,0,7,...,2
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),男,4,3,0,0,1,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),男,12,7,0,1,2,0,2,...,0
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),女,9,4,0,2,2,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),男,6,6,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),女,6,6,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),男,3,1,0,0,1,0,0,...,1
106,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),男,19,15,0,3,0,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),女,2,1,0,1,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),男,3,2,0,0,0,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),女,10,7,0,0,2,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),男,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),男,7,6,0,0,1,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),女,5,4,0,0,1,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),男,4,2,0,0,0,0,0,...,2
106,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),女,6,1,0,1,0,0,4,...,0
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),男,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),女,2,1,0,1,0,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),男,7,2,0,1,4,0,0,...,0
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),女,3,1,0,0,1,0,1,...,0
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),男,10,2,0,2,1,0,3,...,2
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),女,5,2,0,1,0,0,2,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),男,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),女,20,12,2,3,2,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),男,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),女,5,4,0,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),男,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),女,13,10,3,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),男,1,0,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),女,8,5,2,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),男,7,6,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),女,20,12,2,2,2,0,0,...,2
106,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,學士班(日間),男,12,9,3,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),男,11,8,0,1,0,0,0,...,2
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),女,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,學士班(日間),男,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,學士班(日間),女,10,7,0,0,2,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),男,12,8,4,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),女,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,學士班(日間),男,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,學士班(日間),女,9,4,4,0,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),男,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),女,12,10,0,1,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),男,1,0,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),女,5,2,1,1,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),男,9,6,2,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),女,6,5,0,0,1,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),男,8,8,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),女,10,9,0,0,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),男,6,5,0,0,1,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),女,17,10,0,0,2,0,0,...,5
106,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),男,4,1,2,0,1,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),女,3,2,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),男,15,14,0,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),女,36,30,2,1,0,0,0,...,3
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),男,5,3,1,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),女,13,6,0,2,0,0,0,...,5
106,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),男,13,11,0,0,0,0,0,...,2
106,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),女,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),男,4,3,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),女,6,1,1,1,0,0,0,...,3
106,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),男,3,2,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),女,9,4,1,2,0,0,0,...,2
106,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),男,6,2,3,1,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),女,7,3,4,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),男,9,6,0,1,2,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),女,6,3,0,0,0,0,0,...,3
106,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),男,13,11,0,1,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),女,5,5,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),男,10,6,1,2,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),女,3,2,1,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),男,21,20,0,0,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),女,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),男,33,30,0,0,0,0,0,...,3
106,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),女,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),男,14,11,3,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,學士班(日間),男,10,8,2,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,學士班(日間),男,8,6,2,0,0,0,0,...,0
106,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,學士班(日間),女,2,0,1,0,0,0,1,...,0
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),男,14,13,0,0,0,0,0,...,1
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),女,9,9,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),男,12,10,0,0,0,0,2,...,0
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),女,10,7,0,1,1,0,1,...,0
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),男,7,4,0,3,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),女,12,6,0,4,1,0,1,...,0
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),男,6,5,0,0,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),女,21,8,0,3,4,0,2,...,4
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),男,5,4,0,0,0,0,0,...,1
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),女,9,8,0,0,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),男,3,3,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),女,8,4,0,3,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),男,6,4,0,0,2,0,0,...,0
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),女,9,4,0,3,0,0,1,...,1
106,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),男,5,3,0,1,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),女,9,6,0,1,2,0,0,...,0
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),男,10,9,1,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),女,6,5,0,0,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),男,3,2,0,0,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),男,8,4,0,2,0,0,2,...,0
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),女,8,4,1,0,0,0,3,...,0
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,學士班(日間),男,10,8,1,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,學士班(日間),女,3,3,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),男,4,3,0,0,0,0,0,...,1
106,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),女,8,7,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),男,9,8,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),女,3,2,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),男,13,13,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),女,2,1,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),男,6,2,0,4,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),女,2,0,1,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),男,9,7,1,0,0,0,0,...,1
106,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),女,3,1,1,0,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),男,15,14,0,0,0,0,0,...,1
106,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),女,1,0,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),男,4,4,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),女,4,2,1,0,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),男,18,18,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),男,31,31,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),男,9,9,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),女,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),男,5,5,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),女,5,4,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),男,10,8,0,1,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07132074,能源國際學士學位學程,學士班(日間),男,5,5,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07132074,能源國際學士學位學程,學士班(日間),女,3,2,0,0,1,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),男,35,35,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),男,10,10,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),男,29,27,0,2,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),女,3,2,0,1,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),男,10,8,0,1,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),男,9,8,1,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),男,2,2,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),女,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,學士班(日間),男,7,6,0,0,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,學士班(日間),女,2,1,0,0,0,0,1,...,0
106,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),男,3,3,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),女,1,1,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),男,8,5,0,1,0,0,1,...,1
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),女,8,6,0,0,0,0,0,...,2
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),男,14,11,1,0,1,0,1,...,0
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),女,7,7,0,0,0,0,0,...,0
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),男,14,11,0,2,1,0,0,...,0
