學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),科目類別,必選修,每學期課程開課數,課程數-上課人數達100至199人,課程數-上課人數達200人以上
107,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),專業科目,必修,457,0,0
107,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,選修,14,3,0
107,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,必修,41,0,3
107,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),通識科目,選修,48,12,0
107,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,選修,147,1,1
107,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,必修,186,25,3
107,1,公立,技專校院,0042,國立澎湖科技大學,五專,共同科目,必修,9,0,0
107,1,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,選修,1,0,0
107,1,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,必修,4,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,選修,15,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,必修,41,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),通識科目,選修,48,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,選修,173,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,必修,168,1,0
107,2,公立,技專校院,0042,國立澎湖科技大學,五專,共同科目,必修,8,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,選修,2,0,0
107,2,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,必修,5,0,0
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,選修,22,5,0
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,必修,105,0,3
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,選修,58,4,1
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,必修,321,5,9
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,選修,264,2,0
107,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,必修,485,63,21
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,選修,23,0,0
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,必修,105,0,0
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,選修,59,0,0
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,必修,306,1,0
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,選修,345,0,0
107,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,必修,479,0,0
107,1,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,選修,158,15,1
107,1,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,必修,164,8,1
107,1,公立,一般大學,0044,國立體育大學,學士班(日間),通識科目,必修,62,2,4
107,1,公立,一般大學,0044,國立體育大學,學士班(日間),專業科目,選修,7,0,0
107,1,公立,一般大學,0044,國立體育大學,學士班(日間),專業科目,必修,10,0,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,選修,193,1,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,必修,139,0,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),通識科目,選修,1,0,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),通識科目,必修,59,1,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),專業科目,選修,4,0,0
107,2,公立,一般大學,0044,國立體育大學,學士班(日間),專業科目,必修,14,0,0
107,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,選修,21,1,0
107,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,必修,190,0,18
107,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,選修,158,4,0
107,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,必修,403,22,30
107,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,選修,17,0,0
107,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,必修,178,0,0
107,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,選修,154,0,0
107,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,必修,302,2,0
107,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),共同科目,必修,87,0,2
107,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),通識科目,必修,101,1,6
107,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,選修,142,9,0
107,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,必修,257,20,10
107,1,公立,技專校院,0047,國立高雄餐旅大學,五專,共同科目,必修,6,1,0
107,1,公立,技專校院,0047,國立高雄餐旅大學,五專,通識科目,必修,20,0,0
107,1,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,選修,9,0,0
107,1,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,必修,21,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),共同科目,必修,88,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),通識科目,必修,105,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,選修,184,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,必修,242,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,五專,共同科目,必修,6,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,五專,通識科目,必修,8,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,選修,9,0,0
107,2,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,必修,29,0,0
107,1,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,選修,228,4,0
107,1,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,必修,392,13,10
107,1,公立,一般大學,0048,國立金門大學,學士班(日間),通識科目,必修,66,2,1
107,2,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,選修,5,0,0
107,2,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,必修,166,0,1
107,2,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,選修,234,3,0
107,2,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,必修,243,0,0
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,選修,1,0,0
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,必修,22,0,2
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,選修,58,11,1
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,必修,45,0,4
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,選修,222,6,0
107,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,必修,247,23,7
107,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,必修,22,0,0
107,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,選修,60,0,0
107,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,必修,46,0,0
107,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,選修,250,0,0
107,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,必修,207,0,0
107,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,選修,30,2,4
107,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,必修,234,4,12
107,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),通識科目,選修,93,7,0
107,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,選修,328,12,1
107,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,必修,518,58,11
107,1,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,選修,2,0,0
107,1,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,必修,310,0,18
107,1,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,選修,104,1,0
107,1,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,必修,311,38,7
107,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,選修,31,2,3
107,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,必修,221,2,2
107,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),通識科目,選修,87,0,0
107,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,選修,321,1,0
107,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,必修,472,5,0
107,2,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,選修,2,0,0
107,2,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,必修,306,0,2
107,2,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,選修,118,0,0
107,2,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,必修,300,0,0
107,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),共同科目,必修,33,1,2
107,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),通識科目,選修,150,11,5
107,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),專業科目,選修,401,5,1
107,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),專業科目,必修,516,28,6
107,1,公立,技專校院,0051,國立臺北商業大學,五專,共同科目,必修,20,2,0
107,1,公立,技專校院,0051,國立臺北商業大學,五專,通識科目,選修,103,23,6
107,1,公立,技專校院,0051,國立臺北商業大學,五專,專業科目,選修,208,1,8
107,1,公立,技專校院,0051,國立臺北商業大學,五專,專業科目,必修,307,15,12
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),共同科目,選修,4,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),共同科目,必修,15,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),通識科目,選修,5,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),通識科目,必修,112,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),專業科目,選修,285,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,學士班(日間),專業科目,必修,475,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,五專,共同科目,必修,88,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,五專,通識科目,選修,8,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,五專,通識科目,必修,85,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,五專,專業科目,選修,98,0,0
107,2,公立,技專校院,0051,國立臺北商業大學,五專,專業科目,必修,216,0,0
107,1,公立,一般大學,0052,國立屏東大學,學士班(日間),通識科目,選修,714,28,2
107,1,公立,一般大學,0052,國立屏東大學,學士班(日間),通識科目,必修,913,38,17
107,2,公立,一般大學,0052,國立屏東大學,學士班(日間),通識科目,選修,757,0,0
107,2,公立,一般大學,0052,國立屏東大學,學士班(日間),通識科目,必修,832,0,0
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),共同科目,選修,8,0,0
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),共同科目,必修,652,9,28
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),通識科目,選修,259,15,8
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),通識科目,必修,256,18,16
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),專業科目,選修,882,55,2
107,1,公立,技專校院,0053,國立高雄科技大學,學士班(日間),專業科目,必修,1216,204,49
107,1,公立,技專校院,0053,國立高雄科技大學,五專,共同科目,必修,85,18,1
107,1,公立,技專校院,0053,國立高雄科技大學,五專,專業科目,選修,22,1,0
107,1,公立,技專校院,0053,國立高雄科技大學,五專,專業科目,必修,60,1,0
107,2,公立,技專校院,0053,國立高雄科技大學,學士班(日間),共同科目,必修,515,2,0
107,2,公立,技專校院,0053,國立高雄科技大學,學士班(日間),通識科目,必修,38,0,0
107,2,公立,技專校院,0053,國立高雄科技大學,學士班(日間),專業科目,選修,1061,9,0
107,2,公立,技專校院,0053,國立高雄科技大學,學士班(日間),專業科目,必修,1087,19,0
107,2,公立,技專校院,0053,國立高雄科技大學,五專,共同科目,必修,12,0,0
107,2,公立,技專校院,0053,國立高雄科技大學,五專,專業科目,選修,17,0,0
107,2,公立,技專校院,0053,國立高雄科技大學,五專,專業科目,必修,68,0,0
107,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),共同科目,選修,1,0,0
107,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),共同科目,必修,18,6,0
107,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),通識科目,選修,15,0,0
107,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),專業科目,選修,67,0,0
107,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),專業科目,必修,94,6,0
107,2,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),共同科目,選修,1,0,0
107,2,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),共同科目,必修,18,0,0
