學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),科目類別,必選修,每學期課程開課數,課程數-上課人數達100至199人,課程數-上課人數達200人以上
108,1,私立,一般大學,1021,真理大學,學士班(日間),共同科目,必修,209,0,0
108,1,私立,一般大學,1021,真理大學,學士班(日間),通識科目,選修,66,0,0
108,1,私立,一般大學,1021,真理大學,學士班(日間),通識科目,必修,42,0,0
108,1,私立,一般大學,1021,真理大學,學士班(日間),專業科目,選修,294,1,0
108,1,私立,一般大學,1021,真理大學,學士班(日間),專業科目,必修,644,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),共同科目,選修,21,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),共同科目,必修,205,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),通識科目,選修,54,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),通識科目,必修,48,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),專業科目,選修,301,0,0
108,2,私立,一般大學,1021,真理大學,學士班(日間),專業科目,必修,603,0,0
108,1,私立,一般大學,1022,大同大學,學士班(日間),專業科目,選修,280,4,0
108,1,私立,一般大學,1022,大同大學,學士班(日間),專業科目,必修,471,6,0
108,2,私立,一般大學,1022,大同大學,學士班(日間),專業科目,選修,297,2,0
108,2,私立,一般大學,1022,大同大學,學士班(日間),專業科目,必修,451,3,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),共同科目,選修,87,0,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),共同科目,必修,409,0,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),通識科目,必修,6,0,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),專業科目,選修,593,1,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),專業科目,必修,962,1,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,共同科目,必修,40,0,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,專業科目,選修,2,0,0
108,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,專業科目,必修,15,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),共同科目,選修,91,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),共同科目,必修,477,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),通識科目,必修,5,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),專業科目,選修,629,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),專業科目,必修,945,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,共同科目,必修,36,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,專業科目,選修,1,0,0
108,2,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,專業科目,必修,15,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),共同科目,選修,1,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),共同科目,必修,80,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),通識科目,選修,6,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),通識科目,必修,184,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),專業科目,選修,443,0,0
108,1,私立,技專校院,1024,崑山科技大學,學士班(日間),專業科目,必修,561,4,0
108,2,私立,技專校院,1024,崑山科技大學,二專(日間),專業科目,必修,8,0,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),共同科目,選修,3,0,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),共同科目,必修,160,0,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),通識科目,選修,1,0,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),通識科目,必修,122,1,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),專業科目,選修,482,1,0
108,2,私立,技專校院,1024,崑山科技大學,學士班(日間),專業科目,必修,490,4,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),通識科目,選修,9,0,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),通識科目,必修,345,55,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),專業科目,選修,520,2,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),專業科目,必修,917,9,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,專業科目,選修,2,0,0
108,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,專業科目,必修,5,0,0
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),通識科目,必修,444,79,1
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),專業科目,選修,676,2,0
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),專業科目,必修,778,3,0
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,專業科目,選修,2,0,0
108,2,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,五專,專業科目,必修,4,0,0
108,1,私立,技專校院,1026,樹德科技大學,學士班(日間),通識科目,選修,40,1,0
108,1,私立,技專校院,1026,樹德科技大學,學士班(日間),通識科目,必修,321,46,5
108,1,私立,技專校院,1026,樹德科技大學,學士班(日間),專業科目,選修,496,13,1
108,1,私立,技專校院,1026,樹德科技大學,學士班(日間),專業科目,必修,882,28,7
108,2,私立,技專校院,1026,樹德科技大學,學士班(日間),共同科目,選修,4,1,0
108,2,私立,技專校院,1026,樹德科技大學,學士班(日間),共同科目,必修,283,34,9
108,2,私立,技專校院,1026,樹德科技大學,學士班(日間),通識科目,選修,46,1,0
108,2,私立,技專校院,1026,樹德科技大學,學士班(日間),專業科目,選修,507,17,0
108,2,私立,技專校院,1026,樹德科技大學,學士班(日間),專業科目,必修,709,31,7
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),共同科目,選修,51,0,0
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),共同科目,必修,7,0,0
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),通識科目,選修,120,10,1
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),專業科目,選修,241,0,0
108,1,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),專業科目,必修,295,2,0
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),共同科目,選修,42,0,0
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),共同科目,必修,8,0,0
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),通識科目,選修,99,10,0
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),專業科目,選修,248,0,0
108,2,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),專業科目,必修,317,1,0
108,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),通識科目,選修,148,7,1
108,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),通識科目,必修,108,3,3
108,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),專業科目,選修,244,7,0
108,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),專業科目,必修,445,57,0
108,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),通識科目,選修,127,7,0
108,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),通識科目,必修,96,2,1
108,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),專業科目,選修,207,7,0
108,2,私立,一般大學,1028,臺北醫學大學,學士班(日間),專業科目,必修,392,59,2
108,1,私立,一般大學,1029,中山醫學大學,學士班(日間),共同科目,必修,118,0,0
108,1,私立,一般大學,1029,中山醫學大學,學士班(日間),通識科目,選修,122,29,0
108,1,私立,一般大學,1029,中山醫學大學,學士班(日間),專業科目,選修,298,7,0
108,1,私立,一般大學,1029,中山醫學大學,學士班(日間),專業科目,必修,594,43,0
108,2,私立,一般大學,1029,中山醫學大學,學士班(日間),共同科目,選修,23,0,0
108,2,私立,一般大學,1029,中山醫學大學,學士班(日間),共同科目,必修,119,3,0
108,2,私立,一般大學,1029,中山醫學大學,學士班(日間),通識科目,選修,115,16,0
108,2,私立,一般大學,1029,中山醫學大學,學士班(日間),專業科目,選修,287,6,0
108,2,私立,一般大學,1029,中山醫學大學,學士班(日間),專業科目,必修,541,38,0
108,1,私立,技專校院,1030,龍華科技大學,學士班(日間),通識科目,選修,8,0,0
108,1,私立,技專校院,1030,龍華科技大學,學士班(日間),通識科目,必修,389,2,12
108,1,私立,技專校院,1030,龍華科技大學,學士班(日間),專業科目,選修,260,0,0
108,1,私立,技專校院,1030,龍華科技大學,學士班(日間),專業科目,必修,592,1,0
108,1,私立,技專校院,1030,龍華科技大學,五專,通識科目,必修,75,0,0
108,1,私立,技專校院,1030,龍華科技大學,五專,專業科目,選修,13,0,0
108,1,私立,技專校院,1030,龍華科技大學,五專,專業科目,必修,42,0,0
108,2,私立,技專校院,1030,龍華科技大學,學士班(日間),通識科目,選修,10,0,0
108,2,私立,技專校院,1030,龍華科技大學,學士班(日間),通識科目,必修,400,1,12
108,2,私立,技專校院,1030,龍華科技大學,學士班(日間),專業科目,選修,307,2,0
108,2,私立,技專校院,1030,龍華科技大學,學士班(日間),專業科目,必修,499,2,0
108,2,私立,技專校院,1030,龍華科技大學,五專,通識科目,必修,69,0,0
108,2,私立,技專校院,1030,龍華科技大學,五專,專業科目,選修,18,0,0
108,2,私立,技專校院,1030,龍華科技大學,五專,專業科目,必修,40,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),共同科目,選修,2,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),共同科目,必修,151,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),通識科目,選修,4,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),通識科目,必修,23,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),專業科目,選修,228,0,0
108,1,私立,技專校院,1031,輔英科技大學,學士班(日間),專業科目,必修,478,6,0
108,1,私立,技專校院,1031,輔英科技大學,五專,共同科目,必修,223,0,0
108,1,私立,技專校院,1031,輔英科技大學,五專,通識科目,選修,16,0,0
108,1,私立,技專校院,1031,輔英科技大學,五專,專業科目,選修,44,0,0
108,1,私立,技專校院,1031,輔英科技大學,五專,專業科目,必修,312,2,0
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),共同科目,選修,32,0,0
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),共同科目,必修,138,0,0
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),通識科目,選修,2,0,0
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),通識科目,必修,43,1,1
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),專業科目,選修,231,0,0
108,2,私立,技專校院,1031,輔英科技大學,學士班(日間),專業科目,必修,421,3,0
108,2,私立,技專校院,1031,輔英科技大學,五專,共同科目,必修,194,0,0
108,2,私立,技專校院,1031,輔英科技大學,五專,通識科目,選修,16,0,0
108,2,私立,技專校院,1031,輔英科技大學,五專,專業科目,選修,77,1,0
108,2,私立,技專校院,1031,輔英科技大學,五專,專業科目,必修,273,1,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),共同科目,必修,4,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),通識科目,必修,1,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),專業科目,必修,6,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),共同科目,選修,17,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),共同科目,必修,405,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),通識科目,必修,58,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),專業科目,選修,405,0,0
108,1,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),專業科目,必修,573,2,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),共同科目,必修,4,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),通識科目,必修,1,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,二專(日間),專業科目,必修,14,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),共同科目,選修,17,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),共同科目,必修,374,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),通識科目,必修,64,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),專業科目,選修,450,0,0
108,2,私立,技專校院,1032,明新學校財團法人明新科技大學,學士班(日間),專業科目,必修,494,5,0
108,1,私立,一般大學,1033,長榮大學,學士班(日間),共同科目,選修,26,0,0
108,1,私立,一般大學,1033,長榮大學,學士班(日間),共同科目,必修,232,5,0
108,1,私立,一般大學,1033,長榮大學,學士班(日間),通識科目,必修,121,8,0
108,1,私立,一般大學,1033,長榮大學,學士班(日間),專業科目,選修,673,7,0
108,1,私立,一般大學,1033,長榮大學,學士班(日間),專業科目,必修,494,12,0
108,2,私立,一般大學,1033,長榮大學,學士班(日間),共同科目,選修,24,0,0
108,2,私立,一般大學,1033,長榮大學,學士班(日間),共同科目,必修,240,7,0
108,2,私立,一般大學,1033,長榮大學,學士班(日間),通識科目,必修,72,8,0
108,2,私立,一般大學,1033,長榮大學,學士班(日間),專業科目,選修,759,1,0
108,2,私立,一般大學,1033,長榮大學,學士班(日間),專業科目,必修,476,7,0
108,1,私立,技專校院,1034,弘光科技大學,學士班(日間),通識科目,選修,23,0,0
108,1,私立,技專校院,1034,弘光科技大學,學士班(日間),通識科目,必修,352,0,0
108,1,私立,技專校院,1034,弘光科技大學,學士班(日間),專業科目,選修,285,0,0
108,1,私立,技專校院,1034,弘光科技大學,學士班(日間),專業科目,必修,748,0,0
108,1,私立,技專校院,1034,弘光科技大學,五專,通識科目,必修,24,0,0
108,1,私立,技專校院,1034,弘光科技大學,五專,專業科目,選修,6,0,0
108,1,私立,技專校院,1034,弘光科技大學,五專,專業科目,必修,28,0,0
108,2,私立,技專校院,1034,弘光科技大學,學士班(日間),通識科目,選修,34,0,0
108,2,私立,技專校院,1034,弘光科技大學,學士班(日間),通識科目,必修,293,0,0
108,2,私立,技專校院,1034,弘光科技大學,學士班(日間),專業科目,選修,348,5,0
108,2,私立,技專校院,1034,弘光科技大學,學士班(日間),專業科目,必修,608,1,0
108,2,私立,技專校院,1034,弘光科技大學,五專,通識科目,必修,23,0,0
108,2,私立,技專校院,1034,弘光科技大學,五專,專業科目,選修,9,0,0
108,2,私立,技專校院,1034,弘光科技大學,五專,專業科目,必修,24,0,0
108,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),共同科目,選修,3,2,0
108,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),共同科目,必修,1,0,0
108,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),通識科目,選修,153,9,0
108,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),專業科目,選修,389,7,0
108,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),專業科目,必修,595,95,3
108,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),共同科目,選修,4,2,0
108,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),共同科目,必修,2,0,0
108,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),通識科目,選修,160,9,0
108,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),專業科目,選修,429,9,0
108,2,私立,一般大學,1035,中國醫藥大學,學士班(日間),專業科目,必修,530,104,1
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),通識科目,選修,36,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),通識科目,必修,325,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),專業科目,選修,300,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),專業科目,必修,494,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,通識科目,必修,1,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,專業科目,選修,3,0,0
108,1,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,專業科目,必修,3,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),通識科目,選修,7,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),通識科目,必修,353,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),專業科目,選修,337,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,學士班(日間),專業科目,必修,404,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,通識科目,必修,1,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,專業科目,選修,2,0,0
108,2,私立,技專校院,1036,健行學校財團法人健行科技大學,五專,專業科目,必修,4,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),共同科目,選修,34,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),共同科目,必修,190,1,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),通識科目,選修,101,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),通識科目,必修,221,3,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),專業科目,選修,417,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),專業科目,必修,628,5,1
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,共同科目,必修,36,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,專業科目,選修,2,0,0
108,1,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,專業科目,必修,14,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(日間),共同科目,必修,2,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(日間),專業科目,選修,2,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,二專(日間),專業科目,必修,3,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),共同科目,選修,30,1,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),共同科目,必修,151,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),通識科目,選修,120,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),通識科目,必修,212,4,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),專業科目,選修,510,1,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,學士班(日間),專業科目,必修,628,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,共同科目,必修,16,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,通識科目,必修,16,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,專業科目,選修,2,0,0
108,2,私立,技專校院,1037,正修學校財團法人正修科技大學,五專,專業科目,必修,17,0,0
108,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),通識科目,必修,322,0,0
108,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),專業科目,選修,416,1,0
108,1,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),專業科目,必修,486,8,0
108,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),通識科目,必修,319,1,0
108,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),專業科目,選修,412,1,0
108,2,私立,技專校院,1038,萬能學校財團法人萬能科技大學,學士班(日間),專業科目,必修,383,8,0
108,1,私立,一般大學,1039,玄奘大學,學士班(日間),通識科目,選修,68,1,0
108,1,私立,一般大學,1039,玄奘大學,學士班(日間),通識科目,必修,16,0,0
108,1,私立,一般大學,1039,玄奘大學,學士班(日間),專業科目,選修,289,0,0
108,1,私立,一般大學,1039,玄奘大學,學士班(日間),專業科目,必修,178,3,1
108,2,私立,一般大學,1039,玄奘大學,學士班(日間),通識科目,選修,80,0,0
108,2,私立,一般大學,1039,玄奘大學,學士班(日間),通識科目,必修,15,0,0
108,2,私立,一般大學,1039,玄奘大學,學士班(日間),專業科目,選修,256,0,0
108,2,私立,一般大學,1039,玄奘大學,學士班(日間),專業科目,必修,150,2,2
108,1,私立,技專校院,1040,建國科技大學,學士班(日間),共同科目,選修,1,0,0
108,1,私立,技專校院,1040,建國科技大學,學士班(日間),共同科目,必修,225,2,0
108,1,私立,技專校院,1040,建國科技大學,學士班(日間),通識科目,必修,37,0,0
108,1,私立,技專校院,1040,建國科技大學,學士班(日間),專業科目,選修,215,0,0
108,1,私立,技專校院,1040,建國科技大學,學士班(日間),專業科目,必修,434,0,0
108,2,私立,技專校院,1040,建國科技大學,學士班(日間),共同科目,必修,222,0,0
108,2,私立,技專校院,1040,建國科技大學,學士班(日間),通識科目,必修,41,0,0
108,2,私立,技專校院,1040,建國科技大學,學士班(日間),專業科目,選修,245,0,0
108,2,私立,技專校院,1040,建國科技大學,學士班(日間),專業科目,必修,362,0,0
108,1,私立,技專校院,1041,明志科技大學,學士班(日間),共同科目,必修,249,0,0
108,1,私立,技專校院,1041,明志科技大學,學士班(日間),通識科目,選修,59,1,0
108,1,私立,技專校院,1041,明志科技大學,學士班(日間),專業科目,選修,198,0,0
108,1,私立,技專校院,1041,明志科技大學,學士班(日間),專業科目,必修,322,0,0
108,2,私立,技專校院,1041,明志科技大學,學士班(日間),共同科目,必修,323,0,0
108,2,私立,技專校院,1041,明志科技大學,學士班(日間),通識科目,選修,56,0,0
108,2,私立,技專校院,1041,明志科技大學,學士班(日間),專業科目,選修,171,0,0
108,2,私立,技專校院,1041,明志科技大學,學士班(日間),專業科目,必修,210,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),共同科目,選修,3,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),共同科目,必修,54,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),通識科目,選修,21,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),通識科目,必修,63,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),專業科目,選修,306,0,0
108,1,私立,技專校院,1042,高苑科技大學,學士班(日間),專業科目,必修,375,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),共同科目,選修,1,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),共同科目,必修,45,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),通識科目,選修,11,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),通識科目,必修,57,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),專業科目,選修,322,0,0
108,2,私立,技專校院,1042,高苑科技大學,學士班(日間),專業科目,必修,305,0,0
108,1,私立,技專校院,1043,大仁科技大學,學士班(日間),通識科目,選修,27,1,0
108,1,私立,技專校院,1043,大仁科技大學,學士班(日間),通識科目,必修,152,0,0
108,1,私立,技專校院,1043,大仁科技大學,學士班(日間),專業科目,選修,130,0,0
108,1,私立,技專校院,1043,大仁科技大學,學士班(日間),專業科目,必修,430,15,1
108,2,私立,技專校院,1043,大仁科技大學,學士班(日間),通識科目,選修,29,2,0
108,2,私立,技專校院,1043,大仁科技大學,學士班(日間),通識科目,必修,143,0,0
108,2,私立,技專校院,1043,大仁科技大學,學士班(日間),專業科目,選修,140,5,0
108,2,私立,技專校院,1043,大仁科技大學,學士班(日間),專業科目,必修,382,24,0
108,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),共同科目,必修,47,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),通識科目,必修,31,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),專業科目,選修,129,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),專業科目,必修,196,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,五專,共同科目,必修,45,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,五專,專業科目,選修,22,0,0
108,1,私立,技專校院,1044,聖約翰科技大學,五專,專業科目,必修,102,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),共同科目,必修,41,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),通識科目,必修,30,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),專業科目,選修,118,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,學士班(日間),專業科目,必修,155,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,五專,共同科目,必修,31,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,五專,專業科目,選修,19,0,0
108,2,私立,技專校院,1044,聖約翰科技大學,五專,專業科目,必修,103,0,0
108,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),共同科目,必修,2,0,0
108,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),通識科目,選修,4,0,0
108,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),通識科目,必修,325,0,0
108,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),專業科目,選修,358,0,0
108,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),專業科目,必修,510,0,0
108,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),共同科目,選修,2,0,0
108,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),通識科目,必修,291,0,0
108,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),專業科目,選修,374,0,0
108,2,私立,技專校院,1045,嶺東科技大學,學士班(日間),專業科目,必修,418,0,0
108,1,私立,技專校院,1046,中國科技大學,學士班(日間),共同科目,選修,1,0,0
108,1,私立,技專校院,1046,中國科技大學,學士班(日間),共同科目,必修,68,0,0
108,1,私立,技專校院,1046,中國科技大學,學士班(日間),通識科目,選修,20,0,0
108,1,私立,技專校院,1046,中國科技大學,學士班(日間),專業科目,選修,185,0,0
108,1,私立,技專校院,1046,中國科技大學,學士班(日間),專業科目,必修,143,0,0
108,2,私立,技專校院,1046,中國科技大學,學士班(日間),共同科目,選修,2,0,0
108,2,私立,技專校院,1046,中國科技大學,學士班(日間),共同科目,必修,248,7,0
108,2,私立,技專校院,1046,中國科技大學,學士班(日間),通識科目,選修,33,0,0
108,2,私立,技專校院,1046,中國科技大學,學士班(日間),專業科目,選修,542,0,0
108,2,私立,技專校院,1046,中國科技大學,學士班(日間),專業科目,必修,481,0,0
108,1,私立,技專校院,1047,中臺科技大學,二專(日間),通識科目,必修,2,0,0
108,1,私立,技專校院,1047,中臺科技大學,二專(日間),專業科目,選修,3,0,0
108,1,私立,技專校院,1047,中臺科技大學,二專(日間),專業科目,必修,13,0,0
108,1,私立,技專校院,1047,中臺科技大學,學士班(日間),共同科目,必修,184,0,0
108,1,私立,技專校院,1047,中臺科技大學,學士班(日間),通識科目,選修,31,0,0
108,1,私立,技專校院,1047,中臺科技大學,學士班(日間),通識科目,必修,61,1,0
108,1,私立,技專校院,1047,中臺科技大學,學士班(日間),專業科目,選修,232,1,0
108,1,私立,技專校院,1047,中臺科技大學,學士班(日間),專業科目,必修,503,0,0
