,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,男,女,總計
,101,公立,一般大學,12,國立臺灣海洋大學,520212,系統工程暨造船學系,學士班(日間),7,0,7
,101,公立,一般大學,12,國立臺灣海洋大學,520214,輪機工程學系,學士班(日間),12,2,14
,101,公立,一般大學,12,國立臺灣海洋大學,520226,機械與機電工程學系,學士班(日間),19,0,19
,101,公立,一般大學,12,國立臺灣海洋大學,521001,河海工程學系,學士班(日間),16,2,18
,101,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系,學士班(日間),3,2,5
,101,公立,一般大學,12,國立臺灣海洋大學,620601,食品科學系,學士班(進修),8,4,12
,101,公立,一般大學,12,國立臺灣海洋大學,621102,環境生物與漁業科學學系,學士班(日間),2,1,3
,101,公立,一般大學,12,國立臺灣海洋大學,621104,水產養殖學系,學士班(日間),13,2,15
,101,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,學士班(日間),3,0,3
,101,公立,一般大學,12,國立臺灣海洋大學,840106,航運管理學系,學士班(進修),15,3,18
,101,公立,一般大學,12,國立臺灣海洋大學,840114,運輸科學系,學士班(日間),9,2,11
,101,公立,一般大學,12,國立臺灣海洋大學,840302,商船學系,學士班(日間),10,3,13
,101,公立,一般大學,13,國立中正大學,140501,成人及繼續教育學系,學士班(日間),0,1,1
,101,公立,一般大學,13,國立中正大學,220201,中國文學系,學士班(日間),0,6,6
,101,公立,一般大學,13,國立中正大學,220301,外國語文學系,學士班(日間),3,4,7
,101,公立,一般大學,13,國立中正大學,220901,歷史學系,學士班(日間),8,12,20
,101,公立,一般大學,13,國立中正大學,221101,哲學系,學士班(日間),10,8,18
,101,公立,一般大學,13,國立中正大學,310101,經濟學系,學士班(日間),6,0,6
,101,公立,一般大學,13,國立中正大學,310201,政治學系,學士班(日間),3,11,14
,101,公立,一般大學,13,國立中正大學,310501,心理學系,學士班(日間),3,4,7
,101,公立,一般大學,13,國立中正大學,311003,勞工關係學系,學士班(日間),4,1,5
,101,公立,一般大學,13,國立中正大學,311007,犯罪防治學系,學士班(日間),1,2,3
,101,公立,一般大學,13,國立中正大學,320102,傳播學系,學士班(日間),1,5,6
,101,公立,一般大學,13,國立中正大學,340201,會計與資訊科技學系,學士班(日間),4,0,4
,101,公立,一般大學,13,國立中正大學,340301,企業管理學系,學士班(日間),2,4,6
,101,公立,一般大學,13,國立中正大學,340501,財務金融學系,學士班(日間),4,1,5
,101,公立,一般大學,13,國立中正大學,380101,法律學系,學士班(日間),6,2,8
,101,公立,一般大學,13,國立中正大學,380201,財經法律學系,學士班(日間),8,8,16
,101,公立,一般大學,13,國立中正大學,420103,生命科學系,學士班(日間),3,0,3
,101,公立,一般大學,13,國立中正大學,440103,化學暨生物化學系,學士班(日間),7,1,8
,101,公立,一般大學,13,國立中正大學,440208,地球與環境科學系,學士班(日間),3,1,4
,101,公立,一般大學,13,國立中正大學,440301,物理學系,學士班(日間),9,0,9
,101,公立,一般大學,13,國立中正大學,460101,數學系,學士班(日間),13,1,14
,101,公立,一般大學,13,國立中正大學,480109,資訊管理學系,學士班(日間),14,0,14
,101,公立,一般大學,13,國立中正大學,520101,電機工程學系,學士班(日間),11,1,12
,101,公立,一般大學,13,國立中正大學,520114,資訊工程學系,學士班(日間),15,3,18
,101,公立,一般大學,13,國立中正大學,520126,通訊工程學系,學士班(日間),9,1,10
,101,公立,一般大學,13,國立中正大學,520201,機械工程學系,學士班(日間),11,0,11
,101,公立,一般大學,13,國立中正大學,520401,化學工程學系,學士班(日間),11,1,12
,101,公立,一般大學,13,國立中正大學,760304,社會福利學系,學士班(日間),0,4,4
,101,公立,一般大學,14,國立高雄師範大學,140101,教育學系,學士班(日間),1,4,5
,101,公立,一般大學,14,國立高雄師範大學,140302,工業科技教育學系,學士班(日間),2,0,2
,101,公立,一般大學,14,國立高雄師範大學,140315,體育學系,學士班(日間),3,0,3
,101,公立,一般大學,14,國立高雄師範大學,140601,特殊教育學系,學士班(日間),0,2,2
,101,公立,一般大學,14,國立高雄師範大學,210101,美術學系,學士班(日間),2,3,5
,101,公立,一般大學,14,國立高雄師範大學,210401,音樂學系,學士班(日間),1,1,2
,101,公立,一般大學,14,國立高雄師範大學,220201,國文學系,學士班(日間),2,1,3
,101,公立,一般大學,14,國立高雄師範大學,220308,英語學系,學士班(日間),2,4,6
,101,公立,一般大學,14,國立高雄師範大學,230201,視覺設計學系,學士班(日間),4,2,6
,101,公立,一般大學,14,國立高雄師範大學,230303,工業設計學系,學士班(日間),1,1,2
,101,公立,一般大學,14,國立高雄師範大學,340305,事業經營學系,學士班(日間),1,1,2
,101,公立,一般大學,14,國立高雄師範大學,440101,化學系,學士班(日間),3,1,4
,101,公立,一般大學,14,國立高雄師範大學,440301,物理學系,學士班(日間),5,0,5
,101,公立,一般大學,14,國立高雄師範大學,460101,數學系,學士班(日間),12,2,14
,101,公立,一般大學,14,國立高雄師範大學,480306,軟體工程學系,學士班(日間),2,1,3
,101,公立,一般大學,14,國立高雄師範大學,520103,電子工程學系,學士班(日間),4,0,4
,101,公立,一般大學,14,國立高雄師範大學,520126,光電與通訊工程學系,學士班(日間),7,1,8
,101,公立,一般大學,15,國立彰化師範大學,140221,公共事務與公民教育學系,學士班(日間),3,1,4
,101,公立,一般大學,15,國立彰化師範大學,140301,工業教育與技術學系,學士班(日間),21,0,21
,101,公立,一般大學,15,國立彰化師範大學,140303,商業教育學系,學士班(日間),1,1,2
,101,公立,一般大學,15,國立彰化師範大學,140330,運動學系,學士班(日間),1,1,2
,101,公立,一般大學,15,國立彰化師範大學,140601,特殊教育學系,學士班(日間),1,2,3
,101,公立,一般大學,15,國立彰化師範大學,210101,美術學系,學士班(日間),3,2,5
,101,公立,一般大學,15,國立彰化師範大學,220201,國文學系,學士班(日間),3,7,10
,101,公立,一般大學,15,國立彰化師範大學,220308,英語學系,學士班(日間),3,0,3
,101,公立,一般大學,15,國立彰化師範大學,310506,輔導與諮商學系,學士班(日間),2,7,9
,101,公立,一般大學,15,國立彰化師範大學,310601,地理學系,學士班(日間),3,0,3
,101,公立,一般大學,15,國立彰化師範大學,340201,會計學系,學士班(日間),2,4,6
,101,公立,一般大學,15,國立彰化師範大學,340301,企業管理學系,學士班(日間),0,5,5
,101,公立,一般大學,15,國立彰化師範大學,420101,生物學系,學士班(日間),6,2,8
,101,公立,一般大學,15,國立彰化師範大學,440101,化學系,學士班(日間),4,0,4
,101,公立,一般大學,15,國立彰化師範大學,440301,物理學系,學士班(日間),19,1,20
,101,公立,一般大學,15,國立彰化師範大學,460101,數學系,學士班(日間),11,0,11
,101,公立,一般大學,15,國立彰化師範大學,480109,資訊管理學系,學士班(日間),2,9,11
,101,公立,一般大學,15,國立彰化師範大學,520101,電機工程學系,學士班(日間),5,0,5
,101,公立,一般大學,15,國立彰化師範大學,520103,電子工程學系,學士班(日間),10,1,11
,101,公立,一般大學,15,國立彰化師範大學,520114,資訊工程學系,學士班(日間),13,0,13
,101,公立,一般大學,15,國立彰化師範大學,520226,機電工程學系,學士班(日間),4,0,4
,101,公立,一般大學,16,國立陽明大學,420103,生命科學系暨基因體科學研究所,學士班(日間),1,0,1
,101,公立,一般大學,16,國立陽明大學,720101,醫學系,學士班(日間),4,1,5
,101,公立,一般大學,16,國立陽明大學,720411,物理治療暨輔助科技學系,學士班(日間),8,5,13
,101,公立,一般大學,16,國立陽明大學,720712,生物醫學影像暨放射科學系,學士班(日間),5,2,7
,101,公立,一般大學,17,國立臺北大學,220201,中國文學系,學士班(日間),8,13,21
,101,公立,一般大學,17,國立臺北大學,220303,應用外語系,學士班(日間),0,10,10
,101,公立,一般大學,17,國立臺北大學,220901,歷史學系,學士班(日間),16,5,21
,101,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(日間),14,7,21
,101,公立,一般大學,17,國立臺北大學,310101,經濟學系,學士班(進修),4,4,8
,101,公立,一般大學,17,國立臺北大學,310301,社會學系,學士班(日間),4,6,10
,101,公立,一般大學,17,國立臺北大學,310802,公共行政與政策學系,學士班(日間),13,32,45
,101,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,學士班(進修),9,4,13
,101,公立,一般大學,17,國立臺北大學,340201,會計學系,學士班(日間),8,3,11
,101,公立,一般大學,17,國立臺北大學,340201,會計學系,學士班(進修),1,2,3
,101,公立,一般大學,17,國立臺北大學,340301,企業管理學系,學士班(日間),10,7,17
,101,公立,一般大學,17,國立臺北大學,340301,企管管理學系,學士班(進修),8,5,13
,101,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(日間),7,1,8
,101,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,學士班(進修),5,2,7
,101,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(日間),2,5,7
,101,公立,一般大學,17,國立臺北大學,340701,財政學系,學士班(進修),14,16,30
,101,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(日間),14,3,17
,101,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,學士班(進修),8,9,17
,101,公立,一般大學,17,國立臺北大學,380101,法律學系司法組,學士班(日間),4,1,5
,101,公立,一般大學,17,國立臺北大學,380101,法律學系法學組,學士班(日間),8,1,9
,101,公立,一般大學,17,國立臺北大學,380101,法律學系財經法組,學士班(日間),9,4,13
,101,公立,一般大學,17,國立臺北大學,380101,法律學系,學士班(進修),5,11,16
,101,公立,一般大學,17,國立臺北大學,460201,統計學系,學士班(日間),12,4,16
,101,公立,一般大學,17,國立臺北大學,460201,統計學系,學士班(進修),0,1,1
,101,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,學士班(日間),12,0,12
,101,公立,一般大學,17,國立臺北大學,760301,社會工作學系,學士班(日間),3,6,9
,101,公立,一般大學,17,國立臺北大學,760301,社會工作學系,學士班(進修),3,12,15
,101,公立,一般大學,17,國立臺北大學,810504,休閒運動與管理學系,學士班(日間),7,6,13
,101,公立,一般大學,18,國立嘉義大學,140101,教育學系,學士班(日間),0,1,1
,101,公立,一般大學,18,國立嘉義大學,140401,幼兒教育學系,學士班(日間),1,1,2
,101,公立,一般大學,18,國立嘉義大學,140601,特殊教育學系,學士班(日間),1,0,1
,101,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,學士班(日間),1,0,1
,101,公立,一般大學,18,國立嘉義大學,210401,音樂學系,學士班(日間),2,4,6
,101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(日間),1,4,5
,101,公立,一般大學,18,國立嘉義大學,210604,視覺藝術學系,學士班(進修),0,2,2
,101,公立,一般大學,18,國立嘉義大學,220201,中國文學系,學士班(日間),3,2,5
,101,公立,一般大學,18,國立嘉義大學,220706,外國語言學系,學士班(日間),2,4,6
,101,公立,一般大學,18,國立嘉義大學,220902,史地學系,學士班(日間),2,3,5
,101,公立,一般大學,18,國立嘉義大學,310102,應用經濟學系,學士班(日間),0,1,1
,101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(日間),1,1,2
,101,公立,一般大學,18,國立嘉義大學,310506,輔導與諮商學系,學士班(進修),2,4,6
,101,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,學士班(日間),2,0,2
,101,公立,一般大學,18,國立嘉義大學,340501,財務金融學系,學士班(日間),2,0,2
,101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(日間),9,0,9
,101,公立,一般大學,18,國立嘉義大學,349923,生物事業管理學系,學士班(進修),3,3,6
,101,公立,一般大學,18,國立嘉義大學,420102,水生生物科學系,學士班(日間),7,0,7
,101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(日間),4,1,5
,101,公立,一般大學,18,國立嘉義大學,420307,生物資源學系,學士班(進修),5,10,15
,101,公立,一般大學,18,國立嘉義大學,420310,生化科技學系,學士班(日間),5,0,5
,101,公立,一般大學,18,國立嘉義大學,429905,微生物免疫與生物藥學系,學士班(日間),3,1,4
,101,公立,一般大學,18,國立嘉義大學,440102,應用化學系,學士班(日間),8,0,8
,101,公立,一般大學,18,國立嘉義大學,440303,電子物理學系,學士班(日間),4,2,6
,101,公立,一般大學,18,國立嘉義大學,460102,應用數學系,學士班(日間),5,1,6
,101,公立,一般大學,18,國立嘉義大學,480109,資訊管理學系,學士班(日間),5,1,6
,101,公立,一般大學,18,國立嘉義大學,520101,電機工程學系,學士班(日間),5,0,5
,101,公立,一般大學,18,國立嘉義大學,520114,資訊工程學系,學士班(日間),8,0,8
,101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(日間),16,0,16
,101,公立,一般大學,18,國立嘉義大學,520239,生物機電工程學系,學士班(進修),11,1,12
,101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(日間),7,0,7
,101,公立,一般大學,18,國立嘉義大學,520303,土木與水資源工程學系,學士班(進修),12,3,15
,101,公立,一般大學,18,國立嘉義大學,580203,景觀學系,學士班(日間),0,2,2
,101,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(日間),9,1,10
,101,公立,一般大學,18,國立嘉義大學,620102,農藝學系,學士班(進修),4,2,6
,101,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(日間),5,5,10
,101,公立,一般大學,18,國立嘉義大學,620203,動物科學系,學士班(進修),11,5,16
