id,學年度,學期,學院,單位,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,延修生人數男,延修生人數女,轉學生男,轉學生女,補充說明
urn:ncyu.edu.tw:student:number:01732,109,1,生命科學院,生化科技學系,學士班,,,5,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01733,109,1,生命科學院,生命科學全英文碩士學位學程,碩士班,,,2,1,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01734,109,1,生命科學院,生物資源學系,碩士班,,,1,4,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01735,109,1,生命科學院,生物資源學系,碩士班,,,2,8,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01736,109,1,生命科學院,生物資源學系,碩士班,,,3,2,2,2,2,0,0,
urn:ncyu.edu.tw:student:number:01737,109,1,生命科學院,生物資源學系,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01738,109,1,生命科學院,生物資源學系,學士班,,,1,16,29,0,0,0,0,
urn:ncyu.edu.tw:student:number:01739,109,1,生命科學院,生物資源學系,學士班,,,2,14,28,0,0,0,2,
urn:ncyu.edu.tw:student:number:01740,109,1,生命科學院,生物資源學系,學士班,,,3,17,12,0,0,1,0,
urn:ncyu.edu.tw:student:number:01741,109,1,生命科學院,生物資源學系,學士班,,,4,22,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01742,109,1,生命科學院,生物資源學系,學士班,,,5,1,2,1,2,0,0,
urn:ncyu.edu.tw:student:number:01743,109,1,生命科學院,食品科學系,博士班,,,1,3,1,0,0,0,0,
urn:ncyu.edu.tw:student:number:01744,109,1,生命科學院,食品科學系,博士班,,,2,3,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01745,109,1,生命科學院,食品科學系,博士班,,,3,2,1,0,0,0,0,
urn:ncyu.edu.tw:student:number:01746,109,1,生命科學院,食品科學系,博士班,,,4,4,0,4,0,0,0,
urn:ncyu.edu.tw:student:number:01747,109,1,生命科學院,食品科學系,博士班,,,5,3,2,3,2,0,0,
urn:ncyu.edu.tw:student:number:01748,109,1,生命科學院,食品科學系,博士班,,,6,2,2,2,2,0,0,
urn:ncyu.edu.tw:student:number:01749,109,1,生命科學院,食品科學系,博士班,,,7,2,3,2,3,0,0,
urn:ncyu.edu.tw:student:number:01750,109,1,生命科學院,食品科學系,進修學士班,,,1,19,26,0,0,0,0,
urn:ncyu.edu.tw:student:number:01751,109,1,生命科學院,食品科學系,進修學士班,,,2,16,26,0,0,0,0,
urn:ncyu.edu.tw:student:number:01752,109,1,生命科學院,食品科學系,進修學士班,,,3,13,30,0,0,0,0,
urn:ncyu.edu.tw:student:number:01753,109,1,生命科學院,食品科學系,進修學士班,,,4,23,22,0,0,0,0,
urn:ncyu.edu.tw:student:number:01754,109,1,生命科學院,食品科學系,進修學士班,,,5,10,6,10,6,0,0,
urn:ncyu.edu.tw:student:number:01755,109,1,生命科學院,食品科學系,進修學士班,,,6,3,2,3,2,0,0,
urn:ncyu.edu.tw:student:number:01756,109,1,生命科學院,食品科學系,碩士在職專班,,,1,6,13,0,0,0,0,
urn:ncyu.edu.tw:student:number:01757,109,1,生命科學院,食品科學系,碩士在職專班,,,2,9,7,0,0,0,0,
urn:ncyu.edu.tw:student:number:01758,109,1,生命科學院,食品科學系,碩士在職專班,,,3,10,4,10,4,0,0,
urn:ncyu.edu.tw:student:number:01759,109,1,生命科學院,食品科學系,碩士在職專班,,,4,5,5,5,5,0,0,
urn:ncyu.edu.tw:student:number:01760,109,1,生命科學院,食品科學系,碩士班,,保健食品組,1,2,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01761,109,1,生命科學院,食品科學系,碩士班,,保健食品組,2,2,7,0,0,0,0,
urn:ncyu.edu.tw:student:number:01762,109,1,生命科學院,食品科學系,碩士班,,保健食品組,3,1,3,1,3,0,0,
urn:ncyu.edu.tw:student:number:01763,109,1,生命科學院,食品科學系,碩士班,,保健食品組,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01764,109,1,生命科學院,食品科學系,碩士班,,食品科技組,1,6,10,0,0,0,0,
urn:ncyu.edu.tw:student:number:01765,109,1,生命科學院,食品科學系,碩士班,,食品科技組,2,4,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01766,109,1,生命科學院,食品科學系,碩士班,,食品科技組,3,0,2,0,2,0,0,
urn:ncyu.edu.tw:student:number:01767,109,1,生命科學院,食品科學系,碩士班,,食品科技組,4,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01768,109,1,生命科學院,食品科學系,學士班,,,1,15,32,0,0,0,0,
urn:ncyu.edu.tw:student:number:01769,109,1,生命科學院,食品科學系,學士班,,,2,20,33,0,0,1,0,
urn:ncyu.edu.tw:student:number:01770,109,1,生命科學院,食品科學系,學士班,,,3,15,36,0,0,0,2,
urn:ncyu.edu.tw:student:number:01771,109,1,生命科學院,食品科學系,學士班,,,4,15,36,0,0,0,0,
urn:ncyu.edu.tw:student:number:01772,109,1,生命科學院,食品科學系,學士班,,,5,2,3,2,3,0,0,
urn:ncyu.edu.tw:student:number:01773,109,1,生命科學院,食品科學系,學士班,,,6,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01774,109,1,生命科學院,微生物免疫與生物藥學系,碩士班,,,1,1,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01775,109,1,生命科學院,微生物免疫與生物藥學系,碩士班,,,2,0,4,0,0,0,0,
urn:ncyu.edu.tw:student:number:01776,109,1,生命科學院,微生物免疫與生物藥學系,碩士班,,,3,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01777,109,1,生命科學院,微生物免疫與生物藥學系,碩士班,,,4,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01778,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,1,21,21,0,0,0,0,
urn:ncyu.edu.tw:student:number:01779,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,2,24,23,0,0,1,2,
urn:ncyu.edu.tw:student:number:01780,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,3,19,20,0,0,1,2,
urn:ncyu.edu.tw:student:number:01781,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,4,18,21,0,0,0,0,
urn:ncyu.edu.tw:student:number:01782,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01783,109,1,生命科學院,微生物免疫與生物藥學系,學士班,,,6,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01784,109,1,師範學院,幼兒教育學系,碩士在職專班,,,1,1,21,0,0,0,0,
urn:ncyu.edu.tw:student:number:01785,109,1,師範學院,幼兒教育學系,碩士在職專班,,,2,0,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01786,109,1,師範學院,幼兒教育學系,碩士在職專班,,,3,0,5,0,5,0,0,
urn:ncyu.edu.tw:student:number:01787,109,1,師範學院,幼兒教育學系,碩士在職專班,,,4,1,4,1,4,0,0,
urn:ncyu.edu.tw:student:number:01788,109,1,師範學院,幼兒教育學系,碩士班,,,1,0,13,0,0,0,0,
urn:ncyu.edu.tw:student:number:01789,109,1,師範學院,幼兒教育學系,碩士班,,,2,1,13,0,0,0,0,
urn:ncyu.edu.tw:student:number:01790,109,1,師範學院,幼兒教育學系,碩士班,,,3,2,7,2,7,0,0,
urn:ncyu.edu.tw:student:number:01791,109,1,師範學院,幼兒教育學系,碩士班,,,4,0,7,0,7,0,0,
urn:ncyu.edu.tw:student:number:01792,109,1,師範學院,幼兒教育學系,學士班,,,1,9,43,0,0,0,0,
urn:ncyu.edu.tw:student:number:01793,109,1,師範學院,幼兒教育學系,學士班,,,2,9,51,0,0,0,4,
urn:ncyu.edu.tw:student:number:01794,109,1,師範學院,幼兒教育學系,學士班,,,3,8,44,0,0,0,0,
urn:ncyu.edu.tw:student:number:01795,109,1,師範學院,幼兒教育學系,學士班,,,4,4,51,0,0,0,0,
urn:ncyu.edu.tw:student:number:01796,109,1,師範學院,幼兒教育學系,學士班,,,5,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01797,109,1,師範學院,師範學院教學專業國際碩士學位學程,碩士班,,,1,1,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01798,109,1,師範學院,師範學院教學專業國際碩士學位學程,碩士班,,,2,0,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01799,109,1,師範學院,特殊教育學系,碩士班,,,1,3,9,0,0,0,0,
urn:ncyu.edu.tw:student:number:01800,109,1,師範學院,特殊教育學系,碩士班,,,2,1,10,0,0,0,0,
urn:ncyu.edu.tw:student:number:01801,109,1,師範學院,特殊教育學系,碩士班,,,3,0,12,0,12,0,0,
urn:ncyu.edu.tw:student:number:01802,109,1,師範學院,特殊教育學系,碩士班,,,4,3,7,3,7,0,0,
urn:ncyu.edu.tw:student:number:01803,109,1,師範學院,特殊教育學系,學士班,,,1,12,32,0,0,0,0,
urn:ncyu.edu.tw:student:number:01804,109,1,師範學院,特殊教育學系,學士班,,,2,8,34,0,0,0,1,
urn:ncyu.edu.tw:student:number:01805,109,1,師範學院,特殊教育學系,學士班,,,3,9,26,0,0,0,0,
urn:ncyu.edu.tw:student:number:01806,109,1,師範學院,特殊教育學系,學士班,,,4,11,30,0,0,0,0,
urn:ncyu.edu.tw:student:number:01807,109,1,師範學院,特殊教育學系,學士班,,,5,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01808,109,1,師範學院,特殊教育學系,學士班,,,6,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01809,109,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,1,2,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01810,109,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,2,4,9,0,0,0,0,
urn:ncyu.edu.tw:student:number:01811,109,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,3,4,2,4,2,0,0,
urn:ncyu.edu.tw:student:number:01812,109,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,4,0,5,0,5,0,0,
urn:ncyu.edu.tw:student:number:01813,109,1,師範學院,教育行政與政策發展研究所,碩士班,,,1,4,10,0,0,0,0,
urn:ncyu.edu.tw:student:number:01814,109,1,師範學院,教育行政與政策發展研究所,碩士班,,,2,2,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01815,109,1,師範學院,教育行政與政策發展研究所,碩士班,,,3,2,4,2,4,0,0,
urn:ncyu.edu.tw:student:number:01816,109,1,師範學院,教育行政與政策發展研究所,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01817,109,1,師範學院,教育學系,博士班,,,1,1,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01818,109,1,師範學院,教育學系,博士班,,,2,2,7,0,0,0,0,
urn:ncyu.edu.tw:student:number:01819,109,1,師範學院,教育學系,博士班,,,3,5,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01820,109,1,師範學院,教育學系,博士班,,,4,3,4,3,4,0,0,
urn:ncyu.edu.tw:student:number:01821,109,1,師範學院,教育學系,博士班,,,5,3,4,3,4,0,0,
urn:ncyu.edu.tw:student:number:01822,109,1,師範學院,教育學系,博士班,,,6,2,6,2,6,0,0,
urn:ncyu.edu.tw:student:number:01823,109,1,師範學院,教育學系,博士班,,,7,1,6,1,6,0,0,
urn:ncyu.edu.tw:student:number:01824,109,1,師範學院,教育學系,碩士在職專班,,,1,12,24,0,0,0,0,
urn:ncyu.edu.tw:student:number:01825,109,1,師範學院,教育學系,碩士在職專班,,,2,1,24,0,0,0,0,
urn:ncyu.edu.tw:student:number:01826,109,1,師範學院,教育學系,碩士在職專班,,,3,4,24,4,24,0,0,
urn:ncyu.edu.tw:student:number:01827,109,1,師範學院,教育學系,碩士在職專班,,,4,5,20,5,20,0,0,
urn:ncyu.edu.tw:student:number:01828,109,1,師範學院,教育學系,碩士班,,,1,12,15,0,0,0,0,
urn:ncyu.edu.tw:student:number:01829,109,1,師範學院,教育學系,碩士班,,,2,4,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01830,109,1,師範學院,教育學系,碩士班,,,3,3,9,3,9,0,0,
urn:ncyu.edu.tw:student:number:01831,109,1,師範學院,教育學系,碩士班,,,4,6,3,6,3,0,0,
urn:ncyu.edu.tw:student:number:01832,109,1,師範學院,教育學系,學士班,,,1,16,27,0,0,0,0,
urn:ncyu.edu.tw:student:number:01833,109,1,師範學院,教育學系,學士班,,,2,12,30,0,0,0,2,
urn:ncyu.edu.tw:student:number:01834,109,1,師範學院,教育學系,學士班,,,3,11,21,0,0,0,0,
urn:ncyu.edu.tw:student:number:01835,109,1,師範學院,教育學系,學士班,,,4,12,28,0,0,0,0,
urn:ncyu.edu.tw:student:number:01836,109,1,師範學院,教育學系,學士班,,,5,1,1,1,1,0,0,
urn:ncyu.edu.tw:student:number:01837,109,1,師範學院,輔導與諮商學系,碩士在職專班,,,1,6,33,0,0,0,0,
urn:ncyu.edu.tw:student:number:01838,109,1,師範學院,輔導與諮商學系,碩士在職專班,,,2,10,27,0,0,0,0,
urn:ncyu.edu.tw:student:number:01839,109,1,師範學院,輔導與諮商學系,碩士在職專班,,,3,4,18,4,18,0,0,
urn:ncyu.edu.tw:student:number:01840,109,1,師範學院,輔導與諮商學系,碩士在職專班,,,4,9,35,9,35,0,0,
urn:ncyu.edu.tw:student:number:01841,109,1,師範學院,輔導與諮商學系,碩士班,,,1,7,24,0,0,0,0,
urn:ncyu.edu.tw:student:number:01842,109,1,師範學院,輔導與諮商學系,碩士班,,,2,2,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01843,109,1,師範學院,輔導與諮商學系,碩士班,,,3,4,18,4,18,0,0,
urn:ncyu.edu.tw:student:number:01844,109,1,師範學院,輔導與諮商學系,碩士班,,,4,10,23,10,23,0,0,
urn:ncyu.edu.tw:student:number:01845,109,1,師範學院,輔導與諮商學系,學士班,,,1,18,35,0,0,0,0,
urn:ncyu.edu.tw:student:number:01846,109,1,師範學院,輔導與諮商學系,學士班,,,2,21,31,0,0,0,2,
urn:ncyu.edu.tw:student:number:01847,109,1,師範學院,輔導與諮商學系,學士班,,,3,23,34,0,0,0,0,
urn:ncyu.edu.tw:student:number:01848,109,1,師範學院,輔導與諮商學系,學士班,,,4,11,44,0,0,0,0,
urn:ncyu.edu.tw:student:number:01849,109,1,師範學院,輔導與諮商學系,學士班,,,5,2,1,2,1,0,0,
urn:ncyu.edu.tw:student:number:01850,109,1,師範學院,數位學習設計與管理學系,碩士班,,,1,5,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01851,109,1,師範學院,數位學習設計與管理學系,碩士班,,,2,0,8,0,0,0,0,
urn:ncyu.edu.tw:student:number:01852,109,1,師範學院,數位學習設計與管理學系,碩士班,,,3,0,5,0,5,0,0,
urn:ncyu.edu.tw:student:number:01853,109,1,師範學院,數位學習設計與管理學系,碩士班,,,4,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01854,109,1,師範學院,數位學習設計與管理學系,學士班,,,1,26,19,0,0,0,0,
urn:ncyu.edu.tw:student:number:01855,109,1,師範學院,數位學習設計與管理學系,學士班,,,2,19,27,0,0,0,2,
urn:ncyu.edu.tw:student:number:01856,109,1,師範學院,數位學習設計與管理學系,學士班,,,3,19,26,0,0,0,0,
urn:ncyu.edu.tw:student:number:01857,109,1,師範學院,數位學習設計與管理學系,學士班,,,4,18,23,0,0,0,0,
urn:ncyu.edu.tw:student:number:01858,109,1,師範學院,數位學習設計與管理學系,學士班,,,5,0,1,0,1,0,0,
urn:ncyu.edu.tw:student:number:01859,109,1,師範學院,數位學習設計與管理學系,學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01860,109,1,師範學院,數理教育研究所,碩士在職專班,,,1,9,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01861,109,1,師範學院,數理教育研究所,碩士在職專班,,,2,3,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01862,109,1,師範學院,數理教育研究所,碩士在職專班,,,3,2,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01863,109,1,師範學院,數理教育研究所,碩士班,,,1,7,8,0,0,0,0,
urn:ncyu.edu.tw:student:number:01864,109,1,師範學院,數理教育研究所,碩士班,,,2,10,4,0,0,0,0,
urn:ncyu.edu.tw:student:number:01865,109,1,師範學院,數理教育研究所,碩士班,,,3,8,2,8,2,0,0,
urn:ncyu.edu.tw:student:number:01866,109,1,師範學院,數理教育研究所,碩士班,,,4,6,4,6,4,0,0,
urn:ncyu.edu.tw:student:number:01867,109,1,師範學院,體育與健康休閒學系,進修學士班,,,1,42,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01868,109,1,師範學院,體育與健康休閒學系,進修學士班,,,2,40,6,0,0,2,0,
urn:ncyu.edu.tw:student:number:01869,109,1,師範學院,體育與健康休閒學系,進修學士班,,,3,32,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01870,109,1,師範學院,體育與健康休閒學系,進修學士班,,,4,33,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01871,109,1,師範學院,體育與健康休閒學系,進修學士班,,,5,6,1,6,1,0,0,
urn:ncyu.edu.tw:student:number:01872,109,1,師範學院,體育與健康休閒學系,碩士在職專班,,,1,5,14,0,0,0,0,
urn:ncyu.edu.tw:student:number:01873,109,1,師範學院,體育與健康休閒學系,碩士在職專班,,,2,10,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01874,109,1,師範學院,體育與健康休閒學系,碩士在職專班,,,3,3,5,3,5,0,0,
urn:ncyu.edu.tw:student:number:01875,109,1,師範學院,體育與健康休閒學系,碩士在職專班,,,4,6,7,6,7,0,0,
urn:ncyu.edu.tw:student:number:01876,109,1,師範學院,體育與健康休閒學系,碩士班,,,1,9,5,0,0,0,0,
urn:ncyu.edu.tw:student:number:01877,109,1,師範學院,體育與健康休閒學系,碩士班,,,2,5,9,0,0,0,0,
urn:ncyu.edu.tw:student:number:01878,109,1,師範學院,體育與健康休閒學系,碩士班,,,3,8,2,8,2,0,0,
urn:ncyu.edu.tw:student:number:01879,109,1,師範學院,體育與健康休閒學系,碩士班,,,4,2,3,2,3,0,0,
urn:ncyu.edu.tw:student:number:01880,109,1,師範學院,體育與健康休閒學系,學士班,,,1,37,14,0,0,0,0,
urn:ncyu.edu.tw:student:number:01881,109,1,師範學院,體育與健康休閒學系,學士班,,,2,36,15,0,0,3,0,
urn:ncyu.edu.tw:student:number:01882,109,1,師範學院,體育與健康休閒學系,學士班,,,3,33,17,0,0,0,1,
urn:ncyu.edu.tw:student:number:01883,109,1,師範學院,體育與健康休閒學系,學士班,,,4,31,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01884,109,1,師範學院,體育與健康休閒學系,學士班,,,5,6,0,6,0,0,0,
urn:ncyu.edu.tw:student:number:01885,109,1,理工學院,土木與水資源工程學系,進修學士班,,,1,31,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01886,109,1,理工學院,土木與水資源工程學系,進修學士班,,,2,20,5,0,0,0,1,
urn:ncyu.edu.tw:student:number:01887,109,1,理工學院,土木與水資源工程學系,進修學士班,,,3,27,6,0,0,0,0,
urn:ncyu.edu.tw:student:number:01888,109,1,理工學院,土木與水資源工程學系,進修學士班,,,4,20,1,0,0,0,0,
urn:ncyu.edu.tw:student:number:01889,109,1,理工學院,土木與水資源工程學系,進修學士班,,,5,12,0,12,0,0,0,
urn:ncyu.edu.tw:student:number:01890,109,1,理工學院,土木與水資源工程學系,進修學士班,,,6,4,3,4,3,0,0,
urn:ncyu.edu.tw:student:number:01891,109,1,理工學院,土木與水資源工程學系,碩士在職專班,,,1,6,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01892,109,1,理工學院,土木與水資源工程學系,碩士在職專班,,,2,6,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01893,109,1,理工學院,土木與水資源工程學系,碩士在職專班,,,3,6,0,6,0,0,0,
urn:ncyu.edu.tw:student:number:01894,109,1,理工學院,土木與水資源工程學系,碩士在職專班,,,4,5,0,5,0,0,0,
urn:ncyu.edu.tw:student:number:01895,109,1,理工學院,土木與水資源工程學系,碩士班,,,1,4,3,0,0,0,0,
urn:ncyu.edu.tw:student:number:01896,109,1,理工學院,土木與水資源工程學系,碩士班,,,2,5,1,0,0,0,0,
urn:ncyu.edu.tw:student:number:01897,109,1,理工學院,土木與水資源工程學系,碩士班,,,3,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01898,109,1,理工學院,土木與水資源工程學系,碩士班,,,4,1,0,1,0,0,0,
urn:ncyu.edu.tw:student:number:01899,109,1,理工學院,土木與水資源工程學系,學士班,,,1,33,11,0,0,0,0,
urn:ncyu.edu.tw:student:number:01900,109,1,理工學院,土木與水資源工程學系,學士班,,,2,39,6,0,0,3,0,
urn:ncyu.edu.tw:student:number:01901,109,1,理工學院,土木與水資源工程學系,學士班,,,3,34,9,0,0,1,0,
urn:ncyu.edu.tw:student:number:01902,109,1,理工學院,土木與水資源工程學系,學士班,,,4,34,10,0,0,0,0,
urn:ncyu.edu.tw:student:number:01903,109,1,理工學院,土木與水資源工程學系,學士班,,,5,12,0,12,0,0,0,
urn:ncyu.edu.tw:student:number:01904,109,1,理工學院,土木與水資源工程學系,學士班,,,6,2,0,2,0,0,0,
urn:ncyu.edu.tw:student:number:01905,109,1,理工學院,生物機電工程學系,進修學士班,,,1,37,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01906,109,1,理工學院,生物機電工程學系,進修學士班,,,2,44,0,0,0,0,0,
urn:ncyu.edu.tw:student:number:01907,109,1,理工學院,生物機電工程學系,進修學士班,,,3,26,2,0,0,1,1,
urn:ncyu.edu.tw:student:number:01908,109,1,理工學院,生物機電工程學系,進修學士班,,,4,28,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01909,109,1,理工學院,生物機電工程學系,進修學士班,,,5,8,0,8,0,0,0,
urn:ncyu.edu.tw:student:number:01910,109,1,理工學院,生物機電工程學系,進修學士班,,,6,3,0,3,0,0,0,
urn:ncyu.edu.tw:student:number:01911,109,1,理工學院,生物機電工程學系,碩士在職專班,,,1,5,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01912,109,1,理工學院,生物機電工程學系,碩士在職專班,,,2,8,2,0,0,0,0,
urn:ncyu.edu.tw:student:number:01913,109,1,理工學院,生物機電工程學系,碩士在職專班,,,3,7,1,7,1,0,0,
urn:ncyu.edu.tw:student:number:01914,109,1,理工學院,生物機電工程學系,碩士在職專班,,,4,2,1,2,1,0,0,
