id,學年度,學期,學院,單位,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,延修生人數男,延修生人數女,轉學生男,轉學生女,補充說明
urn:ncyu.edu.tw:student:number:06042,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,1,49,61,0,0,,,
urn:ncyu.edu.tw:student:number:06043,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,2,57,60,0,0,,,
urn:ncyu.edu.tw:student:number:06044,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,3,13,7,13,7,,,
urn:ncyu.edu.tw:student:number:06045,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,4,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06046,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,5,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:06047,105,2,管理學院,管理學院碩士在職專班,碩士在職專班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06048,105,2,管理學院,應用經濟學系,碩士班,,,1,2,2,0,0,,,
urn:ncyu.edu.tw:student:number:06049,105,2,管理學院,應用經濟學系,碩士班,,,2,4,0,0,0,,,
urn:ncyu.edu.tw:student:number:06050,105,2,管理學院,應用經濟學系,學士班,,,1,29,20,0,0,,,
urn:ncyu.edu.tw:student:number:06051,105,2,管理學院,應用經濟學系,學士班,,,2,26,24,0,0,,,
urn:ncyu.edu.tw:student:number:06052,105,2,管理學院,應用經濟學系,學士班,,,3,20,28,0,0,,,
urn:ncyu.edu.tw:student:number:06053,105,2,管理學院,應用經濟學系,學士班,,,4,25,26,0,0,,,
urn:ncyu.edu.tw:student:number:06054,105,2,管理學院,應用經濟學系,學士班,,,5,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:06055,105,2,管理學院,應用經濟學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06056,105,2,不分院,公共政策研究所,碩士班,,,3,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06057,105,2,不分院,公共政策研究所,碩士班,,,4,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:06058,105,2,不分院,公共政策研究所,碩士班,,,5,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06059,105,2,獸醫學院,獸醫學系,碩士班,,,1,1,4,0,0,,,
urn:ncyu.edu.tw:student:number:06060,105,2,獸醫學院,獸醫學系,碩士班,臨床獸醫學碩士班,,1,4,1,0,0,,,
urn:ncyu.edu.tw:student:number:06061,105,2,獸醫學院,獸醫學系,碩士班,,,2,1,0,0,0,,,
urn:ncyu.edu.tw:student:number:06062,105,2,獸醫學院,獸醫學系,碩士班,臨床獸醫學碩士班,,2,3,0,0,0,,,
urn:ncyu.edu.tw:student:number:06063,105,2,獸醫學院,獸醫學系,碩士在職專班,,,2,1,0,0,0,,,
urn:ncyu.edu.tw:student:number:06064,105,2,獸醫學院,獸醫學系,碩士在職專班,,,3,4,4,4,4,,,
urn:ncyu.edu.tw:student:number:06065,105,2,獸醫學院,獸醫學系,碩士在職專班,,,4,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06066,105,2,獸醫學院,獸醫學系,碩士在職專班,,,5,3,0,3,0,,,
urn:ncyu.edu.tw:student:number:06067,105,2,獸醫學院,獸醫學系,學士班,,,1,20,20,0,0,,,
urn:ncyu.edu.tw:student:number:06068,105,2,獸醫學院,獸醫學系,學士班,,,2,23,37,0,0,,,
urn:ncyu.edu.tw:student:number:06069,105,2,獸醫學院,獸醫學系,學士班,,,3,29,23,0,0,,,
urn:ncyu.edu.tw:student:number:06070,105,2,獸醫學院,獸醫學系,學士班,,,4,27,20,0,0,,,
urn:ncyu.edu.tw:student:number:06071,105,2,獸醫學院,獸醫學系,學士班,,,5,28,26,0,0,,,
urn:ncyu.edu.tw:student:number:06072,105,2,獸醫學院,獸醫學系,學士班,,,6,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:06073,105,1,師範學院,幼兒教育學系,碩士班,,,1,2,15,0,0,,,
urn:ncyu.edu.tw:student:number:06074,105,1,師範學院,幼兒教育學系,碩士班,,,2,2,15,0,0,,,
urn:ncyu.edu.tw:student:number:06075,105,1,師範學院,幼兒教育學系,碩士班,,,3,2,12,2,12,,,
urn:ncyu.edu.tw:student:number:06076,105,1,師範學院,幼兒教育學系,碩士班,,,4,1,7,1,7,,,
urn:ncyu.edu.tw:student:number:06077,105,1,師範學院,幼兒教育學系,碩士在職專班,,,1,0,22,0,0,,,
urn:ncyu.edu.tw:student:number:06078,105,1,師範學院,幼兒教育學系,碩士在職專班,,,2,1,18,0,0,,,
urn:ncyu.edu.tw:student:number:06079,105,1,師範學院,幼兒教育學系,碩士在職專班,,,3,0,11,0,11,,,
urn:ncyu.edu.tw:student:number:06080,105,1,師範學院,幼兒教育學系,碩士在職專班,,,4,3,3,3,3,,,
urn:ncyu.edu.tw:student:number:06081,105,1,師範學院,幼兒教育學系,學士班,,,1,7,45,0,0,,,
urn:ncyu.edu.tw:student:number:06082,105,1,師範學院,幼兒教育學系,學士班,,,2,6,46,0,0,,,
urn:ncyu.edu.tw:student:number:06083,105,1,師範學院,幼兒教育學系,學士班,,,3,3,49,0,0,,,
urn:ncyu.edu.tw:student:number:06084,105,1,師範學院,幼兒教育學系,學士班,,,4,6,46,0,0,,,
urn:ncyu.edu.tw:student:number:06085,105,1,師範學院,幼兒教育學系,學士班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:06086,105,1,師範學院,師範學院教學專業國際碩士學位學程,碩士班,,,2,1,3,0,0,,,
urn:ncyu.edu.tw:student:number:06087,105,1,師範學院,師範學院教學專業國際碩士學位學程,碩士班,,,3,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06088,105,1,師範學院,特殊教育學系,碩士班,,,1,0,11,0,0,,,
urn:ncyu.edu.tw:student:number:06089,105,1,師範學院,特殊教育學系,碩士班,,,2,4,14,0,0,,,
urn:ncyu.edu.tw:student:number:06090,105,1,師範學院,特殊教育學系,碩士班,,,3,3,4,3,4,,,
urn:ncyu.edu.tw:student:number:06091,105,1,師範學院,特殊教育學系,碩士班,,,4,2,2,2,2,,,
urn:ncyu.edu.tw:student:number:06092,105,1,師範學院,特殊教育學系,學士班,,,1,9,32,0,0,,,
urn:ncyu.edu.tw:student:number:06093,105,1,師範學院,特殊教育學系,學士班,,,2,5,39,0,0,,,
urn:ncyu.edu.tw:student:number:06094,105,1,師範學院,特殊教育學系,學士班,,,3,9,32,0,0,,,
urn:ncyu.edu.tw:student:number:06095,105,1,師範學院,特殊教育學系,學士班,,,4,13,30,0,0,,,
urn:ncyu.edu.tw:student:number:06096,105,1,師範學院,特殊教育學系,學士班,,,5,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:06097,105,1,師範學院,教育行政與政策發展研究所,碩士班,,,1,4,11,0,0,,,
urn:ncyu.edu.tw:student:number:06098,105,1,師範學院,教育行政與政策發展研究所,碩士班,,,2,3,5,0,0,,,
urn:ncyu.edu.tw:student:number:06099,105,1,師範學院,教育行政與政策發展研究所,碩士班,,,3,1,5,1,5,,,
urn:ncyu.edu.tw:student:number:06100,105,1,師範學院,教育行政與政策發展研究所,碩士班,,,4,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06101,105,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,1,6,12,0,0,,,
urn:ncyu.edu.tw:student:number:06102,105,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,2,6,8,0,0,,,
urn:ncyu.edu.tw:student:number:06103,105,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,3,3,5,3,5,,,
urn:ncyu.edu.tw:student:number:06104,105,1,師範學院,教育行政與政策發展研究所,碩士在職專班,,,4,4,0,4,0,,,
urn:ncyu.edu.tw:student:number:06105,105,1,師範學院,教育學系,博士班,,,1,4,6,0,0,,,
urn:ncyu.edu.tw:student:number:06106,105,1,師範學院,教育學系,博士班,,,2,5,7,0,0,,,
urn:ncyu.edu.tw:student:number:06107,105,1,師範學院,教育學系,博士班,,,3,4,7,0,0,,,
urn:ncyu.edu.tw:student:number:06108,105,1,師範學院,教育學系,博士班,,,4,3,5,3,5,,,
urn:ncyu.edu.tw:student:number:06109,105,1,師範學院,教育學系,博士班,,,5,2,2,2,2,,,
urn:ncyu.edu.tw:student:number:06110,105,1,師範學院,教育學系,博士班,,,6,4,3,4,3,,,
urn:ncyu.edu.tw:student:number:06111,105,1,師範學院,教育學系,博士班,,,7,5,6,5,6,,,
urn:ncyu.edu.tw:student:number:06112,105,1,師範學院,教育學系,碩士班,,,1,4,15,0,0,,,
urn:ncyu.edu.tw:student:number:06113,105,1,師範學院,教育學系,碩士班,,,2,6,18,0,0,,,
urn:ncyu.edu.tw:student:number:06114,105,1,師範學院,教育學系,碩士班,,,3,5,16,5,16,,,
urn:ncyu.edu.tw:student:number:06115,105,1,師範學院,教育學系,碩士班,,,4,7,5,7,5,,,
urn:ncyu.edu.tw:student:number:06116,105,1,師範學院,教育學系,碩士在職專班,,,1,8,20,0,0,,,
urn:ncyu.edu.tw:student:number:06117,105,1,師範學院,教育學系,碩士在職專班,,,2,5,25,0,0,,,
urn:ncyu.edu.tw:student:number:06118,105,1,師範學院,教育學系,碩士在職專班,,,3,6,21,6,21,,,
urn:ncyu.edu.tw:student:number:06119,105,1,師範學院,教育學系,碩士在職專班,,,4,8,13,8,13,,,
urn:ncyu.edu.tw:student:number:06120,105,1,師範學院,教育學系,學士班,,,1,16,25,0,0,,,
urn:ncyu.edu.tw:student:number:06121,105,1,師範學院,教育學系,學士班,,,2,18,32,0,0,,,
urn:ncyu.edu.tw:student:number:06122,105,1,師範學院,教育學系,學士班,,,3,17,27,0,0,,,
urn:ncyu.edu.tw:student:number:06123,105,1,師範學院,教育學系,學士班,,,4,17,30,0,0,,,
urn:ncyu.edu.tw:student:number:06124,105,1,師範學院,教育學系,學士班,,,5,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06125,105,1,師範學院,教育學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06126,105,1,師範學院,輔導與諮商學系,碩士班,,,1,7,20,0,0,,,
urn:ncyu.edu.tw:student:number:06127,105,1,師範學院,輔導與諮商學系,碩士班,,,2,5,23,0,0,,,
urn:ncyu.edu.tw:student:number:06128,105,1,師範學院,輔導與諮商學系,碩士班,,,3,7,17,7,17,,,
urn:ncyu.edu.tw:student:number:06129,105,1,師範學院,輔導與諮商學系,碩士班,,,4,9,24,9,24,,,
urn:ncyu.edu.tw:student:number:06130,105,1,師範學院,輔導與諮商學系,碩士在職專班,,,1,5,36,0,0,,,
urn:ncyu.edu.tw:student:number:06131,105,1,師範學院,輔導與諮商學系,碩士在職專班,,,2,5,31,0,0,,,
urn:ncyu.edu.tw:student:number:06132,105,1,師範學院,輔導與諮商學系,碩士在職專班,,,3,5,15,5,15,,,
urn:ncyu.edu.tw:student:number:06133,105,1,師範學院,輔導與諮商學系,碩士在職專班,,,4,6,21,6,21,,,
urn:ncyu.edu.tw:student:number:06134,105,1,師範學院,輔導與諮商學系,學士班,,,1,13,38,0,0,,,
urn:ncyu.edu.tw:student:number:06135,105,1,師範學院,輔導與諮商學系,學士班,,,2,12,42,0,0,,,
urn:ncyu.edu.tw:student:number:06136,105,1,師範學院,輔導與諮商學系,學士班,,,3,13,36,0,0,,,
urn:ncyu.edu.tw:student:number:06137,105,1,師範學院,輔導與諮商學系,學士班,,,4,12,42,0,0,,,
urn:ncyu.edu.tw:student:number:06138,105,1,師範學院,輔導與諮商學系,學士班,,,5,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:06139,105,1,師範學院,輔導與諮商學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06140,105,1,師範學院,數位學習設計與管理學系,碩士班,,,1,1,11,0,0,,,
urn:ncyu.edu.tw:student:number:06141,105,1,師範學院,數位學習設計與管理學系,碩士班,,,2,2,3,0,0,,,
urn:ncyu.edu.tw:student:number:06142,105,1,師範學院,數位學習設計與管理學系,碩士班,,,3,0,4,0,4,,,
urn:ncyu.edu.tw:student:number:06143,105,1,師範學院,數位學習設計與管理學系,碩士班,,,4,4,1,4,1,,,
urn:ncyu.edu.tw:student:number:06144,105,1,師範學院,數位學習設計與管理學系,學士班,,,1,23,25,0,0,,,
urn:ncyu.edu.tw:student:number:06145,105,1,師範學院,數位學習設計與管理學系,學士班,,,2,17,32,0,0,,,
urn:ncyu.edu.tw:student:number:06146,105,1,師範學院,數位學習設計與管理學系,學士班,,,3,13,34,0,0,,,
urn:ncyu.edu.tw:student:number:06147,105,1,師範學院,數位學習設計與管理學系,學士班,,,4,15,34,0,0,,,
urn:ncyu.edu.tw:student:number:06148,105,1,師範學院,數理教育研究所,碩士班,,,1,13,11,0,0,,,
urn:ncyu.edu.tw:student:number:06149,105,1,師範學院,數理教育研究所,碩士班,,,2,12,6,0,0,,,
urn:ncyu.edu.tw:student:number:06150,105,1,師範學院,數理教育研究所,碩士班,,,3,10,0,10,0,,,
urn:ncyu.edu.tw:student:number:06151,105,1,師範學院,數理教育研究所,碩士班,,,4,3,8,3,8,,,
urn:ncyu.edu.tw:student:number:06152,105,1,師範學院,體育與健康休閒學系,碩士班,,,1,12,10,0,0,,,
urn:ncyu.edu.tw:student:number:06153,105,1,師範學院,體育與健康休閒學系,碩士班,,,2,10,3,0,0,,,
urn:ncyu.edu.tw:student:number:06154,105,1,師範學院,體育與健康休閒學系,碩士班,,,3,5,2,5,2,,,
urn:ncyu.edu.tw:student:number:06155,105,1,師範學院,體育與健康休閒學系,碩士班,,,4,7,1,7,1,,,
urn:ncyu.edu.tw:student:number:06156,105,1,師範學院,體育與健康休閒學系,碩士在職專班,,,1,8,12,0,0,,,
urn:ncyu.edu.tw:student:number:06157,105,1,師範學院,體育與健康休閒學系,碩士在職專班,,,2,6,11,0,0,,,
urn:ncyu.edu.tw:student:number:06158,105,1,師範學院,體育與健康休閒學系,碩士在職專班,,,3,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:06159,105,1,師範學院,體育與健康休閒學系,碩士在職專班,,,4,5,1,5,1,,,
urn:ncyu.edu.tw:student:number:06160,105,1,師範學院,體育與健康休閒學系,學士班,,,1,34,15,0,0,,,
urn:ncyu.edu.tw:student:number:06161,105,1,師範學院,體育與健康休閒學系,學士班,,,2,36,12,0,0,,,
urn:ncyu.edu.tw:student:number:06162,105,1,師範學院,體育與健康休閒學系,學士班,,,3,39,12,0,0,,,
urn:ncyu.edu.tw:student:number:06163,105,1,師範學院,體育與健康休閒學系,學士班,,,4,34,15,0,0,,,
urn:ncyu.edu.tw:student:number:06164,105,1,師範學院,體育與健康休閒學系,學士班,,,5,4,1,4,1,,,
urn:ncyu.edu.tw:student:number:06165,105,1,師範學院,體育與健康休閒學系,學士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06166,105,1,師範學院,體育與健康休閒學系,進修學士班,,,1,40,9,0,0,,,
urn:ncyu.edu.tw:student:number:06167,105,1,師範學院,體育與健康休閒學系,進修學士班,,,2,37,3,0,0,,,
urn:ncyu.edu.tw:student:number:06168,105,1,師範學院,體育與健康休閒學系,進修學士班,,,3,37,6,0,0,,,
urn:ncyu.edu.tw:student:number:06169,105,1,師範學院,體育與健康休閒學系,進修學士班,,,4,29,5,0,0,,,
urn:ncyu.edu.tw:student:number:06170,105,1,師範學院,體育與健康休閒學系,進修學士班,,,5,5,1,5,1,,,
urn:ncyu.edu.tw:student:number:06171,105,1,師範學院,體育與健康休閒學系,進修學士班,,,6,0,2,0,2,,,
urn:ncyu.edu.tw:student:number:06172,105,1,農學院,木質材料與設計學系,碩士班,,,1,6,5,0,0,,,
urn:ncyu.edu.tw:student:number:06173,105,1,農學院,木質材料與設計學系,碩士班,,,2,2,4,0,0,,,
urn:ncyu.edu.tw:student:number:06174,105,1,農學院,木質材料與設計學系,碩士班,,,3,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:06175,105,1,農學院,木質材料與設計學系,碩士班,,,4,3,0,3,0,,,
urn:ncyu.edu.tw:student:number:06176,105,1,農學院,木質材料與設計學系,學士班,,,1,22,21,0,0,,,
urn:ncyu.edu.tw:student:number:06177,105,1,農學院,木質材料與設計學系,學士班,,,2,20,25,0,0,,,
urn:ncyu.edu.tw:student:number:06178,105,1,農學院,木質材料與設計學系,學士班,,,3,23,21,0,0,,,
urn:ncyu.edu.tw:student:number:06179,105,1,農學院,木質材料與設計學系,學士班,,,4,14,28,0,0,,,
urn:ncyu.edu.tw:student:number:06180,105,1,農學院,木質材料與設計學系,學士班,,,5,5,2,5,2,,,
urn:ncyu.edu.tw:student:number:06181,105,1,農學院,木質材料與設計學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06182,105,1,農學院,木質材料與設計學系,進修學士班,,,1,31,17,0,0,,,
urn:ncyu.edu.tw:student:number:06183,105,1,農學院,木質材料與設計學系,進修學士班,,,2,27,19,0,0,,,
urn:ncyu.edu.tw:student:number:06184,105,1,農學院,木質材料與設計學系,進修學士班,,,3,16,22,0,0,,,
urn:ncyu.edu.tw:student:number:06185,105,1,農學院,木質材料與設計學系,進修學士班,,,4,23,16,0,0,,,
urn:ncyu.edu.tw:student:number:06186,105,1,農學院,木質材料與設計學系,進修學士班,,,5,6,4,6,4,,,
urn:ncyu.edu.tw:student:number:06187,105,1,農學院,生物農業科技學系,碩士班,,,1,5,6,0,0,,,
urn:ncyu.edu.tw:student:number:06188,105,1,農學院,生物農業科技學系,碩士班,,,2,4,4,0,0,,,
urn:ncyu.edu.tw:student:number:06189,105,1,農學院,生物農業科技學系,碩士班,,,3,4,2,4,2,,,
urn:ncyu.edu.tw:student:number:06190,105,1,農學院,生物農業科技學系,碩士班,,,4,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:06191,105,1,農學院,生物農業科技學系,學士班,,,1,25,17,0,0,,,
urn:ncyu.edu.tw:student:number:06192,105,1,農學院,生物農業科技學系,學士班,,,2,30,17,0,0,,,
urn:ncyu.edu.tw:student:number:06193,105,1,農學院,生物農業科技學系,學士班,,,3,25,22,0,0,,,
urn:ncyu.edu.tw:student:number:06194,105,1,農學院,生物農業科技學系,學士班,,,4,29,14,0,0,,,
urn:ncyu.edu.tw:student:number:06195,105,1,農學院,生物農業科技學系,學士班,,,5,7,2,7,2,,,
urn:ncyu.edu.tw:student:number:06196,105,1,農學院,生物農業科技學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06197,105,1,農學院,動物科學系,碩士班,,,1,7,7,0,0,,,
urn:ncyu.edu.tw:student:number:06198,105,1,農學院,動物科學系,碩士班,,,2,2,6,0,0,,,
urn:ncyu.edu.tw:student:number:06199,105,1,農學院,動物科學系,碩士班,,,3,3,3,3,3,,,
urn:ncyu.edu.tw:student:number:06200,105,1,農學院,動物科學系,碩士班,,,4,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:06201,105,1,農學院,動物科學系,學士班,,,1,17,30,0,0,,,
urn:ncyu.edu.tw:student:number:06202,105,1,農學院,動物科學系,學士班,,,2,13,29,0,0,,,
urn:ncyu.edu.tw:student:number:06203,105,1,農學院,動物科學系,學士班,,,3,21,25,0,0,,,
urn:ncyu.edu.tw:student:number:06204,105,1,農學院,動物科學系,學士班,,,4,18,28,0,0,,,
urn:ncyu.edu.tw:student:number:06205,105,1,農學院,動物科學系,學士班,,,5,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:06206,105,1,農學院,動物科學系,學士班,,,6,1,1,1,1,,,
urn:ncyu.edu.tw:student:number:06207,105,1,農學院,動物科學系,進修學士班,,,1,29,24,0,0,,,
urn:ncyu.edu.tw:student:number:06208,105,1,農學院,動物科學系,進修學士班,,,2,25,20,0,0,,,
urn:ncyu.edu.tw:student:number:06209,105,1,農學院,動物科學系,進修學士班,,,3,19,19,0,0,,,
urn:ncyu.edu.tw:student:number:06210,105,1,農學院,動物科學系,進修學士班,,,4,22,13,0,0,,,
urn:ncyu.edu.tw:student:number:06211,105,1,農學院,動物科學系,進修學士班,,,5,9,2,9,2,,,
urn:ncyu.edu.tw:student:number:06212,105,1,農學院,動物科學系,進修學士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06213,105,1,農學院,景觀學系,碩士班,,,1,7,4,0,0,,,
urn:ncyu.edu.tw:student:number:06214,105,1,農學院,景觀學系,學士班,,,1,17,29,0,0,,,
urn:ncyu.edu.tw:student:number:06215,105,1,農學院,景觀學系,學士班,,,2,25,23,0,0,,,
urn:ncyu.edu.tw:student:number:06216,105,1,農學院,景觀學系,學士班,,,3,19,26,0,0,,,
urn:ncyu.edu.tw:student:number:06217,105,1,農學院,景觀學系,學士班,,,4,12,24,0,0,,,
urn:ncyu.edu.tw:student:number:06218,105,1,農學院,景觀學系,學士班,,,5,1,4,1,4,,,
urn:ncyu.edu.tw:student:number:06219,105,1,農學院,森林暨自然資源學系,碩士班,,,1,10,4,0,0,,,
urn:ncyu.edu.tw:student:number:06220,105,1,農學院,森林暨自然資源學系,碩士班,,,2,11,8,0,0,,,
urn:ncyu.edu.tw:student:number:06221,105,1,農學院,森林暨自然資源學系,碩士班,,,3,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:06222,105,1,農學院,森林暨自然資源學系,碩士在職專班,,,1,1,1,0,0,,,
urn:ncyu.edu.tw:student:number:06223,105,1,農學院,森林暨自然資源學系,碩士在職專班,,,2,3,1,0,0,,,
urn:ncyu.edu.tw:student:number:06224,105,1,農學院,森林暨自然資源學系,碩士在職專班,,,3,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:06225,105,1,農學院,森林暨自然資源學系,碩士在職專班,,,4,2,1,2,1,,,
urn:ncyu.edu.tw:student:number:06226,105,1,農學院,森林暨自然資源學系,學士班,,,1,23,22,0,0,,,
urn:ncyu.edu.tw:student:number:06227,105,1,農學院,森林暨自然資源學系,學士班,,,2,17,27,0,0,,,
urn:ncyu.edu.tw:student:number:06228,105,1,農學院,森林暨自然資源學系,學士班,,,3,25,23,0,0,,,
urn:ncyu.edu.tw:student:number:06229,105,1,農學院,森林暨自然資源學系,學士班,,,4,22,24,0,0,,,
urn:ncyu.edu.tw:student:number:06230,105,1,農學院,森林暨自然資源學系,學士班,,,5,1,3,1,3,,,
urn:ncyu.edu.tw:student:number:06231,105,1,農學院,森林暨自然資源學系,學士班,,,6,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:06232,105,1,農學院,森林暨自然資源學系,進修學士班,,,5,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06233,105,1,農學院,植物醫學系,學士班,,,1,24,12,0,0,,,
urn:ncyu.edu.tw:student:number:06234,105,1,農學院,植物醫學系,學士班,,,2,23,16,0,0,,,
urn:ncyu.edu.tw:student:number:06235,105,1,農學院,植物醫學系,學士班,,,3,20,22,0,0,,,
urn:ncyu.edu.tw:student:number:06236,105,1,農學院,植物醫學系,學士班,,,4,20,19,0,0,,,
urn:ncyu.edu.tw:student:number:06237,105,1,農學院,植物醫學系,學士班,,,5,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06238,105,1,農學院,園藝學系,碩士班,,,1,8,5,0,0,,,
urn:ncyu.edu.tw:student:number:06239,105,1,農學院,園藝學系,碩士班,,,2,6,3,0,0,,,
urn:ncyu.edu.tw:student:number:06240,105,1,農學院,園藝學系,碩士班,,,3,5,0,5,0,,,
urn:ncyu.edu.tw:student:number:06241,105,1,農學院,園藝學系,碩士班,,,4,3,3,3,3,,,
urn:ncyu.edu.tw:student:number:06242,105,1,農學院,園藝學系,學士班,,,1,21,23,0,0,,,
urn:ncyu.edu.tw:student:number:06243,105,1,農學院,園藝學系,學士班,,,2,27,25,0,0,,,
urn:ncyu.edu.tw:student:number:06244,105,1,農學院,園藝學系,學士班,,,3,21,25,0,0,,,
urn:ncyu.edu.tw:student:number:06245,105,1,農學院,園藝學系,學士班,,,4,25,24,0,0,,,
urn:ncyu.edu.tw:student:number:06246,105,1,農學院,園藝學系,學士班,,,5,3,1,3,1,,,
urn:ncyu.edu.tw:student:number:06247,105,1,農學院,園藝學系,學士班,,,6,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:06248,105,1,農學院,園藝學系,進修學士班,,,1,33,17,0,0,,,
urn:ncyu.edu.tw:student:number:06249,105,1,農學院,園藝學系,進修學士班,,,2,54,18,0,0,,,
urn:ncyu.edu.tw:student:number:06250,105,1,農學院,園藝學系,進修學士班,,,3,20,28,0,0,,,
urn:ncyu.edu.tw:student:number:06251,105,1,農學院,園藝學系,進修學士班,,,4,17,27,0,0,,,
urn:ncyu.edu.tw:student:number:06252,105,1,農學院,園藝學系,進修學士班,,,5,4,2,4,2,,,
urn:ncyu.edu.tw:student:number:06253,105,1,農學院,園藝學系,進修學士班,,,6,0,2,0,2,,,
urn:ncyu.edu.tw:student:number:06254,105,1,農學院,農場管理進修學士學位學程,進修學士班,,,1,32,13,0,0,,,
urn:ncyu.edu.tw:student:number:06255,105,1,農學院,農業科學博士學位學程,博士班,,,1,4,1,0,0,,,
urn:ncyu.edu.tw:student:number:06256,105,1,農學院,農業科學博士學位學程,博士班,,,2,4,2,0,0,,,
urn:ncyu.edu.tw:student:number:06257,105,1,農學院,農業科學博士學位學程,博士班,,,3,1,4,0,0,,,
urn:ncyu.edu.tw:student:number:06258,105,1,農學院,農業科學博士學位學程,博士班,,,4,4,0,4,0,,,
urn:ncyu.edu.tw:student:number:06259,105,1,農學院,農業科學博士學位學程,博士班,,,5,3,2,3,2,,,
urn:ncyu.edu.tw:student:number:06260,105,1,農學院,農業科學博士學位學程,博士班,,,6,0,1,0,1,,,
urn:ncyu.edu.tw:student:number:06261,105,1,農學院,農業科學博士學位學程,博士班,,,7,5,3,5,3,,,
urn:ncyu.edu.tw:student:number:06262,105,1,農學院,農學院農業科技全英碩士學位學程,碩士班,,,2,0,1,0,0,,,
urn:ncyu.edu.tw:student:number:06263,105,1,農學院,農藝學系,碩士班,,,1,5,6,0,0,,,
urn:ncyu.edu.tw:student:number:06264,105,1,農學院,農藝學系,碩士班,,,2,7,3,0,0,,,
urn:ncyu.edu.tw:student:number:06265,105,1,農學院,農藝學系,碩士班,,,3,4,2,4,2,,,
urn:ncyu.edu.tw:student:number:06266,105,1,農學院,農藝學系,碩士班,,,4,2,0,2,0,,,
urn:ncyu.edu.tw:student:number:06267,105,1,農學院,農藝學系,碩士在職專班,,,1,14,5,0,0,,,
urn:ncyu.edu.tw:student:number:06268,105,1,農學院,農藝學系,碩士在職專班,,,2,7,7,0,0,,,
urn:ncyu.edu.tw:student:number:06269,105,1,農學院,農藝學系,碩士在職專班,,,3,10,3,10,3,,,
urn:ncyu.edu.tw:student:number:06270,105,1,農學院,農藝學系,碩士在職專班,,,4,6,7,6,7,,,
urn:ncyu.edu.tw:student:number:06271,105,1,農學院,農藝學系,學士班,,,1,27,17,0,0,,,
urn:ncyu.edu.tw:student:number:06272,105,1,農學院,農藝學系,學士班,,,2,26,23,0,0,,,
urn:ncyu.edu.tw:student:number:06273,105,1,農學院,農藝學系,學士班,,,3,25,22,0,0,,,
urn:ncyu.edu.tw:student:number:06274,105,1,農學院,農藝學系,學士班,,,4,26,20,0,0,,,
urn:ncyu.edu.tw:student:number:06275,105,1,農學院,農藝學系,學士班,,,5,1,2,1,2,,,
urn:ncyu.edu.tw:student:number:06276,105,1,農學院,農藝學系,學士班,,,6,1,0,1,0,,,
urn:ncyu.edu.tw:student:number:06277,105,1,生命科學院,水生生物科學系,碩士班,,,1,5,1,0,0,,,
urn:ncyu.edu.tw:student:number:06278,105,1,生命科學院,水生生物科學系,碩士班,,,2,12,3,0,0,,,
